"state_county_fips","Unemployed_2014"
32023,"1,550"
32027,"189"
32029,"170"
32031,"16,554"
32033,"293"
32510,"2,128"
33000,"31,959"
33001,"1,314"
33003,"1,034"
33005,"1,713"
33007,"902"
33009,"1,727"
33011,"10,321"
33013,"3,091"
33015,"8,194"
33017,"2,811"
33019,"852"
34000,"300,277"
34001,"13,817"
34003,"25,760"
34005,"14,671"
34007,"19,169"
34009,"5,893"
34011,"6,629"
34013,"29,624"
34015,"10,581"
34017,"23,258"
34019,"3,152"
34021,"11,126"
34023,"25,938"
34025,"19,569"
34027,"12,959"
34029,"19,048"
34031,"20,173"
34033,"2,592"
34035,"8,893"
34037,"4,914"
34039,"18,996"
34041,"3,517"
35000,"60,057"
35001,"19,441"
35003,"96"
35005,"1,613"
35006,"717"
35007,"386"
35009,"1,064"
35011,"39"
35013,"6,687"
35015,"1,246"
35017,"816"
35019,"125"
35021,"14"
35023,"145"
35025,"1,288"
35027,"528"
35028,"342"
35029,"1,917"
35031,"2,340"
35033,"237"
35035,"1,513"
35037,"214"
35039,"1,361"
35041,"445"
35043,"4,257"
35045,"3,463"
35047,"866"
35049,"3,843"
35051,"338"
35053,"462"
35055,"1,430"
35057,"495"
35059,"85"
35061,"2,248"
36000,"605,041"
36001,"7,706"
36003,"1,445"
36005,"59,479"
36007,"5,826"
36009,"2,529"
36011,"2,254"
36013,"3,925"
36015,"2,407"
36017,"1,434"
36019,"2,411"
36021,"1,487"
36023,"1,530"
36025,"1,312"
36027,"7,570"
36029,"27,279"
36031,"1,212"
36033,"1,502"
36035,"1,793"
36037,"1,661"
36039,"1,395"
36041,"178"
36043,"1,964"
36045,"3,569"
36047,"94,042"
36049,"930"
36051,"1,794"
36053,"2,143"
36055,"21,079"
36057,"1,661"
36059,"32,650"
36061,"55,387"
36063,"7,095"
36065,"6,319"
36067,"12,510"
36069,"2,865"
36071,"9,633"
36073,"1,384"
36075,"4,429"
36077,"1,720"
36079,"2,451"
36081,"73,867"
36083,"4,356"
36085,"16,148"
36087,"7,600"
36089,"3,648"
36091,"5,371"
36093,"4,098"
36095,"992"
36097,"594"
36099,"880"
36101,"3,064"
36103,"40,793"
36105,"2,225"
36107,"1,466"
36109,"2,362"
36111,"5,096"
36113,"2,098"
36115,"1,734"
36117,"2,748"
36119,"24,097"
36121,"1,199"
36123,"651"
37000,"285,815"
37001,"4,273"
37003,"951"
37005,"293"
37007,"760"
37009,"833"
37011,"483"
37013,"1,425"
37015,"659"
37017,"1,306"
37019,"3,572"
37021,"5,805"
37023,"2,432"
37025,"5,231"
37027,"2,505"
37029,"266"
37031,"1,846"
37033,"666"
37035,"4,683"
37037,"1,481"
37039,"769"
37041,"437"
37043,"258"
37045,"3,248"
37047,"1,907"
37049,"2,784"
37051,"9,832"
37053,"746"
37055,"1,623"
37057,"4,803"
37059,"1,113"
37061,"1,661"
37063,"7,537"
37065,"2,336"
37067,"10,247"
37069,"1,743"
37071,"6,557"
37073,"305"
37075,"431"
37077,"1,533"
37079,"584"
37081,"16,015"
37083,"2,011"
37085,"3,520"
37087,"1,511"
37089,"2,369"
37091,"676"
37093,"1,515"
37095,"192"
37097,"4,815"
37099,"1,155"
37101,"4,649"
37103,"288"
37105,"1,995"
37107,"1,939"
37109,"2,367"
37111,"1,303"
37113,"965"
37115,"547"
37117,"752"
37119,"31,759"
37121,"487"
37123,"727"
37125,"2,244"
37127,"3,443"
37129,"6,343"
37131,"627"
37133,"3,769"
37135,"3,254"
37137,"345"
37139,"1,370"
37141,"1,722"
37143,"386"
37145,"1,342"
37147,"5,432"
37149,"434"
37151,"4,166"
37153,"1,481"
37155,"4,681"
37157,"2,994"
37159,"4,180"
37161,"2,122"
37163,"1,821"
37165,"1,397"
37167,"1,669"
37169,"1,260"
37171,"1,983"
37173,"564"
37175,"768"
37177,"146"
37179,"5,462"
37181,"1,641"
37183,"24,628"
37185,"629"
37187,"473"
37189,"1,377"
37191,"3,363"
37193,"1,910"
37195,"3,469"
37197,"956"
37199,"491"
38000,"11,503"
38001,"32"
38003,"181"
38005,"168"
38007,"15"
38009,"118"
38011,"35"
38013,"36"
38015,"1,202"
38017,"2,332"
38019,"62"
38021,"56"
38023,"28"
38025,"55"
38027,"75"
38029,"92"
38031,"52"
38033,"21"
38035,"1,069"
38037,"38"
38039,"29"
38041,"34"
38043,"53"
38045,"58"
38047,"29"
38049,"144"
38051,"39"
38053,"133"
38055,"204"
38057,"170"
38059,"539"
38061,"118"
38063,"60"
38065,"57"
38067,"211"
38069,"80"
38071,"210"
38073,"81"
38075,"38"
38077,"269"
38079,"571"
38081,"51"
38083,"38"
38085,"64"
38087,"11"
38089,"351"
38091,"24"
38093,"302"
38095,"46"
38097,"123"
38099,"270"
38101,"942"
38103,"101"
38105,"384"
39000,"327,969"
39001,"951"
39003,"2,773"
39005,"1,497"
39007,"3,179"
39009,"1,859"
39011,"1,029"
39013,"2,098"
39015,"1,431"
39017,"10,050"
39019,"817"
39021,"993"
39023,"3,644"
39025,"5,471"
39027,"1,284"
39029,"3,200"
39031,"1,178"
39033,"1,294"
39035,"39,921"
39037,"1,363"
39039,"1,021"
39041,"3,988"
39043,"2,361"
39045,"3,777"
39047,"817"
39049,"30,750"
39051,"1,304"
39053,"935"
39055,"2,534"
39057,"4,122"
39059,"1,258"
39061,"21,571"
39063,"1,789"
39065,"849"
39067,"439"
39069,"865"
39071,"1,318"
39073,"835"
39075,"777"
39077,"2,211"
39079,"1,135"
39081,"2,387"
39083,"1,621"
39085,"7,122"
39087,"1,683"
39089,"4,463"
39091,"1,138"
39093,"9,998"
39095,"13,238"
39097,"956"
39099,"7,117"
39101,"1,649"
39103,"4,916"
39105,"819"
39107,"851"
39109,"2,759"
39111,"646"
39113,"15,106"
39115,"519"
39117,"977"
39119,"2,754"
39121,"386"
39123,"1,621"
39125,"487"
39127,"1,151"
39129,"1,438"
39131,"940"
39133,"5,107"
39135,"1,197"
39137,"839"
39139,"3,503"
39141,"2,130"
39143,"1,757"
39145,"2,592"
39147,"1,530"
39149,"1,191"
39151,"10,751"
39153,"15,719"
39155,"6,532"
39157,"2,460"
39159,"1,170"
39161,"697"
39163,"437"
39165,"5,360"
39167,"1,750"
39169,"2,716"
39171,"1,013"
39173,"3,556"
39175,"540"
40000,"80,203"
40001,"613"
40003,"77"
40005,"292"
40007,"86"
40009,"358"
40011,"155"
40013,"863"
40015,"602"
40017,"2,297"
40019,"974"
40021,"1,090"
40023,"465"
40025,"37"
40027,"4,970"
40029,"156"
40031,"2,322"
40033,"130"
40035,"335"
40037,"1,543"
40039,"492"
40041,"982"
40043,"75"
40045,"71"
40047,"1,048"
40049,"512"
40051,"1,012"
40053,"75"
40055,"96"
40057,"52"
40059,"55"
40061,"310"
40063,"395"
40065,"462"
40067,"121"
40069,"249"
40071,"1,091"
40073,"244"
40075,"165"
40077,"298"
40079,"1,341"
40081,"699"
40083,"828"
40085,"195"
40087,"660"
40089,"1,126"
40091,"620"
40093,"114"
40095,"332"
40097,"916"
40099,"273"
40101,"1,678"
40103,"202"
40105,"290"
40107,"267"
40109,"15,352"
40111,"1,089"
40113,"1,083"
40115,"905"
40117,"389"
40119,"1,420"
40121,"1,040"
40123,"769"
40125,"1,511"
40127,"345"
40129,"51"
40131,"1,826"
40133,"643"
40135,"1,161"
40137,"910"
40139,"346"
40141,"154"
40143,"13,295"
40145,"1,508"
40147,"1,036"
40149,"193"
40151,"141"
40153,"329"
41000,"134,956"
41001,"576"
41003,"2,341"
41005,"12,601"
41007,"1,205"
41009,"1,902"
41011,"2,404"
41013,"911"
41015,"900"
41017,"6,384"
41019,"4,164"
41021,"67"
41023,"343"
41025,"328"
41027,"767"
41029,"8,356"
41031,"848"
41033,"3,175"
41035,"2,767"
41037,"345"
41039,"11,980"
41041,"1,645"
41043,"4,520"
41045,"996"
41047,"11,189"
41049,"393"
41051,"25,468"
41053,"2,459"
41055,"66"
41057,"781"
41059,"2,801"
41061,"872"
41063,"328"
41065,"912"
41067,"16,805"
41069,"47"
41071,"3,308"
42000,"369,962"
42001,"2,472"
42003,"34,303"
42005,"2,136"
42007,"5,538"
42009,"1,577"
42011,"11,525"
42013,"3,420"
42015,"1,679"
42017,"17,472"
42019,"4,882"
42021,"4,363"
42023,"160"
42025,"2,205"
42027,"3,219"
42029,"11,245"
42031,"1,141"
42033,"2,580"
42035,"1,358"
42037,"2,057"
42039,"2,354"
42041,"5,570"
42043,"7,371"
42045,"15,933"
42047,"828"
42049,"8,231"
42051,"4,461"
42053,"153"
42055,"4,023"
42057,"493"
42059,"1,002"
42061,"1,526"
42063,"2,549"
42065,"1,306"
42067,"655"
42069,"6,988"
42071,"12,349"
42073,"2,646"
42075,"3,421"
42077,"10,967"
42079,"11,508"
42081,"3,721"
42083,"1,208"
42085,"3,140"
42087,"1,312"
42089,"5,919"
42091,"20,051"
42093,"424"
42095,"9,149"
42097,"2,894"
42099,"1,238"
42101,"55,169"
42103,"1,863"
42105,"549"
42107,"4,776"
42109,"1,012"
42111,"2,497"
42113,"184"
42115,"1,244"
42117,"1,396"
42119,"946"
42121,"1,451"
42123,"1,054"
42125,"6,046"
42127,"1,398"
42129,"10,437"
42131,"952"
42133,"12,268"
44000,"42,430"
44001,"1,691"
44003,"6,560"
44005,"2,949"
44007,"26,367"
44009,"4,864"
45000,"141,451"
45001,"799"
45003,"4,673"
45005,"351"
45007,"5,066"
45009,"647"
45011,"837"
45013,"3,877"
45015,"5,335"
45017,"550"
45019,"9,756"
45021,"1,938"
45023,"1,297"
45025,"1,454"
45027,"1,096"
45029,"1,266"
45031,"2,345"
45033,"1,208"
45035,"4,020"
45037,"708"
45039,"862"
45041,"4,633"
45043,"2,054"
45045,"12,319"
45047,"2,180"
45049,"641"
45051,"9,662"
45053,"644"
45055,"1,764"
45057,"2,491"
45059,"2,062"
45061,"582"
45063,"7,061"
45065,"277"
45067,"1,343"
45069,"1,053"
45071,"1,041"
45073,"2,154"
45075,"4,292"
45077,"3,385"
45079,"11,564"
45081,"490"
45083,"8,517"
45085,"3,223"
45087,"985"
45089,"1,261"
45091,"7,690"
46000,"15,228"
46003,"41"
46005,"293"
46007,"63"
46009,"85"
46011,"569"
46013,"608"
46015,"84"
46017,"57"
46019,"173"
46021,"28"
46023,"153"
46025,"77"
46027,"245"
46029,"507"
46031,"89"
46033,"180"
46035,"317"
46037,"153"
46039,"125"
46041,"342"
46043,"51"
46045,"56"
46047,"140"
46049,"36"
46051,"169"
46053,"71"
46055,"30"
46057,"108"
46059,"47"
46061,"63"
46063,"19"
46065,"258"
46067,"105"
46069,"20"
46071,"71"
46073,"31"
46075,"22"
46077,"86"
46079,"224"
46081,"444"
46083,"698"
46085,"77"
46087,"85"
46089,"44"
46091,"104"
46093,"447"
46095,"50"
46097,"40"
46099,"3,117"
46101,"164"
46103,"1,813"
46105,"52"
46107,"41"
46109,"232"
46111,"32"
46113,"479"
46115,"120"
46117,"48"
46119,"25"
46121,"268"
46123,"100"
46125,"137"
46127,"295"
46129,"126"
46135,"342"
46137,"59"
47000,"200,633"
47001,"2,261"
47003,"1,430"
47005,"598"
47007,"366"
47009,"3,508"
47011,"2,978"
47013,"1,390"
47015,"362"
47017,"1,262"
47019,"1,817"
47021,"1,092"
47023,"564"
47025,"1,095"
47027,"274"
47029,"1,317"
47031,"1,542"
47033,"533"
47035,"1,835"
47037,"17,882"
47039,"456"
47041,"584"
47043,"1,471"
47045,"1,380"
47047,"1,315"
47049,"593"
47051,"1,200"
47053,"1,907"
47055,"896"
47057,"751"
47059,"2,442"
47061,"475"
47063,"1,921"
47065,"10,314"
47067,"205"
47069,"898"
47071,"942"
47073,"1,730"
47075,"765"
47077,"1,063"
47079,"1,137"
47081,"687"
47083,"327"
47085,"659"
47087,"387"
47089,"1,709"
47091,"493"
47093,"12,267"
47095,"195"
47097,"971"
47099,"1,445"
47101,"438"
47103,"814"
47105,"1,441"
47107,"1,692"
47109,"944"
47111,"643"
47113,"3,189"
47115,"918"
47117,"923"
47119,"2,495"
47121,"418"
47123,"1,454"
47125,"5,120"
47127,"169"
47129,"692"
47131,"1,229"
47133,"722"
47135,"251"
47137,"201"
47139,"584"
47141,"2,183"
47143,"1,117"
47145,"1,686"
47147,"1,900"
47149,"7,736"
47151,"964"
47153,"425"
47155,"3,474"
47157,"33,582"
47159,"530"
47161,"481"
47163,"4,647"
47165,"4,494"
47167,"2,264"
47169,"256"
47171,"642"
47173,"552"
47175,"202"
47177,"1,203"
47179,"3,630"
47181,"566"
47183,"1,364"
47185,"858"
47187,"4,604"
47189,"3,249"
48000,"663,997"
48001,"1,044"
48003,"281"
48005,"1,986"
48007,"559"
48009,"192"
48011,"33"
48013,"1,003"
48015,"677"
48017,"155"
48019,"435"
48021,"1,768"
48023,"71"
48025,"625"
48027,"7,893"
48029,"40,565"
48031,"208"
48033,"13"
48035,"424"
48037,"2,509"
48039,"8,480"
48041,"4,088"
48043,"193"
48045,"28"
48047,"205"
48049,"819"
48051,"365"
48053,"914"
48055,"897"
48057,"536"
48059,"260"
48061,"13,870"
48063,"316"
48065,"107"
48067,"944"
48069,"156"
48071,"1,012"
48073,"1,249"
48075,"106"
48077,"234"
48079,"73"
48081,"62"
48083,"190"
48085,"21,277"
48087,"53"
48089,"462"
48091,"2,671"
48093,"271"
48095,"43"
48097,"796"
48099,"1,517"
48101,"38"
48103,"80"
48105,"74"
48107,"128"
48109,"42"
48111,"115"
48113,"67,908"
48115,"250"
48117,"333"
48119,"162"
48121,"18,160"
48123,"384"
48125,"48"
48127,"291"
48129,"79"
48131,"312"
48133,"408"
48135,"2,817"
48137,"38"
48139,"3,877"
48141,"22,644"
48143,"847"
48145,"378"
48147,"842"
48149,"453"
48151,"86"
48153,"218"
48155,"25"
48157,"15,348"
48159,"242"
48161,"441"
48163,"366"
48165,"302"
48167,"8,806"
48169,"80"
48171,"448"
48173,"21"
48175,"146"
48177,"387"
48179,"401"
48181,"2,943"
48183,"2,980"
48185,"568"
48187,"3,065"
48189,"1,289"
48191,"80"
48193,"167"
48195,"85"
48197,"83"
48199,"1,587"
48201,"110,802"
48203,"1,767"
48205,"74"
48207,"108"
48209,"3,905"
48211,"62"
48213,"1,942"
48215,"29,029"
48217,"841"
48219,"472"
48221,"1,185"
48223,"823"
48225,"512"
48227,"600"
48229,"80"
48231,"2,244"
48233,"462"
48235,"32"
48237,"165"
48239,"300"
48241,"1,182"
48243,"43"
48245,"9,186"
48247,"132"
48249,"1,053"
48251,"3,729"
48253,"321"
48255,"236"
48257,"2,745"
48259,"747"
48261,"10"
48263,"17"
48265,"940"
48267,"83"
48269,"10"
48271,"87"
48273,"830"
48275,"75"
48277,"1,354"
48279,"357"
48281,"508"
48283,"141"
48285,"354"
48287,"374"
48289,"383"
48291,"2,176"
48293,"537"
48295,"58"
48297,"218"
48299,"420"
48301,"4"
48303,"5,805"
48305,"126"
48307,"175"
48309,"5,726"
48311,"19"
48313,"247"
48315,"286"
48317,"91"
48319,"90"
48321,"1,320"
48323,"2,560"
48325,"1,001"
48327,"42"
48329,"2,601"
48331,"632"
48333,"91"
48335,"131"
48337,"408"
48339,"11,032"
48341,"398"
48343,"435"
48345,"22"
48347,"1,550"
48349,"1,228"
48351,"460"
48353,"306"
48355,"8,582"
48357,"170"
48359,"36"
48361,"3,029"
48363,"687"
48365,"620"
48367,"2,708"
48369,"161"
48371,"286"
48373,"1,117"
48375,"2,278"
48377,"402"
48379,"270"
48381,"2,371"
48383,"64"
48385,"64"
48387,"388"
48389,"239"
48391,"157"
48393,"15"
48395,"385"
48397,"1,935"
48399,"210"
48401,"1,198"
48403,"378"
48405,"274"
48407,"661"
48409,"1,926"
48411,"104"
48413,"54"
48415,"290"
48417,"67"
48419,"680"
48421,"49"
48423,"5,330"
48425,"212"
48427,"3,544"
48429,"186"
48431,"22"
48433,"28"
48435,"73"
48437,"179"
48439,"49,734"
48441,"2,739"
48443,"21"
48445,"245"
48447,"33"
48449,"822"
48451,"2,211"
48453,"26,104"
48455,"335"
48457,"610"
48459,"950"
48461,"59"
48463,"670"
48465,"1,116"
48467,"1,263"
48469,"1,929"
48471,"1,252"
48473,"1,070"
48475,"210"
48477,"723"
48479,"5,674"
48481,"1,019"
48483,"111"
48485,"2,778"
48487,"265"
48489,"895"
48491,"10,945"
48493,"935"
48495,"143"
48497,"1,387"
48499,"991"
48501,"131"
48503,"357"
48505,"364"
48507,"476"
49000,"54,158"
49001,"117"
49003,"907"
49005,"1,891"
49007,"450"
49009,"18"
49011,"5,530"
49013,"345"
49015,"241"
49017,"235"
49019,"344"
49021,"893"
49023,"195"
49025,"164"
49027,"212"
49029,"154"
49031,"31"
49033,"37"
49035,"21,173"
49037,"421"
49039,"503"
49041,"415"
49043,"759"
49045,"1,371"
49047,"563"
49049,"8,902"
49051,"465"
49053,"2,654"
49055,"130"
49057,"5,038"
50000,"14,305"
50001,"818"
50003,"912"
50005,"781"
50007,"2,969"
50009,"194"
50011,"1,123"
50013,"191"
50015,"722"
50017,"623"
50019,"889"
50021,"1,554"
50023,"1,386"
50025,"1,013"
50027,"1,127"
51000,"220,070"
51001,"1,040"
51003,"2,375"
51005,"439"
51007,"328"
51009,"861"
51011,"407"
51013,"4,680"
51015,"1,736"
51017,"117"
51019,"1,960"
51021,"174"
51023,"862"
51025,"536"
51027,"816"
51029,"429"
51031,"1,435"
51033,"902"
51035,"893"
51036,"221"
51037,"359"
51041,"9,042"
51043,"330"
51045,"155"
51047,"1,163"
51049,"275"
51051,"519"
51053,"869"
51057,"367"
51059,"25,617"
51061,"1,625"
51063,"387"
51065,"572"
51067,"1,454"
51069,"2,079"
51071,"499"
51073,"940"
51075,"500"
51077,"551"
51079,"433"
51081,"287"
51083,"1,224"
51085,"2,548"
51087,"8,962"
51089,"1,769"
51091,"55"
51093,"996"
51095,"1,679"
51097,"211"
51099,"641"
51101,"457"
51103,"410"
51105,"729"
51107,"8,082"
51109,"937"
51111,"320"
51113,"294"
51115,"194"
51117,"982"
51119,"257"
51121,"2,536"
51125,"364"
51127,"494"
51131,"452"
51133,"400"
51135,"385"
51137,"848"
51139,"963"
51141,"505"
51143,"1,916"
51145,"623"
51147,"771"
51149,"927"
51153,"11,151"
51155,"1,009"
51157,"183"
51159,"223"
51161,"2,284"
51163,"550"
51165,"1,878"
51167,"901"
51169,"585"
51171,"1,063"
51173,"1,041"
51175,"459"
51177,"3,422"
51179,"3,483"
51181,"224"
51183,"309"
51185,"1,390"
51187,"1,113"
51191,"1,603"
51193,"574"
51195,"1,351"
51197,"885"
51199,"1,603"
51510,"3,528"
51520,"502"
51530,"191"
51540,"1,031"
51550,"6,134"
51570,"503"
51580,"201"
51590,"1,710"
51595,"192"
51600,"537"
51610,"283"
51620,"286"
51630,"827"
51640,"216"
51650,"4,406"
51660,"1,466"
51670,"844"
51678,"177"
51680,"2,283"
51683,"1,103"
51685,"400"
51690,"553"
51700,"5,645"
51710,"7,182"
51720,"142"
51730,"1,481"
51735,"288"
51740,"3,236"
51750,"558"
51760,"6,858"
51770,"2,945"
51775,"672"
51790,"620"
51800,"2,428"
51810,"11,442"
51820,"538"
51830,"488"
51840,"726"
53000,"217,821"
53001,"664"
53003,"582"
53005,"6,892"
53007,"2,603"
53009,"2,316"
53011,"16,404"
53013,"136"
53015,"3,697"
53017,"1,388"
53019,"289"
53021,"3,237"
53023,"65"
53025,"3,417"
53027,"2,840"
53029,"2,176"
53031,"917"
53033,"53,298"
53035,"7,123"
53037,"1,424"
53039,"809"
53041,"2,862"
53043,"306"
53045,"1,988"
53047,"1,568"
53049,"816"
53051,"476"
53053,"27,672"
53055,"399"
53057,"4,164"
53059,"434"
53061,"20,328"
53063,"16,080"
53065,"1,659"
53067,"8,184"
53069,"135"
53071,"1,844"
53073,"6,769"
53075,"1,214"
53077,"10,648"
54000,"51,508"
54001,"448"
54003,"2,748"
54005,"762"
54007,"485"
54009,"741"
54011,"2,305"
54013,"280"
54015,"360"
54017,"181"
54019,"1,379"
54021,"175"
54023,"440"
54025,"1,040"
54027,"573"
54029,"1,046"
54031,"422"
54033,"1,702"
54035,"792"
54037,"1,208"
54039,"5,189"
54041,"451"
54043,"707"
54045,"1,231"
54047,"754"
54049,"1,570"
54051,"1,084"
54053,"956"
54055,"1,672"
54057,"850"
54059,"922"
54061,"2,194"
54063,"323"
54065,"422"
54067,"908"
54069,"1,171"
54071,"166"
54073,"210"
54075,"306"
54077,"844"
54079,"1,425"
54081,"2,204"
54083,"838"
54085,"282"
54087,"525"
54089,"318"
54091,"410"
54093,"217"
54095,"321"
54097,"630"
54099,"1,078"
54101,"296"
54103,"749"
54105,"216"
54107,"2,230"
54109,"755"
55000,"170,385"
55001,"755"
55003,"613"
55005,"1,424"
55007,"732"
55009,"6,842"
55011,"372"
55013,"600"
55015,"1,167"
55017,"1,819"
55019,"942"
55021,"1,666"
55023,"569"
55025,"11,484"
55027,"2,646"
55029,"1,273"
55031,"1,361"
55033,"1,254"
55035,"2,671"
55037,"166"
55039,"2,891"
55041,"351"
55043,"1,326"
55045,"964"
55047,"664"
55049,"709"
55051,"263"
55053,"617"
55055,"2,385"
55057,"895"
55059,"5,369"
55061,"560"
55063,"2,933"
55065,"406"
55067,"733"
55069,"978"
55071,"2,642"
55073,"3,762"
55075,"1,465"
55077,"538"
55078,"202"
55079,"33,647"
55081,"1,235"
55083,"1,281"
55085,"1,301"
55087,"4,931"
55089,"2,072"
55091,"197"
55093,"1,095"
55095,"1,438"
55097,"2,211"
55099,"368"
55101,"6,760"
55103,"480"
55105,"5,177"
55107,"472"
55109,"2,192"
55111,"1,786"
55113,"721"
55115,"1,290"
55117,"2,844"
55119,"591"
55121,"772"
55123,"746"
55125,"867"
55127,"3,218"
55129,"513"
55131,"3,516"
55133,"9,995"
55135,"1,586"
55137,"841"
55139,"4,880"
55141,"2,356"
56000,"13,239"
56001,"733"
56003,"263"
56005,"916"
56007,"350"
56009,"265"
56011,"150"
56013,"1,070"
56015,"270"
56017,"108"
56019,"210"
56021,"2,193"
56023,"441"
56025,"1,819"
56027,"48"
56029,"739"
56031,"193"
56033,"766"
56035,"218"
56037,"972"
56039,"690"
56041,"498"
56043,"194"
56045,"136"
72000,"158,761"
72001,"987"
72003,"2,074"
72005,"2,471"
72007,"1,141"
72009,"1,206"
72011,"1,476"
72013,"3,811"
72015,"1,239"
72017,"1,226"
72019,"1,191"
72021,"7,058"
72023,"2,472"
72025,"5,766"
72027,"1,443"
72029,"2,120"
72031,"6,290"
72033,"1,010"
72035,"2,077"
72037,"686"
72039,"975"
72041,"1,895"
72043,"2,327"
72045,"999"
72047,"1,448"
72049,"54"
72051,"1,142"
72053,"2,116"
72054,"667"
72055,"1,129"
72057,"2,524"
72059,"1,200"
72061,"2,426"
72063,"1,795"
72065,"2,121"
72067,"828"
72069,"3,118"
72071,"1,886"
72073,"744"
72075,"2,583"
72077,"1,920"
72079,"1,414"
72081,"1,784"
72083,"739"
72085,"1,848"
72087,"1,193"
72089,"1,283"
72091,"1,636"
72093,"415"
72095,"677"
72097,"4,160"
72099,"1,987"
72101,"1,564"
72103,"1,264"
72105,"1,252"
72107,"1,035"
72109,"1,180"
72111,"1,379"
72113,"7,581"
72115,"1,139"
72117,"941"
72119,"2,052"
72121,"1,222"
72123,"2,202"
72125,"1,906"
72127,"11,451"
72129,"1,916"
72131,"2,559"
72133,"1,960"
72135,"2,417"
72137,"3,114"
72139,"2,192"
72141,"1,323"
72143,"1,376"
72145,"2,301"
72147,"444"
72149,"1,732"
72151,"2,107"
72153,"2,374"
