"","state_fips","county_fips","county.name","Dollars","Rank.in.State","Percent.Change","Rank.in.State.1"
"1049",21,119,"Knott","27,947","99",7.5,"15"
"1050",21,121,"Knox","28,007","98",7.9,"10"
"1051",21,123,"Larue","32,168","63",0.9,"107"
"1052",21,125,"Laurel","30,916","75",5.7,"30"
"1053",21,127,"Lawrence","27,611","103",5,"39"
"1054",21,129,"Lee","24,691","116",9.4,"7"
"1055",21,131,"Leslie","29,735","84",5.9,"27"
"1056",21,133,"Letcher","29,506","85",4.7,"49"
"1057",21,135,"Lewis","26,759","110",4.8,"47"
"1058",21,137,"Lincoln","27,520","105",4.1,"67"
"1059",21,139,"Livingston","33,012","55",2.3,"99"
"1060",21,141,"Logan","33,466","49",-0.8,"111"
"1061",21,143,"Lyon","28,587","92",4.3,"58"
"1062",21,145,"McCracken","42,532","6",4,"69"
"1063",21,147,"McCreary","22,152","119",7.5,"14"
"1064",21,149,"McLean","38,516","15",-0.7,"109"
"1065",21,151,"Madison","32,406","62",4.3,"60"
"1066",21,153,"Magoffin","24,791","115",5.4,"33"
"1067",21,155,"Marion","30,883","76",5.4,"34"
"1068",21,157,"Marshall","37,460","20",3.8,"73"
"1069",21,159,"Martin","27,447","106",3.7,"82"
"1070",21,161,"Mason","35,422","29",3.9,"72"
"1071",21,163,"Meade","33,278","50",2.9,"94"
"1072",21,165,"Menifee","27,737","101",5.9,"26"
"1073",21,167,"Mercer","33,504","48",3.9,"70"
"1074",21,169,"Metcalfe","27,683","102",6.8,"16"
"1075",21,171,"Monroe","30,798","77",9.7,"5"
"1076",21,173,"Montgomery","31,619","67",4.2,"62"
"1077",21,175,"Morgan","23,713","118",3,"93"
"1078",21,177,"Muhlenberg","30,955","74",4.3,"59"
"1079",21,179,"Nelson","37,629","19",3.4,"87"
"1080",21,181,"Nicholas","31,908","64",7.7,"12"
"1081",21,183,"Ohio","31,646","66",3.8,"74"
"1082",21,185,"Oldham","50,558","1",3.6,"83"
"1083",21,187,"Owen","32,486","60",3.8,"76"
"1084",21,189,"Owsley","27,274","108",12.1,"1"
"1085",21,191,"Pendleton","31,478","69",4.2,"64"
"1086",21,193,"Perry","34,578","37",5.8,"29"
"1087",21,195,"Pike","33,850","44",3.8,"75"
"1088",21,197,"Powell","29,930","81",7.5,"13"
"1089",21,199,"Pulaski","33,607","47",6.6,"21"
"1090",21,201,"Robertson","28,745","89",8.4,"9"
"1091",21,203,"Rockcastle","27,596","104",5.6,"32"
"1092",21,205,"Rowan","28,114","97",3.2,"90"
"1093",21,207,"Russell","29,910","82",4.8,"46"
"1094",21,209,"Scott","37,808","17",3.1,"92"
"1095",21,211,"Shelby","37,745","18",2.4,"97"
"1096",21,213,"Simpson","33,172","51",-2.4,"115"
"1097",21,215,"Spencer","36,866","23",4.3,"61"
"1098",21,217,"Taylor","31,725","65",4.9,"44"
"1099",21,219,"Todd","34,443","40",-4.1,"118"
"1100",21,221,"Trigg","34,044","42",-3,"116"
"1101",21,223,"Trimble","31,476","70",4.8,"45"
"1102",21,225,"Union","35,185","33",-3.2,"117"
"1103",21,227,"Warren","34,354","41",3.2,"89"
"1104",21,229,"Washington","34,698","34",5.2,"35"
"1105",21,231,"Wayne","26,113","111",6.7,"18"
"1106",21,233,"Webster","36,569","24",-0.4,"108"
"1107",21,235,"Whitley","30,324","78",5.1,"38"
"1108",21,237,"Wolfe","25,437","113",9.8,"4"
"1109",21,239,"Woodford","44,447","4",2,"101"
"1112",22,1,"Acadia","40,023","18",2.4,"32"
"1113",22,3,"Allen","30,017","60",1.8,"49"
"1114",22,5,"Ascension","50,737","4",3.1,"19"
"1115",22,7,"Assumption","39,384","21",5.5,"4"
"1116",22,9,"Avoyelles","34,087","47",1.1,"55"
"1117",22,11,"Beauregard","38,604","24",2.1,"44"
"1118",22,13,"Bienville","34,496","42",3.6,"9"
"1119",22,15,"Bossier","40,287","15",2.8,"23"
"1120",22,17,"Caddo","43,909","8",3.3,"15"
"1121",22,19,"Calcasieu","40,016","19",6.4,"3"
"1122",22,21,"Caldwell","34,362","43",1.2,"54"
"1123",22,23,"Cameron","43,080","11",6.7,"2"
"1124",22,25,"Catahoula","31,132","58",-3.6,"60"
"1125",22,27,"Claiborne","32,541","55",3.5,"10"
"1126",22,29,"Concordia","31,670","56",-0.1,"56"
"1127",22,31,"De Soto","37,123","30",2.6,"27"
"1128",22,33,"East Baton Rouge","43,106","10",3.2,"16"
"1129",22,35,"East Carroll","34,601","41",-11.4,"64"
"1130",22,37,"East Feliciana","36,384","35",1.5,"52"
"1131",22,39,"Evangeline","34,718","40",2.2,"38"
"1132",22,41,"Franklin","31,200","57",-4.1,"61"
"1133",22,43,"Grant","29,658","61",2.5,"30"
"1134",22,45,"Iberia","39,679","20",2.9,"22"
"1135",22,47,"Iberville","36,443","34",2.1,"45"
"1136",22,49,"Jackson","34,188","46",7.1,"1"
"1137",22,51,"Jefferson","45,954","7",3.4,"12"
"1138",22,53,"Jefferson Davis","39,225","22",4.5,"5"
"1139",22,55,"Lafayette","51,608","3",3.2,"17"
"1140",22,57,"Lafourche","56,528","1",4,"7"
"1141",22,59,"La Salle","36,939","32",2.4,"35"
"1142",22,61,"Lincoln","34,077","48",2.4,"33"
"1143",22,63,"Livingston","36,230","37",3.1,"18"
"1144",22,65,"Madison","28,210","63",-8.4,"62"
"1145",22,67,"Morehouse","33,450","51",-3.2,"59"
"1146",22,69,"Natchitoches","35,422","39",1.8,"50"
"1147",22,71,"Orleans","46,084","6",2.7,"25"
"1148",22,73,"Ouachita","36,744","33",2.1,"43"
"1149",22,75,"Plaquemines","46,297","5",4.5,"6"
"1150",22,77,"Pointe Coupee","40,182","17",1.4,"53"
"1151",22,79,"Rapides","40,222","16",1.9,"48"
"1152",22,81,"Red River","33,534","49",3.4,"11"
"1153",22,83,"Richland","33,459","50",-2.4,"58"
"1154",22,85,"Sabine","33,277","52",2.2,"41"
"1155",22,87,"St. Bernard","28,582","62",2.3,"37"
"1156",22,89,"St. Charles","43,689","9",3.4,"13"
"1157",22,91,"St. Helena","38,167","26",2.2,"39"
"1158",22,93,"St. James","41,331","14",2.8,"24"
"1159",22,95,"St. John the Baptist","37,812","28",3,"20"
"1160",22,97,"St. Landry","36,285","36",1.8,"51"
"1161",22,99,"St. Martin","37,106","31",2.4,"31"
"1162",22,101,"St. Mary","38,941","23",2.6,"26"
"1163",22,103,"St. Tammany","52,867","2",3.4,"14"
"1164",22,105,"Tangipahoa","34,192","45",2.4,"34"
"1165",22,107,"Tensas","37,538","29",-9.4,"63"
"1166",22,109,"Terrebonne","42,878","12",3,"21"
"1167",22,111,"Union","34,215","44",2,"47"
"1168",22,113,"Vermilion","38,153","27",2.2,"40"
"1169",22,115,"Vernon","38,384","25",2.3,"36"
"1170",22,117,"Washington","30,882","59",2.1,"46"
"1171",22,119,"Webster","35,986","38",2.6,"29"
"1172",22,121,"West Baton Rouge","41,807","13",2.6,"28"
"1173",22,123,"West Carroll","27,361","64",-2.2,"57"
"1174",22,125,"West Feliciana","32,651","54",2.2,"42"
"1175",22,127,"Winn","33,159","53",3.7,"8"
"1178",23,1,"Androscoggin","36,300","8",2.9,"10"
"1179",23,3,"Aroostook","35,814","10",2.5,"14"
"1180",23,5,"Cumberland","49,781","1",2.9,"11"
"1181",23,7,"Franklin","33,256","16",2.5,"13"
"1182",23,9,"Hancock","40,289","6",4,"2"
"1183",23,11,"Kennebec","39,602","7",2,"16"
"1184",23,13,"Knox","40,592","5",3,"9"
"1185",23,15,"Lincoln","42,155","4",3.1,"7"
"1186",23,17,"Oxford","33,843","14",2.5,"12"
"1187",23,19,"Penobscot","35,914","9",2.5,"15"
"1188",23,21,"Piscataquis","33,323","15",3.5,"5"
"1189",23,23,"Sagadahoc","42,902","3",3.2,"6"
"1190",23,25,"Somerset","35,534","11",5.2,"1"
"1191",23,27,"Waldo","34,997","12",3.9,"3"
"1192",23,29,"Washington","34,646","13",3.5,"4"
"1193",23,31,"York","42,939","2",3.1,"8"
"1196",24,1,"Allegany","35,943","23",4.3,"3"
"1197",24,3,"Anne Arundel","59,574","4",2.9,"13"
"1198",24,5,"Baltimore","53,949","5",3.1,"10"
"1199",24,9,"Calvert","53,566","7",3,"11"
"1200",24,11,"Caroline","41,065","19",3.1,"9"
"1201",24,13,"Carroll","53,200","8",2.8,"18"
"1202",24,15,"Cecil","41,632","18",4,"5"
"1203",24,17,"Charles","50,582","11",2.8,"20"
"1204",24,19,"Dorchester","39,974","20",2.4,"23"
"1205",24,21,"Frederick","52,554","9",2.7,"21"
"1206",24,23,"Garrett","42,936","16",5.3,"1"
"1207",24,25,"Harford","50,817","10",3,"12"
"1208",24,27,"Howard","67,605","2",2.6,"22"
"1209",24,29,"Kent","50,419","12",2.8,"19"
"1210",24,31,"Montgomery","73,483","1",2.8,"16"
"1211",24,33,"Prince George's","44,465","15",2.8,"17"
"1212",24,35,"Queen Anne's","53,705","6",2.2,"24"
"1213",24,37,"St. Mary's","50,234","13",2.8,"15"
"1214",24,39,"Somerset","29,389","24",3.7,"6"
"1215",24,41,"Talbot","63,111","3",2.9,"14"
"1216",24,43,"Washington","39,887","21",3.3,"7"
"1217",24,45,"Wicomico","37,187","22",4.1,"4"
"1218",24,47,"Worcester","49,592","14",3.2,"8"
"1219",24,510,"Baltimore City","42,428","17",4.5,"2"
"1222",25,1,"Barnstable","59,892","6",4.1,"3"
"1223",25,3,"Berkshire","47,458","10",3.9,"7"
"1224",25,5,"Bristol","44,827","12",3.8,"11"
"1225",25,7,"Dukes","68,574","4",4.3,"1"
"1226",25,9,"Essex","56,252","8",3.9,"5"
"1227",25,11,"Franklin","45,088","11",3.6,"12"
"1228",25,13,"Hampden","43,407","13",3.2,"13"
"1229",25,15,"Hampshire","42,490","14",3,"14"
"1230",25,17,"Middlesex","69,337","3",3.9,"8"
"1231",25,19,"Nantucket","90,326","1",4.2,"2"
"1232",25,21,"Norfolk","74,851","2",3.9,"6"
"1233",25,23,"Plymouth","56,393","7",4,"4"
"1234",25,25,"Suffolk","62,737","5",3.9,"9"
"1235",25,27,"Worcester","48,151","9",3.8,"10"
"1238",26,1,"Alcona","33,838","44",4.1,"35"
"1239",26,3,"Alger","27,903","82",4.4,"21"
"1240",26,5,"Allegan","38,858","18",3.7,"56"
"1241",26,7,"Alpena","35,286","35",3.8,"52"
"1242",26,9,"Antrim","37,967","20",5.3,"6"
"1243",26,11,"Arenac","33,653","47",5.1,"8"
"1244",26,13,"Baraga","31,089","68",3.9,"49"
"1245",26,15,"Barry","38,742","19",4.6,"17"
"1246",26,17,"Bay","36,419","29",4.3,"26"
"1247",26,19,"Benzie","35,451","34",4.3,"29"
"1248",26,21,"Berrien","40,113","13",4.8,"14"
"1249",26,23,"Branch","31,262","65",1.6,"81"
"1250",26,25,"Calhoun","35,084","36",2.6,"73"
"1251",26,27,"Cass","37,195","23",4.3,"27"
"1252",26,29,"Charlevoix","43,251","8",4.3,"24"
"1253",26,31,"Cheboygan","32,688","55",3.3,"61"
"1254",26,33,"Chippewa","30,187","74",-3.1,"83"
"1255",26,35,"Clare","30,419","73",3,"68"
"1256",26,37,"Clinton","39,770","15",3.9,"45"
"1257",26,39,"Crawford","29,737","77",6,"3"
"1258",26,41,"Delta","34,790","38",4.1,"38"
"1259",26,43,"Dickinson","41,617","11",4.9,"10"
"1260",26,45,"Eaton","36,463","28",2.8,"71"
"1261",26,47,"Emmet","45,142","7",3.4,"60"
"1262",26,49,"Genesee","34,878","37",4,"43"
"1263",26,51,"Gladwin","30,640","72",4.4,"22"
"1264",26,53,"Gogebic","33,262","50",5.1,"7"
"1265",26,55,"Grand Traverse","42,633","9",4.2,"34"
"1266",26,57,"Gratiot","34,374","41",3.3,"62"
"1267",26,59,"Hillsdale","31,697","61",2.5,"75"
"1268",26,61,"Houghton","31,614","62",4.1,"36"
"1269",26,63,"Huron","42,356","10",2.4,"77"
"1270",26,65,"Ingham","35,888","31",3.1,"66"
"1271",26,67,"Ionia","30,000","76",4.2,"32"
"1272",26,69,"Iosco","31,971","57",2.8,"69"
"1273",26,71,"Iron","35,497","33",4.1,"37"
"1274",26,73,"Isabella","30,810","70",3.9,"47"
"1275",26,75,"Jackson","34,490","39",3,"67"
"1276",26,77,"Kalamazoo","41,182","12",3.2,"63"
"1277",26,79,"Kalkaska","30,679","71",4.8,"12"
"1278",26,81,"Kent","46,610","5",4.1,"39"
"1279",26,83,"Keweenaw","37,073","24",4.7,"16"
"1280",26,85,"Lake","29,231","78",3.8,"53"
"1281",26,87,"Lapeer","36,342","30",3.9,"44"
"1282",26,89,"Leelanau","48,971","2",3.7,"57"
"1283",26,91,"Lenawee","33,604","48",2.5,"74"
"1284",26,93,"Livingston","46,829","4",4,"41"
"1285",26,95,"Luce","27,582","83",4.8,"11"
"1286",26,97,"Mackinac","36,483","27",1.3,"82"
"1287",26,99,"Macomb","39,886","14",3.8,"50"
"1288",26,101,"Manistee","33,549","49",4.2,"33"
"1289",26,103,"Marquette","35,626","32",2.6,"72"
"1290",26,105,"Mason","36,707","26",4.5,"20"
"1291",26,107,"Mecosta","29,087","79",3.7,"55"
"1292",26,109,"Menominee","37,321","22",4.7,"15"
"1293",26,111,"Midland","46,151","6",4.2,"30"
"1294",26,113,"Missaukee","31,248","66",6,"2"
"1295",26,115,"Monroe","39,284","17",4,"40"
"1296",26,117,"Montcalm","29,020","80",3.6,"59"
"1297",26,119,"Montmorency","31,741","59",2.8,"70"
"1298",26,121,"Muskegon","32,856","53",4.5,"19"
"1299",26,123,"Newaygo","31,698","60",4.6,"18"
"1300",26,125,"Oakland","59,759","1",3.9,"48"
"1301",26,127,"Oceana","31,821","58",3.9,"46"
"1302",26,129,"Ogemaw","30,022","75",5,"9"
"1303",26,131,"Ontonagon","33,037","51",5.9,"4"
"1304",26,133,"Osceola","28,847","81",5.7,"5"
"1305",26,135,"Oscoda","30,996","69",7.4,"1"
"1306",26,137,"Otsego","33,789","45",4.2,"31"
"1307",26,139,"Ottawa","39,330","16",4.3,"23"
"1308",26,141,"Presque Isle","32,893","52",3.7,"54"
"1309",26,143,"Roscommon","31,292","64",2.4,"78"
"1310",26,145,"Saginaw","34,050","43",4.3,"25"
"1311",26,147,"St. Clair","37,497","21",4,"42"
"1312",26,149,"St. Joseph","32,203","56",2.3,"79"
"1313",26,151,"Sanilac","33,734","46",1.8,"80"
"1314",26,153,"Schoolcraft","34,444","40",4.8,"13"
"1315",26,155,"Shiawassee","32,787","54",3.2,"64"
"1316",26,157,"Tuscola","31,487","63",3.8,"51"
"1317",26,159,"Van Buren","34,078","42",2.4,"76"
"1318",26,161,"Washtenaw","48,365","3",3.7,"58"
"1319",26,163,"Wayne","36,844","25",4.3,"28"
"1320",26,165,"Wexford","31,101","67",3.1,"65"
"1323",27,1,"Aitkin","36,321","79",8.3,"1"
"1324",27,3,"Anoka","43,412","41",4.2,"18"
"1325",27,5,"Becker","41,771","51",2,"49"
"1326",27,7,"Beltrami","35,037","83",5,"7"
"1327",27,9,"Benton","41,053","55",4.4,"13"
"1328",27,11,"Big Stone","48,171","17",-2.1,"66"
"1329",27,13,"Blue Earth","40,756","58",2.7,"45"
"1330",27,15,"Brown","45,804","27",2.2,"47"
"1331",27,17,"Carlton","36,758","76",3.9,"23"
"1332",27,19,"Carver","59,984","2",3.6,"35"
"1333",27,21,"Cass","42,300","47",4.3,"14"
"1334",27,23,"Chippewa","50,215","12",-4.3,"75"
"1335",27,25,"Chisago","39,844","64",3.8,"31"
"1336",27,27,"Clay","38,566","70",0.7,"57"
"1337",27,29,"Clearwater","36,469","77",3.1,"40"
"1338",27,31,"Cook","42,326","46",3.4,"37"
"1339",27,33,"Cottonwood","46,907","22",-2.9,"70"
"1340",27,35,"Crow Wing","37,819","72",5.1,"6"
"1341",27,37,"Dakota","52,177","7",4.1,"19"
"1342",27,39,"Dodge","43,761","39",4.6,"9"
"1343",27,41,"Douglas","43,123","42",4.2,"16"
"1344",27,43,"Faribault","45,769","28",-2.7,"69"
"1345",27,45,"Fillmore","40,607","59",3.9,"25"
"1346",27,47,"Freeborn","40,374","61",1.1,"56"
"1347",27,49,"Goodhue","45,146","34",3.9,"22"
"1348",27,51,"Grant","44,094","36",-9.1,"82"
"1349",27,53,"Hennepin","63,901","1",3.8,"26"
"1350",27,55,"Houston","44,791","35",3.6,"34"
"1351",27,57,"Hubbard","36,296","80",4.1,"21"
"1352",27,59,"Isanti","38,656","69",3.3,"38"
"1353",27,61,"Itasca","36,324","78",4.5,"11"
"1354",27,63,"Jackson","49,281","13",-3.8,"72"
"1355",27,65,"Kanabec","35,249","82",4.4,"12"
"1356",27,67,"Kandiyohi","45,309","31",2.7,"44"
"1357",27,69,"Kittson","52,265","6",-15.1,"87"
"1358",27,71,"Koochiching","35,953","81",1.3,"53"
"1359",27,73,"Lac qui Parle","54,181","3",-10.4,"83"
"1360",27,75,"Lake","41,842","50",4.2,"17"
"1361",27,77,"Lake of the Woods","43,866","38",6.2,"3"
"1362",27,79,"Le Sueur","43,524","40",3,"42"
"1363",27,81,"Lincoln","47,570","18",-2.3,"67"
"1364",27,83,"Lyon","43,933","37",0.2,"61"
"1365",27,85,"McLeod","40,268","62",1.7,"50"
"1366",27,87,"Mahnomen","31,893","86",-6.4,"78"
"1367",27,89,"Marshall","47,216","20",-7.6,"80"
"1368",27,91,"Martin","45,193","33",-1.5,"65"
"1369",27,93,"Meeker","39,813","66",2.7,"46"
"1370",27,95,"Mille Lacs","34,128","84",3.5,"36"
"1371",27,97,"Morrison","37,404","74",7.9,"2"
"1372",27,99,"Mower","40,537","60",0.4,"58"
"1373",27,101,"Murray","51,379","8",-7.5,"79"
"1374",27,103,"Nicollet","42,550","44",1.2,"54"
"1375",27,105,"Nobles","40,763","57",1.2,"55"
"1376",27,107,"Norman","45,252","32",-11.5,"85"
"1377",27,109,"Olmsted","48,479","16",3.2,"39"
"1378",27,111,"Otter Tail","40,871","56",2.8,"43"
"1379",27,113,"Pennington","48,923","14",1.4,"52"
"1380",27,115,"Pine","31,543","87",4.3,"15"
"1381",27,117,"Pipestone","50,618","9",1.5,"51"
"1382",27,119,"Polk","42,108","48",-6,"77"
"1383",27,121,"Pope","46,336","24",0.3,"60"
"1384",27,123,"Ramsey","47,019","21",3.8,"27"
"1385",27,125,"Red Lake","45,669","30",3.7,"33"
"1386",27,127,"Redwood","46,675","23",-4.2,"74"
"1387",27,129,"Renville","50,247","11",-4.5,"76"
"1388",27,131,"Rice","37,320","75",3.7,"32"
"1389",27,133,"Rock","47,218","19",-2.6,"68"
"1390",27,135,"Roseau","45,713","29",-0.6,"63"
"1391",27,137,"St. Louis","41,523","54",4.1,"20"
"1392",27,139,"Scott","48,781","15",3.8,"29"
"1393",27,141,"Sherburne","39,433","67",3.8,"30"
"1394",27,143,"Sibley","39,814","65",-3.6,"71"
"1395",27,145,"Stearns","40,227","63",4.5,"10"
"1396",27,147,"Steele","42,332","45",2.1,"48"
"1397",27,149,"Stevens","50,350","10",-0.2,"62"
"1398",27,151,"Swift","42,839","43",-1,"64"
"1399",27,153,"Todd","38,037","71",6.1,"4"
"1400",27,155,"Traverse","53,758","5",-14.7,"86"
"1401",27,157,"Wabasha","42,023","49",4.7,"8"
"1402",27,159,"Wadena","32,798","85",3,"41"
"1403",27,161,"Waseca","39,118","68",0.4,"59"
"1404",27,163,"Washington","53,833","4",3.9,"24"
"1405",27,165,"Watonwan","37,521","73",-4,"73"
"1406",27,167,"Wilkin","45,998","25",-10.5,"84"
"1407",27,169,"Winona","41,676","53",5.9,"5"
"1408",27,171,"Wright","41,677","52",3.8,"28"
"1409",27,173,"Yellow Medicine","45,813","26",-7.6,"81"
"1412",28,1,"Adams","34,908","15",1.7,"55"
"1413",28,3,"Alcorn","29,182","62",2.2,"44"
"1414",28,5,"Amite","32,765","29",5.7,"7"
"1415",28,7,"Attala","29,516","59",2.5,"38"
"1416",28,9,"Benton","26,032","80",2.5,"39"
"1417",28,11,"Bolivar","33,377","23",-0.9,"66"
"1418",28,13,"Calhoun","28,526","70",0.3,"62"
"1419",28,15,"Carroll","30,262","47",-2.8,"71"
"1420",28,17,"Chickasaw","31,621","37",4,"15"
"1421",28,19,"Choctaw","28,882","66",6.7,"4"
"1422",28,21,"Claiborne","29,086","64",-1.9,"69"
"1423",28,23,"Clarke","36,172","9",1.5,"57"
"1424",28,25,"Clay","34,930","14",1.4,"58"
"1425",28,27,"Coahoma","30,037","51",-4.5,"75"
"1426",28,29,"Copiah","31,151","42",3.3,"26"
"1427",28,31,"Covington","33,275","24",7.2,"3"
"1428",28,33,"DeSoto","36,242","8",2.2,"45"
"1429",28,35,"Forrest","35,024","12",3.2,"28"
"1430",28,37,"Franklin","29,962","53",3.2,"29"
"1431",28,39,"George","30,372","46",2,"50"
"1432",28,41,"Greene","24,142","82",3.5,"21"
"1433",28,43,"Grenada","33,574","22",2,"48"
"1434",28,45,"Hancock","34,555","20",3.2,"27"
"1435",28,47,"Harrison","34,785","16",2,"49"
"1436",28,49,"Hinds","38,344","4",3.4,"25"
"1437",28,51,"Holmes","26,308","78",-3.2,"72"
"1438",28,53,"Humphreys","31,808","34",-5.4,"76"
"1439",28,55,"Issaquena","25,516","81",-12.4,"81"
"1440",28,57,"Itawamba","30,734","44",2.5,"37"
"1441",28,59,"Jackson","34,530","21",1.8,"54"
"1442",28,61,"Jasper","35,207","11",5.8,"6"
"1443",28,63,"Jefferson","30,198","49",-3.4,"74"
"1444",28,65,"Jefferson Davis","30,213","48",2.6,"35"
"1445",28,67,"Jones","36,832","5",5.7,"8"
"1446",28,69,"Kemper","28,753","67",-0.3,"63"
"1447",28,71,"Lafayette","34,703","18",2.5,"40"
"1448",28,73,"Lamar","31,192","41",2.4,"41"
"1449",28,75,"Lauderdale","34,566","19",1,"61"
"1450",28,77,"Lawrence","32,780","28",2.2,"46"
"1451",28,79,"Leake","28,705","68",10.5,"1"
"1452",28,81,"Lee","35,429","10",3,"31"
"1453",28,83,"Leflore","31,917","33",-0.6,"65"
"1454",28,85,"Lincoln","34,964","13",3.4,"23"
"1455",28,87,"Lowndes","36,669","6",-1,"67"
"1456",28,89,"Madison","58,604","1",2.7,"33"
"1457",28,91,"Marion","32,338","31",3.8,"18"
"1458",28,93,"Marshall","28,009","71",1.8,"53"
"1459",28,95,"Monroe","31,132","43",3.1,"30"
"1460",28,97,"Montgomery","31,665","35",2.6,"34"
"1461",28,99,"Neshoba","38,565","3",4.2,"14"
"1462",28,101,"Newton","32,252","32",5.2,"11"
"1463",28,103,"Noxubee","31,395","40",-8.2,"80"
"1464",28,105,"Oktibbeha","29,636","56",1.9,"52"
"1465",28,107,"Panola","29,585","57",-0.6,"64"
"1466",28,109,"Pearl River","32,943","25",2.8,"32"
"1467",28,111,"Perry","26,655","77",2,"47"
"1468",28,113,"Pike","29,761","55",4.5,"13"
"1469",28,115,"Pontotoc","29,212","61",3.4,"24"
"1470",28,117,"Prentiss","27,218","75",3.7,"20"
"1471",28,119,"Quitman","27,921","72",-5.9,"78"
"1472",28,121,"Rankin","39,994","2",3.4,"22"
"1473",28,123,"Scott","29,556","58",8.4,"2"
"1474",28,125,"Sharkey","30,511","45",-14,"82"
"1475",28,127,"Simpson","34,710","17",5.7,"9"
"1476",28,129,"Smith","32,824","27",5.4,"10"
"1477",28,131,"Stone","28,893","65",2.3,"43"
"1478",28,133,"Sunflower","26,863","76",-1.6,"68"
"1479",28,135,"Tallahatchie","29,269","60",-5.4,"77"
"1480",28,137,"Tate","31,570","38",1.2,"60"
"1481",28,139,"Tippah","29,137","63",3.7,"19"
"1482",28,141,"Tishomingo","27,655","73",3.9,"16"
"1483",28,143,"Tunica","31,570","38",-8,"79"
"1484",28,145,"Union","30,096","50",1.9,"51"
"1485",28,147,"Walthall","28,678","69",3.9,"17"
"1486",28,149,"Warren","36,623","7",2.6,"36"
"1487",28,151,"Washington","32,475","30",1.2,"59"
"1488",28,153,"Wayne","32,880","26",6.6,"5"
"1489",28,155,"Webster","29,984","52",-3.3,"73"
"1490",28,157,"Wilkinson","26,304","79",2.3,"42"
"1491",28,159,"Winston","31,639","36",4.7,"12"
"1492",28,161,"Yalobusha","29,883","54",1.6,"56"
"1493",28,163,"Yazoo","27,588","74",-2.5,"70"
"1496",29,1,"Adair","30,941","88",3.8,"54"
"1497",29,3,"Andrew","40,882","18",2.6,"82"
"1498",29,5,"Atchison","49,887","3",-0.3,"107"
"1499",29,7,"Audrain","37,335","39",4.2,"43"
"1500",29,9,"Barry","33,329","73",5.8,"24"
"1501",29,11,"Barton","35,797","52",1,"102"
"1502",29,13,"Bates","35,711","53",1.9,"95"
"1503",29,15,"Benton","32,563","78",3.9,"50"
"1504",29,17,"Bollinger","29,957","96",2.4,"91"
"1505",29,19,"Boone","41,418","17",1.8,"96"
"1506",29,21,"Buchanan","36,144","51",3.1,"68"
"1507",29,23,"Butler","34,376","68",3.3,"64"
"1508",29,25,"Caldwell","36,193","49",9.2,"10"
"1509",29,27,"Callaway","34,810","61",2.3,"92"
"1510",29,29,"Camden","35,197","55",3.9,"51"
"1511",29,31,"Cape Girardeau","39,547","22",2.5,"86"
"1512",29,33,"Carroll","47,977","5",4.9,"34"
"1513",29,35,"Carter","28,068","102",-1,"109"
"1514",29,37,"Cass","39,757","21",3.5,"59"
"1515",29,39,"Cedar","30,681","89",3,"73"
"1516",29,41,"Chariton","50,221","2",10.5,"8"
"1517",29,43,"Christian","34,839","60",2.9,"77"
"1518",29,45,"Clark","36,612","44",3.9,"52"
"1519",29,47,"Clay","42,898","13",2.9,"78"
"1520",29,49,"Clinton","37,828","35",3,"76"
"1521",29,51,"Cole","41,790","15",2.6,"83"
"1522",29,53,"Cooper","34,416","67",2.8,"80"
"1523",29,55,"Crawford","34,536","64",3,"74"
"1524",29,57,"Dade","32,908","75",10.7,"7"
"1525",29,59,"Dallas","30,583","90",7,"16"
"1526",29,61,"Daviess","37,867","34",9,"11"
"1527",29,63,"DeKalb","25,089","114",3.5,"58"
"1528",29,65,"Dent","30,511","91",3.6,"57"
"1529",29,67,"Douglas","27,316","104",5.9,"23"
"1530",29,69,"Dunklin","31,895","82",-0.1,"106"
"1531",29,71,"Franklin","38,330","29",3.9,"53"
"1532",29,73,"Gasconade","36,472","47",4,"47"
"1533",29,75,"Gentry","44,134","12",10.2,"9"
"1534",29,77,"Greene","38,112","31",3.4,"62"
"1535",29,79,"Grundy","34,476","65",5.9,"22"
"1536",29,81,"Harrison","37,205","41",4.4,"39"
"1537",29,83,"Henry","39,035","24",5.5,"28"
"1538",29,85,"Hickory","25,654","113",4.5,"38"
"1539",29,87,"Holt","45,956","7",-4.1,"114"
"1540",29,89,"Howard","36,538","46",2.9,"79"
"1541",29,91,"Howell","31,029","86",4.8,"35"
"1542",29,93,"Iron","30,159","95",4.3,"41"
"1543",29,95,"Jackson","41,653","16",3,"72"
"1544",29,97,"Jasper","34,306","69",1.6,"99"
"1545",29,99,"Jefferson","36,947","42",3.3,"63"
"1546",29,101,"Johnson","32,871","76",4.1,"45"
"1547",29,103,"Knox","46,115","6",17.6,"4"
"1548",29,105,"Laclede","31,039","85",5.4,"29"
"1549",29,107,"Lafayette","36,579","45",1.1,"101"
"1550",29,109,"Lawrence","30,297","94",5.6,"26"
"1551",29,111,"Lewis","33,812","71",2.6,"84"
"1552",29,113,"Lincoln","33,741","72",3.1,"70"
"1553",29,115,"Linn","37,346","38",6.5,"18"
"1554",29,117,"Livingston","35,287","54",4.1,"46"
"1555",29,119,"McDonald","26,733","107",7.7,"12"
"1556",29,121,"Macon","35,121","57",3.4,"61"
"1557",29,123,"Madison","31,820","84",4.4,"40"
"1558",29,125,"Maries","37,469","37",4.1,"44"
