"","state_fips","county_fips","county.name","Dollars","Rank.in.State","Percent.Change","Rank.in.State.1"
"524",13,299,"Ware","29,851","94",3.5,"84"
"525",13,301,"Warren","28,434","113",2.9,"101"
"526",13,303,"Washington","30,159","90",2.2,"112"
"527",13,305,"Wayne","30,144","91",1.5,"125"
"528",13,307,"Webster","26,571","131",1.9,"118"
"529",13,309,"Wheeler","15,787","159",-0.1,"137"
"530",13,311,"White","29,232","100",4.3,"38"
"531",13,313,"Whitfield","32,435","54",3.3,"88"
"532",13,315,"Wilcox","24,861","146",-3.2,"151"
"533",13,317,"Wilkes","29,628","99",5.7,"9"
"534",13,319,"Wilkinson","30,335","86",6.2,"5"
"535",13,321,"Worth","30,433","83",-1.5,"145"
"538",16,1,"Ada","43,738","3",3.1,"18"
"539",16,3,"Adams","33,999","20",3.7,"14"
"540",16,5,"Bannock","32,063","30",3.5,"16"
"541",16,7,"Bear Lake","35,842","15",3.9,"11"
"542",16,9,"Benewah","31,805","32",2.4,"30"
"543",16,11,"Bingham","32,166","29",-1,"39"
"544",16,13,"Blaine","83,573","1",4,"10"
"545",16,15,"Boise","35,044","16",3.8,"12"
"546",16,17,"Bonner","33,786","25",2.1,"31"
"547",16,19,"Bonneville","38,518","8",1.7,"32"
"548",16,21,"Boundary","29,769","40",1.5,"34"
"549",16,23,"Butte","34,119","19",-1.5,"40"
"550",16,25,"Camas","31,448","35",-2.4,"41"
"551",16,27,"Canyon","26,968","42",2.6,"26"
"552",16,29,"Caribou","38,507","9",2.9,"22"
"553",16,31,"Cassia","41,492","7",3.1,"19"
"554",16,33,"Clark","23,832","43",-22.4,"44"
"555",16,35,"Clearwater","32,487","28",2.9,"21"
"556",16,37,"Custer","43,158","4",5.7,"5"
"557",16,39,"Elmore","33,907","21",4.8,"8"
"558",16,41,"Franklin","29,941","39",5,"7"
"559",16,43,"Fremont (includes Yellowstone National Park)","31,964","31",-0.8,"38"
"560",16,45,"Gem","30,937","36",3.3,"17"
"561",16,47,"Gooding","57,168","2",19.3,"1"
"562",16,49,"Idaho","31,804","33",4.2,"9"
"563",16,51,"Jefferson","30,142","38",2.4,"28"
"564",16,53,"Jerome","37,198","11",8.5,"4"
"565",16,55,"Kootenai","36,656","13",2.9,"23"
"566",16,57,"Latah","34,244","18",1.7,"33"
"567",16,59,"Lemhi","36,210","14",5.2,"6"
"568",16,61,"Lewis","42,219","6",-7.6,"43"
"569",16,63,"Lincoln","37,734","10",10.4,"2"
"570",16,65,"Madison","21,779","44",0.5,"37"
"571",16,67,"Minidoka","33,795","24",0.7,"36"
"572",16,69,"Nez Perce","36,744","12",2.6,"27"
"573",16,71,"Oneida","30,802","37",2.7,"24"
"574",16,73,"Owyhee","31,741","34",9.4,"3"
"575",16,75,"Payette","33,802","23",3.7,"13"
"576",16,77,"Power","32,654","27",-5.7,"42"
"577",16,79,"Shoshone","33,665","26",2.7,"25"
"578",16,81,"Teton","28,763","41",3,"20"
"579",16,83,"Twin Falls","34,545","17",3.6,"15"
"580",16,85,"Valley","42,397","5",2.4,"29"
"581",16,87,"Washington","33,870","22",0.9,"35"
"584",17,1,"Adams","39,285","45",0.7,"37"
"585",17,3,"Alexander","28,746","100",3.1,"14"
"586",17,5,"Bond","32,967","92",4.2,"1"
"587",17,7,"Boone","39,377","42",2,"27"
"588",17,9,"Brown","26,648","102",-7.7,"99"
"589",17,11,"Bureau","38,576","53",-4.9,"84"
"590",17,13,"Calhoun","35,708","71",3.5,"3"
"591",17,15,"Carroll","39,543","41",-3.7,"79"
"592",17,17,"Cass","36,951","62",-1.8,"69"
"593",17,19,"Champaign","38,035","57",2.8,"17"
"594",17,21,"Christian","36,538","68",-3.3,"75"
"595",17,23,"Clark","39,340","43",0.5,"39"
"596",17,25,"Clay","36,386","69",-4.2,"82"
"597",17,27,"Clinton","41,527","29",2.1,"24"
"598",17,29,"Coles","34,122","84",0.4,"41"
"599",17,31,"Cook","51,280","3",3.2,"10"
"600",17,33,"Crawford","39,166","47",1.5,"30"
"601",17,35,"Cumberland","39,324","44",-4.9,"85"
"602",17,37,"DeKalb","34,679","79",0.3,"44"
"603",17,39,"De Witt","41,688","28",-5.2,"89"
"604",17,41,"Douglas","43,450","16",-1.5,"65"
"605",17,43,"DuPage","60,684","2",3.3,"6"
"606",17,45,"Edgar","39,045","48",-5.4,"90"
"607",17,47,"Edwards","32,867","93",-7.6,"98"
"608",17,49,"Effingham","43,462","15",3.4,"4"
"609",17,51,"Fayette","29,836","99",-5.5,"91"
"610",17,53,"Ford","47,595","5",-3.3,"76"
"611",17,55,"Franklin","32,715","94",0.8,"34"
"612",17,57,"Fulton","33,186","90",-1.4,"64"
"613",17,59,"Gallatin","42,743","21",-10.6,"101"
"614",17,61,"Greene","34,521","81",-3.3,"74"
"615",17,63,"Grundy","42,868","19",-0.3,"48"
"616",17,65,"Hamilton","40,904","34",-7.4,"96"
"617",17,67,"Hancock","41,294","32",0.8,"36"
"618",17,69,"Hardin","33,435","88",1.5,"29"
"619",17,71,"Henderson","38,335","55",-8.3,"100"
"620",17,73,"Henry","42,008","24",-1.1,"62"
"621",17,75,"Iroquois","40,307","36",-6.7,"95"
"622",17,77,"Jackson","32,675","95",1.4,"32"
"623",17,79,"Jasper","42,100","23",-5.1,"88"
"624",17,81,"Jefferson","36,878","63",3.3,"7"
"625",17,83,"Jersey","35,586","73",-1.1,"61"
"626",17,85,"Jo Daviess","44,164","13",-1.7,"68"
"627",17,87,"Johnson","26,824","101",2.7,"18"
"628",17,89,"Kane","42,868","19",3.1,"12"
"629",17,91,"Kankakee","35,657","72",1.5,"31"
"630",17,93,"Kendall","40,957","33",2.1,"23"
"631",17,95,"Knox","36,280","70",-0.9,"57"
"632",17,97,"Lake","65,329","1",3.3,"8"
"633",17,99,"LaSalle","38,524","54",0.4,"42"
"634",17,101,"Lawrence","33,163","91",-0.8,"54"
"635",17,103,"Lee","38,301","56",-1.7,"66"
"636",17,105,"Livingston","38,685","52",-7.5,"97"
"637",17,107,"Logan","34,127","83",-6.7,"93"
"638",17,109,"McDonough","33,945","85",-0.8,"53"
"639",17,111,"McHenry","46,720","8",3.3,"9"
"640",17,113,"McLean","43,192","18",-0.6,"49"
"641",17,115,"Macon","43,413","17",2.5,"19"
"642",17,117,"Macoupin","35,451","75",-1.7,"67"
"643",17,119,"Madison","39,942","38",2.9,"16"
"644",17,121,"Marion","36,846","64",0.5,"40"
"645",17,123,"Marshall","40,311","35",-6.7,"94"
"646",17,125,"Mason","36,705","65",-4.3,"83"
"647",17,127,"Massac","33,923","86",1.3,"33"
"648",17,129,"Menard","39,944","37",-3.9,"80"
"649",17,131,"Mercer","41,513","30",-2.1,"71"
"650",17,133,"Monroe","50,171","4",3.6,"2"
"651",17,135,"Montgomery","33,234","89",-5,"86"
"652",17,137,"Morgan","35,422","76",-1.3,"63"
"653",17,139,"Moultrie","41,805","25",-2.6,"73"
"654",17,141,"Ogle","39,870","39",-1,"60"
"655",17,143,"Peoria","45,572","11",2,"25"
"656",17,145,"Perry","30,801","97",0.6,"38"
"657",17,147,"Piatt","47,430","6",0.8,"35"
"658",17,149,"Pike","37,363","60",-3.5,"77"
"659",17,151,"Pope","29,850","98",3.4,"5"
"660",17,153,"Pulaski","34,197","82",-3.6,"78"
"661",17,155,"Putnam","41,732","26",-0.9,"58"
"662",17,157,"Randolph","32,011","96",2.2,"22"
"663",17,159,"Richland","37,540","59",-0.1,"46"
"664",17,161,"Rock Island","39,868","40",2.3,"20"
"665",17,163,"St. Clair","38,717","51",3,"15"
"666",17,165,"Saline","36,588","67",-0.2,"47"
"667",17,167,"Sangamon","42,326","22",2.2,"21"
"668",17,169,"Schuyler","44,588","12",-0.8,"55"
"669",17,171,"Scott","35,034","77",-4,"81"
"670",17,173,"Shelby","35,557","74",-6.2,"92"
"671",17,175,"Stark","36,633","66",-14.5,"102"
"672",17,177,"Stephenson","37,359","61",-1,"59"
"673",17,179,"Tazewell","41,690","27",1.7,"28"
"674",17,181,"Union","33,805","87",-0.7,"51"
"675",17,183,"Vermilion","35,009","78",-0.1,"45"
"676",17,185,"Wabash","41,393","31",-0.7,"52"
"677",17,187,"Warren","34,522","80",-5,"87"
"678",17,189,"Washington","46,771","7",-0.6,"50"
"679",17,191,"Wayne","38,863","50",-2,"70"
"680",17,193,"White","45,748","9",-2.2,"72"
"681",17,195,"Whiteside","39,174","46",0.3,"43"
"682",17,197,"Will","43,864","14",3.2,"11"
"683",17,199,"Williamson","38,946","49",2,"26"
"684",17,201,"Winnebago","38,020","58",3.1,"13"
"685",17,203,"Woodford","45,631","10",-0.8,"56"
"688",18,1,"Adams","33,424","73",5,"11"
"689",18,3,"Allen","39,712","25",4.3,"20"
"690",18,5,"Bartholomew","44,129","8",2.6,"55"
"691",18,7,"Benton","42,582","11",-4,"92"
"692",18,9,"Blackford","34,809","62",1,"77"
"693",18,11,"Boone","63,269","1",1.1,"73"
"694",18,13,"Brown","39,598","27",3.6,"34"
"695",18,15,"Carroll","39,616","26",1,"76"
"696",18,17,"Cass","34,249","67",1.7,"66"
"697",18,19,"Clark","37,610","39",3.3,"41"
"698",18,21,"Clay","34,329","66",2.1,"62"
"699",18,23,"Clinton","34,116","68",3,"48"
"700",18,25,"Crawford","30,623","88",6,"4"
"701",18,27,"Daviess","36,914","47",0.5,"79"
"702",18,29,"Dearborn","42,008","12",4,"24"
"703",18,31,"Decatur","38,480","34",1.8,"65"
"704",18,33,"DeKalb","37,014","45",3.7,"33"
"705",18,35,"Delaware","31,933","82",3.1,"47"
"706",18,37,"Dubois","50,087","3",5.7,"7"
"707",18,39,"Elkhart","37,344","43",5.3,"9"
"708",18,41,"Fayette","34,016","69",4.2,"21"
"709",18,43,"Floyd","45,404","5",4.1,"23"
"710",18,45,"Fountain","36,844","48",-0.7,"82"
"711",18,47,"Franklin","39,129","30",1.2,"70"
"712",18,49,"Fulton","35,903","54",-1.5,"86"
"713",18,51,"Gibson","41,992","13",1.6,"69"
"714",18,53,"Grant","35,547","58",2.9,"51"
"715",18,55,"Greene","35,035","61",3.8,"28"
"716",18,57,"Hamilton","63,141","2",2.9,"50"
"717",18,59,"Hancock","43,860","9",2.2,"61"
"718",18,61,"Harrison","36,090","52",2.9,"52"
"719",18,63,"Hendricks","42,945","10",2.3,"58"
"720",18,65,"Henry","32,800","79",1.7,"67"
"721",18,67,"Howard","35,728","57",3.3,"42"
"722",18,69,"Huntington","36,507","51",2.5,"57"
"723",18,71,"Jackson","38,733","32",3.5,"38"
"724",18,73,"Jasper","40,130","20",0.6,"78"
"725",18,75,"Jay","38,169","37",5.9,"5"
"726",18,77,"Jefferson","36,794","49",4.7,"14"
"727",18,79,"Jennings","32,563","80",3.8,"30"
"728",18,81,"Johnson","41,899","14",2.8,"53"
"729",18,83,"Knox","41,512","16",3.2,"43"
"730",18,85,"Kosciusko","40,469","17",4,"25"
"731",18,87,"Lagrange","31,081","87",5.7,"6"
"732",18,89,"Lake","38,386","35",3.7,"32"
"733",18,91,"LaPorte","35,882","55",3.1,"46"
"734",18,93,"Lawrence","34,424","65",4.7,"15"
"735",18,95,"Madison","32,563","80",3.2,"44"
"736",18,97,"Marion","40,074","21",3.4,"39"
"737",18,99,"Marshall","35,767","56",2.9,"49"
"738",18,101,"Martin","38,333","36",9.4,"1"
"739",18,103,"Miami","30,334","90",3.6,"35"
"740",18,105,"Monroe","33,953","70",3.6,"36"
"741",18,107,"Montgomery","35,039","60",-1.4,"85"
"742",18,109,"Morgan","36,975","46",2.6,"56"
"743",18,111,"Newton","37,390","42",1,"74"
"744",18,113,"Noble","33,107","76",3.8,"27"
"745",18,115,"Ohio","34,505","64",7.9,"2"
"746",18,117,"Orange","32,893","78",4.3,"19"
"747",18,119,"Owen","31,772","83",3.2,"45"
"748",18,121,"Parke","30,092","91",-2.7,"89"
"749",18,123,"Perry","33,752","71",7.8,"3"
"750",18,125,"Pike","36,597","50",2.2,"60"
"751",18,127,"Porter","44,472","7",3.6,"37"
"752",18,129,"Posey","44,806","6",1.2,"71"
"753",18,131,"Pulaski","38,488","33",-2.5,"88"
"754",18,133,"Putnam","31,565","85",-0.9,"83"
"755",18,135,"Randolph","38,103","38",2,"63"
"756",18,137,"Ripley","39,137","29",4.4,"17"
"757",18,139,"Rush","38,764","31",-1.5,"87"
"758",18,141,"St. Joseph","40,433","18",5.1,"10"
"759",18,143,"Scott","31,623","84",4.1,"22"
"760",18,145,"Shelby","37,528","40",0.4,"80"
"761",18,147,"Spencer","39,772","24",1.6,"68"
"762",18,149,"Starke","30,354","89",1.2,"72"
"763",18,151,"Steuben","36,000","53",5.5,"8"
"764",18,153,"Sullivan","31,501","86",-1.2,"84"
"765",18,155,"Switzerland","26,959","92",4.7,"13"
"766",18,157,"Tippecanoe","33,266","75",3.4,"40"
"767",18,159,"Tipton","40,049","22",3.8,"31"
"768",18,161,"Union","32,933","77",-3.1,"90"
"769",18,163,"Vanderburgh","40,135","19",4.8,"12"
"770",18,165,"Vermillion","35,496","59",1,"75"
"771",18,167,"Vigo","33,567","72",2.7,"54"
"772",18,169,"Wabash","40,011","23",3.8,"29"
"773",18,171,"Warren","41,703","15",-3.4,"91"
"774",18,173,"Warrick","45,596","4",4.3,"18"
"775",18,175,"Washington","33,352","74",4.4,"16"
"776",18,177,"Wayne","34,801","63",4,"26"
"777",18,179,"Wells","39,244","28",2.2,"59"
"778",18,181,"White","37,473","41",-0.7,"81"
"779",18,183,"Whitley","37,099","44",1.9,"64"
"782",19,1,"Adair","46,276","43",3.1,"38"
"783",19,3,"Adams","60,829","1",1.6,"63"
"784",19,5,"Allamakee","41,568","69",2.6,"49"
"785",19,7,"Appanoose","35,713","96",4.5,"14"
"786",19,9,"Audubon","55,516","5",-2.2,"93"
"787",19,11,"Benton","46,422","41",0.4,"79"
"788",19,13,"Black Hawk","39,769","72",2.8,"45"
"789",19,15,"Boone","44,461","54",1,"73"
"790",19,17,"Bremer","44,316","55",1.5,"65"
"791",19,19,"Buchanan","42,070","67",-0.2,"84"
"792",19,21,"Buena Vista","49,724","23",3.1,"31"
"793",19,23,"Butler","46,884","39",-2.6,"94"
"794",19,25,"Calhoun","49,693","24",5.7,"5"
"795",19,27,"Carroll","50,782","19",3.1,"33"
"796",19,29,"Cass","44,620","53",2.5,"50"
"797",19,31,"Cedar","46,138","45",0.4,"80"
"798",19,33,"Cerro Gordo","46,395","42",3.5,"25"
"799",19,35,"Cherokee","52,647","13",-1.6,"91"
"800",19,37,"Chickasaw","54,289","7",0.6,"75"
"801",19,39,"Clarke","37,563","93",6.9,"3"
"802",19,41,"Clay","46,111","46",2,"57"
"803",19,43,"Clayton","44,955","50",0.5,"77"
"804",19,45,"Clinton","39,208","80",-0.6,"86"
"805",19,47,"Crawford","42,393","61",-0.8,"87"
"806",19,49,"Dallas","55,851","4",3.1,"37"
"807",19,51,"Davis","35,320","98",4,"18"
"808",19,53,"Decatur","33,039","99",5,"7"
"809",19,55,"Delaware","48,169","32",4.6,"13"
"810",19,57,"Des Moines","48,755","28",4.9,"9"
"811",19,59,"Dickinson","50,606","20",3.1,"30"
"812",19,61,"Dubuque","43,167","59",3.6,"23"
"813",19,63,"Emmet","41,714","68",0.3,"82"
"814",19,65,"Fayette","39,372","78",2.1,"54"
"815",19,67,"Floyd","42,131","66",2.7,"47"
"816",19,69,"Franklin","54,037","8",1.4,"69"
"817",19,71,"Fremont","46,159","44",-3.2,"97"
"818",19,73,"Greene","49,487","25",2.9,"43"
"819",19,75,"Grundy","50,238","22",-1.3,"89"
"820",19,77,"Guthrie","48,233","31",3,"42"
"821",19,79,"Hamilton","52,923","12",8.7,"1"
"822",19,81,"Hancock","53,874","9",2,"58"
"823",19,83,"Hardin","48,404","30",2,"59"
"824",19,85,"Harrison","42,191","65",-2.8,"95"
"825",19,87,"Henry","38,761","86",3.1,"35"
"826",19,89,"Howard","44,872","51",3.9,"19"
"827",19,91,"Humboldt","51,686","17",1,"72"
"828",19,93,"Ida","49,036","26",-1.9,"92"
"829",19,95,"Iowa","51,695","16",2.2,"53"
"830",19,97,"Jackson","39,472","74",1.4,"68"
"831",19,99,"Jasper","38,871","83",3.1,"36"
"832",19,101,"Jefferson","38,852","84",3.4,"27"
"833",19,103,"Johnson","45,218","48",2.7,"48"
"834",19,105,"Jones","40,110","71",2.8,"46"
"835",19,107,"Keokuk","46,771","40",3.9,"20"
"836",19,109,"Kossuth","53,329","11",-3.8,"98"
"837",19,111,"Lee","37,610","92",7.2,"2"
"838",19,113,"Linn","46,934","38",3.3,"28"
"839",19,115,"Louisa","37,485","94",1.8,"61"
"840",19,117,"Lucas","39,045","81",4.9,"10"
"841",19,119,"Lyon","59,955","2",1.5,"64"
"842",19,121,"Madison","43,287","57",2.3,"52"
"843",19,123,"Mahaska","38,830","85",2.1,"55"
"844",19,125,"Marion","39,714","73",2.1,"56"
"845",19,127,"Marshall","38,339","89",3.1,"39"
"846",19,129,"Mills","47,975","33",-3.1,"96"
"847",19,131,"Mitchell","51,813","15",4.9,"11"
"848",19,133,"Monona","43,927","56",-5.2,"99"
"849",19,135,"Monroe","39,029","82",4.6,"12"
"850",19,137,"Montgomery","39,429","76",-1.3,"90"
"851",19,139,"Muscatine","45,801","47",3.1,"32"
"852",19,141,"O'Brien","53,812","10",-0.5,"85"
"853",19,143,"Osceola","50,321","21",-0.1,"83"
"854",19,145,"Page","40,204","70",0.8,"74"
"855",19,147,"Palo Alto","48,976","27",1.4,"66"
"856",19,149,"Plymouth","55,913","3",1.4,"67"
"857",19,151,"Pocahontas","51,876","14",0.3,"81"
"858",19,153,"Polk","48,484","29",3.8,"22"
"859",19,155,"Pottawattamie","39,423","77",1.1,"71"
"860",19,157,"Poweshiek","44,777","52",4.3,"16"
"861",19,159,"Ringgold","45,124","49",4.2,"17"
"862",19,161,"Sac","54,719","6",2,"60"
"863",19,163,"Scott","47,637","35",2.8,"44"
"864",19,165,"Shelby","51,503","18",-1.1,"88"
"865",19,167,"Sioux","47,192","37",3.6,"24"
"866",19,169,"Story","37,990","91",3.8,"21"
"867",19,171,"Tama","42,266","63",0.5,"76"
"868",19,173,"Taylor","43,193","58",3.1,"34"
"869",19,175,"Union","38,381","88",3.5,"26"
"870",19,177,"Van Buren","36,646","95",2.4,"51"
"871",19,179,"Wapello","35,516","97",3.2,"29"
"872",19,181,"Warren","42,326","62",3,"41"
"873",19,183,"Washington","47,578","36",3,"40"
"874",19,185,"Wayne","39,258","79",4.9,"8"
"875",19,187,"Webster","42,219","64",5.1,"6"
"876",19,189,"Winnebago","38,695","87",6.1,"4"
"877",19,191,"Winneshiek","43,077","60",1.8,"62"
"878",19,193,"Woodbury","38,055","90",4.4,"15"
"879",19,195,"Worth","39,443","75",1.2,"70"
"880",19,197,"Wright","47,917","34",0.4,"78"
"883",20,1,"Allen","41,068","58",1.6,"33"
"884",20,3,"Anderson","42,909","43",-0.4,"50"
"885",20,5,"Atchison","34,551","97",1.7,"32"
"886",20,7,"Barber","46,337","28",1.1,"38"
"887",20,9,"Barton","50,295","19",4.9,"5"
"888",20,11,"Bourbon","35,067","93",3.4,"12"
"889",20,13,"Brown","42,729","45",-1.7,"55"
"890",20,15,"Butler","43,203","42",1.4,"35"
"891",20,17,"Chase","76,296","1",10.1,"1"
"892",20,19,"Chautauqua","49,696","20",5.9,"3"
"893",20,21,"Cherokee","37,696","79",1.8,"31"
"894",20,23,"Cheyenne","42,255","49",-3.9,"66"
"895",20,25,"Clark","50,774","18",2.2,"26"
"896",20,27,"Clay","50,808","17",-1.4,"53"
"897",20,29,"Cloud","35,643","91",-2.3,"60"
"898",20,31,"Coffey","52,830","12",-2.1,"58"
"899",20,33,"Comanche","32,244","101",-21.3,"100"
"900",20,35,"Cowley","38,656","75",1,"41"
"901",20,37,"Crawford","31,582","103",2.1,"28"
"902",20,39,"Decatur","47,362","24",8.1,"2"
"903",20,41,"Dickinson","41,832","52",-1.1,"52"
"904",20,43,"Doniphan","35,699","90",-3.5,"63"
"905",20,45,"Douglas","36,686","83",2.3,"23"
"906",20,47,"Edwards","47,343","25",-21,"99"
"907",20,49,"Elk","39,840","68",4.2,"7"
"908",20,51,"Ellis","46,158","31",3.2,"13"
"909",20,53,"Ellsworth","41,905","51",2.2,"27"
"910",20,55,"Finney","39,259","71",1.9,"30"
"911",20,57,"Ford","33,291","100",-1.7,"56"
"912",20,59,"Franklin","35,421","92",1,"39"
"913",20,61,"Geary","43,353","41",2.6,"21"
"914",20,63,"Gove","40,158","63",-10.8,"87"
"915",20,65,"Graham","57,421","8",-7.4,"75"
"916",20,67,"Grant","45,117","35",-0.3,"49"
"917",20,69,"Gray","69,924","3",-2.4,"61"
"918",20,71,"Greeley","49,218","22",-29.8,"104"
"919",20,73,"Greenwood","40,423","62",3.8,"10"
"920",20,75,"Hamilton","65,111","5",1,"40"
"921",20,77,"Harper","43,843","38",-6.5,"69"
"922",20,79,"Harvey","43,956","37",0.7,"45"
"923",20,81,"Haskell","62,759","6",-20.5,"98"
"924",20,83,"Hodgeman","42,446","47",-7.2,"73"
"925",20,85,"Jackson","39,712","69",0,"48"
"926",20,87,"Jefferson","38,495","76",1.2,"37"
"927",20,89,"Jewell","46,245","29",-9.2,"79"
"928",20,91,"Johnson","62,005","7",2.9,"15"
"929",20,93,"Kearny","51,635","13",-9.2,"80"
"930",20,95,"Kingman","41,979","50",-4.2,"67"
"931",20,97,"Kiowa","38,947","73",-15.4,"92"
"932",20,99,"Labette","39,896","67",2.3,"25"
"933",20,101,"Lane","71,963","2",-15.1,"91"
"934",20,103,"Leavenworth","38,832","74",2.8,"17"
"935",20,105,"Lincoln","40,013","65",-10,"85"
"936",20,107,"Linn","33,556","99",4.4,"6"
"937",20,109,"Logan","45,406","33",-13.6,"90"
"938",20,111,"Lyon","30,034","104",1.9,"29"
"939",20,113,"McPherson","45,925","32",3.4,"11"
"940",20,115,"Marion","37,164","82",-7.1,"72"
"941",20,117,"Marshall","46,479","27",-6.5,"70"
"942",20,119,"Meade","51,165","14",-21.6,"101"
"943",20,121,"Miami","39,988","66",2.8,"16"
"944",20,123,"Mitchell","43,610","40",-6.8,"71"
"945",20,125,"Montgomery","37,244","80",4,"9"
"946",20,127,"Morris","40,820","59",-3.7,"65"
"947",20,129,"Morton","39,584","70",-15.7,"93"
"948",20,131,"Nemaha","53,832","11",-3.6,"64"
"949",20,133,"Neosho","31,795","102",1.4,"36"
"950",20,135,"Ness","56,175","9",-2.2,"59"
"951",20,137,"Norton","40,037","64",-0.6,"51"
"952",20,139,"Osage","36,392","87",0.3,"46"
"953",20,141,"Osborne","43,761","39",-8.7,"78"
"954",20,143,"Ottawa","34,834","95",-9.8,"84"
"955",20,145,"Pawnee","38,988","72",-9.6,"82"
"956",20,147,"Phillips","49,273","21",0.1,"47"
"957",20,149,"Pottawatomie","47,301","26",0.9,"43"
"958",20,151,"Pratt","42,653","46",-8.1,"77"
"959",20,153,"Rawlins","53,967","10",-9.8,"83"
"960",20,155,"Reno","35,898","89",1,"42"
"961",20,157,"Republic","42,439","48",-7.7,"76"
"962",20,159,"Rice","38,240","77",-2,"57"
"963",20,161,"Riley","36,070","88",2.6,"20"
"964",20,163,"Rooks","37,896","78",-3.3,"62"
"965",20,165,"Rush","41,451","54",-7.2,"74"
"966",20,167,"Russell","40,721","60",3.1,"14"
"967",20,169,"Saline","41,294","55",1.5,"34"
"968",20,171,"Scott","51,120","15",-13,"89"
"969",20,173,"Sedgwick","46,219","30",2.3,"24"
"970",20,175,"Seward","34,936","94",0.7,"44"
"971",20,177,"Shawnee","41,263","56",2.7,"19"
"972",20,179,"Sheridan","50,951","16",-23.9,"102"
"973",20,181,"Sherman","37,199","81",-10.1,"86"
"974",20,183,"Smith","40,646","61",-10.9,"88"
"975",20,185,"Stafford","36,663","84",-17.1,"95"
"976",20,187,"Stanton","48,209","23",-25.3,"103"
"977",20,189,"Stevens","41,680","53",-18.5,"97"
"978",20,191,"Sumner","34,310","98",-4.8,"68"
"979",20,193,"Thomas","34,703","96",-16.1,"94"
"980",20,195,"Trego","42,856","44",-1.6,"54"
"981",20,197,"Wabaunsee","44,665","36",2.7,"18"
"982",20,199,"Wallace","45,224","34",-32.7,"105"
"983",20,201,"Washington","41,167","57",-9.5,"81"
"984",20,203,"Wichita","66,867","4",-17.4,"96"
"985",20,205,"Wilson","36,652","85",5.9,"4"
"986",20,207,"Woodson","36,427","86",4,"8"
"987",20,209,"Wyandotte","29,119","105",2.5,"22"
"990",21,1,"Adair","26,038","112",5,"41"
"991",21,3,"Allen","33,737","45",5.9,"28"
"992",21,5,"Anderson","35,476","28",3.7,"80"
"993",21,7,"Ballard","37,031","21",-1.7,"113"
"994",21,9,"Barren","33,054","54",4.5,"53"
"995",21,11,"Bath","28,128","96",4.7,"48"
"996",21,13,"Bell","27,927","100",6.6,"20"
"997",21,15,"Boone","41,674","7",3.6,"84"
"998",21,17,"Bourbon","35,662","25",3.1,"91"
"999",21,19,"Boyd","35,347","31",3.7,"79"
"1000",21,21,"Boyle","33,163","52",3.8,"78"
"1001",21,23,"Bracken","32,616","58",5,"43"
"1002",21,25,"Breathitt","30,257","79",10.4,"3"
"1003",21,27,"Breckinridge","32,780","56",5,"40"
"1004",21,29,"Bullitt","35,508","27",3.8,"77"
"1005",21,31,"Butler","31,251","71",2.3,"98"
"1006",21,33,"Caldwell","33,707","46",1.3,"105"
"1007",21,35,"Calloway","33,100","53",2.1,"100"
"1008",21,37,"Campbell","41,262","9",4.2,"63"
"1009",21,39,"Carlisle","39,822","11",-6.9,"120"
"1010",21,41,"Carroll","34,539","38",4.2,"65"
"1011",21,43,"Carter","28,953","88",5,"42"
"1012",21,45,"Casey","27,126","109",6.3,"22"
"1013",21,47,"Christian","35,355","30",-0.7,"110"
"1014",21,49,"Clark","40,425","10",4.4,"55"
"1015",21,51,"Clay","25,090","114",6.7,"17"
"1016",21,53,"Clinton","28,327","94",8.7,"8"
"1017",21,55,"Crittenden","34,488","39",-1.1,"112"
"1018",21,57,"Cumberland","29,369","87",9.6,"6"
"1019",21,59,"Daviess","39,362","12",4,"68"
"1020",21,61,"Edmonson","28,323","95",4.7,"50"
"1021",21,63,"Elliott","19,879","120",1.8,"104"
"1022",21,65,"Estill","28,342","93",6,"24"
"1023",21,67,"Fayette","44,262","5",3.7,"81"
"1024",21,69,"Fleming","28,726","90",7.7,"11"
"1025",21,71,"Floyd","32,459","61",5.9,"25"
"1026",21,73,"Franklin","37,875","16",4.2,"66"
"1027",21,75,"Fulton","32,678","57",-2,"114"
"1028",21,77,"Gallatin","29,473","86",10.4,"2"
"1029",21,79,"Garrard","29,802","83",6.1,"23"
"1030",21,81,"Grant","31,126","73",3.9,"71"
"1031",21,83,"Graves","34,584","36",1.1,"106"
"1032",21,85,"Grayson","30,122","80",4.6,"51"
"1033",21,87,"Green","31,592","68",5.6,"31"
"1034",21,89,"Greenup","35,200","32",3.4,"88"
"1035",21,91,"Hancock","38,907","13",1.9,"102"
"1036",21,93,"Hardin","38,598","14",2.9,"95"
"1037",21,95,"Harlan","27,425","107",5.1,"37"
"1038",21,97,"Harrison","32,529","59",3.4,"86"
"1039",21,99,"Hart","28,696","91",5.1,"36"
"1040",21,101,"Henderson","34,671","35",1.8,"103"
"1041",21,103,"Henry","33,903","43",2.8,"96"
"1042",21,105,"Hickman","41,644","8",-6.7,"119"
"1043",21,107,"Hopkins","35,657","26",4.4,"57"
"1044",21,109,"Jackson","24,129","117",6.7,"19"
"1045",21,111,"Jefferson","45,538","3",4.4,"56"
"1046",21,113,"Jessamine","37,008","22",3.6,"85"
"1047",21,115,"Johnson","31,162","72",4.6,"52"
"1048",21,117,"Kenton","46,137","2",4.5,"54"
