"state_county_fips","POP_ESTIMATE_2014"
29049,"20,299"
29051,"76,557"
29053,"17,585"
29055,"24,650"
29057,"7,628"
29059,"16,389"
29061,"8,297"
29063,"12,692"
29065,"15,655"
29067,"13,546"
29069,"31,344"
29071,"102,084"
29073,"14,866"
29075,"6,826"
29077,"285,865"
29079,"10,197"
29081,"8,639"
29083,"22,028"
29085,"9,219"
29087,"4,516"
29089,"10,159"
29091,"40,173"
29093,"10,267"
29095,"683,191"
29097,"117,543"
29099,"222,716"
29101,"54,362"
29103,"4,000"
29105,"35,439"
29107,"32,688"
29109,"38,023"
29111,"10,138"
29113,"54,249"
29115,"12,311"
29117,"15,053"
29119,"22,800"
29121,"15,479"
29123,"12,368"
29125,"9,013"
29127,"28,920"
29129,"3,719"
29131,"25,141"
29133,"14,232"
29135,"15,856"
29137,"8,707"
29139,"11,841"
29141,"20,240"
29143,"18,272"
29145,"58,598"
29147,"23,081"
29149,"10,911"
29151,"13,703"
29153,"9,492"
29155,"17,650"
29157,"19,202"
29159,"42,225"
29161,"44,847"
29163,"18,541"
29165,"94,788"
29167,"31,054"
29169,"53,436"
29171,"4,829"
29173,"10,255"
29175,"25,072"
29177,"22,949"
29179,"6,565"
29181,"13,969"
29183,"379,493"
29185,"9,457"
29186,"17,914"
29187,"65,960"
29189,"1,001,876"
29195,"23,347"
29197,"4,370"
29199,"4,863"
29201,"38,903"
29203,"8,329"
29205,"6,108"
29207,"29,867"
29209,"31,104"
29211,"6,411"
29213,"54,230"
29215,"25,642"
29217,"21,001"
29219,"33,253"
29221,"25,077"
29223,"13,452"
29225,"36,888"
29227,"2,073"
29229,"18,291"
29510,"317,419"
30000,"1,023,579"
30001,"9,345"
30003,"13,282"
30005,"6,619"
30007,"5,667"
30009,"10,399"
30011,"1,169"
30013,"82,344"
30015,"5,894"
30017,"12,092"
30019,"1,793"
30021,"9,518"
30023,"9,150"
30025,"3,108"
30027,"11,442"
30029,"94,924"
30031,"97,308"
30033,"1,309"
30035,"13,696"
30037,"852"
30039,"3,209"
30041,"16,596"
30043,"11,558"
30045,"1,991"
30047,"29,099"
30049,"65,856"
30051,"2,359"
30053,"19,125"
30055,"1,694"
30057,"7,820"
30059,"1,853"
30061,"4,257"
30063,"112,684"
30065,"4,589"
30067,"15,880"
30069,"485"
30071,"4,192"
30073,"6,219"
30075,"1,783"
30077,"6,909"
30079,"1,148"
30081,"41,030"
30083,"11,576"
30085,"11,332"
30087,"9,326"
30089,"11,364"
30091,"3,696"
30093,"34,680"
30095,"9,290"
30097,"3,665"
30099,"6,064"
30101,"5,150"
30103,"692"
30105,"7,640"
30107,"2,102"
30109,"1,121"
30111,"155,634"
31000,"1,881,503"
31001,"31,457"
31003,"6,398"
31005,"453"
31007,"764"
31009,"504"
31011,"5,353"
31013,"11,340"
31015,"2,033"
31017,"2,941"
31019,"48,224"
31021,"6,573"
31023,"8,249"
31025,"25,524"
31027,"8,610"
31029,"3,978"
31031,"5,762"
31033,"10,148"
31035,"6,315"
31037,"10,504"
31039,"9,027"
31041,"10,728"
31043,"20,850"
31045,"9,042"
31047,"24,096"
31049,"1,940"
31051,"5,782"
31053,"36,744"
31055,"543,244"
31057,"1,886"
31059,"5,661"
31061,"3,076"
31063,"2,705"
31065,"4,888"
31067,"21,663"
31069,"1,911"
31071,"2,003"
31073,"1,970"
31075,"619"
31077,"2,482"
31079,"61,492"
31081,"9,135"
31083,"3,492"
31085,"933"
31087,"2,901"
31089,"10,403"
31091,"728"
31093,"6,362"
31095,"7,335"
31097,"5,185"
31099,"6,644"
31101,"8,121"
31103,"810"
31105,"3,713"
31107,"8,482"
31109,"301,795"
31111,"35,815"
31113,"750"
31115,"588"
31117,"498"
31119,"35,174"
31121,"7,766"
31123,"4,862"
31125,"3,570"
31127,"7,175"
31129,"4,369"
31131,"15,797"
31133,"2,702"
31135,"2,891"
31137,"9,187"
31139,"7,202"
31141,"32,666"
31143,"5,271"
31145,"10,867"
31147,"8,128"
31149,"1,443"
31151,"14,252"
31153,"172,193"
31155,"20,919"
31157,"36,465"
31159,"17,150"
31161,"5,259"
31163,"3,074"
31165,"1,303"
31167,"6,069"
31169,"5,230"
31171,"687"
31173,"6,969"
31175,"4,204"
31177,"20,258"
31179,"9,431"
31181,"3,658"
31183,"766"
31185,"13,917"
32000,"2,839,099"
32001,"23,989"
32003,"2,069,681"
32005,"47,536"
32007,"52,766"
32009,"822"
32011,"2,018"
32013,"17,279"
32015,"6,009"
32017,"5,184"
32019,"51,789"
32021,"4,500"
32023,"42,282"
32027,"6,698"
32029,"3,912"
32031,"440,078"
32033,"10,034"
32510,"54,522"
33000,"1,326,813"
33001,"60,305"
33003,"47,399"
33005,"76,115"
33007,"31,653"
33009,"89,658"
33011,"405,184"
33013,"147,171"
33015,"300,621"
33017,"125,604"
33019,"43,103"
34000,"8,938,175"
34001,"275,209"
34003,"933,572"
34005,"449,722"
34007,"511,038"
34009,"95,344"
34011,"157,389"
34013,"795,723"
34015,"290,951"
34017,"669,115"
34019,"126,067"
34021,"371,537"
34023,"836,297"
34025,"629,279"
34027,"499,727"
34029,"586,301"
34031,"508,856"
34033,"64,715"
34035,"332,568"
34037,"144,909"
34039,"552,939"
34041,"106,917"
35000,"2,085,572"
35001,"675,551"
35003,"3,556"
35005,"65,878"
35006,"27,349"
35007,"12,680"
35009,"50,969"
35011,"1,825"
35013,"213,676"
35015,"56,395"
35017,"29,096"
35019,"4,468"
35021,"683"
35023,"4,560"
35025,"69,999"
35027,"19,706"
35028,"17,682"
35029,"24,673"
35031,"74,098"
35033,"4,592"
35035,"65,082"
35037,"8,501"
35039,"39,777"
35041,"19,536"
35043,"137,608"
35045,"123,785"
35047,"28,239"
35049,"148,164"
35051,"11,325"
35053,"17,310"
35055,"33,084"
35057,"15,611"
35059,"4,297"
35061,"75,817"
36000,"19,746,227"
36001,"308,171"
36003,"47,736"
36005,"1,438,159"
36007,"197,349"
36009,"78,600"
36011,"78,823"
36013,"132,053"
36015,"87,770"
36017,"49,426"
36019,"81,632"
36021,"62,122"
36023,"49,024"
36025,"46,581"
36027,"296,579"
36029,"922,835"
36031,"38,679"
36033,"51,262"
36035,"54,105"
36037,"59,162"
36039,"47,967"
36041,"4,715"
36043,"63,744"
36045,"119,103"
36047,"2,621,793"
36049,"27,220"
36051,"64,586"
36053,"72,369"
36055,"749,857"
36057,"49,779"
36059,"1,358,627"
36061,"1,636,268"
36063,"213,525"
36065,"232,871"
36067,"468,196"
36069,"109,707"
36071,"376,099"
36073,"41,984"
36075,"120,913"
36077,"61,128"
36079,"99,487"
36081,"2,321,580"
36083,"159,774"
36085,"473,279"
36087,"323,866"
36089,"111,400"
36091,"224,921"
36093,"155,735"
36095,"31,566"
36097,"18,479"
36099,"34,884"
36101,"98,394"
36103,"1,502,968"
36105,"75,943"
36107,"49,870"
36109,"104,691"
36111,"180,445"
36113,"64,973"
36115,"62,372"
36117,"92,051"
36119,"972,634"
36121,"41,188"
36123,"25,208"
37000,"9,943,964"
37001,"155,792"
37003,"37,392"
37005,"10,879"
37007,"25,765"
37009,"27,126"
37011,"17,773"
37013,"47,585"
37015,"20,106"
37017,"34,657"
37019,"118,836"
37021,"250,539"
37023,"89,486"
37025,"192,103"
37027,"81,484"
37029,"10,331"
37031,"68,811"
37033,"23,082"
37035,"154,534"
37037,"68,698"
37039,"27,141"
37041,"14,572"
37043,"10,581"
37045,"97,076"
37047,"56,953"
37049,"104,510"
37051,"326,328"
37053,"24,976"
37055,"35,104"
37057,"164,072"
37059,"41,434"
37061,"59,882"
37063,"294,460"
37065,"54,933"
37067,"365,298"
37069,"62,860"
37071,"211,127"
37073,"11,567"
37075,"8,644"
37077,"58,500"
37079,"21,093"
37081,"512,119"
37083,"52,970"
37085,"126,666"
37087,"59,471"
37089,"111,149"
37091,"24,308"
37093,"51,611"
37095,"5,676"
37097,"166,675"
37099,"40,981"
37101,"181,423"
37103,"10,076"
37105,"59,662"
37107,"58,485"
37109,"79,829"
37111,"44,965"
37113,"33,875"
37115,"21,157"
37117,"23,454"
37119,"1,012,539"
37121,"15,311"
37123,"27,395"
37125,"93,077"
37127,"94,357"
37129,"216,298"
37131,"20,463"
37133,"187,589"
37135,"140,420"
37137,"12,948"
37139,"39,787"
37141,"56,250"
37143,"13,466"
37145,"39,132"
37147,"175,354"
37149,"20,357"
37151,"142,778"
37153,"45,733"
37155,"134,760"
37157,"91,696"
37159,"138,630"
37161,"66,600"
37163,"64,050"
37165,"35,576"
37167,"60,600"
37169,"46,419"
37171,"72,968"
37173,"14,274"
37175,"33,045"
37177,"4,115"
37179,"218,568"
37181,"44,614"
37183,"998,691"
37185,"20,231"
37187,"12,570"
37189,"52,560"
37191,"124,456"
37193,"68,838"
37195,"81,401"
37197,"37,792"
37199,"17,614"
38000,"739,482"
38001,"2,384"
38003,"11,144"
38005,"6,833"
38007,"901"
38009,"6,650"
38011,"3,247"
38013,"2,245"
38015,"90,503"
38017,"167,005"
38019,"3,855"
38021,"5,150"
38023,"2,432"
38025,"4,399"
38027,"2,377"
38029,"3,422"
38031,"3,362"
38033,"1,825"
38035,"70,138"
38037,"2,361"
38039,"2,319"
38041,"2,660"
38043,"2,424"
38045,"4,149"
38047,"1,944"
38049,"5,988"
38051,"2,801"
38053,"10,996"
38055,"9,578"
38057,"8,746"
38059,"29,822"
38061,"9,782"
38063,"3,045"
38065,"1,850"
38067,"7,128"
38069,"4,404"
38071,"11,564"
38073,"5,446"
38075,"2,587"
38077,"16,432"
38079,"14,616"
38081,"3,931"
38083,"1,326"
38085,"4,422"
38087,"765"
38089,"30,372"
38091,"1,955"
38093,"21,129"
38095,"2,310"
38097,"8,082"
38099,"10,970"
38101,"69,384"
38103,"4,192"
38105,"32,130"
39000,"11,594,163"
39001,"28,129"
39003,"105,040"
39005,"53,035"
39007,"99,175"
39009,"64,713"
39011,"45,841"
39013,"69,461"
39015,"44,116"
39017,"374,158"
39019,"28,187"
39021,"39,128"
39023,"136,554"
39025,"201,560"
39027,"41,835"
39029,"105,686"
39031,"36,516"
39033,"42,480"
39035,"1,259,828"
39037,"52,196"
39039,"38,510"
39041,"189,113"
39043,"75,828"
39045,"150,381"
39047,"28,800"
39049,"1,231,393"
39051,"42,580"
39053,"30,397"
39055,"94,295"
39057,"163,820"
39059,"39,590"
39061,"806,631"
39063,"75,337"
39065,"31,796"
39067,"15,543"
39069,"27,937"
39071,"43,045"
39073,"28,725"
39075,"43,898"
39077,"58,714"
39079,"32,748"
39081,"67,694"
39083,"61,167"
39085,"229,230"
39087,"61,623"
39089,"169,390"
39091,"45,507"
39093,"304,216"
39095,"435,286"
39097,"43,918"
39099,"233,204"
39101,"65,720"
39103,"176,029"
39105,"23,331"
39107,"40,831"
39109,"103,900"
39111,"14,465"
39113,"533,116"
39115,"14,843"
39117,"35,152"
39119,"85,818"
39121,"14,363"
39123,"41,154"
39125,"18,989"
39127,"35,812"
39129,"56,876"
39131,"28,256"
39133,"161,882"
39135,"41,586"
39137,"34,171"
39139,"121,942"
39141,"77,159"
39143,"60,179"
39145,"77,258"
39147,"55,669"
39149,"48,951"
39151,"375,736"
39153,"541,943"
39155,"205,175"
39157,"92,788"
39159,"53,776"
39161,"28,462"
39163,"13,234"
39165,"221,659"
39167,"61,213"
39169,"115,537"
39171,"37,291"
39173,"129,590"
39175,"22,353"
40000,"3,878,051"
40001,"22,186"
40003,"5,790"
40005,"13,796"
40007,"5,486"
40009,"23,691"
40011,"9,917"
40013,"44,486"
40015,"29,317"
40017,"129,582"
40019,"48,821"
40021,"48,341"
40023,"15,161"
40025,"2,294"
40027,"269,908"
40029,"5,807"
40031,"125,033"
40033,"6,150"
40035,"14,582"
40037,"70,632"
40039,"29,500"
40041,"41,446"
40043,"4,914"
40045,"4,150"
40047,"63,091"
40049,"27,561"
40051,"53,854"
40053,"4,501"
40055,"6,151"
40057,"2,798"
40059,"3,812"
40061,"12,896"
40063,"13,806"
40065,"25,998"
40067,"6,292"
40069,"11,103"
40071,"45,478"
40073,"15,532"
40075,"9,336"
40077,"10,693"
40079,"49,761"
40081,"34,619"
40083,"45,276"
40085,"9,773"
40087,"37,313"
40089,"33,050"
40091,"20,088"
40093,"7,750"
40095,"16,182"
40097,"40,816"
40099,"13,803"
40101,"69,966"
40103,"11,494"
40105,"10,524"
40107,"12,186"
40109,"766,215"
40111,"39,095"
40113,"47,981"
40115,"32,105"
40117,"16,401"
40119,"80,264"
40121,"44,626"
40123,"38,005"
40125,"71,811"
40127,"11,125"
40129,"3,761"
40131,"89,815"
40133,"25,421"
40135,"41,358"
40137,"44,493"
40139,"21,853"
40141,"7,628"
40143,"629,598"
40145,"75,702"
40147,"51,937"
40149,"11,547"
40151,"9,288"
40153,"21,529"
41000,"3,970,239"
41001,"16,059"
41003,"86,316"
41005,"394,972"
41007,"37,474"
41009,"49,459"
41011,"62,475"
41013,"20,998"
41015,"22,335"
41017,"170,388"
41019,"106,972"
41021,"1,932"
41023,"7,180"
41025,"7,126"
41027,"22,885"
41029,"210,287"
41031,"22,192"
41033,"83,599"
41035,"65,455"
41037,"7,838"
41039,"358,337"
41041,"46,406"
41043,"119,356"
41045,"30,359"
41047,"326,110"
41049,"11,187"
41051,"776,712"
41053,"77,916"
41055,"1,710"
41057,"25,342"
41059,"76,705"
41061,"25,691"
41063,"6,820"
41065,"25,515"
41067,"562,998"
41069,"1,375"
41071,"101,758"
42000,"12,787,209"
42001,"101,714"
42003,"1,231,255"
42005,"67,785"
42007,"169,392"
42009,"48,946"
42011,"413,691"
42013,"125,955"
42015,"61,784"
42017,"626,685"
42019,"185,943"
42021,"137,732"
42023,"4,805"
42025,"64,441"
42027,"158,742"
42029,"512,784"
42031,"38,821"
42033,"81,191"
42035,"39,745"
42037,"67,122"
42039,"87,175"
42041,"243,762"
42043,"271,453"
42045,"562,960"
42047,"31,194"
42049,"278,443"
42051,"134,086"
42053,"7,518"
42055,"152,892"
42057,"14,632"
42059,"37,843"
42061,"45,750"
42063,"87,706"
42065,"44,638"
42067,"24,796"
42069,"212,719"
42071,"533,320"
42073,"88,771"
42075,"136,359"
42077,"357,823"
42079,"318,829"
42081,"116,508"
42083,"42,554"
42085,"114,884"
42087,"46,552"
42089,"166,314"
42091,"816,857"
42093,"18,641"
42095,"300,654"
42097,"93,944"
42099,"45,634"
42101,"1,560,297"
42103,"56,191"
42105,"17,206"
42107,"145,797"
42109,"40,323"
42111,"76,218"
42113,"6,339"
42115,"41,920"
42117,"42,274"
42119,"44,874"
42121,"53,529"
42123,"40,703"
42125,"208,187"
42127,"51,401"
42129,"359,320"
42131,"28,131"
42133,"440,755"
44000,"1,055,173"
44001,"49,060"
44003,"165,128"
44005,"82,358"
44007,"631,974"
44009,"126,653"
45000,"4,832,482"
45001,"24,965"
45003,"164,753"
45005,"9,695"
45007,"192,810"
45009,"15,182"
45011,"21,959"
45013,"175,852"
45015,"198,205"
45017,"14,878"
45019,"381,015"
45021,"56,024"
45023,"32,337"
45025,"46,125"
45027,"34,113"
45029,"37,771"
45031,"67,799"
45033,"31,127"
45035,"148,469"
45037,"26,553"
45039,"22,976"
45041,"139,231"
45043,"60,773"
45045,"482,752"
45047,"69,520"
45049,"20,405"
45051,"298,832"
45053,"27,170"
45055,"63,161"
45057,"83,160"
45059,"66,533"
45061,"18,343"
45063,"277,888"
45065,"9,846"
45067,"31,933"
45069,"27,924"
45071,"37,783"
45073,"75,192"
45075,"90,090"
45077,"120,368"
45079,"401,566"
45081,"20,026"
45083,"293,542"
45085,"107,919"
45087,"27,876"
45089,"32,695"
45091,"245,346"
46000,"853,175"
46003,"2,745"
46005,"18,169"
46007,"3,430"
46009,"7,023"
46011,"33,314"
46013,"38,408"
46015,"5,309"
46017,"2,077"
46019,"10,298"
46021,"1,386"
46023,"9,287"
46025,"3,645"
46027,"13,932"
46029,"27,938"
46031,"4,182"
46033,"8,445"
46035,"19,885"
46037,"5,588"
46039,"4,312"
46041,"5,662"
46043,"2,973"
46045,"3,983"
46047,"6,845"
46049,"2,357"
46051,"7,241"
46053,"4,217"
46055,"1,847"
46057,"5,989"
46059,"3,345"
46061,"3,419"
46063,"1,250"
46065,"17,642"
46067,"7,200"
46069,"1,396"
46071,"3,274"
46073,"2,007"
46075,"975"
46077,"5,075"
46079,"12,368"
46081,"24,657"
46083,"51,548"
46085,"3,877"
46087,"5,649"
46089,"2,429"
46091,"4,683"
46093,"26,951"
46095,"2,100"
46097,"2,316"
46099,"182,882"
46101,"6,367"
46103,"108,242"
46105,"3,033"
46107,"2,340"
46109,"10,374"
46111,"2,336"
46113,"14,218"
46115,"6,598"
46117,"2,983"
46119,"1,438"
46121,"9,882"
46123,"5,512"
46125,"8,272"
46127,"15,029"
46129,"5,511"
46135,"22,684"
46137,"2,826"
47000,"6,549,352"
47001,"75,528"
47003,"46,627"
47005,"16,145"
47007,"13,931"
47009,"126,339"
47011,"102,975"
47013,"39,918"
47015,"13,757"
47017,"28,370"
47019,"56,886"
47021,"39,764"
47023,"17,379"
47025,"31,592"
47027,"7,765"
47029,"35,374"
47031,"53,623"
47033,"14,668"
47035,"57,985"
47037,"668,347"
47039,"11,666"
47041,"19,268"
47043,"50,575"
47045,"37,935"
47047,"39,011"
47049,"17,855"
47051,"41,402"
47053,"49,472"
47055,"28,853"
47057,"22,864"
47059,"68,335"
47061,"13,425"
47063,"63,036"
47065,"351,220"
47067,"6,657"
47069,"25,965"
47071,"25,870"
47073,"56,735"
47075,"18,185"
47077,"28,009"
47079,"32,204"
47081,"24,384"
47083,"8,267"
47085,"18,135"
47087,"11,568"
47089,"52,677"
47091,"17,859"
47093,"448,644"
47095,"7,631"
47097,"27,382"
47099,"42,274"
47101,"11,906"
47103,"33,637"
47105,"50,771"
47107,"52,626"
47109,"26,267"
47111,"23,003"
47113,"98,178"
47115,"28,407"
47117,"31,269"
47119,"85,515"
47121,"11,701"
47123,"45,233"
47125,"189,961"
47127,"6,319"
47129,"21,660"
47131,"30,941"
47133,"22,028"
47135,"7,822"
47137,"5,124"
47139,"16,730"
47141,"74,165"
47143,"32,641"
47145,"52,748"
47147,"68,079"
47149,"288,906"
47151,"21,987"
47153,"14,704"
47155,"95,110"
47157,"938,803"
47159,"19,009"
47161,"13,279"
47163,"157,047"
47165,"172,706"
47167,"61,623"
47169,"8,002"
47171,"17,963"
47173,"19,113"
47175,"5,633"
47177,"39,969"
47179,"126,242"
47181,"16,913"
47183,"34,373"
47185,"26,301"
47187,"205,226"
47189,"125,376"
48000,"26,956,958"
48001,"57,627"
48003,"17,477"
48005,"87,750"
48007,"24,972"
48009,"8,811"
48011,"1,955"
48013,"47,774"
48015,"29,114"
48017,"6,910"
48019,"20,892"
48021,"78,069"
48023,"3,592"
48025,"32,863"
48027,"329,140"
48029,"1,855,866"
48031,"10,812"
48033,"652"
48035,"17,780"
48037,"93,275"
48039,"338,124"
48041,"209,152"
48043,"9,173"
48045,"1,536"
48047,"7,194"
48049,"37,653"
48051,"17,253"
48053,"44,943"
48055,"39,810"
48057,"21,797"
48059,"13,513"
48061,"420,392"
48063,"12,621"
48065,"6,013"
48067,"30,261"
48069,"7,781"
48071,"38,145"
48073,"50,902"
48075,"7,089"
48077,"10,370"
48079,"2,935"
48081,"3,254"
48083,"8,430"
48085,"885,241"
48087,"3,017"
48089,"20,719"
48091,"123,694"
48093,"13,550"
48095,"4,050"
48097,"38,761"
48099,"75,562"
48101,"1,415"
48103,"4,950"
48105,"3,812"
48107,"5,899"
48109,"2,266"
48111,"7,135"
48113,"2,518,638"
48115,"13,372"
48117,"19,195"
48119,"5,238"
48121,"753,363"
48123,"20,684"
48125,"2,218"
48127,"11,089"
48129,"3,543"
48131,"11,533"
48133,"18,176"
48135,"153,904"
48137,"1,879"
48139,"159,317"
48141,"833,487"
48143,"40,147"
48145,"16,989"
48147,"33,752"
48149,"24,833"
48151,"3,831"
48153,"5,949"
48155,"1,275"
48157,"685,345"
48159,"10,600"
48161,"19,762"
48163,"18,531"
48165,"19,425"
48167,"314,198"
48169,"6,435"
48171,"25,520"
48173,"1,291"
48175,"7,549"
48177,"20,462"
48179,"23,044"
48181,"123,534"
48183,"123,204"
48185,"27,172"
48187,"147,250"
48189,"34,720"
48191,"3,147"
48193,"8,199"
48195,"5,509"
48197,"3,928"
48199,"55,621"
48201,"4,441,370"
48203,"67,336"
48205,"6,089"
48207,"5,769"
48209,"185,025"
48211,"4,180"
48213,"79,290"
48215,"831,073"
48217,"34,848"
48219,"23,577"
48221,"53,921"
48223,"35,921"
48225,"22,741"
48227,"36,651"
48229,"3,211"
48231,"88,493"
48233,"21,773"
48235,"1,574"
48237,"8,855"
48239,"14,739"
48241,"35,552"
48243,"2,204"
48245,"252,235"
48247,"5,255"
48249,"41,353"
48251,"157,456"
48253,"19,936"
48255,"14,906"
48257,"111,236"
48259,"38,880"
48261,"400"
48263,"785"
48265,"50,562"
48267,"4,438"
48269,"262"
48271,"3,526"
48273,"32,190"
48275,"3,858"
48277,"49,523"
48279,"13,574"
48281,"20,156"
48283,"7,474"
48285,"19,721"
48287,"16,742"
48289,"16,861"
48291,"78,117"
48293,"23,524"
48295,"3,553"
48297,"12,091"
48299,"19,510"
48301,"86"
48303,"293,974"
48305,"5,771"
48307,"8,199"
48309,"243,441"
48311,"805"
48313,"13,861"
48315,"10,149"
48317,"5,460"
48319,"4,071"
48321,"36,519"
48323,"57,023"
48325,"47,894"
48327,"2,147"
48329,"155,830"
48331,"24,256"
48333,"4,870"
48335,"9,076"
48337,"19,416"
48339,"518,947"
48341,"22,148"
48343,"12,743"
48345,"1,153"
48347,"65,301"
48349,"48,195"
48351,"14,138"
48353,"15,093"
48355,"356,221"
48357,"10,758"
48359,"2,070"
48361,"83,433"
48363,"28,096"
48365,"23,769"
48367,"123,164"
48369,"9,908"
48371,"15,893"
48373,"46,079"
48375,"121,627"
48377,"6,976"
48379,"11,032"
48381,"128,220"
48383,"3,755"
48385,"3,371"
48387,"12,446"
48389,"14,349"
48391,"7,302"
48393,"928"
48395,"16,500"
48397,"87,809"
48399,"10,416"
48401,"53,923"
48403,"10,350"
48405,"8,610"
48407,"27,099"
48409,"66,915"
48411,"5,622"
48413,"3,162"
48415,"17,328"
48417,"3,343"
48419,"25,515"
48421,"3,084"
48423,"218,842"
48425,"8,694"
48427,"62,955"
48429,"9,405"
48431,"1,339"
48433,"1,403"
48435,"3,972"
48437,"7,581"
48439,"1,945,360"
48441,"135,143"
48443,"927"
48445,"12,739"
48447,"1,608"
48449,"32,506"
48451,"116,608"
48453,"1,151,145"
48455,"14,224"
48457,"21,418"
48459,"40,354"
48461,"3,454"
48463,"27,117"
48465,"48,974"
48467,"52,910"
48469,"91,081"
48471,"69,789"
48473,"46,820"
48475,"11,625"
48477,"34,438"
48479,"266,673"
48481,"41,168"
48483,"5,714"
48485,"132,355"
48487,"12,973"
48489,"21,903"
48491,"489,250"
48493,"46,402"
48495,"7,821"
48497,"61,638"
48499,"42,852"
48501,"8,286"
48503,"18,350"
48505,"14,319"
48507,"12,267"
49000,"2,942,902"
49001,"6,461"
49003,"51,518"
49005,"118,343"
49007,"20,660"
49009,"1,117"
49011,"329,692"
49013,"20,380"
49015,"10,631"
49017,"5,024"
49019,"9,429"
49021,"47,269"
49023,"10,486"
49025,"7,254"
49027,"12,606"
49029,"10,608"
49031,"1,484"
49033,"2,293"
49035,"1,091,742"
49037,"15,251"
49039,"28,477"
49041,"20,773"
49043,"39,105"
49045,"61,598"
49047,"36,867"
49049,"560,974"
49051,"27,714"
49053,"151,948"
49055,"2,723"
49057,"240,475"
50000,"626,562"
50001,"37,009"
50003,"36,445"
50005,"30,981"
50007,"160,531"
50009,"6,125"
50011,"48,642"
50013,"6,994"
50015,"25,082"
50017,"28,859"
50019,"27,082"
50021,"60,086"
50023,"58,998"
50025,"43,714"
50027,"56,014"
51000,"8,326,289"
51001,"33,021"
51003,"104,489"
51005,"15,820"
51007,"12,855"
51009,"32,041"
51011,"15,279"
51013,"226,908"
51015,"73,862"
51017,"4,563"
51019,"76,583"
51021,"6,625"
51023,"33,100"
51025,"16,498"
51027,"23,106"
51029,"16,913"
51031,"54,885"
51033,"29,778"
51035,"29,621"
51036,"7,023"
51037,"12,225"
51041,"332,499"
51043,"14,423"
51045,"5,234"
51047,"49,166"
51049,"9,827"
51051,"15,308"
51053,"27,859"
51057,"11,103"
51059,"1,137,538"
51061,"68,248"
51063,"15,578"
51065,"26,092"
51067,"56,358"
51069,"82,377"
51071,"16,815"
51073,"37,141"
51075,"21,936"
51077,"15,093"
51079,"19,031"
51081,"11,681"
51083,"35,200"
51085,"101,918"
51087,"321,924"
51089,"52,081"
51091,"2,248"
51093,"36,007"
51095,"72,583"
51097,"7,175"
51099,"25,371"
51101,"16,186"
51103,"11,044"
51105,"24,951"
51107,"363,050"
51109,"34,348"
51111,"12,466"
51113,"13,157"
51115,"8,836"
51117,"31,192"
51119,"10,696"
51121,"97,244"
51125,"14,850"
51127,"20,021"
51131,"12,121"
51133,"12,251"
51135,"15,579"
51137,"35,026"
51139,"23,848"
51141,"18,264"
51143,"62,383"
51145,"28,449"
51147,"23,074"
51149,"37,333"
51153,"446,094"
51155,"34,322"
51157,"7,361"
51159,"8,902"
51161,"93,785"
51163,"22,327"
51165,"78,171"
51167,"28,023"
51169,"22,384"
51171,"43,021"
51173,"31,555"
51175,"18,059"
51177,"129,188"
51179,"139,992"
51181,"6,790"
51183,"11,767"
51185,"43,452"
51187,"38,987"
51191,"54,729"
51193,"17,477"
51195,"39,935"
51197,"29,121"
51199,"66,342"
51510,"150,575"
51520,"17,184"
51530,"6,603"
51540,"45,593"
51550,"233,371"
51570,"17,731"
51580,"5,802"
51590,"42,444"
51595,"5,462"
51600,"24,483"
51610,"13,601"
51620,"8,526"
51630,"28,350"
51640,"7,014"
51650,"136,879"
51660,"52,478"
51670,"22,196"
51678,"7,311"
51680,"79,047"
51683,"42,081"
51685,"15,174"
51690,"13,711"
51700,"182,965"
51710,"245,428"
51720,"4,031"
51730,"32,701"
51735,"12,048"
51740,"96,004"
51750,"17,646"
51760,"217,853"
51770,"99,428"
51775,"25,483"
51790,"24,538"
51800,"86,806"
51810,"450,980"
51820,"21,366"
51830,"14,691"
51840,"27,543"
53000,"7,061,530"
53001,"19,179"
53003,"22,189"
53005,"186,486"
53007,"74,588"
53009,"72,715"
53011,"451,008"
53013,"3,985"
53015,"102,133"
53017,"39,804"
53019,"7,667"
53021,"87,809"
53023,"2,215"
53025,"93,147"
53027,"70,818"
53029,"79,275"
53031,"30,228"
53033,"2,079,967"
53035,"254,183"
53037,"42,522"
53039,"20,861"
53041,"75,128"
53043,"10,250"
53045,"60,711"
53047,"41,290"
53049,"20,561"
53051,"12,985"
53053,"831,928"
53055,"16,015"
53057,"120,365"
53059,"11,340"
53061,"759,583"
53063,"484,318"
53065,"43,650"
53067,"265,851"
53069,"4,067"
53071,"59,844"
53073,"208,351"
53075,"46,827"
53077,"247,687"
54000,"1,850,326"
54001,"16,766"
54003,"110,497"
54005,"23,714"
54007,"14,463"
54009,"23,530"
54011,"97,109"
54013,"7,513"
54015,"8,941"
54017,"8,391"
54019,"45,132"
54021,"8,618"
54023,"11,687"
54025,"35,450"
54027,"23,483"
54029,"30,112"
54031,"13,923"
54033,"68,761"
54035,"29,126"
54037,"55,713"
54039,"190,223"
54041,"16,414"
54043,"21,561"
54045,"35,348"
54047,"20,448"
54049,"56,803"
54051,"32,416"
54053,"27,016"
54055,"61,785"
54057,"27,578"
54059,"25,716"
54061,"103,463"
54063,"13,582"
54065,"17,453"
54067,"25,827"
54069,"43,328"
54071,"7,371"
54073,"7,634"
54075,"8,662"
54077,"33,788"
54079,"56,770"
54081,"78,241"
54083,"29,429"
