"state_fips","county_fips","n_storms","total_intensity"
"26","099",21,22
"26","101",2,4
"26","103",7,2
"26","105",5,5
"26","107",8,13
"26","109",7,11
"26","111",10,8
"26","113",7,3
"26","115",31,39
"26","117",8,9
"26","119",6,3
"26","121",8,3
"26","123",12,10
"26","125",26,32
"26","127",5,7
"26","129",12,17
"26","131",3,1
"26","133",12,8
"26","135",4,6
"26","137",4,3
"26","139",18,18
"26","141",7,7
"26","143",8,7
"26","145",22,20
"26","147",18,22
"26","149",11,15
"26","151",15,11
"26","153",2,2
"26","155",24,22
"26","157",13,15
"26","159",16,22
"26","161",25,28
"26","163",28,29
"26","165",8,7
"27","001",12,12
"27","003",17,18
"27","005",26,9
"27","007",27,7
"27","009",7,9
"27","011",7,6
"27","013",35,32
"27","015",21,8
"27","017",4,3
"27","019",14,10
"27","021",17,21
"27","023",14,5
"27","025",15,8
"27","027",33,31
"27","029",17,9
"27","031",2,0
"27","033",15,8
"27","035",18,20
"27","037",26,13
"27","039",14,5
"27","041",18,15
"27","043",35,17
"27","045",12,12
"27","047",46,55
"27","049",18,6
"27","051",16,8
"27","053",26,32
"27","055",8,7
"27","057",16,10
"27","059",10,8
"27","061",10,7
"27","063",22,14
"27","065",6,5
"27","067",40,25
"27","069",33,23
"27","071",8,3
"27","073",11,4
"27","075",4,3
"27","077",12,5
"27","079",18,13
"27","081",17,11
"27","083",24,13
"27","085",16,12
"27","087",16,6
"27","089",30,15
"27","091",15,9
"27","093",18,5
"27","095",12,9
"27","097",19,18
"27","099",30,21
"27","101",21,31
"27","103",15,12
"27","105",35,27
"27","107",15,5
"27","109",31,26
"27","111",68,59
"27","113",6,5
"27","115",10,3
"27","117",10,8
"27","119",60,37
"27","121",17,12
"27","123",3,3
"27","125",14,6
"27","127",24,25
"27","129",21,16
"27","131",17,12
"27","133",14,9
"27","135",37,19
"27","137",32,32
"27","139",13,3
"27","141",11,0
"27","143",26,14
"27","145",44,28
"27","147",14,10
"27","149",15,7
"27","151",33,17
"27","153",14,1
"27","155",10,8
"27","157",5,2
"27","159",14,13
"27","161",17,14
"27","163",20,13
"27","165",15,14
"27","167",27,22
"27","169",11,8
"27","171",22,23
"27","173",18,17
"28","001",16,6
"28","003",17,21
"28","005",20,22
"28","007",29,41
"28","009",8,10
"28","011",44,38
"28","013",15,23
"28","015",12,10
"28","017",17,15
"28","019",11,13
"28","021",28,26
"28","023",27,24
"28","025",12,14
"28","027",27,34
"28","029",36,37
"28","031",26,19
"28","033",23,27
"28","035",29,27
"28","037",11,9
"28","039",13,20
