"state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
17,41,"Illinois","Douglas County",3,19957,19548,83,44,93,1,18749,1208
17,43,"Illinois","DuPage County",3,917911,759501,44079,3811,94980,393,795941,121970
17,45,"Illinois","Edgar County",3,18505,18251,74,32,37,4,18319,186
17,47,"Illinois","Edwards County",3,6726,6612,32,13,22,0,6665,61
17,49,"Illinois","Effingham County",3,34197,33651,89,68,153,10,33586,611
17,51,"Illinois","Fayette County",3,22116,20819,992,45,54,5,21811,305
17,53,"Illinois","Ford County",3,14078,13786,97,38,36,0,13784,294
17,55,"Illinois","Franklin County",3,40023,39247,131,125,121,3,39544,479
17,57,"Illinois","Fulton County",3,37071,35069,1343,215,117,2,36171,900
17,59,"Illinois","Gallatin County",3,5578,5481,14,14,5,0,5508,70
17,61,"Illinois","Greene County",3,13877,13622,121,25,16,2,13755,122
17,63,"Illinois","Grundy County",3,50098,48436,647,149,355,18,45986,4112
17,65,"Illinois","Hamilton County",3,8449,8314,31,28,18,1,8343,106
17,67,"Illinois","Hancock County",3,19093,18780,57,43,46,12,18908,185
17,69,"Illinois","Hardin County",3,4304,4206,12,28,22,5,4246,58
17,71,"Illinois","Henderson County",3,7325,7208,17,18,15,5,7248,77
17,73,"Illinois","Henry County",3,50432,48669,823,118,200,14,48024,2408
17,75,"Illinois","Iroquois County",3,29663,28911,245,75,122,7,28071,1592
17,77,"Illinois","Jackson County",3,60386,47738,8768,291,2079,44,57937,2449
17,79,"Illinois","Jasper County",3,9706,9593,13,15,26,2,9624,82
17,81,"Illinois","Jefferson County",3,38804,34534,3292,105,271,8,38005,799
17,83,"Illinois","Jersey County",3,22964,22458,96,67,76,6,22739,225
17,85,"Illinois","Jo Daviess County",3,22660,22237,106,48,73,11,22040,620
17,87,"Illinois","Johnson County",3,12610,11393,1036,41,28,4,12221,389
17,89,"Illinois","Kane County",3,516020,451398,31371,5393,18964,384,357372,158648
17,91,"Illinois","Kankakee County",3,113462,92461,17468,436,1097,42,103225,10237
17,93,"Illinois","Kendall County",3,115240,102259,6834,483,3602,40,97231,18009
17,95,"Illinois","Knox County",3,52919,47290,3918,165,366,12,50363,2556
17,97,"Illinois","Lake County",3,704141,587105,51539,6062,45924,570,563651,140490
17,99,"Illinois","LaSalle County",3,113866,109168,2262,344,797,25,104644,9222
17,101,"Illinois","Lawrence County",3,16916,15030,1640,52,48,4,16357,559
17,103,"Illinois","Lee County",3,35970,33408,1763,104,270,11,34158,1812
17,105,"Illinois","Livingston County",3,38853,36199,1949,89,208,2,37323,1530
17,107,"Illinois","Logan County",3,30283,27307,2325,97,192,5,29384,899
17,109,"Illinois","McDonough County",3,32596,29667,1663,80,631,4,31721,875
17,111,"Illinois","McHenry County",3,309114,292008,3552,1395,8090,122,273690,35424
17,113,"Illinois","McLean County",3,169843,145519,12668,509,7553,74,162297,7546
17,115,"Illinois","Macon County",3,110757,88498,18198,258,1159,41,108662,2095
17,117,"Illinois","Macoupin County",3,47784,46733,367,134,134,11,47365,419
17,119,"Illinois","Madison County",3,269341,240153,21419,780,2354,129,261959,7382
17,121,"Illinois","Marion County",3,39455,36933,1585,127,226,9,38911,544
17,123,"Illinois","Marshall County",3,12630,12410,47,27,52,2,12313,317
17,125,"Illinois","Mason County",3,14645,14384,54,40,41,1,14527,118
17,127,"Illinois","Massac County",3,15400,14085,913,67,44,1,15100,300
17,129,"Illinois","Menard County",3,12693,12415,77,33,38,2,12566,127
17,131,"Illinois","Mercer County",3,16425,16196,50,17,53,2,16121,304
17,133,"Illinois","Monroe County",3,33009,32453,81,70,155,7,32552,457
17,135,"Illinois","Montgomery County",3,30095,28771,957,52,111,11,29627,468
17,137,"Illinois","Morgan County",3,35553,32553,2160,110,168,11,34841,712
17,139,"Illinois","Moultrie County",3,14853,14661,43,29,34,0,14720,133
17,141,"Illinois","Ogle County",3,53448,51914,500,148,293,34,48675,4773
17,143,"Illinois","Peoria County",3,186270,141329,33345,725,5963,86,179098,7172
17,145,"Illinois","Perry County",3,22331,19931,1907,79,90,10,21728,603
17,147,"Illinois","Piatt County",3,16712,16410,62,30,57,6,16542,170
17,149,"Illinois","Pike County",3,16400,15944,275,31,40,6,16218,182
17,151,"Illinois","Pope County",3,4460,4110,275,29,11,1,4394,66
17,153,"Illinois","Pulaski County",3,6140,3988,2006,26,12,3,6040,100
17,155,"Illinois","Putnam County",3,5994,5889,32,6,13,1,5740,254
17,157,"Illinois","Randolph County",3,33456,29657,3289,79,113,20,32578,878
17,159,"Illinois","Richland County",3,16207,15838,81,28,119,1,16004,203
17,161,"Illinois","Rock Island County",3,147632,127016,13729,799,2574,54,130429,17203
17,163,"Illinois","St. Clair County",3,270406,177658,82760,818,3388,258,261523,8883
17,165,"Illinois","Saline County",3,24937,23282,1015,95,111,16,24593,344
17,167,"Illinois","Sangamon County",3,197833,166279,23670,453,3280,49,194286,3547
17,169,"Illinois","Schuyler County",3,7545,7241,250,12,13,0,7446,99
17,171,"Illinois","Scott County",3,5335,5264,9,9,13,0,5289,46
17,173,"Illinois","Shelby County",3,22344,22066,55,46,56,5,22163,181
17,175,"Illinois","Stark County",3,5967,5850,32,14,21,0,5907,60
17,177,"Illinois","Stephenson County",3,47680,41804,4349,104,305,18,46259,1421
17,179,"Illinois","Tazewell County",3,135447,131021,1448,397,1037,37,132910,2537
17,181,"Illinois","Union County",3,17760,17192,166,104,54,6,16903,857
17,183,"Illinois","Vermilion County",3,81595,68466,10702,271,577,21,78112,3483
17,185,"Illinois","Wabash County",3,11933,11619,81,25,78,5,11779,154
17,187,"Illinois","Warren County",3,17716,16983,335,57,95,24,16211,1505
17,189,"Illinois","Washington County",3,14699,14426,102,18,44,4,14494,205
17,191,"Illinois","Wayne County",3,16736,16468,44,37,76,1,16556,180
17,193,"Illinois","White County",3,14642,14404,58,48,31,6,14482,160
17,195,"Illinois","Whiteside County",3,58472,56182,899,241,286,15,51980,6492
17,197,"Illinois","Will County",3,678828,555121,77658,2714,32061,291,572481,106347
17,199,"Illinois","Williamson County",3,66433,61978,2590,263,585,11,65120,1313
17,201,"Illinois","Winnebago County",3,295151,242595,36944,1478,7034,118,262871,32280
17,203,"Illinois","Woodford County",3,38640,37771,193,84,216,5,38108,532
18,1,"Indiana","Adams County",3,34435,33926,122,95,81,7,33019,1416
18,3,"Indiana","Allen County",3,355857,292143,42620,1704,10146,375,332661,23196
18,5,"Indiana","Bartholomew County",3,76848,71105,1520,377,2747,59,72111,4737
18,7,"Indiana","Benton County",3,8883,8730,56,12,15,3,8445,438
18,9,"Indiana","Blackford County",3,12763,12513,57,21,21,4,12640,123
18,11,"Indiana","Boone County",3,56836,54511,518,115,991,11,55546,1290
18,13,"Indiana","Brown County",3,15209,14882,66,48,48,1,15023,186
18,15,"Indiana","Carroll County",3,20161,19840,62,54,21,1,19435,726
18,17,"Indiana","Cass County",3,39002,36908,708,421,460,69,34061,4941
18,19,"Indiana","Clark County",3,110547,98992,7930,420,931,58,105156,5391
18,21,"Indiana","Clay County",3,26870,26418,95,57,64,8,26550,320
18,23,"Indiana","Clinton County",3,33203,32617,154,110,88,7,28792,4411
18,25,"Indiana","Crawford County",3,10714,10506,33,40,21,9,10583,131
18,27,"Indiana","Daviess County",3,31713,30999,191,102,161,23,30394,1319
18,29,"Indiana","Dearborn County",3,50093,49030,301,94,195,31,49584,509
18,31,"Indiana","Decatur County",3,25795,25254,89,48,195,6,25364,431
18,33,"Indiana","DeKalb County",3,42254,41381,167,108,203,19,41212,1042
18,35,"Indiana","Delaware County",3,117672,105462,8268,322,1239,62,115516,2156
18,37,"Indiana","Dubois County",3,41898,41174,156,101,205,23,39349,2549
18,39,"Indiana","Elkhart County",3,197441,178188,11770,1206,2043,148,169548,27893
18,41,"Indiana","Fayette County",3,24341,23675,332,36,79,0,24118,223
18,43,"Indiana","Floyd County",3,74660,68381,3928,218,742,19,72688,1972
18,45,"Indiana","Fountain County",3,17258,16966,42,53,37,10,16882,376
18,47,"Indiana","Franklin County",3,23056,22762,42,34,55,2,22838,218
18,49,"Indiana","Fulton County",3,20820,20175,158,167,108,5,19940,880
18,51,"Indiana","Gibson County",3,33527,32163,617,80,157,3,33076,451
18,53,"Indiana","Grant County",3,70002,62838,4958,258,443,25,67467,2535
18,55,"Indiana","Greene County",3,33197,32684,55,91,105,8,32863,334
18,57,"Indiana","Hamilton County",3,276377,247698,9973,597,13679,150,266815,9562
18,59,"Indiana","Hancock County",3,70182,67161,1487,165,572,21,68948,1234
18,61,"Indiana","Harrison County",3,39365,38549,192,94,161,11,38778,587
18,63,"Indiana","Hendricks County",3,145849,132896,7301,389,3148,79,141402,4447
18,65,"Indiana","Henry County",3,49474,47603,1082,74,163,5,48774,700
18,67,"Indiana","Howard County",3,82766,74019,5784,304,771,29,80550,2216
18,69,"Indiana","Huntington County",3,37096,36230,175,147,171,17,36463,633
18,71,"Indiana","Jackson County",3,42584,41200,332,99,464,51,40155,2429
18,73,"Indiana","Jasper County",3,33502,32759,229,89,138,11,31655,1847
18,75,"Indiana","Jay County",3,21176,20850,61,25,80,2,20599,577
18,77,"Indiana","Jefferson County",3,32425,31124,601,74,219,9,31666,759
18,79,"Indiana","Jennings County",3,28465,27856,227,30,71,5,27883,582
18,81,"Indiana","Johnson County",3,140274,133367,1715,370,2894,68,135959,4315
18,83,"Indiana","Knox County",3,38383,36595,1037,82,254,12,37779,604
18,85,"Indiana","Kosciusko County",3,77346,74970,612,282,698,29,71708,5638
18,87,"Indiana","LaGrange County",3,37168,36589,133,92,122,3,35839,1329
18,89,"Indiana","Lake County",3,496055,348736,130318,2448,6529,243,413090,82965
18,91,"Indiana","LaPorte County",3,111421,96152,12141,402,603,22,105289,6132
18,93,"Indiana","Lawrence County",3,46138,45059,198,158,234,14,45586,552
18,95,"Indiana","Madison County",3,131665,117329,11106,466,579,54,127462,4203
18,97,"Indiana","Marion County",3,904710,611612,246458,4618,19134,698,820049,84661
18,99,"Indiana","Marshall County",3,47008,45804,277,137,242,28,43025,3983
18,101,"Indiana","Martin County",3,10376,10225,17,31,28,0,10303,73
18,103,"Indiana","Miami County",3,36795,34017,1697,341,141,10,35900,895
18,105,"Indiana","Monroe County",3,138520,122747,4642,415,7471,77,134404,4116
18,107,"Indiana","Montgomery County",3,38096,36984,343,129,220,11,36362,1734
18,109,"Indiana","Morgan County",3,69156,67830,185,209,259,20,68307,849
18,111,"Indiana","Newton County",3,14257,13982,67,42,37,14,13533,724
18,113,"Indiana","Noble County",3,47471,46462,235,134,179,19,42910,4561
18,115,"Indiana","Ohio County",3,6108,6016,22,12,20,0,6040,68
18,117,"Indiana","Orange County",3,19815,19295,174,66,58,2,19620,195
18,119,"Indiana","Owen County",3,21587,21207,63,72,64,1,21381,206
18,121,"Indiana","Parke County",3,17299,16703,394,70,37,4,17079,220
18,123,"Indiana","Perry County",3,19419,18677,500,35,74,4,19226,193
18,125,"Indiana","Pike County",3,12847,12670,42,27,27,4,12717,130
18,127,"Indiana","Porter County",3,164491,154311,5121,597,2054,52,150422,14069
18,129,"Indiana","Posey County",3,25855,25239,236,49,76,4,25606,249
18,131,"Indiana","Pulaski County",3,13345,13085,85,40,28,3,13020,325
18,133,"Indiana","Putnam County",3,37928,35602,1529,108,293,15,37336,592
18,135,"Indiana","Randolph County",3,26165,25630,139,89,69,8,25371,794
18,137,"Indiana","Ripley County",3,28815,28280,66,68,151,4,28370,445
18,139,"Indiana","Rush County",3,17367,17003,145,30,57,4,17174,193
18,141,"Indiana","St. Joseph County",3,266784,218417,34879,1408,5226,265,247288,19496
18,143,"Indiana","Scott County",3,24193,23807,61,45,124,14,23824,369
18,145,"Indiana","Shelby County",3,44322,42989,485,114,257,48,42689,1633
18,147,"Indiana","Spencer County",3,20890,20496,132,45,72,0,20375,515
18,149,"Indiana","Starke County",3,23370,22924,75,91,44,0,22602,768
18,151,"Indiana","Steuben County",3,34135,33349,207,112,175,11,33157,978
18,153,"Indiana","Sullivan County",3,21419,20153,952,56,42,1,21118,301
18,155,"Indiana","Switzerland County",3,10622,10449,43,24,22,4,10466,156
18,157,"Indiana","Tippecanoe County",3,173011,150892,7137,631,11048,84,159972,13039
18,159,"Indiana","Tipton County",3,15874,15621,32,34,60,5,15516,358
18,161,"Indiana","Union County",3,7538,7380,34,25,19,7,7457,81
18,163,"Indiana","Vanderburgh County",3,179790,156638,16607,472,2051,141,175898,3892
18,165,"Indiana","Vermillion County",3,16145,15913,26,40,29,5,16009,136
18,167,"Indiana","Vigo County",3,107880,95820,7525,372,1870,40,105394,2486
18,169,"Indiana","Wabash County",3,32852,31996,183,218,136,7,32151,701
18,171,"Indiana","Warren County",3,8502,8389,11,12,39,6,8430,72
18,173,"Indiana","Warrick County",3,59863,57143,825,126,999,21,58910,953
18,175,"Indiana","Washington County",3,28290,27842,71,67,90,2,27973,317
18,177,"Indiana","Wayne County",3,68959,63001,3478,225,532,54,67157,1802
18,179,"Indiana","Wells County",3,27658,27133,109,79,118,3,27091,567
18,181,"Indiana","White County",3,24680,24099,123,119,88,6,22924,1756
18,183,"Indiana","Whitley County",3,33335,32664,102,107,112,9,32802,533
19,1,"Iowa","Adair County",3,7693,7604,13,4,24,1,7583,110
19,3,"Iowa","Adams County",3,4023,3947,9,20,24,0,3985,38
19,5,"Iowa","Allamakee County",3,14344,13992,135,73,42,34,13579,765
19,7,"Iowa","Appanoose County",3,12869,12611,67,32,37,1,12685,184
19,9,"Iowa","Audubon County",3,6108,6025,14,11,26,1,6065,43
19,11,"Iowa","Benton County",3,26059,25625,104,46,67,2,25782,277
19,13,"Iowa","Black Hawk County",3,131158,114163,11788,460,1773,241,126190,4968
19,15,"Iowa","Boone County",3,26276,25648,213,88,93,2,25762,514
19,17,"Iowa","Bremer County",3,24283,23682,196,20,173,3,24032,251
19,19,"Iowa","Buchanan County",3,20946,20550,70,37,90,2,20699,247
19,21,"Iowa","Buena Vista County",3,20328,18155,592,88,1209,126,15681,4647
19,23,"Iowa","Butler County",3,14902,14715,25,22,36,2,14767,135
19,25,"Iowa","Calhoun County",3,10162,9876,166,34,27,1,10041,121
19,27,"Iowa","Carroll County",3,20828,20425,94,40,94,3,20491,337
19,29,"Iowa","Cass County",3,13927,13700,36,44,29,44,13662,265
19,31,"Iowa","Cedar County",3,18511,18167,56,30,89,5,18217,294
19,33,"Iowa","Cerro Gordo County",3,44100,42407,602,95,386,8,42405,1695
19,35,"Iowa","Cherokee County",3,12131,11857,70,34,62,15,11851,280
19,37,"Iowa","Chickasaw County",3,12414,12265,48,11,41,0,12141,273
19,39,"Iowa","Clarke County",3,9301,9086,52,44,36,4,8343,958
19,41,"Iowa","Clay County",3,16624,16252,79,40,102,1,16154,470
19,43,"Iowa","Clayton County",3,18090,17812,72,22,43,15,17786,304
19,45,"Iowa","Clinton County",3,49109,46552,1305,141,294,12,47851,1258
19,47,"Iowa","Crawford County",3,17127,16468,254,128,125,43,12933,4194
19,49,"Iowa","Dallas County",3,66652,62906,965,218,1725,51,62565,4087
19,51,"Iowa","Davis County",3,8791,8678,6,18,23,0,8702,89
19,53,"Iowa","Decatur County",3,8415,8063,155,34,60,17,8228,187
19,55,"Iowa","Delaware County",3,17772,17538,48,20,51,2,17626,146
19,57,"Iowa","Des Moines County",3,40250,36883,2059,109,305,20,39222,1028
19,59,"Iowa","Dickinson County",3,16658,16420,26,15,77,5,16474,184
19,61,"Iowa","Dubuque County",3,93893,88802,2572,205,916,296,92075,1818
19,63,"Iowa","Emmet County",3,10281,9903,74,141,46,7,9508,773
19,65,"Iowa","Fayette County",3,20860,20332,203,21,112,15,20481,379
19,67,"Iowa","Floyd County",3,16318,15744,214,26,223,6,15989,329
19,69,"Iowa","Franklin County",3,10685,10459,60,18,38,10,9480,1205
19,71,"Iowa","Fremont County",3,7421,7271,41,23,21,1,7228,193
19,73,"Iowa","Greene County",3,9332,9179,25,29,30,4,9155,177
19,75,"Iowa","Grundy County",3,12447,12304,28,4,28,7,12321,126
19,77,"Iowa","Guthrie County",3,10943,10777,17,23,40,5,10737,206
19,79,"Iowa","Hamilton County",3,15630,15032,69,47,310,0,14849,781
19,81,"Iowa","Hancock County",3,11305,11093,58,17,47,3,10905,400
19,83,"Iowa","Hardin County",3,17531,17019,224,46,83,3,16873,658
19,85,"Iowa","Harrison County",3,14925,14700,27,49,42,0,14736,189
19,87,"Iowa","Henry County",3,20121,18813,468,70,466,21,19342,779
19,89,"Iowa","Howard County",3,9558,9415,28,13,22,7,9431,127
19,91,"Iowa","Humboldt County",3,9801,9610,51,17,33,1,9447,354
19,93,"Iowa","Ida County",3,7069,6983,17,13,19,2,6963,106
19,95,"Iowa","Iowa County",3,16320,16058,66,36,53,2,16011,309
19,97,"Iowa","Jackson County",3,19829,19400,72,42,47,86,19602,227
19,99,"Iowa","Jasper County",3,36805,35745,481,109,165,7,36270,535
19,101,"Iowa","Jefferson County",3,16816,14859,226,38,1463,4,16410,406
19,103,"Iowa","Johnson County",3,131267,114599,6538,375,6999,70,124966,6301
19,105,"Iowa","Jones County",3,20685,20014,407,59,92,2,20405,280
19,107,"Iowa","Keokuk County",3,10499,10360,50,18,20,0,10406,93
19,109,"Iowa","Kossuth County",3,15517,15269,47,38,60,6,15291,226
19,111,"Iowa","Lee County",3,35860,33827,1133,69,189,13,34758,1102
19,113,"Iowa","Linn County",3,211616,193731,8498,645,3890,215,206054,5562
19,115,"Iowa","Louisa County",3,11372,11015,70,37,131,7,9577,1795
19,117,"Iowa","Lucas County",3,8889,8788,22,16,16,3,8801,88
19,119,"Iowa","Lyon County",3,11558,11445,16,12,26,0,11343,215
19,121,"Iowa","Madison County",3,15722,15462,58,35,55,1,15522,200
19,123,"Iowa","Mahaska County",3,22397,21567,257,77,265,4,22028,369
19,125,"Iowa","Marion County",3,33248,32242,234,64,404,8,32718,530
19,127,"Iowa","Marshall County",3,40682,38490,756,263,583,64,33583,7099
19,129,"Iowa","Mills County",3,15074,14744,60,55,56,10,14715,359
19,131,"Iowa","Mitchell County",3,10789,10678,19,13,28,2,10674,115
19,133,"Iowa","Monona County",3,9240,8997,31,97,20,4,9129,111
19,135,"Iowa","Monroe County",3,7984,7840,28,11,34,0,7811,173
19,137,"Iowa","Montgomery County",3,10694,10519,23,37,23,5,10376,318
19,139,"Iowa","Muscatine County",3,42758,40996,685,215,376,16,35916,6842
19,141,"Iowa","O'Brien County",3,14400,14106,94,22,91,1,13848,552
19,143,"Iowa","Osceola County",3,6451,6333,25,21,20,5,6020,431
19,145,"Iowa","Page County",3,15934,15157,361,92,121,6,15501,433
19,147,"Iowa","Palo Alto County",3,9399,9216,56,22,33,6,9243,156
19,149,"Iowa","Plymouth County",3,24977,24448,90,82,114,26,24223,754
19,151,"Iowa","Pocahontas County",3,7284,7157,26,24,12,11,7113,171
19,153,"Iowa","Polk County",3,432243,378779,26880,1842,15644,313,399432,32811
19,155,"Iowa","Pottawattamie County",3,93384,89470,1330,565,614,28,87193,6191
19,157,"Iowa","Poweshiek County",3,18902,18083,231,57,269,21,18440,462
19,159,"Iowa","Ringgold County",3,5129,5051,17,13,14,2,5034,95
19,161,"Iowa","Sac County",3,10343,10198,30,8,22,9,10144,199
19,163,"Iowa","Scott County",3,165752,145008,11968,610,3812,102,156492,9260
19,165,"Iowa","Shelby County",3,12168,11974,33,29,47,4,11947,221
19,167,"Iowa","Sioux County",3,33716,32915,165,133,289,13,30697,3019
19,169,"Iowa","Story County",3,89596,80190,2328,184,5488,24,86835,2761
19,171,"Iowa","Tama County",3,17723,15776,72,1403,49,17,16415,1308
19,173,"Iowa","Taylor County",3,6308,6213,22,10,16,6,5940,368
19,175,"Iowa","Union County",3,12506,12191,104,40,60,2,12278,228
19,177,"Iowa","Van Buren County",3,7560,7446,16,10,41,1,7467,93
19,179,"Iowa","Wapello County",3,35652,34069,540,280,273,62,32383,3269
19,181,"Iowa","Warren County",3,46323,45208,233,125,254,10,45406,917
19,183,"Iowa","Washington County",3,21696,21183,155,54,76,16,20560,1136
19,185,"Iowa","Wayne County",3,6398,6303,19,14,18,1,6327,71
19,187,"Iowa","Webster County",3,37865,35404,1478,129,252,11,36421,1444
19,189,"Iowa","Winnebago County",3,10828,10540,100,24,88,0,10467,361
19,191,"Iowa","Winneshiek County",3,21066,20539,139,15,235,4,20655,411
19,193,"Iowa","Woodbury County",3,102337,91784,2591,2753,2492,160,88186,14151
19,195,"Iowa","Worth County",3,7577,7438,37,17,31,0,7428,149
19,197,"Iowa","Wright County",3,13186,12918,66,25,32,13,11919,1267
20,1,"Kansas","Allen County",3,13360,12598,262,112,68,2,12972,388
20,3,"Kansas","Anderson County",3,8098,7892,36,39,40,1,7971,127
20,5,"Kansas","Atchison County",3,16870,15466,842,98,71,8,16483,387
20,7,"Kansas","Barber County",3,4848,4715,20,31,21,0,4727,121
20,9,"Kansas","Barton County",3,27684,26516,479,226,69,16,24001,3683
20,11,"Kansas","Bourbon County",3,15169,14192,446,120,76,5,14848,321
20,13,"Kansas","Brown County",3,9982,8582,143,932,33,1,9665,317
20,15,"Kansas","Butler County",3,65918,62267,1112,693,488,48,63301,2617
20,17,"Kansas","Chase County",3,2788,2695,34,15,9,0,2689,99
20,19,"Kansas","Chautauqua County",3,3646,3330,23,150,3,2,3558,88
20,21,"Kansas","Cherokee County",3,21563,19605,124,876,66,63,21139,424
20,23,"Kansas","Cheyenne County",3,2721,2680,2,6,20,0,2573,148
20,25,"Kansas","Clark County",3,2198,2109,1,14,17,2,2034,164
20,27,"Kansas","Clay County",3,8550,8337,40,39,29,2,8384,166
20,29,"Kansas","Cloud County",3,9531,9296,52,38,24,1,9243,288
20,31,"Kansas","Coffey County",3,8591,8318,52,62,36,0,8411,180
20,33,"Kansas","Comanche County",3,1886,1850,6,4,5,1,1813,73
20,35,"Kansas","Cowley County",3,36308,32701,1034,822,609,29,32997,3311
20,37,"Kansas","Crawford County",3,39200,36421,809,379,539,102,37427,1773
20,39,"Kansas","Decatur County",3,2949,2885,18,13,7,0,2918,31
20,41,"Kansas","Dickinson County",3,19801,19040,173,115,65,12,19016,785
20,43,"Kansas","Doniphan County",3,7956,7435,256,87,21,0,7785,171
20,45,"Kansas","Douglas County",3,111296,95213,4622,3162,4320,76,105511,5785
20,47,"Kansas","Edwards County",3,3049,2923,43,33,13,0,2509,540
20,49,"Kansas","Elk County",3,2868,2751,0,41,12,1,2787,81
20,51,"Kansas","Ellis County",3,28451,27289,271,90,395,16,27135,1316
20,53,"Kansas","Ellsworth County",3,6508,6055,300,36,28,0,6180,328
20,55,"Kansas","Finney County",3,36939,33608,954,478,1335,33,19621,17318
20,57,"Kansas","Ford County",3,34062,31537,834,559,536,84,16568,17494
20,59,"Kansas","Franklin County",3,26006,24701,332,233,106,2,25057,949
20,61,"Kansas","Geary County",3,35263,24510,6703,386,1161,292,30788,4475
20,63,"Kansas","Gove County",3,2683,2641,13,2,11,1,2639,44
20,65,"Kansas","Graham County",3,2609,2396,106,20,9,0,2546,63
20,67,"Kansas","Grant County",3,7846,7520,68,136,31,0,4384,3462
20,69,"Kansas","Gray County",3,6026,5899,34,34,14,0,5162,864
20,71,"Kansas","Greeley County",3,1256,1229,7,8,4,0,1077,179
20,73,"Kansas","Greenwood County",3,6683,6428,23,80,18,0,6461,222
20,75,"Kansas","Hamilton County",3,2698,2592,8,54,7,4,1860,838
20,77,"Kansas","Harper County",3,6030,5834,23,72,9,16,5734,296
20,79,"Kansas","Harvey County",3,34784,32905,592,298,259,16,31012,3772
20,81,"Kansas","Haskell County",3,4290,4144,15,56,16,7,3122,1168
20,83,"Kansas","Hodgeman County",3,1908,1859,20,3,8,0,1787,121
20,85,"Kansas","Jackson County",3,13490,11860,85,1093,48,1,13041,449
20,87,"Kansas","Jefferson County",3,19121,18484,109,176,38,6,18776,345
20,89,"Kansas","Jewell County",3,3065,3005,5,20,6,0,2998,67
20,91,"Kansas","Johnson County",3,545666,483274,24609,2344,23387,313,506600,39066
20,93,"Kansas","Kearny County",3,3992,3839,25,49,22,1,2845,1147
20,95,"Kansas","Kingman County",3,7842,7652,16,50,37,2,7638,204
20,97,"Kansas","Kiowa County",3,2560,2474,17,25,18,1,2458,102
20,99,"Kansas","Labette County",3,21546,19129,1022,470,81,13,20672,874
20,101,"Kansas","Lane County",3,1736,1670,8,21,4,1,1662,74
20,103,"Kansas","Leavenworth County",3,76555,65216,7334,635,989,131,72178,4377
20,105,"Kansas","Lincoln County",3,3232,3175,11,18,6,0,3162,70
20,107,"Kansas","Linn County",3,9637,9356,44,63,29,6,9453,184
20,109,"Kansas","Logan County",3,2771,2689,21,16,11,0,2687,84
20,111,"Kansas","Lyon County",3,33632,30734,898,400,814,37,26884,6748
20,113,"Kansas","McPherson County",3,29141,28060,307,143,151,26,28110,1031
20,115,"Kansas","Marion County",3,12663,12260,106,76,25,8,12361,302
20,117,"Kansas","Marshall County",3,10105,9903,27,33,24,3,9897,208
20,119,"Kansas","Meade County",3,4604,4452,31,42,21,0,3922,682
20,121,"Kansas","Miami County",3,32862,31549,435,203,117,17,32032,830
20,123,"Kansas","Mitchell County",3,6355,6245,13,26,21,5,6277,78
20,125,"Kansas","Montgomery County",3,35370,30188,2070,1232,214,41,33530,1840
20,127,"Kansas","Morris County",3,5913,5754,28,29,14,1,5698,215
20,129,"Kansas","Morton County",3,3229,3044,17,40,71,9,2611,618
20,131,"Kansas","Nemaha County",3,10164,9929,57,57,16,4,10044,120
20,133,"Kansas","Neosho County",3,16485,15701,207,202,88,6,15793,692
20,135,"Kansas","Ness County",3,3108,3032,19,26,4,0,2870,238
20,137,"Kansas","Norton County",3,5661,5389,165,13,33,1,5409,252
20,139,"Kansas","Osage County",3,16294,15861,49,113,39,5,15956,338
20,141,"Kansas","Osborne County",3,3837,3756,7,19,18,0,3791,46
20,143,"Kansas","Ottawa County",3,6093,5935,51,29,9,0,5964,129
20,145,"Kansas","Pawnee County",3,6987,6437,327,48,33,6,6523,464
20,147,"Kansas","Phillips County",3,5632,5490,22,23,42,0,5503,129
20,149,"Kansas","Pottawatomie County",3,21732,20628,234,188,166,12,20766,966
20,151,"Kansas","Pratt County",3,9647,9264,113,72,31,1,9129,518
20,153,"Kansas","Rawlins County",3,2502,2463,8,5,5,0,2421,81
20,155,"Kansas","Reno County",3,64558,60328,1990,503,325,29,59331,5227
20,157,"Kansas","Republic County",3,4957,4874,26,12,15,0,4898,59
20,159,"Kansas","Rice County",3,10113,9643,138,94,39,5,9087,1026
20,161,"Kansas","Riley County",3,71612,60878,4690,505,3105,168,66883,4729
20,163,"Kansas","Rooks County",3,5173,5058,26,18,19,6,5060,113
20,165,"Kansas","Rush County",3,3318,3252,8,16,8,0,3230,88
20,167,"Kansas","Russell County",3,6983,6746,57,47,42,2,6857,126
20,169,"Kansas","Saline County",3,55758,50685,1932,362,1227,41,50302,5456
20,171,"Kansas","Scott County",3,4946,4825,21,36,23,6,4189,757
20,173,"Kansas","Sedgwick County",3,499282,406124,47698,7007,20980,529,434244,65038
20,175,"Kansas","Seward County",3,22985,20727,887,287,644,42,9934,13051
20,177,"Kansas","Shawnee County",3,178257,150872,15844,2579,2200,180,158816,19441
20,179,"Kansas","Sheridan County",3,2551,2501,3,12,5,2,2465,86
20,181,"Kansas","Sherman County",3,6008,5820,51,27,20,7,5361,647
20,183,"Kansas","Smith County",3,3859,3775,11,11,7,4,3804,55
20,185,"Kansas","Stafford County",3,4423,4255,20,77,20,1,3889,534
20,187,"Kansas","Stanton County",3,2258,2165,16,38,6,5,1415,843
20,189,"Kansas","Stevens County",3,5749,5569,25,70,16,7,3865,1884
20,191,"Kansas","Sumner County",3,24110,22992,253,300,55,4,23013,1097
