"state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
30,101,"Montana","Toole County",3,5342,4946,29,249,22,2,5211,131
30,103,"Montana","Treasure County",3,719,693,0,7,2,0,694,25
30,105,"Montana","Valley County",3,7367,6442,17,721,36,3,7277,90
30,107,"Montana","Wheatland County",3,2158,2083,7,10,12,0,2125,33
30,109,"Montana","Wibaux County",3,1006,988,0,4,5,0,993,13
30,111,"Montana","Yellowstone County",3,148398,136577,967,6177,950,107,141385,7013
31,1,"Nebraska","Adams County",3,31333,30016,277,224,462,28,28757,2576
31,3,"Nebraska","Antelope County",3,6658,6574,19,16,23,0,6474,184
31,5,"Nebraska","Arthur County",3,464,451,0,2,1,0,446,18
31,7,"Nebraska","Banner County",3,698,689,1,3,0,0,672,26
31,9,"Nebraska","Blaine County",3,472,468,1,0,0,0,472,0
31,11,"Nebraska","Boone County",3,5496,5431,23,12,11,1,5429,67
31,13,"Nebraska","Box Butte County",3,11293,10500,57,472,39,3,10125,1168
31,15,"Nebraska","Boyd County",3,2100,2053,2,16,17,2,2066,34
31,17,"Nebraska","Brown County",3,3144,3098,2,9,7,0,3114,30
31,19,"Nebraska","Buffalo County",3,46174,44401,423,181,612,48,42703,3471
31,21,"Nebraska","Burt County",3,6838,6586,31,122,18,6,6705,133
31,23,"Nebraska","Butler County",3,8370,8257,24,15,30,0,8168,202
31,25,"Nebraska","Cass County",3,25254,24651,91,91,90,14,24645,609
31,27,"Nebraska","Cedar County",3,8829,8744,7,23,7,0,8713,116
31,29,"Nebraska","Chase County",3,3963,3927,5,4,4,0,3510,453
31,31,"Nebraska","Cherry County",3,5715,5197,12,344,20,1,5606,109
31,33,"Nebraska","Cheyenne County",3,9961,9589,20,81,164,4,9343,618
31,35,"Nebraska","Clay County",3,6542,6360,25,66,13,17,6027,515
31,37,"Nebraska","Colfax County",3,10539,9906,168,293,39,51,6185,4354
31,39,"Nebraska","Cuming County",3,9144,8970,13,35,29,6,8374,770
31,41,"Nebraska","Custer County",3,10913,10732,32,42,15,1,10699,214
31,43,"Nebraska","Dakota County",3,21029,18513,755,765,659,67,13525,7504
31,45,"Nebraska","Dawes County",3,9172,8287,144,368,108,43,8861,311
31,47,"Nebraska","Dawson County",3,24354,22622,848,429,171,48,16541,7813
31,49,"Nebraska","Deuel County",3,1937,1901,1,15,4,0,1862,75
31,51,"Nebraska","Dixon County",3,5970,5857,26,24,10,8,5334,636
31,53,"Nebraska","Dodge County",3,36701,35359,279,329,220,139,32965,3736
31,55,"Nebraska","Douglas County",3,518594,423864,61635,5843,14424,533,460425,58169
31,57,"Nebraska","Dundy County",3,2008,1952,7,21,2,4,1886,122
31,59,"Nebraska","Fillmore County",3,5889,5774,38,34,15,0,5707,182
31,61,"Nebraska","Franklin County",3,3231,3176,3,15,4,0,3196,35
31,63,"Nebraska","Frontier County",3,2753,2721,0,8,4,0,2718,35
31,65,"Nebraska","Furnas County",3,4954,4861,11,21,10,2,4824,130
31,67,"Nebraska","Gage County",3,22286,21727,76,123,94,4,21894,392
31,69,"Nebraska","Garden County",3,2078,2036,4,13,0,0,1994,84
31,71,"Nebraska","Garfield County",3,2041,2031,2,0,2,1,2027,14
31,73,"Nebraska","Gosper County",3,2048,2003,9,4,4,0,2001,47
31,75,"Nebraska","Grant County",3,612,605,0,1,1,0,605,7
31,77,"Nebraska","Greeley County",3,2544,2504,16,4,2,0,2496,48
31,79,"Nebraska","Hall County",3,58797,54852,1259,1004,677,288,44907,13890
31,81,"Nebraska","Hamilton County",3,9127,9023,19,14,17,1,8941,186
31,83,"Nebraska","Harlan County",3,3427,3388,1,15,7,0,3382,45
31,85,"Nebraska","Hayes County",3,960,953,0,2,3,1,925,35
31,87,"Nebraska","Hitchcock County",3,2893,2841,7,14,3,0,2850,43
31,89,"Nebraska","Holt County",3,10451,10312,18,47,23,10,10146,305
31,91,"Nebraska","Hooker County",3,734,727,0,4,0,0,726,8
31,93,"Nebraska","Howard County",3,6265,6146,15,26,12,2,6151,114
31,95,"Nebraska","Jefferson County",3,7534,7393,26,30,20,2,7333,201
31,97,"Nebraska","Johnson County",3,5216,4769,280,61,77,0,4781,435
31,99,"Nebraska","Kearney County",3,6497,6385,13,28,13,3,6257,240
31,101,"Nebraska","Keith County",3,8359,8137,25,55,41,0,7880,479
31,103,"Nebraska","Keya Paha County",3,821,814,0,1,1,0,817,4
31,105,"Nebraska","Kimball County",3,3827,3668,6,59,29,2,3574,253
31,107,"Nebraska","Knox County",3,8668,7735,8,786,17,5,8506,162
31,109,"Nebraska","Lancaster County",3,286134,255637,10415,2589,10212,250,269236,16898
31,111,"Nebraska","Lincoln County",3,36267,35062,280,288,202,18,33659,2608
31,113,"Nebraska","Logan County",3,768,757,1,7,1,0,753,15
31,115,"Nebraska","Loup County",3,626,624,1,1,0,0,613,13
31,117,"Nebraska","McPherson County",3,538,531,2,0,0,0,536,2
31,119,"Nebraska","Madison County",3,34950,33163,536,549,197,27,30388,4562
31,121,"Nebraska","Merrick County",3,7854,7661,25,34,62,6,7575,279
31,123,"Nebraska","Morrill County",3,5040,4895,11,72,19,0,4351,689
31,125,"Nebraska","Nance County",3,3729,3681,7,14,2,0,3664,65
31,127,"Nebraska","Nemaha County",3,7247,7049,65,24,35,2,7106,141
31,129,"Nebraska","Nuckolls County",3,4507,4435,6,10,9,0,4404,103
31,131,"Nebraska","Otoe County",3,15758,15373,86,49,75,22,14850,908
31,133,"Nebraska","Pawnee County",3,2775,2722,9,4,9,0,2736,39
31,135,"Nebraska","Perkins County",3,2987,2952,17,7,5,0,2888,99
31,137,"Nebraska","Phelps County",3,9185,9040,14,36,23,4,8806,379
31,139,"Nebraska","Pierce County",3,7261,7169,17,22,12,0,7167,94
31,141,"Nebraska","Platte County",3,32268,31170,199,379,181,50,27781,4487
31,143,"Nebraska","Polk County",3,5389,5309,10,15,6,2,5235,154
31,145,"Nebraska","Red Willow County",3,11052,10767,85,53,38,1,10587,465
31,147,"Nebraska","Richardson County",3,8343,7892,16,258,30,1,8224,119
31,149,"Nebraska","Rock County",3,1524,1506,1,9,3,0,1522,2
31,151,"Nebraska","Saline County",3,14231,13475,167,140,243,62,11332,2899
31,153,"Nebraska","Sarpy County",3,159748,144180,6692,957,3492,208,147975,11773
31,155,"Nebraska","Saunders County",3,20858,20456,73,65,86,1,20451,407
31,157,"Nebraska","Scotts Bluff County",3,37060,35023,262,1013,260,41,29236,7824
31,159,"Nebraska","Seward County",3,16788,16442,63,51,70,2,16512,276
31,161,"Nebraska","Sheridan County",3,5457,4634,12,634,17,10,5272,185
31,163,"Nebraska","Sherman County",3,3149,3124,3,2,9,0,3117,32
31,165,"Nebraska","Sioux County",3,1312,1286,1,8,1,0,1263,49
31,167,"Nebraska","Stanton County",3,6128,5986,45,36,6,1,5841,287
31,169,"Nebraska","Thayer County",3,5218,5139,13,8,17,0,5134,84
31,171,"Nebraska","Thomas County",3,650,644,1,1,2,0,638,12
31,173,"Nebraska","Thurston County",3,6973,2858,18,3980,6,2,6778,195
31,175,"Nebraska","Valley County",3,4258,4203,6,6,13,2,4175,83
31,177,"Nebraska","Washington County",3,20276,19848,135,47,52,14,19849,427
31,179,"Nebraska","Wayne County",3,9600,9262,138,45,57,13,9188,412
31,181,"Nebraska","Webster County",3,3814,3718,19,8,10,9,3672,142
31,183,"Nebraska","Wheeler County",3,821,811,0,1,4,0,815,6
31,185,"Nebraska","York County",3,13645,13226,163,61,69,8,13093,552
32,1,"Nevada","Churchill County",3,24798,21410,446,1215,725,56,21788,3010
32,3,"Nevada","Clark County",3,1953263,1445558,216343,22551,176920,15605,1382826,570437
32,5,"Nevada","Douglas County",3,47038,43762,213,953,759,85,41872,5166
32,7,"Nevada","Elko County",3,49074,43967,506,2969,503,94,37788,11286
32,9,"Nevada","Esmeralda County",3,777,721,0,33,3,0,658,119
32,11,"Nevada","Eureka County",3,1995,1885,6,53,15,0,1748,247
32,13,"Nevada","Humboldt County",3,16603,15208,112,772,146,33,12530,4073
32,15,"Nevada","Lander County",3,5789,5354,36,275,24,1,4566,1223
32,17,"Nevada","Lincoln County",3,5362,5002,134,65,40,16,5029,333
32,19,"Nevada","Lyon County",3,52065,47470,474,1605,780,151,44363,7702
32,21,"Nevada","Mineral County",3,4785,3556,214,757,63,6,4340,445
32,23,"Nevada","Nye County",3,43864,39959,945,832,613,240,37880,5984
32,27,"Nevada","Pershing County",3,6742,5963,262,261,91,11,5234,1508
32,29,"Nevada","Storey County",3,3997,3724,44,66,72,15,3771,226
32,31,"Nevada","Washoe County",3,422035,364214,10620,8759,22907,2880,327952,94083
32,33,"Nevada","White Pine County",3,10046,8891,397,437,98,11,8700,1346
32,510,"Nevada","Carson City",3,55260,49911,1166,1447,1225,136,43440,11820
33,1,"New Hampshire","Belknap County",3,60109,58230,293,137,718,13,59381,728
33,3,"New Hampshire","Carroll County",3,47810,46703,148,138,309,9,47328,482
33,5,"New Hampshire","Cheshire County",3,76914,74322,413,200,946,19,75818,1096
33,7,"New Hampshire","Coos County",3,32957,32068,153,126,175,1,32549,408
33,9,"New Hampshire","Grafton County",3,89105,83707,886,334,2712,19,87500,1605
33,11,"New Hampshire","Hillsborough County",3,400982,370283,9339,1226,13285,258,379682,21300
33,13,"New Hampshire","Merrimack County",3,146411,140142,1606,402,2372,47,144041,2370
33,15,"New Hampshire","Rockingham County",3,295306,283851,2151,524,5029,123,289120,6186
33,17,"New Hampshire","Strafford County",3,123203,116068,1337,313,3287,50,120939,2264
33,19,"New Hampshire","Sullivan County",3,43720,42521,188,131,288,5,43224,496
34,1,"New Jersey","Atlantic County",3,274762,197566,47550,1804,21403,182,228228,46534
34,3,"New Jersey","Bergen County",3,906748,694632,58175,3394,134597,565,759736,147012
34,5,"New Jersey","Burlington County",3,449174,339037,77352,1249,20087,293,420035,29139
34,7,"New Jersey","Camden County",3,513630,365015,107652,2961,27085,454,440087,73543
34,9,"New Jersey","Cape May County",3,97278,89646,4862,281,875,57,91137,6141
34,11,"New Jersey","Cumberland County",3,157200,114647,33921,2476,2103,166,114450,42750
34,13,"New Jersey","Essex County",3,784608,392334,333794,5151,37482,936,624440,160168
34,15,"New Jersey","Gloucester County",3,288602,244916,29843,596,7837,145,274768,13834
34,17,"New Jersey","Hudson County",3,636294,427390,96133,7431,89512,1138,366895,269399
34,19,"New Jersey","Hunterdon County",3,127343,118185,3177,223,4296,44,120707,6636
34,21,"New Jersey","Mercer County",3,368043,246639,77638,2166,33888,661,312281,55762
34,23,"New Jersey","Middlesex County",3,811272,526108,85514,4876,179254,819,661222,150050
34,25,"New Jersey","Monmouth County",3,630649,538392,48192,1858,32159,306,569443,61206
34,27,"New Jersey","Morris County",3,492706,422199,16303,1356,45218,165,435826,56880
34,29,"New Jersey","Ocean County",3,577651,539686,19245,1589,10458,193,529497,48154
34,31,"New Jersey","Passaic County",3,502201,382734,73600,7259,26694,842,315386,186815
34,33,"New Jersey","Salem County",3,65992,54301,9520,322,585,17,61449,4543
34,35,"New Jersey","Somerset County",3,324171,239870,30446,894,47038,183,281682,42489
34,37,"New Jersey","Sussex County",3,148770,140937,2821,304,2710,44,139123,9647
34,39,"New Jersey","Union County",3,537810,373954,124466,3656,26079,472,389835,147975
34,41,"New Jersey","Warren County",3,108676,100135,3997,195,2797,71,100952,7724
35,1,"New Mexico","Bernalillo County",3,664110,568512,22585,36792,16949,1110,345631,318479
35,3,"New Mexico","Catron County",3,3741,3515,16,105,8,0,3027,714
35,5,"New Mexico","Chaves County",3,65779,61125,1668,1261,541,128,31446,34333
35,6,"New Mexico","Cibola County",3,27303,14803,324,11450,163,32,17299,10004
35,7,"New Mexico","Colfax County",3,13739,13064,88,266,50,21,7250,6489
35,9,"New Mexico","Curry County",3,48962,42435,3465,950,726,84,29660,19302
35,11,"New Mexico","De Baca County",3,2016,1930,2,18,3,0,1246,770
35,13,"New Mexico","Doña Ana County",3,210237,194850,4351,4594,2582,364,71886,138351
35,15,"New Mexico","Eddy County",3,53897,50555,904,1187,413,49,30055,23842
35,17,"New Mexico","Grant County",3,29383,27853,279,500,142,27,15180,14203
35,19,"New Mexico","Guadalupe County",3,4688,4352,90,114,62,0,962,3726
35,21,"New Mexico","Harding County",3,688,672,2,10,0,0,390,298
35,23,"New Mexico","Hidalgo County",3,4851,4677,43,52,24,4,2109,2742
35,25,"New Mexico","Lea County",3,64644,59476,2842,1046,370,62,31533,33111
35,27,"New Mexico","Lincoln County",3,20470,19368,158,554,85,41,14365,6105
35,28,"New Mexico","Los Alamos County",3,18012,16245,101,176,1094,14,15344,2668
35,29,"New Mexico","Luna County",3,25116,23773,338,508,145,39,9620,15496
35,31,"New Mexico","McKinley County",3,71766,13752,443,55240,630,36,62158,9608
35,33,"New Mexico","Mora County",3,4883,4634,48,122,19,1,936,3947
35,35,"New Mexico","Otero County",3,64396,54438,2494,4589,832,211,42126,22270
35,37,"New Mexico","Quay County",3,9050,8480,126,173,100,5,5198,3852
35,39,"New Mexico","Rio Arriba County",3,40318,31766,292,7312,215,82,11518,28800
35,41,"New Mexico","Roosevelt County",3,20011,18625,420,374,224,18,12010,8001
35,43,"New Mexico","Sandoval County",3,132367,105482,3200,17836,2150,242,85721,46646
35,45,"New Mexico","San Juan County",3,130155,76630,906,48723,582,95,105290,24865
35,47,"New Mexico","San Miguel County",3,29377,27230,505,777,294,53,6794,22583
35,49,"New Mexico","Santa Fe County",3,144503,132485,1488,5651,1870,268,71227,73276
35,51,"New Mexico","Sierra County",3,12039,11366,53,266,55,4,8648,3391
35,53,"New Mexico","Socorro County",3,17830,14892,200,2150,252,18,9170,8660
35,55,"New Mexico","Taos County",3,32906,29166,211,2384,278,32,14531,18375
35,57,"New Mexico","Torrance County",3,16380,15001,308,565,77,23,9955,6425
35,59,"New Mexico","Union County",3,4541,4260,80,111,24,1,2738,1803
35,61,"New Mexico","Valencia County",3,76792,69703,1307,3608,552,103,32000,44792
36,1,"New York","Albany County",3,304005,240735,40288,843,15051,147,288894,15111
36,3,"New York","Allegany County",3,48986,47286,562,125,478,14,48313,673
36,5,"New York","Bronx County",3,1388314,632138,608271,41201,57169,5787,643638,744676
36,7,"New York","Broome County",3,200428,177732,10221,425,7263,103,193587,6841
36,9,"New York","Cattaraugus County",3,80227,74818,1054,2480,559,13,78872,1355
36,11,"New York","Cayuga County",3,79826,74388,3326,318,410,40,77916,1910
36,13,"New York","Chautauqua County",3,134839,127323,3541,808,725,61,126562,8277
36,15,"New York","Chemung County",3,88947,79333,6010,256,1094,25,86690,2257
36,17,"New York","Chenango County",3,50332,48991,362,179,209,6,49404,928
36,19,"New York","Clinton County",3,82066,76340,3344,296,960,25,80006,2060
36,21,"New York","Columbia County",3,63015,57658,2990,158,1017,27,60546,2469
36,23,"New York","Cortland County",3,49257,47027,813,151,453,9,48133,1124
36,25,"New York","Delaware County",3,47856,45936,826,149,383,16,46303,1553
36,27,"New York","Dutchess County",3,297687,247681,31116,1334,10844,194,266214,31473
36,29,"New York","Erie County",3,918836,746355,126680,6361,24431,338,876878,41958
36,31,"New York","Essex County",3,39289,37300,1146,168,262,10,38280,1009
36,33,"New York","Franklin County",3,51582,43652,3284,3808,227,10,50054,1528
36,35,"New York","Fulton County",3,55451,53177,1098,124,329,14,54175,1276
36,37,"New York","Genesee County",3,60032,56278,1694,682,365,6,58392,1640
36,39,"New York","Greene County",3,49115,44806,2951,161,402,19,46690,2425
36,41,"New York","Hamilton County",3,4828,4705,36,14,24,4,4778,50
36,43,"New York","Herkimer County",3,64442,62483,731,157,333,13,63377,1065
36,45,"New York","Jefferson County",3,116595,104844,6209,653,1633,337,110254,6341
36,47,"New York","Kings County",3,2510073,1242183,914962,26091,271430,3288,2013084,496989
36,49,"New York","Lewis County",3,27067,26490,203,61,83,17,26695,372
36,51,"New York","Livingston County",3,65261,61625,1713,206,819,25,63446,1815
36,53,"New York","Madison County",3,73400,69974,1408,535,584,19,72063,1337
36,55,"New York","Monroe County",3,744647,581898,118244,2579,25012,439,690312,54335
36,57,"New York","Montgomery County",3,50288,47686,1151,213,403,51,44614,5674
36,59,"New York","Nassau County",3,1341500,1048665,158674,6021,107227,1089,1144666,196834
36,61,"New York","New York County",3,1588494,1040232,294456,19180,185241,2667,1183789,404705
36,63,"New York","Niagara County",3,216506,192713,15054,2351,1901,65,211767,4739
36,65,"New York","Oneida County",3,234859,207565,15477,711,6787,114,223930,10929
36,67,"New York","Onondaga County",3,467422,383194,53202,4080,14780,187,448459,18963
36,69,"New York","Ontario County",3,108233,102514,2569,320,1148,36,104506,3727
36,71,"New York","Orange County",3,373402,310016,41476,2954,9481,296,305759,67643
36,73,"New York","Orleans County",3,42847,39041,2583,287,190,13,41068,1779
36,75,"New York","Oswego County",3,122154,118353,1058,550,745,21,119594,2560
36,77,"New York","Otsego County",3,62225,59237,1172,136,730,26,60269,1956
36,79,"New York","Putnam County",3,99775,93426,2582,261,1980,52,88011,11764
36,81,"New York","Queens County",3,2235370,1130375,470732,29608,542372,4723,1619274,616096
36,83,"New York","Rensselaer County",3,159346,140876,10801,453,3610,50,153243,6103
36,85,"New York","Richmond County",3,469602,367148,54475,3021,36401,458,388167,81435
36,87,"New York","Rockland County",3,312475,245737,39255,1582,20041,355,263283,49192
36,89,"New York","St. Lawrence County",3,111821,105546,2520,1191,1131,54,109669,2152
36,91,"New York","Saratoga County",3,220018,208775,3387,422,4040,49,214649,5369
36,93,"New York","Schenectady County",3,154919,126649,16481,896,5811,253,145994,8925
36,95,"New York","Schoharie County",3,32666,31482,472,74,226,9,31744,922
36,97,"New York","Schuyler County",3,18302,17804,166,46,55,4,18064,238
36,99,"New York","Seneca County",3,35247,32789,1682,105,256,2,34285,962
36,101,"New York","Steuben County",3,98939,94593,1553,249,1214,28,97561,1378
36,103,"New York","Suffolk County",3,1494744,1288917,119231,8168,53362,1160,1246792,247952
36,105,"New York","Sullivan County",3,77443,66444,7475,502,1158,43,66846,10597
36,107,"New York","Tioga County",3,51041,49628,392,96,385,18,50342,699
36,109,"New York","Tompkins County",3,101726,84693,4214,432,9200,72,97299,4427
36,111,"New York","Ulster County",3,182374,162362,11697,773,3219,59,166392,15982
36,113,"New York","Warren County",3,65675,63575,625,156,467,9,64479,1196
36,115,"New York","Washington County",3,63316,60265,1997,155,270,19,61868,1448
36,117,"New York","Wayne County",3,93734,88272,2985,300,505,29,90232,3502
36,119,"New York","Westchester County",3,950544,719576,148622,7582,54157,1046,742154,208390
36,121,"New York","Wyoming County",3,42097,38915,2501,153,169,8,40848,1249
36,123,"New York","Yates County",3,25360,24766,205,47,101,4,24934,426
37,1,"North Carolina","Alamance County",3,151551,115756,28957,2079,1946,101,134792,16759
37,3,"North Carolina","Alexander County",3,37272,34217,2090,144,366,12,35666,1606
37,5,"North Carolina","Alleghany County",3,11145,10760,162,52,60,3,10147,998
37,7,"North Carolina","Anson County",3,26892,12987,13080,193,300,16,26063,829
37,9,"North Carolina","Ashe County",3,27267,26605,208,70,109,12,25942,1325
37,11,"North Carolina","Avery County",3,17738,16733,718,91,62,8,16948,790
37,13,"North Carolina","Beaufort County",3,47767,34202,12379,410,187,29,44589,3178
37,15,"North Carolina","Bertie County",3,21262,7540,13304,100,104,17,20981,281
37,17,"North Carolina","Bladen County",3,35179,21335,12378,914,75,8,32656,2523
37,19,"North Carolina","Brunswick County",3,108083,92334,12510,906,624,64,102531,5552
37,21,"North Carolina","Buncombe County",3,238832,214819,15529,1220,2531,364,224530,14302
37,23,"North Carolina","Burke County",3,90699,78778,6098,679,3263,578,86045,4654
37,25,"North Carolina","Cabarrus County",3,178687,142362,28275,1088,3739,115,161838,16849
37,27,"North Carolina","Caldwell County",3,83002,76764,4180,472,456,58,79204,3798
37,29,"North Carolina","Camden County",3,9997,8267,1324,35,162,6,9772,225
37,31,"North Carolina","Carteret County",3,66749,60367,4104,359,614,84,64471,2278
37,33,"North Carolina","Caswell County",3,23697,15145,8053,106,61,5,22947,750
37,35,"North Carolina","Catawba County",3,154332,132311,13321,779,5486,62,141239,13093
37,37,"North Carolina","Chatham County",3,63785,52545,8663,819,769,49,55522,8263
37,39,"North Carolina","Cherokee County",3,27426,25871,365,378,138,15,26728,698
37,41,"North Carolina","Chowan County",3,14753,9385,5073,55,57,31,14291,462
37,43,"North Carolina","Clay County",3,10574,10305,78,31,23,2,10311,263
37,45,"North Carolina","Cleveland County",3,98039,75159,20441,304,804,27,95266,2773
37,47,"North Carolina","Columbus County",3,57967,37132,17852,1955,189,37,55296,2671
37,49,"North Carolina","Craven County",3,103919,74937,23545,589,2190,156,97542,6377
37,51,"North Carolina","Cumberland County",3,320254,172794,119812,5470,7427,1435,289553,30701
37,53,"North Carolina","Currituck County",3,23651,21594,1385,107,160,14,22943,708
37,55,"North Carolina","Dare County",3,33980,32164,884,158,215,14,31754,2226
37,57,"North Carolina","Davidson County",3,162898,142736,14784,1178,2086,52,152457,10441
37,59,"North Carolina","Davie County",3,41321,37531,2662,243,279,6,38803,2518
37,61,"North Carolina","Duplin County",3,58710,41423,15322,781,247,248,46537,12173
37,63,"North Carolina","Durham County",3,270798,143969,105216,2782,12684,311,234272,36526
37,65,"North Carolina","Edgecombe County",3,56609,22977,32628,301,125,30,54504,2105
37,67,"North Carolina","Forsyth County",3,351399,239406,95433,2829,6846,372,309385,42014
37,69,"North Carolina","Franklin County",3,60821,42493,16522,542,330,43,56028,4793
37,71,"North Carolina","Gaston County",3,206091,167244,31964,1083,2563,89,193871,12220
37,73,"North Carolina","Gates County",3,12163,7806,4050,71,18,11,11983,180
37,75,"North Carolina","Graham County",3,8864,8085,17,582,30,7,8665,199
37,77,"North Carolina","Granville County",3,57650,37316,18669,421,346,48,53559,4091
37,79,"North Carolina","Greene County",3,21383,12514,8051,466,73,48,18301,3082
37,81,"North Carolina","Guilford County",3,489479,294136,161980,3493,19797,395,454475,35004
37,83,"North Carolina","Halifax County",3,54515,22252,29190,2101,386,35,53336,1179
37,85,"North Carolina","Harnett County",3,115721,84410,24593,2110,1166,167,103183,12538
37,87,"North Carolina","Haywood County",3,58950,57152,640,330,226,17,56947,2003
37,89,"North Carolina","Henderson County",3,106909,100052,3330,649,1055,204,96436,10473
37,91,"North Carolina","Hertford County",3,24605,8920,14975,281,160,8,23947,658
37,93,"North Carolina","Hoke County",3,47473,23926,16163,4797,560,161,41568,5905
37,95,"North Carolina","Hyde County",3,5809,3825,1863,38,18,1,5381,428
37,97,"North Carolina","Iredell County",3,159820,133938,19409,835,3107,85,148902,10918
37,99,"North Carolina","Jackson County",3,40352,34481,779,3964,360,18,38298,2054
37,101,"North Carolina","Johnston County",3,169617,137665,26409,1510,1146,145,147747,21870
37,103,"North Carolina","Jones County",3,10080,6543,3261,71,33,2,9685,395
37,105,"North Carolina","Lee County",3,57896,43787,11821,685,556,66,47305,10591
37,107,"North Carolina","Lenoir County",3,59452,33814,24278,345,297,98,55493,3959
37,109,"North Carolina","Lincoln County",3,78409,72253,4460,303,450,29,73122,5287
37,111,"North Carolina","McDowell County",3,45069,42064,1789,299,392,22,42675,2394
37,113,"North Carolina","Macon County",3,33930,32697,493,208,213,9,31713,2217
37,115,"North Carolina","Madison County",3,20774,20141,249,58,73,8,20340,434
37,117,"North Carolina","Martin County",3,24455,13388,10668,98,74,29,23683,772
37,119,"North Carolina","Mecklenburg County",3,923413,561143,291164,7107,44043,1084,810811,112602
37,121,"North Carolina","Mitchell County",3,15532,15119,71,114,50,15,14898,634
37,123,"North Carolina","Montgomery County",3,27734,21417,5303,210,459,9,23815,3919
37,125,"North Carolina","Moore County",3,88572,73518,11943,804,810,140,83301,5271
37,127,"North Carolina","Nash County",3,95875,56605,36069,869,872,33,89844,6031
37,129,"North Carolina","New Hanover County",3,203335,165355,30397,1255,2572,178,192542,10793
37,131,"North Carolina","Northampton County",3,22007,8764,12884,110,50,2,21694,313
37,133,"North Carolina","Onslow County",3,179563,138425,28688,1412,3606,555,161118,18445
37,135,"North Carolina","Orange County",3,134051,104477,16318,859,9269,82,123023,11028
37,137,"North Carolina","Pamlico County",3,13106,10155,2647,83,53,11,12683,423
37,139,"North Carolina","Pasquotank County",3,40713,23698,15541,185,484,20,39054,1659
37,141,"North Carolina","Pender County",3,52399,41458,9343,462,261,26,49176,3223
37,143,"North Carolina","Perquimans County",3,13477,9857,3356,43,53,2,13185,292
37,145,"North Carolina","Person County",3,39429,27788,10691,305,131,3,37832,1597
37,147,"North Carolina","Pitt County",3,168826,103752,58196,835,2860,245,159587,9239
37,149,"North Carolina","Polk County",3,20446,19079,920,92,89,2,19332,1114
37,151,"North Carolina","Randolph County",3,141957,128505,8502,1451,1500,71,127185,14772
37,153,"North Carolina","Richmond County",3,46624,29454,14432,1353,455,56,43886,2738
37,155,"North Carolina","Robeson County",3,134425,44204,33151,52839,1049,146,123463,10962
37,157,"North Carolina","Rockingham County",3,93604,73346,17834,444,460,80,88412,5192
37,159,"North Carolina","Rowan County",3,138329,111469,22803,731,1392,81,127663,10666
37,161,"North Carolina","Rutherford County",3,67781,59227,6911,197,312,29,65385,2396
37,163,"North Carolina","Sampson County",3,63517,42577,17577,1939,311,109,53033,10484
37,165,"North Carolina","Scotland County",3,36099,17037,14006,4044,273,12,35348,751
37,167,"North Carolina","Stanly County",3,60562,51719,6688,198,1142,166,58375,2187
37,169,"North Carolina","Stokes County",3,47339,44564,1942,178,136,9,46075,1264
37,171,"North Carolina","Surry County",3,73714,69138,2959,361,407,53,66516,7198
37,173,"North Carolina","Swain County",3,13991,9404,88,3855,75,4,13440,551
37,175,"North Carolina","Transylvania County",3,33073,30969,1301,117,149,13,32091,982
37,177,"North Carolina","Tyrrell County",3,4409,2537,1701,32,82,1,4166,243
37,179,"North Carolina","Union County",3,202171,169958,24277,1240,3449,133,181095,21076
37,181,"North Carolina","Vance County",3,45314,21396,22845,298,210,11,42268,3046
37,183,"North Carolina","Wake County",3,906908,636359,192440,7692,50360,609,818301,88607
37,185,"North Carolina","Warren County",3,20920,8441,10992,1111,57,4,20222,698
37,187,"North Carolina","Washington County",3,13169,6288,6605,62,42,1,12691,478
37,189,"North Carolina","Watauga County",3,50993,48739,891,156,507,15,49276,1717
37,191,"North Carolina","Wayne County",3,122888,78795,39176,857,1514,140,110646,12242
37,193,"North Carolina","Wilkes County",3,69223,64938,2933,215,296,34,65435,3788
37,195,"North Carolina","Wilson County",3,81277,46929,32162,387,714,46,73506,7771
37,197,"North Carolina","Yadkin County",3,38394,36468,1227,209,100,47,34634,3760
37,199,"North Carolina","Yancey County",3,17808,17309,171,102,34,38,16989,819
38,1,"North Dakota","Adams County",3,2344,2284,9,15,9,2,2324,20
38,3,"North Dakota","Barnes County",3,11059,10678,89,81,64,3,10937,122
38,5,"North Dakota","Benson County",3,6666,2893,1,3675,4,1,6589,77
38,7,"North Dakota","Billings County",3,771,761,2,3,4,0,767,4
38,9,"North Dakota","Bottineau County",3,6426,6128,28,136,17,1,6343,83
38,11,"North Dakota","Bowman County",3,3140,3080,3,40,3,0,3060,80
38,13,"North Dakota","Burke County",3,1965,1918,4,16,15,0,1927,38
38,15,"North Dakota","Burleigh County",3,81689,76196,512,3439,409,36,80659,1030
38,17,"North Dakota","Cass County",3,150278,138595,3653,1863,3579,60,147215,3063
38,19,"North Dakota","Cavalier County",3,3982,3902,4,37,11,1,3959,23
38,21,"North Dakota","Dickey County",3,5280,5111,45,38,23,1,5181,99
38,23,"North Dakota","Divide County",3,2074,2035,5,11,7,0,2041,33
38,25,"North Dakota","Dunn County",3,3541,3014,8,447,13,0,3502,39
38,27,"North Dakota","Eddy County",3,2383,2285,4,62,6,2,2333,50
38,29,"North Dakota","Emmons County",3,3543,3494,2,15,7,0,3509,34
