"n_storms","total_intensity","intensity_per_area","state_fips","county_fips"
NA,1000,5458.45184593863,19,129
NA,1000,5458.45184593863,19,145
NA,1000,5458.45184593863,19,169
NA,1000,5458.45184593863,19,175
NA,1000,5458.45184593863,19,185
NA,1000,5458.45184593863,19,189
NA,1000,5458.45184593863,20,1
NA,1000,5458.45184593863,20,7
1,27000,130149.36714936,20,17
NA,1000,5458.45184593863,20,41
NA,1000,5458.45184593863,20,57
NA,1000,5458.45184593863,20,61
NA,1000,5458.45184593863,20,75
NA,1000,5458.45184593863,20,81
NA,1000,5458.45184593863,20,87
2,15041.087962963,58293.3955384514,20,91
2,16000,41911.9233656293,20,97
5,40000,46596.2014983923,20,99
5,1e+05,166004.494361771,29,187
NA,1000,5458.45184593863,29,211
2,10416.087962963,25725.8232295659,29,221
1,8000,51193.917030493,29,225
NA,1000,5458.45184593863,31,47
2,16000,50411.7878687543,31,59
NA,1000,5458.45184593863,31,65
NA,1000,5458.45184593863,31,71
3,122500,349843.548023689,45,81
NA,1000,5458.45184593863,46,11
NA,1000,5458.45184593863,46,17
2,19390.625,58515.4920919268,26,67
2,224041.666666667,449109.431042648,26,81
NA,1000,5458.45184593863,26,101
1,91125,597293.527988169,26,111
NA,1000,5458.45184593863,30,19
NA,1000,5458.45184593863,35,59
2,259316.550925926,855765.244971661,36,1
NA,1000,5458.45184593863,31,81
2,31250,122708.885450006,39,17
NA,1000,5458.45184593863,39,19
NA,1000,5458.45184593863,46,27
NA,1000,5458.45184593863,46,31
NA,1000,5458.45184593863,46,47
1,27000,108597.536337347,26,123
NA,1000,5458.45184593863,26,127
NA,1000,5458.45184593863,26,131
NA,1000,5458.45184593863,26,135
1,64000,304792.640256337,36,11
2,192754.62962963,525943.533497576,36,21
2,38370.3703703704,154929.850933576,39,25
NA,1000,5458.45184593863,39,29
NA,1000,5458.45184593863,46,61
NA,1000,5458.45184593863,46,71
NA,1000,5458.45184593863,26,137
NA,1000,5458.45184593863,26,143
3,205302.662037037,291108.780797021,26,157
1,64000,363479.658577998,26,159
7,639541.666666667,394739.209919147,36,27
1,274625,1939044.01117139,36,37
NA,1000,5458.45184593863,36,49
1,64000,462385.255961015,39,45
1,64000,561127.257379141,39,55
3,130796.875,335921.860566277,39,65
4,124239.00462963,273577.966576872,39,79
NA,1000,5458.45184593863,31,85
NA,1000,5458.45184593863,31,95
NA,1000,5458.45184593863,31,115
NA,1000,5458.45184593863,31,125
NA,1000,5458.45184593863,31,135
NA,1000,5458.45184593863,27,1
NA,1000,5458.45184593863,27,5
NA,1000,5458.45184593863,27,19
6,263625,229968.416833612,36,55
2,152000,648793.242713303,36,57
1,49296.2962962963,418200.343199522,39,99
1,8000,71427.554257151,39,109
3,17625,50514.1916912309,39,125
NA,1000,5458.45184593863,31,151
NA,1000,5458.45184593863,31,155
NA,1000,5458.45184593863,31,165
NA,1000,5458.45184593863,27,35
NA,1000,5458.45184593863,27,55
NA,1000,5458.45184593863,27,85
2,415337.962962963,3022320.99979082,36,79
3,350824.074074074,2111151.10799478,36,87
NA,1000,5458.45184593863,36,97
NA,1000,5458.45184593863,39,139
3,39250,116080.252469055,39,149
2,61067.7083333333,172192.037621026,39,155
NA,1000,5458.45184593863,31,185
NA,1000,5458.45184593863,32,9
NA,1000,5458.45184593863,32,19
NA,1000,5458.45184593863,32,27
NA,1000,5458.45184593863,27,109
NA,1000,5458.45184593863,27,115
NA,1000,5458.45184593863,27,125
7,399025.462962963,143644.085902114,36,101
NA,1000,5458.45184593863,36,117
2,41593.75,188471.93236054,39,165
1,64000,415740.821961423,39,169
NA,1000,5458.45184593863,40,9
4,215412.615740741,398525.836087838,33,1
NA,1000,5458.45184593863,35,49
NA,1000,5458.45184593863,27,155
NA,1000,5458.45184593863,27,159
24,2035174.18981481,473066.397645514,28,5
5,221870.37037037,650752.246421447,37,3
4,103438.078703704,232178.277164503,37,33
NA,1000,5458.45184593863,40,19
5,55250,67844.831925032,40,33
NA,1000,5458.45184593863,40,49
2,101780.671296296,1151088.74436486,21,117
2,38370.3703703704,216265.96597927,21,137
11,369068.287037037,320308.526295618,28,25
8,280021.412037037,303737.889031559,28,35
25,2039200.23148148,473531.391485365,28,67
10,638766.203703704,827841.638130935,37,63
14,652005.208333333,334112.118609218,37,77
10,616489.583333333,413798.879272893,37,157
1,8000,29396.7699435402,40,59
3,30666.087962963,49016.964442065,40,63
6,93750,66656.4338843467,40,73
NA,1000,5458.45184593863,21,161
2,16000,105812.52135203,21,191
8,299916.087962963,349731.06018428,28,77
6,182171.296296296,264160.883336945,28,81
21,3209682.29166667,1136208.70014068,28,91
3,155300.925925926,505340.063775291,28,97
13,1601697.91666667,1265853.26861849,37,187
NA,1000,5458.45184593863,38,3
NA,1000,5458.45184593863,38,27
NA,1000,5458.45184593863,38,33
NA,1000,5458.45184593863,40,103
2,23625,65399.1197459042,40,119
2,30375,567144.777237219,21,201
NA,1000,5458.45184593863,21,207
4,52421.875,104160.720094508,21,221
18,798890.046296296,331804.205739388,22,21
41,4211002.89351852,712888.840147878,22,77
34,4846519.67592593,894758.690131661,28,111
10,438375,350214.152780828,28,161
NA,1000,5458.45184593863,29,1
NA,1000,5458.45184593863,29,3
NA,1000,5458.45184593863,38,43
NA,1000,5458.45184593863,38,57
NA,1000,5458.45184593863,38,73
NA,1000,5458.45184593863,40,129
4,47250,36417.3769872078,40,153
15,3823813.0787037,2890748.75430387,22,7
78,20403043.9814815,659813.559342515,22,23
NA,1000,5458.45184593863,29,7
NA,1000,5458.45184593863,29,9
NA,1000,5458.45184593863,29,25
2,50875,172165.339822763,29,43
NA,1000,5458.45184593863,38,87
NA,1000,5458.45184593863,38,95
NA,1000,5458.45184593863,38,101
NA,1000,5458.45184593863,38,103
NA,1000,5458.45184593863,41,27
NA,1000,5458.45184593863,41,29
4,97406.8287037037,207104.93958991,22,61
40,14465990.7407407,2420786.12490001,22,87
17,3583092.01388889,763461.344291653,23,5
21,2689268.51851852,152534.226909701,23,29
1,34328.125,421140.602009283,24,29
NA,1000,5458.45184593863,29,53
2,11375,26651.2237056618,29,67
1,8000,44860.9876612821,29,77
8,130625,103689.126130143,39,1
2,58500,260193.612333514,39,3
3,122500,205406.173537979,39,7
NA,1000,5458.45184593863,41,49
NA,1000,5458.45184593863,41,57
1,125000,5348158.40257335,24,510
2,559000,17799838.6405792,25,19
5,66615.162037037,91388.3987242268,29,93
1,20796.875,123345.104408751,29,97
NA,1000,5458.45184593863,30,83
NA,1000,5458.45184593863,30,99
NA,1000,5458.45184593863,30,109
NA,1000,5458.45184593863,31,11
NA,1000,5458.45184593863,31,17
NA,1000,5458.45184593863,41,63
4,371035.300925926,486184.752735958,42,21
1,101629.62962963,939496.019201952,26,11
NA,1000,5458.45184593863,26,17
NA,1000,5458.45184593863,29,107
NA,1000,5458.45184593863,29,137
NA,1000,5458.45184593863,31,25
NA,1000,5458.45184593863,31,31
NA,1000,5458.45184593863,31,35
1,18962.962962963,190490.729972527,42,75
7,232134.837962963,174476.13579908,42,85
2,91000,194821.589691788,42,115
NA,1000,5458.45184593863,44,1
NA,1000,5458.45184593863,26,27
1,27000,113836.533143871,26,31
2,89370.3703703704,272127.54850784,26,57
1,31754.6296296296,131726.597366461,29,147
3,59484.375,100589.331805404,29,153
2,31250,84321.1922482513,29,163
NA,1000,5458.45184593863,31,37
NA,1000,5458.45184593863,31,41
NA,1000,5458.45184593863,31,43
17,1690145.25462963,711867.620046676,45,11
9,184594.907407407,160566.223776005,45,37
6,40921.2962962963,31468.850114989,5,87
15,131317.708333333,43011.845293959,5,97
8,78885.9953703704,46316.1701083093,5,101
4,65250,74424.1475370726,5,113
9,194640.625,254650.595240626,47,11
2,85750,1656176.54650722,51,115
NA,1000,5458.45184593863,51,580
NA,1000,5458.45184593863,51,595
NA,1000,5458.45184593863,51,640
6,111458.333333333,81024.4387553544,5,127
2,5213.54166666667,16549.6110692563,5,137
4,115635.99537037,196087.320763942,47,51
1,27000,290993.554161202,47,61
NA,1000,5458.45184593863,51,670
NA,1000,5458.45184593863,51,690
1,125000,7713699.99194742,51,710
NA,1000,5458.45184593863,51,750
8,190750,96727.3794761752,5,143
NA,1000,5458.45184593863,6,75
7,135063.078703704,140286.261875697,47,75
NA,1000,5458.45184593863,47,101
NA,1000,5458.45184593863,51,775
NA,1000,5458.45184593863,53,1
NA,1000,5458.45184593863,53,27
NA,1000,5458.45184593863,53,33
NA,1000,5458.45184593863,8,3
NA,1000,5458.45184593863,18,141
3,74125,220600.260327443,18,145
1,56328.7037037037,648069.267267803,18,149
11,162718.75,102418.815311594,47,131
3,19375,133632.841498841,47,171
NA,1000,5458.45184593863,53,39
NA,1000,5458.45184593863,53,71
1,107171.875,827380.97100079,54,23
3,75375,439020.862635411,54,37
3,57640.625,160927.083477605,54,53
4,187878.472222222,478556.649470459,54,103
1,8000,88626.1639532634,18,151
1,72337.962962963,414543.01496022,19,103
NA,1000,5458.45184593863,19,121
NA,1000,5458.45184593863,19,127
NA,1000,5458.45184593863,47,175
5,126962.962962963,146571.381855794,48,31
NA,1000,5458.45184593863,48,81
NA,1000,5458.45184593863,55,13
NA,1000,5458.45184593863,55,33
NA,1000,5458.45184593863,55,47
3,56061.9212962963,311237.375141622,18,155
2,16000,68706.6255272455,18,169
NA,1000,5458.45184593863,18,171
2,43875,214629.198616985,18,179
NA,1000,5458.45184593863,19,1
2,85750,193198.396058487,48,85
NA,1000,5458.45184593863,48,95
NA,1000,5458.45184593863,48,101
NA,1000,5458.45184593863,48,129
NA,1000,5458.45184593863,55,53
NA,1000,5458.45184593863,55,67
NA,1000,5458.45184593863,55,85
NA,1000,5458.45184593863,55,89
NA,1000,5458.45184593863,19,33
NA,1000,5458.45184593863,19,43
NA,1000,5458.45184593863,19,47
1,42875,291113.218686967,19,53
7,251245.37037037,150385.883136864,48,121
28,897626.157407407,168932.461050915,48,145
NA,1000,5458.45184593863,55,99
NA,1000,5458.45184593863,55,105
NA,1000,5458.45184593863,55,115
NA,1000,5458.45184593863,55,119
NA,1000,5458.45184593863,19,131
NA,1000,5458.45184593863,19,137
NA,1000,5458.45184593863,19,141
NA,1000,5458.45184593863,20,205
NA,1000,5458.45184593863,20,209
8,202348.958333333,111840.877958208,48,147
NA,1000,5458.45184593863,48,151
NA,1000,5458.45184593863,48,153
36,988038.194444444,101021.778898536,48,163
37,7681198.49537037,1010672.84173853,48,175
NA,1000,5458.45184593863,48,189
NA,1000,5458.45184593863,55,139
NA,1000,5458.45184593863,56,17
NA,1000,5458.45184593863,56,27
NA,1000,5458.45184593863,56,37
19,1824793.98148148,694953.983898952,1,45
13,546608.217592593,275325.998008835,1,75
NA,1000,5458.45184593863,19,5
NA,1000,5458.45184593863,19,15
NA,1000,5458.45184593863,19,25
1,81370.3703703704,498618.268769086,19,31
NA,1000,5458.45184593863,48,205
29,1944113.42592593,371220.952197549,48,255
7,454608.796296296,404897.550417539,48,259
NA,1000,5458.45184593863,48,269
NA,1000,5458.45184593863,56,41
NA,1000,5458.45184593863,56,45
6,189441.550925926,173183.827095417,1,79
4,108010.99537037,174279.236226358,1,83
NA,1000,5458.45184593863,19,67
NA,1000,5458.45184593863,19,73
NA,1000,5458.45184593863,19,77
NA,1000,5458.45184593863,19,83
NA,1000,5458.45184593863,19,87
NA,1000,5458.45184593863,19,93
NA,1000,5458.45184593863,48,275
22,2984091.43518519,580577.806822396,48,285
8,307114.00462963,203974.365505314,1,93
14,863050.925925926,342105.680967399,1,105
45,1521030.09259259,99752.7347473549,1,125
2,31250,119238.182371883,21,9
3,27000,130196.487853348,21,15
4,108000,114591.674529383,48,299
46,1371346.25771605,114294.06037796,48,309
2,42052.0833333333,65474.7661175859,48,325
5,97921.2962962963,122369.696383865,1,133
NA,1000,5458.45184593863,8,9
2,50875,314620.236328241,18,67
NA,1000,5458.45184593863,18,75
3,101375,387290.89607116,18,81
5,40000,32578.2328784371,48,363
NA,1000,5458.45184593863,48,369
NA,1000,5458.45184593863,48,393
NA,1000,5458.45184593863,48,399
8,270291.666666667,150229.709373377,48,439
NA,1000,5458.45184593863,4,3
NA,1000,5458.45184593863,4,23
2,35000,157001.720318623,18,129
1,42875,345585.877941416,18,135
2,23625,106455.731979502,18,139
4,346462.962962963,230859.763860525,48,463
21,7695796.2962963,2469180.33424038,48,489
NA,1000,5458.45184593863,48,501
30,240000,34324.4918823945,48,503
4,18125,29721.1934761918,5,5
11,558219.907407407,264166.469371278,5,27
1,12703.7037037037,241002.210904743,21,91
NA,1000,5458.45184593863,46,81
10,202505.787037037,64954.6981147874,48,507
NA,1000,5458.45184593863,49,1
NA,1000,5458.45184593863,49,21
6,104068.287037037,106309.646303625,5,35
NA,1000,5458.45184593863,5,37
NA,1000,5458.45184593863,46,91
NA,1000,5458.45184593863,46,97
NA,1000,5458.45184593863,46,101
NA,1000,5458.45184593863,46,107
NA,1000,5458.45184593863,46,111
3,379300.925925926,538481.056567579,50,1
4,108000,132332.481161704,50,11
NA,1000,5458.45184593863,51,13
8,106255.787037037,83290.1197407623,5,47
4,122135.416666667,163328.804588934,5,51
NA,1000,5458.45184593863,46,119
NA,1000,5458.45184593863,46,125
NA,1000,5458.45184593863,46,129
2,145370.37037037,1512809.05193938,51,43
2,52662.037037037,342919.446041124,51,75
14,2102221.64351852,954044.411641295,51,175
2,69875,232661.44245062,5,55
2,3541.08796296296,11697.2273894872,5,65
7,214125,649022.048457648,13,35
13,514990.162037037,567842.437112537,13,37
3,58250,284080.073734615,13,89
6,171000,562739.275507106,13,97
11,995771.990740741,1321024.74509475,37,79
3,285875,657799.463058182,23,1
17,1442151.62037037,304730.337079431,23,11
6,1026379.62962963,1320313.3938028,24,17
2,42625,258218.133181388,24,41
3,1861000,18787427.0014867,25,7
29,1728850.11574074,965000.188622127,13,43
3,150281.828703704,1001727.9390858,13,255
21,740318.865740741,278171.227891214,13,99
5,104500,105050.356524978,17,119
5,272385.99537037,817580.145149969,37,105
5,524744.212962963,998665.456726359,37,145
NA,1000,5458.45184593863,19,143
NA,1000,5458.45184593863,19,147
NA,1000,5458.45184593863,19,151
NA,1000,5458.45184593863,19,153
3,55292.2453703704,393463.473210402,13,257
16,2072616.31944444,960311.632159248,13,275
14,1414094.3287037,1528791.3920579,13,277
4,81250,131560.820470738,17,121
NA,1000,5458.45184593863,17,131
3,78004.6296296296,277623.009742539,17,139
14,549484.375,192763.470889454,37,151
11,878864.583333333,1138545.06633611,37,181
NA,1000,5458.45184593863,19,167
NA,1000,5458.45184593863,19,173
NA,1000,5458.45184593863,19,177
NA,1000,5458.45184593863,13,281
22,503546.875,205312.803332584,13,285
11,1000322.91666667,1273038.42470202,13,287
NA,1000,5458.45184593863,17,149
4,90421.875,228872.181770141,17,151
1,15625,227418.501311451,17,171
5,109750,350475.391348928,13,117
1,8000,118258.61946465,13,119
10,350541.666666667,464172.327601805,13,149
NA,1000,5458.45184593863,19,181
NA,1000,5458.45184593863,19,183
NA,1000,5458.45184593863,19,187
NA,1000,5458.45184593863,19,191
6,114614.00462963,167599.495410897,13,295
4,214428.240740741,1030289.97338819,13,307
1,27000,337262.596992105,17,175
5,116416.087962963,209043.331503255,17,181
1,9042.24537037037,47293.6967932105,17,191
2,106875,569813.705301686,13,159
7,158796.296296296,225156.651085749,13,193
NA,1000,5458.45184593863,19,197
1,3375,28676.1661574921,20,5
1,27000,173209.720440067,20,13
1,27000,70457.7588173709,20,15
NA,1000,5458.45184593863,16,67
NA,1000,5458.45184593863,17,9
NA,1000,5458.45184593863,17,195
1,112912.037037037,768618.158439969,17,201
1,52734.375,470824.199987182,18,7
9,320037.037037037,281412.498164123,13,199
4,254040.509259259,712465.468805911,13,211
NA,1000,5458.45184593863,20,23
NA,1000,5458.45184593863,20,25
4,37125,85587.1678908291,20,43
1,27000,110824.148959471,17,11
3,62000,106411.498444775,17,21
3,155640.625,374918.876055388,17,29
1,17240.162037037,166908.743751732,18,15
NA,1000,5458.45184593863,18,21
6,21042.2453703704,42576.281598384,18,25
4,506532.407407407,2034576.14572356,13,235
3,69625,697879.980856699,13,247
NA,1000,5458.45184593863,20,45
NA,1000,5458.45184593863,20,53
NA,1000,5458.45184593863,20,55
NA,1000,5458.45184593863,20,65
2,77203.125,339808.269331939,17,41
1,8000,61833.6228316381,17,49
5,167750,171735.854873568,17,51
1,15625,267286.9164419,18,41
1,125000,1147966.80837295,18,45
8,122875,104413.70553268,18,55
2,85750,397935.673483346,18,65
2,16000,142795.100663652,21,23
5,84479.1666666667,157614.186472522,21,35
NA,1000,5458.45184593863,20,117
2,54000,143265.250986789,20,127
NA,1000,5458.45184593863,20,129
NA,1000,5458.45184593863,20,137
7,169443.865740741,211221.693264309,17,55
4,66629.6296296296,191672.964147192,17,59
6,158750,228228.462894324,17,65
NA,1000,5458.45184593863,35,57
NA,1000,5458.45184593863,35,61
1,296296.296296296,1013821.62906382,36,3
3,44384.2592592593,284159.780081979,21,39
NA,1000,5458.45184593863,21,45
NA,1000,5458.45184593863,20,139
NA,1000,5458.45184593863,20,147
NA,1000,5458.45184593863,20,157
NA,1000,5458.45184593863,20,175
NA,1000,5458.45184593863,20,179
NA,1000,5458.45184593863,17,71
3,66500,71744.9710962586,17,75
1,8000,59617.3633808601,17,79
5,99436.9212962963,127727.484756211,17,81
NA,1000,5458.45184593863,36,5
NA,1000,5458.45184593863,36,15
NA,1000,5458.45184593863,21,53
4,49245.3703703704,204869.515836508,21,75
NA,1000,5458.45184593863,21,103
NA,1000,5458.45184593863,20,183
NA,1000,5458.45184593863,20,189
NA,1000,5458.45184593863,20,193
NA,1000,5458.45184593863,20,199
NA,1000,5458.45184593863,8,37
NA,1000,5458.45184593863,17,85
1,15625,105987.660581017,17,89
1,27000,54157.9535733148,36,33
3,216000,471754.027070128,36,35
2,36203.125,391188.158998447,21,113
NA,1000,5458.45184593863,21,129
NA,1000,5458.45184593863,8,41
NA,1000,5458.45184593863,8,47
NA,1000,5458.45184593863,8,61
NA,1000,5458.45184593863,17,95
3,46875,48841.7532975569,17,99
NA,1000,5458.45184593863,17,109
2,345162.037037037,927815.422121431,36,39
4,356870.37037037,471203.052321361,36,83
4,66250,245953.880244819,21,143
1,15625,231003.811877992,21,149
NA,1000,5458.45184593863,8,73
NA,1000,5458.45184593863,8,81
NA,1000,5458.45184593863,8,87
NA,1000,5458.45184593863,8,95
NA,1000,5458.45184593863,8,105
NA,1000,5458.45184593863,8,115
1,15625,90388.4404711498,17,111
2,35000,109571.168850336,17,115
NA,1000,5458.45184593863,36,85
5,40000,9677.60297035481,36,89
10,36000,41838.9456038389,21,163
1,56328.7037037037,1065488.06180568,21,173
90,25754612.8472222,1335647.71658023,12,5
58,9069126.15740741,900223.574860264,12,29
58,9750592.01388889,643547.948934205,12,55
7,78875,102326.268869705,13,57
2,91000,1488046.52306512,13,59
2,128629.62962963,1077198.99838921,36,93
3,204421.875,612479.704572467,36,99
1,1000,19030.5222863548,21,185
NA,1000,5458.45184593863,21,213
NA,1000,5458.45184593863,21,215
23,2902415.50925926,1056268.48140852,12,59
40,3101052.08333333,445242.253616404,12,79
19,2764983.7962963,773385.801019168,12,81
3,83313.0787037037,764996.457626045,13,63
2,85750,492744.013974172,13,67
7,112605.324074074,142887.626972015,37,1
NA,1000,5458.45184593863,37,5
1,27000,645681.50833805,21,223
11,370155.671296296,233864.767910534,22,49
18,3258288.77314815,1884841.79351447,22,89
125,42515103.587963,1064370.29202099,12,87
10,253802.662037037,213016.063630075,13,15
7,761921.296296296,1738692.49738166,13,17
31,3054880.78703704,664850.518678574,13,69
34,2927475.11574074,565627.279690845,13,87
9,675287.037037037,801331.848510372,37,25
6,132375,207011.862214907,37,35
NA,1000,5458.45184593863,35,37
NA,1000,5458.45184593863,35,47
NA,1000,5458.45184593863,48,69
NA,1000,5458.45184593863,38,29
NA,1000,5458.45184593863,38,39
NA,1000,5458.45184593863,38,45
92,26338789.9305556,1574487.28684158,28,59
21,890833.333333333,221915.326466271,28,69
13,1456797.4537037,913616.90179988,28,73
NA,1000,5458.45184593863,30,65
NA,1000,5458.45184593863,30,75
NA,1000,5458.45184593863,30,97
8,94500,41964.2091556327,48,77
16,1340745.37037037,649242.665714439,51,183
NA,1000,5458.45184593863,38,65
NA,1000,5458.45184593863,38,69
NA,1000,5458.45184593863,38,79
1,18962.962962963,172658.121881153,39,23
20,897416.666666667,307540.649457912,28,79
7,114146.412037037,90083.9886779076,28,93
16,834448.49537037,366101.739119971,28,99
NA,1000,5458.45184593863,30,107
NA,1000,5458.45184593863,31,3
NA,1000,5458.45184593863,31,13
1,8000,137017.11129911,51,187
11,1102250,1093893.27689074,51,550
NA,1000,5458.45184593863,39,31
NA,1000,5458.45184593863,39,41
1,15625,137117.070813961,39,51
8,294509.259259259,357272.863432865,28,119
9,344895.25462963,252866.904667639,28,123
5,506505.208333333,933238.02455094,28,125
NA,1000,5458.45184593863,31,19
NA,1000,5458.45184593863,31,67
NA,1000,5458.45184593863,31,77
NA,1000,5458.45184593863,51,590
NA,1000,5458.45184593863,51,600
NA,1000,5458.45184593863,51,610
2,60734.375,1968454.26208051,51,650
3,24078.7037037037,63395.8825668971,39,53
3,198662.037037037,447668.199086755,39,63
NA,1000,5458.45184593863,39,71
13,559192.708333333,261199.65202885,28,135
7,151196.759259259,184170.600065617,28,139
9,558229.74537037,404019.506391557,28,149
32,2864592.59259259,446876.867864076,28,153
NA,1000,5458.45184593863,31,79
NA,1000,5458.45184593863,31,87
NA,1000,5458.45184593863,31,89
NA,1000,5458.45184593863,48,87
5,111000,94811.5694154389,48,93
8,176509.837962963,97539.5171454776,48,97
3,77717.5925925926,99811.3633074984,48,99
3,388495.37037037,723940.046452499,25,13
2,16000,33424.4983245985,26,5
3,70680.5555555555,221209.748189459,28,155
3,44421.875,111025.059487243,29,35
2,16000,60615.4412157102,29,39
NA,1000,5458.45184593863,31,97
NA,1000,5458.45184593863,31,99
NA,1000,5458.45184593863,31,107
4,101750,112323.437993081,48,113
NA,1000,5458.45184593863,48,117
26,3212504.05092593,565516.846013417,48,123
6,503250,325235.41725311,48,171
1,27000,173934.420248393,26,9
NA,1000,5458.45184593863,26,15
NA,1000,5458.45184593863,26,19
NA,1000,5458.45184593863,29,45
1,15625,146395.698778898,29,51
NA,1000,5458.45184593863,31,109
NA,1000,5458.45184593863,31,127
1,8000,50732.7312267348,31,129
21,1177440.97222222,217543.617009387,48,177
6,114447.916666667,278384.821417688,48,183
4,82557.2916666667,100152.51727434,48,193
3,39250,89582.6459332228,26,23
5,146125,143981.955404473,26,25
NA,1000,5458.45184593863,26,39
1,6162.03703703704,31193.0446541435,29,55
NA,1000,5458.45184593863,29,59
4,94134.837962963,118021.587302871,29,65
NA,1000,5458.45184593863,31,133
NA,1000,5458.45184593863,31,137
NA,1000,5458.45184593863,31,139
NA,1000,5458.45184593863,31,143
24,583733.796296296,99835.482613738,48,217
NA,1000,5458.45184593863,48,227
NA,1000,5458.45184593863,48,233
11,81901.0416666667,32293.3349095619,48,237
26,2518883.68055556,361871.602840407,48,247
NA,1000,5458.45184593863,26,43
4,116015.625,156109.673953054,26,49
1,15625,91631.4860654931,26,59
1,42875,172464.1616792,29,71
NA,1000,5458.45184593863,29,75
1,15625,142927.900065136,29,85
NA,1000,5458.45184593863,31,147
NA,1000,5458.45184593863,31,149
15,391811.921296296,143301.4005119,48,251
2,54000,154315.31862584,48,281
51,5122399.30555556,352041.440731221,48,291
1,15625,94352.7543481158,26,69
NA,1000,5458.45184593863,26,79
1,15625,93936.3364425482,26,93
NA,1000,5458.45184593863,26,113
6,80932.2916666666,55573.7708638713,29,91
NA,1000,5458.45184593863,29,101
NA,1000,5458.45184593863,29,111
NA,1000,5458.45184593863,29,115
NA,1000,5458.45184593863,31,153
NA,1000,5458.45184593863,31,167
NA,1000,5458.45184593863,31,169
23,2677021.41203704,452544.801662463,48,297
3,57000,72197.1831287118,48,307
NA,1000,5458.45184593863,48,317
NA,1000,5458.45184593863,27,3
NA,1000,5458.45184593863,27,7
NA,1000,5458.45184593863,27,17
3,34120.3703703704,80773.7910451841,29,119
NA,1000,5458.45184593863,29,129
1,15625,139221.632614032,29,135
NA,1000,5458.45184593863,31,173
NA,1000,5458.45184593863,31,177
NA,1000,5458.45184593863,31,179
NA,1000,5458.45184593863,50,23
6,772666.666666667,564236.784625802,50,25
NA,1000,5458.45184593863,27,33
NA,1000,5458.45184593863,27,37
NA,1000,5458.45184593863,27,57
2,31250,107435.798986043,29,139
4,35000,53322.620256034,29,145
NA,1000,5458.45184593863,32,7
NA,1000,5458.45184593863,32,13
NA,1000,5458.45184593863,32,17
1,101629.62962963,1153169.79299401,51,11
15,1217412.03703704,545298.05056092,51,25
5,232188.078703704,365968.710660561,51,141
8,335754.62962963,263476.420773038,51,163
NA,1000,5458.45184593863,27,63
NA,1000,5458.45184593863,27,67
NA,1000,5458.45184593863,27,81
NA,1000,5458.45184593863,27,83
NA,1000,5458.45184593863,27,87
9,112865.162037037,94071.8898464573,29,155
NA,1000,5458.45184593863,29,159
3,22375,43926.1210497951,29,167
NA,1000,5458.45184593863,32,29
NA,1000,5458.45184593863,32,510
NA,1000,5458.45184593863,51,45
2,92390.625,390423.458450395,51,173
NA,1000,5458.45184593863,27,91
NA,1000,5458.45184593863,27,93
NA,1000,5458.45184593863,27,103
NA,1000,5458.45184593863,27,117
NA,1000,5458.45184593863,27,121
NA,1000,5458.45184593863,29,177
3,24000,42873.0851548689,29,185
5,156712.962962963,233138.016137103,29,186
8,1399589.12037037,607839.779016954,33,3
3,710004.050925926,861242.751137505,33,13
3,119171.296296296,918792.693735073,21,19
14,932212.962962963,576650.552616346,37,185
NA,1000,5458.45184593863,27,123
NA,1000,5458.45184593863,27,131
NA,1000,5458.45184593863,27,133
4,85875,160819.647314647,29,209
2,35000,102896.267613725,29,213
NA,1000,5458.45184593863,29,217
NA,1000,5458.45184593863,34,17
3,392400.462962963,880318.304928012,34,37
2,235828.125,1448777.01084878,37,189
12,512364.583333333,442913.870991472,37,195
NA,1000,5458.45184593863,38,11
NA,1000,5458.45184593863,27,141
NA,1000,5458.45184593863,27,151
1,3375,28714.3576322365,29,219
10,202233.796296296,99505.4734792852,29,223
2,50875,141526.285155802,29,229
NA,1000,5458.45184593863,30,11
NA,1000,5458.45184593863,35,1
NA,1000,5458.45184593863,35,9
NA,1000,5458.45184593863,38,15
NA,1000,5458.45184593863,38,25
NA,1000,5458.45184593863,27,153
5,130499.421296296,250272.497427718,28,9
11,348777.777777778,248994.674252656,28,17
13,790789.930555556,316211.662542455,28,29
29,5051534.72222222,1474225.47838509,28,39
NA,1000,5458.45184593863,30,17
NA,1000,5458.45184593863,30,25
NA,1000,5458.45184593863,30,37
NA,1000,5458.45184593863,30,41
NA,1000,5458.45184593863,35,13
NA,1000,5458.45184593863,35,23
NA,1000,5458.45184593863,35,28
NA,1000,5458.45184593863,40,45
10,225536.458333333,79801.9164581545,40,51
1,8000,23724.3793400388,40,151
NA,1000,5458.45184593863,41,11
NA,1000,5458.45184593863,20,73
NA,1000,5458.45184593863,20,77
3,24000,32127.8272241231,20,89
NA,1000,5458.45184593863,20,95
NA,1000,5458.45184593863,20,105
NA,1000,5458.45184593863,55,9
3,46875,116248.01737794,40,85
1,15625,87970.2676190578,40,97
NA,1000,5458.45184593863,41,13
4,127171.296296296,281216.589112739,47,133
6,103369.212962963,152054.727308834,47,139
NA,1000,5458.45184593863,20,111
NA,1000,5458.45184593863,20,113
NA,1000,5458.45184593863,20,123
NA,1000,5458.45184593863,20,125
NA,1000,5458.45184593863,20,133
41,1920013.28875171,187767.836210165,48,331
NA,1000,5458.45184593863,48,335
11,205387.152777778,79014.8887786292,48,337
4,586745.37037037,678899.506734918,42,107
