"state_county_fips","POVALL_2014","PCTPOVALL_2014"
22125,"2,415",24
22127,"3,487",26.8
23000,"181,737",14
23001,"16,125",15.4
23003,"13,603",20.1
23005,"30,257",10.8
23007,"4,592",15.8
23009,"6,886",12.9
23011,"16,257",13.8
23013,"5,315",13.9
23015,"3,951",11.7
23017,"9,083",16.1
23019,"26,330",18
23021,"3,403",20.3
23023,"3,642",10.5
23025,"8,681",17.3
23027,"5,752",15
23029,"5,725",18.5
23031,"22,134",11.2
24000,"604,762",10.4
24001,"12,063",18.5
24003,"36,632",6.7
24005,"78,935",9.8
24009,"6,441",7.2
24011,"5,108",16
24013,"9,673",5.9
24015,"10,751",10.6
24017,"11,000",7.2
24019,"5,608",17.5
24021,"15,670",6.5
24023,"3,610",12.4
24025,"19,664",8
24027,"18,818",6.1
24029,"2,544",13.8
24031,"73,213",7.2
24033,"91,060",10.3
24035,"3,620",7.5
24037,"9,239",8.6
24039,"5,197",25.5
24041,"4,333",11.7
24043,"19,416",13.8
24045,"16,317",16.9
24047,"6,067",11.9
24510,"139,782",23.3
25000,"760,211",11.7
25001,"18,801",8.9
25003,"16,037",13
25005,"66,553",12.4
25007,"1,544",9
25009,"80,526",10.7
25011,"8,397",12
25013,"80,178",17.7
25015,"20,809",15
25017,"134,684",8.9
25019,"765",7.1
25021,"43,999",6.5
25023,"42,124",8.5
25025,"155,184",21.5
25027,"90,611",11.5
26000,"1,567,465",16.2
26001,"1,803",17.5
26003,"1,310",15.5
26005,"12,851",11.4
26007,"4,793",16.8
26009,"2,996",13
26011,"3,010",19.9
26013,"1,208",15.8
26015,"5,971",10.2
26017,"17,614",16.8
26019,"2,043",11.8
26021,"26,842",17.7
26023,"6,310",15.2
26025,"20,194",15.4
26027,"7,555",14.8
26029,"3,241",12.6
26031,"4,054",16.1
26033,"6,623",19.9
26035,"7,376",24.5
26037,"7,616",10
26039,"2,230",16.5
26041,"5,335",14.8
26043,"3,674",14.4
26045,"10,493",9.8
26047,"3,793",11.6
26049,"87,632",21.5
26051,"4,646",18.5
26053,"2,961",20.9
26055,"8,546",9.7
26057,"6,709",18.5
26059,"7,351",16.6
26061,"6,280",18.7
26063,"4,469",14.1
26065,"53,518",20.1
26067,"8,889",15.2
26069,"4,748",19
26071,"1,916",17.3
26073,"18,099",28.3
26075,"23,035",15.4
26077,"47,221",18.9
26079,"2,998",17.4
26081,"94,696",15.3
26083,"281",12.7
26085,"3,194",29.2
26087,"9,590",11.1
26089,"1,922",8.9
26091,"13,651",14.5
26093,"11,312",6.1
26095,"1,081",20.6
26097,"1,682",15.4
26099,"104,347",12.3
26101,"3,822",16.6
26103,"9,701",15.4
26105,"4,637",16.3
26107,"9,146",23
26109,"3,383",14.5
26111,"9,740",11.9
26113,"2,389",16.1
26115,"15,436",10.4
26117,"12,197",20.4
26119,"1,433",15.7
26121,"33,197",20
26123,"9,922",21
26125,"122,452",10
26127,"5,206",20.1
26129,"4,438",21.4
26131,"1,084",17.8
26133,"4,643",20.4
26135,"1,703",20.5
26137,"3,142",13.2
26139,"24,462",9.1
26141,"2,071",16.1
26143,"4,882",20.7
26145,"32,739",17.4
26147,"21,850",13.8
26149,"11,088",18.5
26151,"6,028",14.7
26153,"1,410",17.6
26155,"10,349",15.3
26157,"8,304",15.6
26159,"12,261",16.5
26161,"48,651",14.3
26163,"419,820",24.1
26165,"6,171",19
27000,"607,870",11.4
27001,"2,306",14.9
27003,"25,800",7.6
27005,"4,793",14.6
27007,"8,056",18.5
27009,"5,272",13.6
27011,"640",12.8
27013,"11,095",17.9
27015,"2,153",8.9
27017,"4,086",12.1
27019,"4,613",4.8
27021,"4,434",15.7
27023,"1,371",11.5
27025,"3,251",6.2
27027,"7,704",13.3
27029,"1,540",17.8
27031,"537",10.4
27033,"1,473",12.9
27035,"6,815",10.9
27037,"29,892",7.3
27039,"1,531",7.6
27041,"3,474",9.6
27043,"1,866",13.5
27045,"2,360",11.6
27047,"3,774",12.5
27049,"4,377",9.6
27051,"615",10.5
27053,"154,785",13
27055,"1,560",8.4
27057,"2,491",12.2
27059,"2,971",7.8
27061,"6,545",14.7
27063,"992",9.8
27065,"2,166",13.8
27067,"4,783",11.5
27069,"427",9.9
27071,"1,933",15.3
27073,"700",10.4
27075,"1,098",10.5
27077,"412",10.7
27079,"2,434",8.9
27081,"577",10.2
27083,"2,839",11.5
27085,"2,797",7.9
27087,"1,063",19.6
27089,"891",9.6
27091,"2,434",12.2
27093,"2,268",10
27095,"3,035",12
27097,"3,839",11.8
27099,"4,700",12.1
27101,"796",9.6
27103,"3,134",10.2
27105,"2,769",13
27107,"868",13.4
27109,"14,462",9.8
27111,"6,363",11.2
27113,"1,274",9.3
27115,"4,762",17.5
27117,"1,110",12.2
27119,"3,875",12.7
27121,"1,129",10.4
27123,"85,264",16.5
27125,"368",9.2
27127,"1,886",12.4
27129,"1,661",11.3
27131,"7,510",13
27133,"890",9.6
27135,"1,418",9.2
27137,"32,867",17
27139,"7,590",5.5
27141,"6,395",7.2
27143,"1,353",9.2
27145,"19,537",13.4
27147,"3,931",10.9
27149,"1,258",14.2
27151,"1,005",10.8
27153,"4,250",17.8
27155,"400",12.2
27157,"1,549",7.3
27159,"2,107",15.8
27161,"1,793",10.1
27163,"14,735",6
27165,"1,135",10.4
27167,"653",10.3
27169,"7,400",15.8
27171,"7,700",6
27173,"1,105",11.2
28000,"634,960",21.9
28001,"9,586",32.9
28003,"7,966",21.8
28005,"2,891",23.2
28007,"4,449",23.6
28009,"2,102",25.6
28011,"10,882",34
28013,"3,633",25
28015,"1,763",17.9
28017,"4,151",24.7
28019,"1,979",24.2
28021,"3,430",42.6
28023,"3,634",22.4
28025,"5,649",28.4
28027,"8,498",35
28029,"7,317",26
28031,"5,064",26.5
28033,"17,112",10.1
28035,"19,236",26.4
28037,"1,590",20.5
28039,"3,867",17
28041,"2,636",23.6
28043,"5,287",24.8
28045,"8,993",19.8
28047,"36,288",18.8
28049,"55,541",23.6
28051,"7,717",44
28053,"3,480",40.3
28055,"431",39.5
28057,"3,880",17.2
28059,"21,723",15.6
28061,"3,751",22.7
28063,"2,764",38.5
28065,"3,488",29.8
28067,"16,272",24.4
28069,"2,615",28.2
28071,"12,011",25.9
28073,"8,479",14.2
28075,"16,466",21.7
28077,"2,778",22.3
28079,"5,751",27.1
28081,"16,289",19.4
28083,"11,794",40.1
28085,"7,392",21.6
28087,"13,781",23.6
28089,"13,115",13.1
28091,"7,611",30.4
28093,"7,377",21.5
28095,"7,122",20.1
28097,"2,536",24.7
28099,"6,010",20.7
28101,"4,736",22.3
28103,"3,420",31.3
28105,"13,295",29.9
28107,"8,863",25.9
28109,"10,425",19.3
28111,"2,738",22.6
28113,"11,942",30.5
28115,"5,429",17.7
28117,"5,463",22.3
28119,"2,712",36.2
28121,"15,792",11.1
28123,"7,580",26.9
28125,"1,710",37.4
28127,"6,967",25.9
28129,"3,345",20.8
28131,"3,210",19.5
28133,"8,102",34.8
28135,"4,596",37.4
28137,"5,000",18.5
28139,"4,143",19.1
28141,"3,385",17.7
28143,"2,924",27.9
28145,"4,412",15.9
28147,"3,885",26.4
28149,"10,290",21.7
28151,"16,872",35.1
28153,"5,032",24.7
28155,"2,191",22.1
28157,"2,641",32.5
28159,"4,740",26.3
28161,"2,832",23.4
28163,"8,112",34.6
29000,"908,394",15.5
29001,"6,109",26.9
29003,"1,834",10.7
29005,"645",12.2
29007,"4,084",17.2
29009,"7,101",20.2
29011,"2,280",19.1
29013,"2,976",18.4
29015,"3,614",19.5
29017,"2,466",20.1
29019,"31,804",19.5
29021,"15,129",17.8
29023,"8,960",21.3
29025,"1,423",16.2
29027,"5,779",14.2
29029,"7,600",17.5
29031,"12,603",17
29033,"1,472",16.5
29035,"1,492",24
29037,"10,455",10.5
29039,"2,946",21.4
29041,"894",12
29043,"9,217",11.3
29045,"1,067",15.7
29047,"21,041",9.1
29049,"2,453",12.4
29051,"9,521",13.3
29053,"2,230",14
29055,"5,018",20.7
29057,"1,387",18.5
29059,"3,502",21.7
29061,"1,363",16.8
29063,"1,697",18.6
29065,"3,322",21.6
29067,"3,078",23
29069,"9,098",29.8
29071,"11,919",11.8
29073,"1,961",13.5
29075,"1,030",15.4
29077,"56,481",20.6
29079,"1,890",19.2
29081,"1,609",19
29083,"3,980",18.3
29085,"2,014",22.1
29087,"636",14.4
29089,"1,479",15.6
29091,"8,706",22.1
29093,"2,201",22.1
29095,"111,130",16.5
29097,"22,445",19.6
29099,"23,387",10.6
29101,"7,338",14.6
29103,"757",19.4
29105,"6,412",18.4
29107,"4,278",13.4
29109,"6,938",18.6
29111,"1,341",14.3
29113,"8,376",15.7
29115,"2,419",20
29117,"2,232",16.6
29119,"4,992",22.2
29121,"2,569",17
29123,"2,473",20.4
29125,"1,428",16.1
29127,"4,965",18
29129,"549",15
29131,"4,303",17.4
29133,"3,951",32.2
29135,"2,008",13.9
29137,"1,353",15.8
29139,"1,830",16.1
29141,"4,112",20.7
29143,"4,160",23.3
29145,"8,198",14.3
29147,"3,949",20.2
29149,"2,560",23.9
29151,"1,358",10.2
29153,"2,098",22.3
29155,"4,998",28.7
29157,"2,194",11.6
29159,"7,239",17.6
29161,"9,019",21.6
29163,"3,058",18.9
29165,"6,487",6.9
29167,"5,348",18.1
29169,"6,899",15.9
29171,"888",18.6
29173,"1,186",11.6
29175,"4,131",18.3
29177,"3,456",15.3
29179,"1,382",21.5
29181,"3,466",25.1
29183,"25,281",6.8
29185,"2,002",21.7
29186,"2,310",13.1
29187,"11,974",20.3
29189,"93,882",9.6
29195,"3,574",16.3
29197,"779",18.2
29199,"774",16.3
29201,"7,972",20.9
29203,"2,324",28.2
29205,"979",16.6
29207,"5,577",19
29209,"4,973",16.2
29211,"1,113",17.7
29213,"9,819",18.7
29215,"5,097",21.5
29217,"3,558",17.5
29219,"4,222",12.8
29221,"6,088",25.5
29223,"3,504",26.4
29225,"6,386",17.8
29227,"313",15.5
29229,"4,096",22.7
29510,"88,571",28.8
30000,"151,915",15.2
30001,"1,343",15.1
30003,"4,016",30.6
30005,"1,643",25.2
30007,"653",11.7
30009,"1,315",12.7
30011,"161",14
30013,"11,403",14.3
30015,"1,129",19.4
30017,"1,279",11
30019,"189",10.8
30021,"1,052",11.7
30023,"1,451",17.1
30025,"245",8
30027,"1,640",14.8
30029,"12,776",13.6
30031,"13,071",13.9
30033,"198",15.1
30035,"4,259",31.8
30037,"165",20.1
30039,"458",14.4
30041,"2,845",17.6
30043,"1,184",10.4
30045,"290",14.6
30047,"6,541",22.7
30049,"7,736",12
30051,"432",19.1
30053,"3,622",19.2
30055,"257",15.4
30057,"976",12.6
30059,"321",18
30061,"731",17.3
30063,"17,216",15.8
30065,"866",19.1
30067,"2,310",14.7
30069,"85",17.5
30071,"648",15.7
30073,"1,221",20.3
30075,"214",12.3
30077,"1,083",20.2
30079,"138",12.3
30081,"7,013",17.2
30083,"949",8.2
30085,"2,653",23.8
30087,"1,892",20.5
30089,"2,316",20.7
30091,"370",10.2
30093,"6,575",19.5
30095,"776",8.4
30097,"431",12
30099,"817",13.9
30101,"762",17.2
30103,"91",13.2
30105,"935",12.4
30107,"397",19.5
30109,"128",11.7
30111,"18,645",12.3
31000,"225,054",12.3
31001,"3,746",12.5
31003,"885",14
31005,"46",10.2
31007,"95",12.4
31009,"79",15.7
31011,"540",10.3
31013,"1,274",11.4
31015,"276",13.9
31017,"372",12.8
31019,"5,738",12.5
31021,"683",10.6
31023,"745",9.2
31025,"1,726",6.9
31027,"878",10.4
31029,"363",9.3
31031,"757",13.3
31033,"902",9
31035,"702",11.3
31037,"1,072",10.3
31039,"809",9.1
31041,"1,413",13.4
31043,"3,044",14.8
31045,"1,537",18.8
31047,"3,248",13.7
31049,"226",11.8
31051,"604",10.7
31053,"4,564",12.9
31055,"74,169",14
31057,"256",13.8
31059,"551",10.1
31061,"410",13.6
31063,"353",13.7
31065,"608",12.7
31067,"2,338",11
31069,"293",15.6
31071,"231",11.8
31073,"175",9.1
31075,"68",11
31077,"307",12.7
31079,"8,834",14.7
31081,"622",6.9
31083,"391",11.4
31085,"135",14.5
31087,"397",13.8
31089,"1,281",12.5
31091,"67",9.6
31093,"726",11.5
31095,"829",11.5
31097,"575",13.9
31099,"627",9.6
31101,"964",12
31103,"166",20.5
31105,"428",11.7
31107,"1,229",14.9
31109,"40,146",14
31111,"5,112",14.5
31113,"70",9.4
31115,"91",15.5
31117,"69",13.9
31119,"4,662",13.7
31121,"791",10.4
31123,"669",14
31125,"403",11.7
31127,"900",13.6
31129,"575",13.4
31131,"1,544",10
31133,"324",12.2
31135,"295",10.4
31137,"845",9.5
31139,"707",10
31141,"2,687",8.4
31143,"410",8
31145,"1,227",11.7
31147,"1,142",14.4
31149,"211",15
31151,"1,328",10.1
31153,"8,991",5.3
31155,"1,678",8.2
31157,"5,563",15.6
31159,"1,292",8.2
31161,"826",16
31163,"366",12.1
31165,"208",16
31167,"557",9.2
31169,"541",10.7
31171,"105",15.4
31173,"2,338",34
31175,"511",12.3
31177,"1,450",7.4
31179,"1,132",13.6
31181,"450",12.7
31183,"96",12.6
31185,"1,388",10.6
32000,"430,447",15.4
32001,"3,107",13.2
32003,"318,965",15.6
32005,"4,861",10.3
32007,"5,581",10.8
32009,"115",14
32011,"197",9.8
32013,"1,819",10.7
32015,"656",11
32017,"741",15.1
32019,"7,039",13.7
32021,"843",19
32023,"7,019",16.8
32027,"931",18.5
32029,"327",8.4
32031,"67,110",15.4
32033,"1,195",13.7
32510,"9,940",19.3
33000,"117,822",9.2
33001,"5,922",10
33003,"5,003",10.7
33005,"8,467",11.8
33007,"4,508",14.9
33009,"9,584",11.6
33011,"34,507",8.7
33013,"13,390",9.5
33015,"18,267",6.1
33017,"13,735",11.8
33019,"4,437",10.4
34000,"972,441",11.1
34001,"40,761",15.1
34003,"70,557",7.6
34005,"31,331",7.2
34007,"65,551",13
34009,"12,080",13
34011,"28,287",19.5
34013,"130,059",16.7
34015,"23,626",8.2
34017,"117,129",17.7
34019,"5,742",4.7
34021,"41,715",11.8
34023,"67,331",8.3
34025,"51,001",8.2
34027,"24,782",5
34029,"68,832",11.9
34031,"90,553",18.2
34033,"8,307",13.1
34035,"16,496",5
34037,"8,875",6.2
34039,"60,679",11.1
34041,"8,747",8.3
35000,"420,388",20.6
35001,"124,091",18.7
35003,"783",22.2
35005,"14,988",23.4
35006,"7,162",28.8
35007,"2,510",20.5
35009,"9,472",19.2
35011,"374",20.6
35013,"58,462",27.9
35015,"7,863",14.1
35017,"5,437",19.1
35019,"1,006",25.8
35021,"101",14.8
35023,"1,099",24.5
35025,"11,231",16.6
35027,"3,933",20.1
35028,"743",4.2
35029,"7,386",30.6
35031,"26,327",35.8
35033,"1,108",24.2
35035,"12,658",20.2
35037,"2,018",23.9
35039,"9,503",24.1
35041,"4,415",24
35043,"17,264",12.6
35045,"25,680",21
35047,"6,948",25.5
35049,"20,700",14.2
35051,"2,627",23.8
35053,"5,194",31
35055,"6,317",19.2
35057,"4,130",27.6
35059,"704",19.4
35061,"18,156",24.5
36000,"3,082,613",16
36001,"39,589",13.5
36003,"7,943",18.3
36005,"440,989",31.5
36007,"32,100",17.2
36009,"12,350",16.2
36011,"9,488",12.7
36013,"24,433",19.3
36015,"15,101",18.2
36017,"8,078",16.7
36019,"12,419",16.6
36021,"7,023",11.6
36023,"6,206",13.8
36025,"6,400",14.4
36027,"28,417",10.2
36029,"136,135",15.2
36031,"4,356",12
36033,"8,393",18.5
36035,"9,444",17.8
36037,"6,841",12
36039,"4,989",11.1
36041,"537",11.4
36043,"10,279",16.5
36045,"17,009",15.1
36047,"607,086",23.4
36049,"3,833",14.3
36051,"8,640",14.7
36053,"7,962",11.8
36055,"103,280",14.2
36057,"9,248",18.9
36059,"89,120",6.7
36061,"280,877",17.7
36063,"28,129",13.4
36065,"38,971",17.7
36067,"72,873",16.1
36069,"12,241",11.5
36071,"49,122",13.4
36073,"6,129",15.5
36075,"22,618",19.6
36077,"10,606",18.9
36079,"6,144",6.3
36081,"352,481",15.4
36083,"19,990",13
36085,"67,827",14.5
36087,"46,955",14.7
36089,"18,981",18.9
36091,"15,977",7.2
36093,"20,089",13.2
36095,"4,790",15.9
36097,"2,786",15.4
36099,"4,560",14.2
36101,"16,098",16.6
36103,"113,319",7.7
36105,"11,968",16.3
36107,"5,644",11.4
36109,"17,123",18.7
36111,"23,615",13.7
36113,"8,572",13.3
36115,"8,607",14.6
36117,"11,678",12.9
36119,"98,067",10.4
36121,"4,608",12.3
36123,"3,481",14.5
37000,"1,663,954",17.2
37001,"27,115",17.9
37003,"5,923",16.4
37005,"2,205",20.5
37007,"5,860",25
37009,"5,629",20.9
37011,"3,041",19.8
37013,"8,863",18.8
37015,"5,212",27.7
37017,"8,750",25.6
37019,"18,438",15.7
37021,"33,936",13.9
37023,"17,732",20.5
37025,"23,213",12.2
37027,"15,102",18.8
37029,"1,002",9.7
37031,"9,945",14.7
37033,"4,317",19.9
37035,"24,642",16.2
37037,"9,404",13.9
37039,"5,620",21
37041,"3,310",23.2
37043,"1,935",18.5
37045,"20,081",21.1
37047,"13,119",24.3
37049,"16,289",16.4
37051,"55,792",17.6
37053,"2,758",11.2
37055,"3,831",11
37057,"27,440",16.9
37059,"5,681",13.8
37061,"16,419",27.7
37063,"46,899",16.6
37065,"13,925",25.9
37067,"69,871",19.7
37069,"9,401",15.4
37071,"34,776",16.7
37073,"1,794",15.6
37075,"1,754",20.6
37077,"8,664",15.9
37079,"5,311",28.3
37081,"86,041",17.3
37083,"12,128",23.5
37085,"25,281",20.5
37087,"8,961",15.2
37089,"14,185",12.9
37091,"5,632",25.8
37093,"9,897",19.5
37095,"1,080",21.9
37097,"20,917",12.7
37099,"8,748",23.5
37101,"27,504",15.3
37103,"2,213",22.2
37105,"10,830",18.5
37107,"12,806",22.1
37109,"12,626",16
37111,"7,685",17.6
37113,"6,061",18.1
37115,"3,972",19.9
37117,"4,584",19.7
37119,"151,386",15.2
37121,"2,894",19.2
37123,"5,564",21.1
37125,"14,281",15.5
37127,"16,796",18.2
37129,"37,908",18
37131,"5,117",25.8
37133,"24,618",14.3
37135,"18,514",14.1
37137,"2,184",17.9
37139,"6,978",18.8
37141,"8,502",15.4
37143,"2,293",17.1
37145,"7,236",18.7
37147,"39,398",23.4
37149,"2,942",14.7
37151,"23,570",16.7
37153,"11,033",24.7
37155,"43,106",33.1
37157,"17,540",19.4
37159,"24,137",18
37161,"14,045",21.5
37163,"18,218",29
37165,"9,569",28.9
37167,"9,685",16.5
37169,"6,355",13.8
37171,"13,633",18.9
37173,"2,716",19.3
37175,"5,203",16.2
37177,"1,018",28.3
37179,"23,279",10.8
37181,"11,896",27
37183,"112,936",11.5
37185,"4,371",22.8
37187,"3,334",26.8
37189,"12,227",26.2
37191,"28,355",23.3
37193,"15,885",23.4
37195,"19,057",23.9
37197,"6,430",17.2
37199,"3,590",20.6
38000,"79,203",11.1
38001,"236",10.2
38003,"1,097",10.3
38005,"2,025",29.9
38007,"69",7.7
38009,"618",9.7
38011,"238",7.4
38013,"185",8.3
38015,"7,160",8.2
38017,"18,221",11.3
38019,"341",9
38021,"566",11.7
38023,"197",8.3
38025,"412",9.5
38027,"244",10.7
38029,"443",13.2
38031,"265",8
38033,"189",10.7
38035,"11,010",16.7
38037,"376",16.1
38039,"214",9.5
38041,"276",11.1
38043,"341",14.1
38045,"395",9.7
38047,"223",11.9
38049,"726",12.3
38051,"348",13
38053,"934",8.6
38055,"952",10.1
38057,"629",7.3
38059,"2,678",9.2
38061,"899",9.3
38063,"319",10.8
38065,"194",10.6
38067,"621",8.9
38069,"479",11.6
38071,"1,360",12.3
38073,"438",8.4
38075,"195",7.7
38077,"1,488",9.7
38079,"4,560",31.6
38081,"281",7.3
38083,"213",16.1
38085,"1,457",33.6
38087,"72",9.4
38089,"2,259",7.6
38091,"138",7.1
38093,"2,255",11.6
38095,"247",10.9
38097,"682",8.9
38099,"1,172",10.9
38101,"5,644",8.5
38103,"448",10.9
38105,"2,174",6.9
39000,"1,778,288",15.8
39001,"6,864",24.8
39003,"17,839",18
39005,"7,400",14.6
39007,"20,547",21.5
39009,"16,630",29.9
39011,"3,744",8.3
39013,"10,537",16.1
39015,"6,503",15
39017,"52,128",14.4
39019,"3,742",13.5
39021,"4,309",11.3
39023,"24,315",18.2
39025,"22,370",11.2
39027,"5,584",13.7
39029,"16,171",15.9
39031,"6,527",18.1
39033,"6,441",15.4
39035,"241,829",19.6
39037,"6,281",12.2
39039,"4,392",11.7
39041,"8,952",4.8
39043,"10,343",13.9
39045,"14,147",9.6
39047,"4,440",15.8
39049,"208,629",17.3
39051,"4,414",10.5
39053,"7,667",26.1
39055,"7,299",7.8
39057,"20,447",13.2
39059,"6,729",17.2
39061,"138,939",17.6
39063,"9,313",12.7
39065,"5,586",19
39067,"2,578",16.9
39069,"2,808",10.2
39071,"8,199",19.3
39073,"4,944",17.5
39075,"5,348",12.4
39077,"7,759",13.4
39079,"6,450",20
39081,"13,050",20
39083,"8,724",15.1
39085,"20,156",8.9
39087,"10,643",17.5
39089,"22,272",13.5
39091,"7,637",17
39093,"43,499",14.7
39095,"87,923",20.7
39097,"4,890",12.6
39099,"42,601",18.9
39101,"12,683",21.3
39103,"12,230",7
39105,"5,199",22.6
39107,"3,577",8.9
39109,"10,920",10.6
39111,"2,232",15.7
39113,"101,914",19.7
39115,"2,646",18.1
39117,"4,197",12.1
39119,"15,955",19.1
39121,"1,888",16.3
39123,"4,110",10.1
39125,"2,320",12.3
39127,"6,276",17.8
39129,"6,833",13.2
39131,"6,061",21.9
39133,"21,810",14.2
39135,"5,340",13
39137,"2,621",7.8
39139,"18,246",15.9
39141,"13,658",19.2
39143,"8,592",14.5
39145,"20,049",27.2
39147,"9,254",17.5
39149,"5,167",10.7
39151,"54,744",14.9
39153,"71,490",13.4
39155,"34,593",17.2
39157,"12,252",13.4
39159,"3,924",7.7
39161,"2,837",10.1
39163,"3,110",23.7
39165,"12,441",5.8
39167,"9,307",15.7
39169,"15,491",13.9
39171,"5,125",14.2
39173,"16,448",13.5
39175,"2,208",10
40000,"623,162",16.6
40001,"5,975",27.2
40003,"783",16.6
40005,"2,826",21.8
40007,"567",10.5
40009,"3,240",15
40011,"1,795",18.4
40013,"8,258",19.1
40015,"6,399",23.5
40017,"9,811",7.7
40019,"7,870",16.5
40021,"9,584",20.6
40023,"4,000",26.8
40025,"410",18
40027,"32,649",12.6
40029,"1,195",20.9
40031,"21,256",18.6
40033,"1,081",17.8
40035,"2,644",19.2
40037,"10,966",15.8
40039,"4,439",15.9
40041,"7,707",18.8
40043,"595",12.4
40045,"491",12
40047,"8,884",14.5
40049,"5,222",19.2
40051,"6,366",12.1
40053,"542",12.3
40055,"1,260",25.2
40057,"667",24.8
40059,"399",10.6
40061,"3,136",24.5
40063,"2,873",23.4
40065,"4,338",17.2
40067,"1,411",23
40069,"2,160",20.1
40071,"8,040",18.2
40073,"1,535",10
40075,"1,745",19.1
40077,"2,087",20.7
40079,"11,499",24
40081,"5,089",14.9
40083,"5,990",13.8
40085,"1,204",12.5
40087,"3,788",10.2
40089,"6,805",20.9
40091,"4,429",22.4
40093,"898",11.8
40095,"2,858",18
40097,"7,085",17.6
40099,"2,026",15.1
40101,"14,708",22.2
40103,"1,522",13.4
40105,"1,660",16.1
40107,"2,791",25
40109,"134,346",17.9
40111,"8,073",21.5
40113,"7,670",16.6
40115,"6,863",22.1
40117,"2,494",15.4
40119,"17,109",23.7
40121,"9,134",21.7
40123,"6,270",17.3
40125,"11,971",17.5
40127,"2,538",23.1
40129,"459",12.3
40131,"8,828",10
40133,"6,114",24.7
40135,"11,377",27.9
40137,"6,779",15.5
40139,"2,887",13.6
40141,"1,747",23.8
40143,"91,246",14.8
40145,"7,390",9.8
40147,"7,073",13.9
40149,"1,561",13.9
40151,"1,181",14.3
40153,"2,495",12.3
41000,"637,156",16.4
41001,"3,232",20.6
41003,"15,545",18.9
41005,"37,450",9.5
41007,"5,672",15.4
41009,"5,880",12
41011,"12,144",19.8
41013,"3,809",18.3
41015,"3,780",17.1
41017,"22,298",13.2
41019,"21,001",19.9
41021,"223",11.7
41023,"1,190",16.8
41025,"1,489",21.3
41027,"3,298",14.6
41029,"37,566",18.1
41031,"4,513",21.2
41033,"16,921",20.6
41035,"14,092",21.9
41037,"1,429",19.3
41039,"64,722",18.4
41041,"8,628",18.8
41043,"22,559",19.1
41045,"7,756",28.7
41047,"56,064",17.7
41049,"1,824",16.3
41051,"141,562",18.6
41053,"10,721",14.1
41055,"241",14.2
41057,"4,347",17.5
41059,"13,041",18
41061,"4,418",17.7
41063,"1,063",15.8
41065,"4,192",16.8
41067,"69,403",12.5
41069,"315",23.3
41071,"14,772",15.4
42000,"1,679,008",13.6
42001,"10,492",10.8
42003,"157,151",13.1
42005,"9,259",13.8
42007,"19,507",11.7
42009,"6,544",13.6
42011,"57,336",14.3
42013,"18,367",15
42015,"7,884",12.9
42017,"40,794",6.6
42019,"16,152",8.9
42021,"20,177",15.3
42023,"673",14.2
42025,"8,227",13
42027,"24,881",17.9
42029,"36,496",7.3
42031,"5,641",15.1
42033,"12,401",16.5
42035,"6,416",17.4
42037,"8,919",14.3
42039,"12,421",14.9
42041,"20,894",9.1
42043,"35,668",13.4
42045,"59,610",11
42047,"3,220",10.5
42049,"43,476",16.4
42051,"26,438",20.2
42053,"1,099",21.9
42055,"17,932",11.9
42057,"1,925",13.3
42059,"5,718",16.5
42061,"6,151",15.1
42063,"13,966",17
42065,"5,807",13.3
42067,"3,001",12.3
42069,"31,412",15.4
42071,"54,499",10.5
42073,"11,441",13.2
42075,"14,442",10.9
42077,"44,744",12.8
42079,"48,547",15.8
42081,"17,789",16
42083,"6,544",16.6
42085,"15,793",14.6
42087,"7,490",16.3
42089,"21,663",13.3
42091,"56,743",7.1
42093,"2,003",11.2
42095,"29,019",10
42097,"14,358",15.9
42099,"3,919",8.7
42101,"389,485",25.8
42103,"5,893",10.6
42105,"2,427",14.3
42107,"18,623",13.5
42109,"4,956",13.1
42111,"9,641",13.5
42113,"894",14.4
42115,"5,301",12.8
42117,"6,551",16.3
42119,"4,839",13.4
42121,"8,528",16.2
42123,"5,631",14.1
42125,"21,640",10.7
42127,"6,610",13.9
42129,"35,717",10.1
42131,"2,993",10.9
42133,"44,232",10.2
44000,"149,825",14.8
44001,"3,696",8
44003,"15,259",9.3
44005,"7,566",9.5
44007,"110,850",18.3
44009,"12,453",10.4
45000,"838,065",17.9
45001,"5,178",21.4
45003,"26,875",16.6
45005,"3,328",39.9
45007,"31,752",16.7
45009,"4,209",29.7
45011,"5,843",27
45013,"22,025",12.9
45015,"26,592",13.7
45017,"2,841",19.3
45019,"62,336",16.8
45021,"12,295",22.3
45023,"7,209",22.5
45025,"11,991",26.4
45027,"8,793",27
45029,"8,566",23
45031,"16,800",25.3
45033,"9,141",29.8
45035,"18,717",12.8
45037,"4,122",17.5
45039,"5,231",23.1
45041,"26,454",19.5
45043,"11,811",19.6
45045,"69,140",14.7
45047,"14,844",22.1
45049,"4,469",23.8
45051,"52,066",17.6
45053,"6,285",24.5
45055,"10,894",17.4
45057,"15,925",19.7
45059,"13,557",21.1
45061,"4,548",27.8
45063,"37,932",13.8
45065,"2,105",24.6
45067,"9,517",30.1
45069,"7,700",31.4
45071,"7,084",19.4
45073,"12,986",17.5
45075,"26,705",30.8
45077,"22,174",19.5
45079,"59,816",16.1
45081,"4,072",20.6
45083,"50,359",17.7
45085,"24,393",23.2
45087,"5,376",19.6
45089,"8,838",28.3
45091,"35,172",14.6
46000,"115,906",14.1
46003,"287",10.8
46005,"2,685",15.1
46007,"1,182",34.8
46009,"848",15.2
