"state_county_fips","POVALL_2014"
29143,"4,160"
29145,"8,198"
29147,"3,949"
29149,"2,560"
29151,"1,358"
29153,"2,098"
29155,"4,998"
29157,"2,194"
29159,"7,239"
29161,"9,019"
29163,"3,058"
29165,"6,487"
29167,"5,348"
29169,"6,899"
29171,"888"
29173,"1,186"
29175,"4,131"
29177,"3,456"
29179,"1,382"
29181,"3,466"
29183,"25,281"
29185,"2,002"
29186,"2,310"
29187,"11,974"
29189,"93,882"
29195,"3,574"
29197,"779"
29199,"774"
29201,"7,972"
29203,"2,324"
29205,"979"
29207,"5,577"
29209,"4,973"
29211,"1,113"
29213,"9,819"
29215,"5,097"
29217,"3,558"
29219,"4,222"
29221,"6,088"
29223,"3,504"
29225,"6,386"
29227,"313"
29229,"4,096"
29510,"88,571"
30000,"151,915"
30001,"1,343"
30003,"4,016"
30005,"1,643"
30007,"653"
30009,"1,315"
30011,"161"
30013,"11,403"
30015,"1,129"
30017,"1,279"
30019,"189"
30021,"1,052"
30023,"1,451"
30025,"245"
30027,"1,640"
30029,"12,776"
30031,"13,071"
30033,"198"
30035,"4,259"
30037,"165"
30039,"458"
30041,"2,845"
30043,"1,184"
30045,"290"
30047,"6,541"
30049,"7,736"
30051,"432"
30053,"3,622"
30055,"257"
30057,"976"
30059,"321"
30061,"731"
30063,"17,216"
30065,"866"
30067,"2,310"
30069,"85"
30071,"648"
30073,"1,221"
30075,"214"
30077,"1,083"
30079,"138"
30081,"7,013"
30083,"949"
30085,"2,653"
30087,"1,892"
30089,"2,316"
30091,"370"
30093,"6,575"
30095,"776"
30097,"431"
30099,"817"
30101,"762"
30103,"91"
30105,"935"
30107,"397"
30109,"128"
30111,"18,645"
31000,"225,054"
31001,"3,746"
31003,"885"
31005,"46"
31007,"95"
31009,"79"
31011,"540"
31013,"1,274"
31015,"276"
31017,"372"
31019,"5,738"
31021,"683"
31023,"745"
31025,"1,726"
31027,"878"
31029,"363"
31031,"757"
31033,"902"
31035,"702"
31037,"1,072"
31039,"809"
31041,"1,413"
31043,"3,044"
31045,"1,537"
31047,"3,248"
31049,"226"
31051,"604"
31053,"4,564"
31055,"74,169"
31057,"256"
31059,"551"
31061,"410"
31063,"353"
31065,"608"
31067,"2,338"
31069,"293"
31071,"231"
31073,"175"
31075,"68"
31077,"307"
31079,"8,834"
31081,"622"
31083,"391"
31085,"135"
31087,"397"
31089,"1,281"
31091,"67"
31093,"726"
31095,"829"
31097,"575"
31099,"627"
31101,"964"
31103,"166"
31105,"428"
31107,"1,229"
31109,"40,146"
31111,"5,112"
31113,"70"
31115,"91"
31117,"69"
31119,"4,662"
31121,"791"
31123,"669"
31125,"403"
31127,"900"
31129,"575"
31131,"1,544"
31133,"324"
31135,"295"
31137,"845"
31139,"707"
31141,"2,687"
31143,"410"
31145,"1,227"
31147,"1,142"
31149,"211"
31151,"1,328"
31153,"8,991"
31155,"1,678"
31157,"5,563"
31159,"1,292"
31161,"826"
31163,"366"
31165,"208"
31167,"557"
31169,"541"
31171,"105"
31173,"2,338"
31175,"511"
31177,"1,450"
31179,"1,132"
31181,"450"
31183,"96"
31185,"1,388"
32000,"430,447"
32001,"3,107"
32003,"318,965"
32005,"4,861"
32007,"5,581"
32009,"115"
32011,"197"
32013,"1,819"
32015,"656"
32017,"741"
32019,"7,039"
32021,"843"
32023,"7,019"
32027,"931"
32029,"327"
32031,"67,110"
32033,"1,195"
32510,"9,940"
33000,"117,822"
33001,"5,922"
33003,"5,003"
33005,"8,467"
33007,"4,508"
33009,"9,584"
33011,"34,507"
33013,"13,390"
33015,"18,267"
33017,"13,735"
33019,"4,437"
34000,"972,441"
34001,"40,761"
34003,"70,557"
34005,"31,331"
34007,"65,551"
34009,"12,080"
34011,"28,287"
34013,"130,059"
34015,"23,626"
34017,"117,129"
34019,"5,742"
34021,"41,715"
34023,"67,331"
34025,"51,001"
34027,"24,782"
34029,"68,832"
34031,"90,553"
34033,"8,307"
34035,"16,496"
34037,"8,875"
34039,"60,679"
34041,"8,747"
35000,"420,388"
35001,"124,091"
35003,"783"
35005,"14,988"
35006,"7,162"
35007,"2,510"
35009,"9,472"
35011,"374"
35013,"58,462"
35015,"7,863"
35017,"5,437"
35019,"1,006"
35021,"101"
35023,"1,099"
35025,"11,231"
35027,"3,933"
35028,"743"
35029,"7,386"
35031,"26,327"
35033,"1,108"
35035,"12,658"
35037,"2,018"
35039,"9,503"
35041,"4,415"
35043,"17,264"
35045,"25,680"
35047,"6,948"
35049,"20,700"
35051,"2,627"
35053,"5,194"
35055,"6,317"
35057,"4,130"
35059,"704"
35061,"18,156"
36000,"3,082,613"
36001,"39,589"
36003,"7,943"
36005,"440,989"
36007,"32,100"
36009,"12,350"
36011,"9,488"
36013,"24,433"
36015,"15,101"
36017,"8,078"
36019,"12,419"
36021,"7,023"
36023,"6,206"
36025,"6,400"
36027,"28,417"
36029,"136,135"
36031,"4,356"
36033,"8,393"
36035,"9,444"
36037,"6,841"
36039,"4,989"
36041,"537"
36043,"10,279"
36045,"17,009"
36047,"607,086"
36049,"3,833"
36051,"8,640"
36053,"7,962"
36055,"103,280"
36057,"9,248"
36059,"89,120"
36061,"280,877"
36063,"28,129"
36065,"38,971"
36067,"72,873"
36069,"12,241"
36071,"49,122"
36073,"6,129"
36075,"22,618"
36077,"10,606"
36079,"6,144"
36081,"352,481"
36083,"19,990"
36085,"67,827"
36087,"46,955"
36089,"18,981"
36091,"15,977"
36093,"20,089"
36095,"4,790"
36097,"2,786"
36099,"4,560"
36101,"16,098"
36103,"113,319"
36105,"11,968"
36107,"5,644"
36109,"17,123"
36111,"23,615"
36113,"8,572"
36115,"8,607"
36117,"11,678"
36119,"98,067"
36121,"4,608"
36123,"3,481"
37000,"1,663,954"
37001,"27,115"
37003,"5,923"
37005,"2,205"
37007,"5,860"
37009,"5,629"
37011,"3,041"
37013,"8,863"
37015,"5,212"
37017,"8,750"
37019,"18,438"
37021,"33,936"
37023,"17,732"
37025,"23,213"
37027,"15,102"
37029,"1,002"
37031,"9,945"
37033,"4,317"
37035,"24,642"
37037,"9,404"
37039,"5,620"
37041,"3,310"
37043,"1,935"
37045,"20,081"
37047,"13,119"
37049,"16,289"
37051,"55,792"
37053,"2,758"
37055,"3,831"
37057,"27,440"
37059,"5,681"
37061,"16,419"
37063,"46,899"
37065,"13,925"
37067,"69,871"
37069,"9,401"
37071,"34,776"
37073,"1,794"
37075,"1,754"
37077,"8,664"
37079,"5,311"
37081,"86,041"
37083,"12,128"
37085,"25,281"
37087,"8,961"
37089,"14,185"
37091,"5,632"
37093,"9,897"
37095,"1,080"
37097,"20,917"
37099,"8,748"
37101,"27,504"
37103,"2,213"
37105,"10,830"
37107,"12,806"
37109,"12,626"
37111,"7,685"
37113,"6,061"
37115,"3,972"
37117,"4,584"
37119,"151,386"
37121,"2,894"
37123,"5,564"
37125,"14,281"
37127,"16,796"
37129,"37,908"
37131,"5,117"
37133,"24,618"
37135,"18,514"
37137,"2,184"
37139,"6,978"
37141,"8,502"
37143,"2,293"
37145,"7,236"
37147,"39,398"
37149,"2,942"
37151,"23,570"
37153,"11,033"
37155,"43,106"
37157,"17,540"
37159,"24,137"
37161,"14,045"
37163,"18,218"
37165,"9,569"
37167,"9,685"
37169,"6,355"
37171,"13,633"
37173,"2,716"
37175,"5,203"
37177,"1,018"
37179,"23,279"
37181,"11,896"
37183,"112,936"
37185,"4,371"
37187,"3,334"
37189,"12,227"
37191,"28,355"
37193,"15,885"
37195,"19,057"
37197,"6,430"
37199,"3,590"
38000,"79,203"
38001,"236"
38003,"1,097"
38005,"2,025"
38007,"69"
38009,"618"
38011,"238"
38013,"185"
38015,"7,160"
38017,"18,221"
38019,"341"
38021,"566"
38023,"197"
38025,"412"
38027,"244"
38029,"443"
38031,"265"
38033,"189"
38035,"11,010"
38037,"376"
38039,"214"
38041,"276"
38043,"341"
38045,"395"
38047,"223"
38049,"726"
38051,"348"
38053,"934"
38055,"952"
38057,"629"
38059,"2,678"
38061,"899"
38063,"319"
38065,"194"
38067,"621"
38069,"479"
38071,"1,360"
38073,"438"
38075,"195"
38077,"1,488"
38079,"4,560"
38081,"281"
38083,"213"
38085,"1,457"
38087,"72"
38089,"2,259"
38091,"138"
38093,"2,255"
38095,"247"
38097,"682"
38099,"1,172"
38101,"5,644"
38103,"448"
38105,"2,174"
39000,"1,778,288"
39001,"6,864"
39003,"17,839"
39005,"7,400"
39007,"20,547"
39009,"16,630"
39011,"3,744"
39013,"10,537"
39015,"6,503"
39017,"52,128"
39019,"3,742"
39021,"4,309"
39023,"24,315"
39025,"22,370"
39027,"5,584"
39029,"16,171"
39031,"6,527"
39033,"6,441"
39035,"241,829"
39037,"6,281"
39039,"4,392"
39041,"8,952"
39043,"10,343"
39045,"14,147"
39047,"4,440"
39049,"208,629"
39051,"4,414"
39053,"7,667"
39055,"7,299"
39057,"20,447"
39059,"6,729"
39061,"138,939"
39063,"9,313"
39065,"5,586"
39067,"2,578"
39069,"2,808"
39071,"8,199"
39073,"4,944"
39075,"5,348"
39077,"7,759"
39079,"6,450"
39081,"13,050"
39083,"8,724"
39085,"20,156"
39087,"10,643"
39089,"22,272"
39091,"7,637"
39093,"43,499"
39095,"87,923"
39097,"4,890"
39099,"42,601"
39101,"12,683"
39103,"12,230"
39105,"5,199"
39107,"3,577"
39109,"10,920"
39111,"2,232"
39113,"101,914"
39115,"2,646"
39117,"4,197"
39119,"15,955"
39121,"1,888"
39123,"4,110"
39125,"2,320"
39127,"6,276"
39129,"6,833"
39131,"6,061"
39133,"21,810"
39135,"5,340"
39137,"2,621"
39139,"18,246"
39141,"13,658"
39143,"8,592"
39145,"20,049"
39147,"9,254"
39149,"5,167"
39151,"54,744"
39153,"71,490"
39155,"34,593"
39157,"12,252"
39159,"3,924"
39161,"2,837"
39163,"3,110"
39165,"12,441"
39167,"9,307"
39169,"15,491"
39171,"5,125"
39173,"16,448"
39175,"2,208"
40000,"623,162"
40001,"5,975"
40003,"783"
40005,"2,826"
40007,"567"
40009,"3,240"
40011,"1,795"
40013,"8,258"
40015,"6,399"
40017,"9,811"
40019,"7,870"
40021,"9,584"
40023,"4,000"
40025,"410"
40027,"32,649"
40029,"1,195"
40031,"21,256"
40033,"1,081"
40035,"2,644"
40037,"10,966"
40039,"4,439"
40041,"7,707"
40043,"595"
40045,"491"
40047,"8,884"
40049,"5,222"
40051,"6,366"
40053,"542"
40055,"1,260"
40057,"667"
40059,"399"
40061,"3,136"
40063,"2,873"
40065,"4,338"
40067,"1,411"
40069,"2,160"
40071,"8,040"
40073,"1,535"
40075,"1,745"
40077,"2,087"
40079,"11,499"
40081,"5,089"
40083,"5,990"
40085,"1,204"
40087,"3,788"
40089,"6,805"
40091,"4,429"
40093,"898"
40095,"2,858"
40097,"7,085"
40099,"2,026"
40101,"14,708"
40103,"1,522"
40105,"1,660"
40107,"2,791"
40109,"134,346"
40111,"8,073"
40113,"7,670"
40115,"6,863"
40117,"2,494"
40119,"17,109"
40121,"9,134"
40123,"6,270"
40125,"11,971"
40127,"2,538"
40129,"459"
40131,"8,828"
40133,"6,114"
40135,"11,377"
40137,"6,779"
40139,"2,887"
40141,"1,747"
40143,"91,246"
40145,"7,390"
40147,"7,073"
40149,"1,561"
40151,"1,181"
40153,"2,495"
41000,"637,156"
41001,"3,232"
41003,"15,545"
41005,"37,450"
41007,"5,672"
41009,"5,880"
41011,"12,144"
41013,"3,809"
41015,"3,780"
41017,"22,298"
41019,"21,001"
41021,"223"
41023,"1,190"
41025,"1,489"
41027,"3,298"
41029,"37,566"
41031,"4,513"
41033,"16,921"
41035,"14,092"
41037,"1,429"
41039,"64,722"
41041,"8,628"
41043,"22,559"
41045,"7,756"
41047,"56,064"
41049,"1,824"
41051,"141,562"
41053,"10,721"
41055,"241"
41057,"4,347"
41059,"13,041"
41061,"4,418"
41063,"1,063"
41065,"4,192"
41067,"69,403"
41069,"315"
41071,"14,772"
42000,"1,679,008"
42001,"10,492"
42003,"157,151"
42005,"9,259"
42007,"19,507"
42009,"6,544"
42011,"57,336"
42013,"18,367"
42015,"7,884"
42017,"40,794"
42019,"16,152"
42021,"20,177"
42023,"673"
42025,"8,227"
42027,"24,881"
42029,"36,496"
42031,"5,641"
42033,"12,401"
42035,"6,416"
42037,"8,919"
42039,"12,421"
42041,"20,894"
42043,"35,668"
42045,"59,610"
42047,"3,220"
42049,"43,476"
42051,"26,438"
42053,"1,099"
42055,"17,932"
42057,"1,925"
42059,"5,718"
42061,"6,151"
42063,"13,966"
42065,"5,807"
42067,"3,001"
42069,"31,412"
42071,"54,499"
42073,"11,441"
42075,"14,442"
42077,"44,744"
42079,"48,547"
42081,"17,789"
42083,"6,544"
42085,"15,793"
42087,"7,490"
42089,"21,663"
42091,"56,743"
42093,"2,003"
42095,"29,019"
42097,"14,358"
42099,"3,919"
42101,"389,485"
42103,"5,893"
42105,"2,427"
42107,"18,623"
42109,"4,956"
42111,"9,641"
42113,"894"
42115,"5,301"
42117,"6,551"
42119,"4,839"
42121,"8,528"
42123,"5,631"
42125,"21,640"
42127,"6,610"
42129,"35,717"
42131,"2,993"
42133,"44,232"
44000,"149,825"
44001,"3,696"
44003,"15,259"
44005,"7,566"
44007,"110,850"
44009,"12,453"
45000,"838,065"
45001,"5,178"
45003,"26,875"
45005,"3,328"
45007,"31,752"
45009,"4,209"
45011,"5,843"
45013,"22,025"
45015,"26,592"
45017,"2,841"
45019,"62,336"
45021,"12,295"
45023,"7,209"
45025,"11,991"
45027,"8,793"
45029,"8,566"
45031,"16,800"
45033,"9,141"
45035,"18,717"
45037,"4,122"
45039,"5,231"
45041,"26,454"
45043,"11,811"
45045,"69,140"
45047,"14,844"
45049,"4,469"
45051,"52,066"
45053,"6,285"
45055,"10,894"
45057,"15,925"
45059,"13,557"
45061,"4,548"
45063,"37,932"
45065,"2,105"
45067,"9,517"
45069,"7,700"
45071,"7,084"
45073,"12,986"
45075,"26,705"
45077,"22,174"
45079,"59,816"
45081,"4,072"
45083,"50,359"
45085,"24,393"
45087,"5,376"
45089,"8,838"
45091,"35,172"
46000,"115,906"
46003,"287"
46005,"2,685"
46007,"1,182"
46009,"848"
46011,"4,230"
46013,"4,375"
46015,"769"
46017,"841"
46019,"1,605"
46021,"129"
46023,"2,128"
46025,"474"
46027,"2,941"
46029,"2,848"
46031,"1,612"
46033,"876"
46035,"2,351"
46037,"888"
46039,"430"
46041,"1,535"
46043,"330"
46045,"397"
46047,"1,135"
46049,"288"
46051,"725"
46053,"761"
46055,"217"
46057,"607"
46059,"329"
46061,"260"
46063,"137"
46065,"1,853"
46067,"884"
46069,"137"
46071,"1,097"
46073,"283"
46075,"127"
46077,"498"
46079,"1,102"
46081,"3,240"
46083,"2,204"
46085,"953"
46087,"545"
46089,"384"
46091,"540"
46093,"2,712"
46095,"679"
46097,"280"
46099,"20,429"
46101,"772"
46103,"14,908"
46105,"453"
46107,"251"
46109,"2,074"
46111,"329"
46113,"7,398"
46115,"738"
46117,"263"
46119,"91"
46121,"4,671"
46123,"1,068"
46125,"830"
46127,"937"
46129,"849"
46135,"2,849"
46137,"1,257"
47000,"1,165,245"
47001,"11,583"
47003,"8,789"
47005,"3,420"
47007,"3,375"
47009,"18,270"
47011,"17,552"
47013,"8,908"
47015,"2,225"
47017,"5,664"
47019,"13,567"
47021,"5,000"
47023,"3,228"
47025,"7,248"
47027,"1,837"
47029,"9,733"
47031,"8,892"
47033,"2,740"
47035,"9,477"
47037,"128,113"
47039,"2,266"
47041,"3,797"
47043,"7,143"
47045,"7,324"
47047,"5,678"
47049,"4,956"
47051,"6,493"
47053,"9,425"
47055,"4,749"
47057,"4,954"
47059,"11,768"
47061,"3,442"
47063,"14,496"
47065,"54,383"
47067,"1,915"
47069,"5,595"
47071,"5,536"
47073,"10,987"
47075,"4,428"
47077,"5,297"
47079,"6,477"
47081,"4,596"
47083,"1,547"
47085,"3,143"
47087,"2,649"
47089,"9,061"
47091,"4,231"
47093,"77,218"
47095,"2,141"
47097,"6,102"
47099,"9,080"
47101,"2,377"
47103,"5,495"
47105,"6,802"
47107,"8,943"
47109,"6,060"
47111,"4,373"
47113,"19,635"
47115,"5,779"
47117,"4,787"
47119,"13,026"
47121,"2,400"
47123,"9,181"
47125,"25,803"
47127,"774"
47129,"4,492"
47131,"6,348"
47133,"4,097"
47135,"1,813"
47137,"968"
47139,"3,331"
47141,"14,844"
47143,"6,954"
47145,"9,418"
47147,"8,976"
47149,"41,601"
47151,"5,298"
47153,"2,699"
47155,"16,582"
47157,"211,505"
47159,"2,813"
47161,"2,296"
47163,"28,608"
47165,"19,349"
47167,"9,296"
47169,"1,374"
47171,"3,541"
47173,"4,266"
47175,"1,137"
47177,"7,468"
47179,"20,388"
47181,"3,430"
47183,"6,893"
47185,"5,652"
47187,"11,420"
47189,"12,458"
48000,"4,519,548"
48001,"8,970"
48003,"1,858"
48005,"15,136"
48007,"4,280"
48009,"822"
48011,"208"
48013,"7,988"
48015,"3,243"
48017,"1,348"
48019,"2,782"
48021,"11,069"
48023,"643"
48025,"6,261"
48027,"45,622"
48029,"331,898"
48031,"1,283"
48033,"67"
48035,"2,616"
48037,"17,526"
48039,"32,543"
48041,"51,540"
48043,"1,262"
48045,"256"
48047,"2,305"
48049,"6,285"
48051,"2,752"
48053,"6,028"
48055,"6,099"
48057,"3,740"
48059,"2,177"
48061,"143,568"
48063,"2,991"
48065,"513"
48067,"5,707"
48069,"1,489"
48071,"4,036"
48073,"9,635"
48075,"1,235"
48077,"1,382"
48079,"596"
48081,"477"
48083,"1,884"
48085,"62,032"
48087,"572"
48089,"3,258"
48091,"11,248"
48093,"2,625"
48095,"640"
48097,"5,806"
48099,"9,493"
48101,"295"
48103,"459"
48105,"513"
48107,"1,400"
48109,"556"
48111,"877"
48113,"480,160"
48115,"2,357"
48117,"3,631"
48119,"1,029"
48121,"64,947"
48123,"3,391"
48125,"418"
48127,"2,739"
48129,"629"
48131,"2,841"
48133,"3,441"
48135,"19,461"
48137,"422"
48139,"17,299"
48141,"190,846"
48143,"8,049"
48145,"3,589"
48147,"5,267"
48149,"2,663"
48151,"589"
48153,"1,400"
48155,"215"
48157,"59,839"
48159,"1,723"
48161,"3,029"
48163,"3,940"
48165,"2,710"
48167,"44,194"
48169,"1,205"
48171,"3,137"
48173,"111"
48175,"1,135"
48177,"3,684"
48179,"3,028"
48181,"18,475"
48183,"21,713"
48185,"4,490"
48187,"15,074"
48189,"7,604"
48191,"759"
48193,"1,298"
48195,"688"
48197,"731"
48199,"7,106"
48201,"759,184"
48203,"11,071"
48205,"487"
48207,"1,310"
48209,"30,932"
48211,"369"
48213,"15,699"
48215,"275,840"
48217,"7,413"
48219,"3,280"
48221,"6,562"
48223,"7,205"
48225,"5,176"
48227,"5,320"
48229,"834"
48231,"17,603"
48233,"2,994"
48235,"135"
48237,"1,151"
48239,"2,121"
48241,"6,117"
48243,"277"
48245,"50,051"
48247,"1,177"
48249,"8,249"
48251,"20,492"
48253,"3,430"
48255,"2,735"
48257,"15,114"
48259,"3,188"
48261,"71"
48263,"92"
48265,"8,570"
48267,"814"
48269,"28"
48271,"671"
48273,"6,875"
48275,"800"
48277,"9,086"
48279,"3,019"
48281,"2,858"
48283,"1,638"
48285,"2,668"
48287,"2,113"
48289,"2,251"
48291,"12,663"
48293,"4,298"
48295,"371"
48297,"1,697"
48299,"2,868"
48301,"8"
48303,"49,964"
48305,"1,044"
48307,"1,520"
48309,"46,019"
48311,"73"
48313,"2,429"
48315,"2,307"
48317,"674"
48319,"603"
48321,"7,950"
48323,"14,808"
48325,"6,510"
48327,"478"
48329,"15,319"
48331,"4,361"
48333,"802"
48335,"1,451"
48337,"2,836"
48339,"55,864"
48341,"3,208"
48343,"2,345"
48345,"201"
48347,"13,685"
48349,"9,567"
48351,"2,703"
48353,"2,632"
48355,"58,798"
48357,"1,145"
48359,"284"
48361,"13,175"
48363,"5,146"
48365,"3,626"
48367,"11,997"
48369,"1,433"
48371,"2,448"
48373,"7,687"
48375,"24,669"
48377,"1,520"
48379,"1,633"
48381,"12,181"
48383,"417"
48385,"615"
48387,"2,465"
48389,"2,785"
48391,"1,211"
48393,"67"
48395,"3,096"
48397,"5,944"
48399,"1,846"
48401,"8,053"
48403,"1,951"
48405,"1,995"
48407,"5,009"
48409,"10,452"
48411,"1,058"
48413,"427"
48415,"2,218"
48417,"434"
48419,"5,546"
48421,"407"
48423,"38,908"
48425,"1,030"
48427,"21,981"
48429,"1,807"
48431,"154"
48433,"212"
48435,"522"
48437,"1,449"
48439,"291,534"
48441,"20,789"
48443,"168"
48445,"2,469"
48447,"228"
48449,"6,564"
48451,"17,398"
48453,"188,959"
48455,"2,800"
48457,"3,737"
48459,"5,816"
48461,"483"
48463,"5,859"
48465,"10,453"
48467,"8,294"
48469,"14,135"
48471,"13,767"
48473,"6,874"
48475,"1,604"
48477,"4,894"
48479,"85,109"
48481,"6,849"
48483,"682"
48485,"23,210"
48487,"2,000"
48489,"7,209"
48491,"37,898"
48493,"5,029"
48495,"1,041"
48497,"6,044"
48499,"6,348"
48501,"935"
48503,"2,962"
48505,"4,654"
48507,"3,672"
49000,"341,587"
49001,"628"
49003,"5,947"
49005,"16,303"
49007,"3,178"
49009,"88"
49011,"23,606"
49013,"2,328"
49015,"1,360"
49017,"589"
49019,"1,401"
49021,"10,278"
49023,"1,184"
49025,"823"
49027,"1,609"
49029,"488"
49031,"271"
49033,"237"
49035,"128,385"
49037,"4,366"
49039,"4,459"
49041,"2,475"
49043,"2,656"
49045,"4,956"
49047,"3,512"
49049,"69,472"
49051,"1,950"
49053,"19,330"
49055,"383"
49057,"29,322"
50000,"72,294"
50001,"3,260"
50003,"5,035"
50005,"4,139"
50007,"16,626"
50009,"1,196"
50011,"4,362"
50013,"635"
50015,"3,075"
50017,"3,598"
50019,"4,238"
50021,"7,774"
50023,"6,224"
50025,"5,478"
50027,"6,654"
51000,"955,541"
51001,"6,319"
51003,"8,982"
51005,"2,450"
51007,"1,636"
51009,"4,179"
51011,"2,290"
51013,"19,117"
51015,"6,977"
51017,"519"
51019,"7,166"
51021,"834"
51023,"2,544"
51025,"3,205"
51027,"5,095"
51029,"3,376"
51031,"7,883"
51033,"3,206"
51035,"4,998"
51036,"919"
51037,"2,496"
51041,"27,051"
51043,"1,162"
51045,"644"
51047,"5,219"
51049,"1,861"
51051,"3,165"
51053,"3,316"
51057,"1,590"
51059,"75,137"
51061,"4,980"
51063,"2,178"
51065,"1,946"
51067,"8,927"
51069,"6,233"
51071,"2,254"
51073,"3,539"
51075,"1,567"
51077,"2,969"
51079,"1,816"
51081,"2,165"
51083,"6,180"
51085,"6,140"
51087,"34,985"
51089,"10,553"
51091,"328"
51093,"3,633"
51095,"5,680"
51097,"1,060"
51099,"1,878"
51101,"1,409"
51103,"1,491"
51105,"6,161"
51107,"14,077"
51109,"3,920"
51111,"2,565"
51113,"1,598"
51115,"927"
51117,"6,384"
51119,"1,489"
51121,"21,796"
51125,"1,975"
51127,"1,201"
51131,"2,555"
51133,"1,750"
51135,"3,334"
51137,"3,672"
51139,"3,991"
51141,"3,934"
51143,"8,923"
51145,"1,855"
51147,"4,822"
51149,"3,424"
51153,"31,917"
51155,"4,875"
51157,"684"
51159,"1,439"
51161,"7,498"
51163,"2,884"
51165,"8,906"
51167,"4,962"
51169,"4,495"
51171,"5,114"
51173,"6,088"
51175,"2,507"
51177,"11,742"
51179,"7,952"
51181,"878"
51183,"2,185"
51185,"8,003"
51187,"4,289"
51191,"7,734"
51193,"2,603"
51195,"8,134"
51197,"4,493"
51199,"3,617"
51510,"14,266"
51520,"3,696"
51530,"1,056"
51540,"11,276"
51550,"22,416"
51570,"2,015"
51580,"936"
51590,"9,627"
51595,"1,364"
51600,"1,866"
51610,"438"
51620,"1,888"
51630,"4,291"
51640,"1,526"
51650,"20,149"
51660,"12,785"
51670,"4,268"
51678,"1,112"
51680,"17,175"
51683,"4,104"
51685,"1,350"
51690,"3,187"
51700,"29,082"
51710,"49,728"
51720,"856"
51730,"8,256"
51735,"707"
51740,"17,017"
51750,"4,678"
51760,"51,415"
51770,"19,938"
51775,"2,393"
51790,"3,791"
51800,"11,668"
51810,"37,886"
51820,"3,092"
51830,"2,071"
51840,"3,574"
53000,"913,463"
53001,"3,598"
53003,"3,573"
53005,"26,893"
53007,"10,298"
53009,"11,518"
53011,"44,213"
53013,"607"
53015,"20,701"
53017,"6,120"
53019,"1,700"
53021,"14,661"
53023,"310"
53025,"14,508"
53027,"13,322"
53029,"7,964"
53031,"4,183"
53033,"230,750"
53035,"27,550"
53037,"7,459"
53039,"3,029"
53041,"12,695"
53043,"1,274"
53045,"9,040"
53047,"9,427"
53049,"3,606"
53051,"2,868"
53053,"106,432"
53055,"2,018"
53057,"18,627"
53059,"1,421"
53061,"73,930"
53063,"76,910"
53065,"8,368"
53067,"31,197"
53069,"558"
53071,"8,682"
53073,"31,842"
53075,"11,567"
53077,"50,044"
54000,"328,734"
54001,"3,409"
54003,"14,356"
54005,"5,172"
54007,"3,124"
54009,"3,416"
54011,"20,377"
54013,"1,623"
54015,"2,214"
54017,"1,305"
54019,"9,215"
54021,"1,851"
54023,"1,959"
54025,"7,308"
54027,"4,855"
54029,"3,841"
54031,"2,103"
54033,"9,412"
54035,"4,817"
54037,"5,526"
54039,"31,400"
54041,"3,212"
54043,"5,215"
54045,"6,972"
54047,"6,981"
54049,"9,920"
54051,"4,820"
54053,"5,397"
54055,"12,413"
54057,"4,307"
54059,"7,163"
54061,"21,601"
54063,"2,595"
54065,"2,246"
54067,"5,001"
54069,"7,506"
54071,"1,197"
54073,"1,152"
54075,"1,460"
54077,"5,501"
54079,"5,631"
54081,"13,163"
54083,"5,609"
54085,"1,739"
54087,"3,336"
54089,"3,134"
54091,"2,765"
54093,"1,152"
54095,"1,415"
54097,"4,599"
54099,"8,169"
54101,"2,278"
54103,"2,914"
54105,"1,178"
54107,"14,609"
54109,"5,100"
55000,"737,307"
55001,"3,352"
55003,"2,303"
55005,"6,130"
55007,"2,011"
55009,"29,879"
55011,"1,375"
55013,"2,505"
55015,"2,891"
55017,"6,497"
55019,"5,412"
55021,"4,866"
55023,"2,293"
55025,"67,242"
55027,"8,158"
55029,"3,016"
55031,"5,896"
55033,"5,677"
55035,"13,916"
55037,"565"
55039,"9,698"
55041,"1,519"
55043,"7,043"
55045,"3,174"
55047,"2,111"
55049,"2,090"
55051,"903"
55053,"2,698"
55055,"8,594"
55057,"3,274"
55059,"25,089"
55061,"1,807"
55063,"14,121"
55065,"1,952"
55067,"3,033"
55069,"2,982"
55071,"8,558"
55073,"13,287"
55075,"5,417"
55077,"1,929"
55078,"1,295"
55079,"205,183"
55081,"6,394"
55083,"3,887"
55085,"4,391"
55087,"17,857"
55089,"4,276"
55091,"866"
55093,"4,153"
55095,"4,781"
55097,"10,259"
55099,"1,741"
55101,"24,966"
55103,"2,343"
55105,"23,554"
55107,"2,387"
55109,"4,199"
55111,"7,429"
55113,"2,731"
55115,"4,548"
55117,"10,165"
55119,"2,363"
55121,"3,521"
55123,"5,395"
55125,"3,126"
55127,"13,748"
55129,"2,072"
55131,"7,761"
55133,"22,536"
55135,"5,228"
55137,"3,184"
55139,"19,505"
55141,"8,201"
56000,"63,860"
56001,"8,547"
56003,"1,251"
56005,"3,391"
56007,"1,851"
56009,"1,299"
56011,"602"
56013,"5,558"
56015,"1,762"
56017,"513"
56019,"824"
56021,"10,165"
56023,"1,656"
56025,"8,262"
56027,"326"
56029,"3,049"
56031,"1,130"
56033,"2,890"
56035,"675"
56037,"4,346"
56039,"1,751"
56041,"2,081"
56043,"1,030"
56045,"901"
