"state_fips","county_fips","STNAME","CTYNAME","land_area","Natural_Amenities","TOTPOP","CensusRace_H","PCTPOVALL_2014","Income_Dollars","unemployed_2014...Unemployment_rate_2014","MedianHouseholdIncome_UE","PercMino","PercHisp","PercBlk","PercWh","PercAs","PercPIHI","PercAI"
1,1,"Alabama","Autauga County",0.1502600704145,0.78,55395,1514,13.1,"36,419",5.9,54366,0.221265457171225,0.0273309865511328,0.186803863164546,0.778734542828775,0.0108854589764419,0.00101092156331799,0.00496434696272227
1,3,"Alabama","Baldwin County",0.409937682202052,1.82,200111,9130,13,"39,040",6.1,49626,0.128813508502781,0.0456246783035415,0.0956069381493271,0.871186491497219,0.00907996062185487,0.00063964499702665,0.00743587309043481
1,5,"Alabama","Barbour County",0.223255726739205,0.19,26887,1219,25.4,"30,449",10.8,34971,0.497935805407818,0.0453378956372968,0.476289656711422,0.502064194592182,0.00490943578681147,0.00174805668166772,0.00591363856138654
1,7,"Alabama","Bibb County",0.156525097951499,-0.15,22506,474,18.1,"28,314",7.1,39546,0.237403359104239,0.0210610503865636,0.220563405314138,0.762596640895761,0.00222162978761219,0.00128854527681507,0.00422109659646317
1,9,"Alabama","Blount County",0.16440370938,0.23,57719,5042,17.5,"31,464",6.1,45567,0.0401081099811154,0.0873542507666453,0.0181396074083058,0.959891890018885,0.00291065333772241,0.00114347095410523,0.00628909024757879
1,11,"Alabama","Bullock County",0.154681952841001,-1.08,10764,803,35.1,"26,934",9.1,26580,0.730862133036046,0.0746005202526942,0.701226309921962,0.269137866963954,0.00250836120401338,0.00733927907840951,0.00836120401337793
1,13,"Alabama","Butler County",0.191692124895,-1.16,20296,243,25,"32,954",8.6,32512,0.461322428064643,0.0119728025226646,0.440185258178952,0.538677571935357,0.00945999211667324,0.000443437130469058,0.00369530942057548
1,15,"Alabama","Calhoun County",0.154328662627999,0.22,115916,4090,20.5,"32,753",7.9,41123,0.242253010800925,0.0352841712964561,0.210626660685324,0.757746989199075,0.00878222160875116,0.000966216915697574,0.00519341592187446
1,17,"Alabama","Chambers County",0.150586857390365,-0.34,34076,673,21.3,"31,657",6.7,34116,0.417126423289118,0.0197499706538326,0.394999413076652,0.582873576710882,0.00777673435849278,0.000586923347810776,0.00252377039558634
1,19,"Alabama","Cherokee County",0.151938798826766,0.64,26037,393,18.6,"32,034",5.9,38013,0.0704766294119906,0.0150939048277451,0.0463955140761224,0.929523370588009,0.0026500748934209,0.000268848177593425,0.00541537043438184
1,21,"Alabama","Chilton County",0.174812055149001,0.38,43931,3393,18.1,"29,941",6.3,41450,0.128701827866427,0.0772347545013772,0.105506362249892,0.871298172133573,0.0042566752407184,0.00186656347453962,0.00498509025517288
1,23,"Alabama","Choctaw County",0.227715697035334,0.92,13323,103,25,"30,263",9.1,35049,0.433911281242963,0.00773099151842678,0.424078660962246,0.566088718757037,0.0027771522930271,7.50581700818134e-05,0.00195151242212715
1,25,"Alabama","Clarke County",0.308576293434498,1.26,24945,333,24.9,"32,149",12.5,36620,0.459530968129886,0.0133493686109441,0.44237322108639,0.540469031870114,0.00501102425335739,0.000160352776107436,0.00404890759671277
1,27,"Alabama","Clay County",0.151835491852499,0.21,13552,461,19.5,"32,028",7.2,35940,0.171782762691854,0.034017119244392,0.145292207792208,0.828217237308146,0.00273022432113341,0,0.00568181818181818
1,29,"Alabama","Cleburne County",0.141308060648754,0.21,15080,371,17,"30,954",6.7,40418,0.0545755968169761,0.0246021220159151,0.0364721485411141,0.945424403183024,0.00185676392572944,0.000729442970822281,0.00384615384615385
1,31,"Alabama","Coffee County",0.167191942850999,-0.66,50909,3278,16.8,"38,941",6.7,46931,0.235950421340038,0.0643894006953584,0.177296745172759,0.764049578659962,0.0159696713744132,0.00396786422832898,0.0140643108291265
1,33,"Alabama","Colbert County",0.158870838944833,0.7,54543,1392,16.7,"34,616",8.2,43057,0.1917202940799,0.0255211484516803,0.163247346130576,0.8082797059201,0.00507856186861742,0.0005500247511138,0.00621527968758594
1,35,"Alabama","Conecuh County",0.209553543255999,-1,12670,222,30.6,"30,009",10.7,29101,0.479400157853197,0.0175217048145225,0.461720599842147,0.520599842146803,0.00134175217048145,0.000315706393054459,0.00402525651144436
1,37,"Alabama","Coosa County",0.16642186465,1.59,10886,252,18.8,"27,057",8.8,34679,0.339151203380489,0.0231489987139445,0.317563843468675,0.660848796619511,0.00183722212015433,0.00156163880213118,0.00624655520852471
1,39,"Alabama","Covington County",0.256013862746188,-0.17,37914,614,20.8,"31,568",7.8,36149,0.156564857308646,0.0161945455504563,0.129609115366355,0.843435142691354,0.00458933375534103,7.91264440576041e-05,0.00633011552460832
1,41,"Alabama","Crenshaw County",0.150586864688502,-0.91,13977,233,21.2,"34,461",7,34445,0.280460756957859,0.0166702439722401,0.240180296200901,0.719539243042141,0.0184588967589611,0.000930099449094942,0.00457895113400587
1,43,"Alabama","Cullman County",0.191080041017998,0.64,81289,3572,17.2,"35,548",6.1,39922,0.038393878630565,0.0439419847703871,0.0144546002534168,0.961606121369435,0.00515444894143119,0.000492071497988658,0.00599097048801191
1,45,"Alabama","Dale County",0.138198773910461,-0.47,49484,3024,22.4,"33,274",7.2,41940,0.247615390833401,0.061110662032172,0.196790881901221,0.752384609166599,0.0133982701479266,0.00129334734459623,0.00802279524694851
1,47,"Alabama","Dallas County",0.246517364179,-0.18,41711,399,35.2,"31,103",11.6,26602,0.709980580662175,0.00956582196542878,0.695044472681067,0.290019419337825,0.00503464313969936,0.000359617367121383,0.00208578072930402
1,49,"Alabama","DeKalb County",0.197869084693414,-1.6,71065,10096,24,"29,724",6.9,36241,0.0755083374375572,0.142067121649194,0.0212059382255681,0.924491662562443,0.00364455076338563,0.00727502990220221,0.0214732990923802
1,51,"Alabama","Elmore County",0.1634661706885,2.11,80977,2215,14.4,"36,528",5.8,54298,0.240426293885918,0.0273534460402336,0.212183706484557,0.759573706114082,0.0072489719303012,0.00112377588698025,0.00422342146535436
1,53,"Alabama","Escambia County",0.2333438030103,-0.03,37733,785,25.1,"30,755",8.2,37077,0.377865528847428,0.0208040707073384,0.323695439005645,0.622134471152572,0.00280921209551321,0.000530040018021361,0.0341875811623778
1,55,"Alabama","Etowah County",0.138753387069,0.96,103531,3804,19,"33,374",7,39904,0.187740869884382,0.036742618153017,0.155480001159073,0.812259130115618,0.0083936212342197,0.00283007022051366,0.00549593841458114
1,57,"Alabama","Fayette County",0.158567914361,-0.38,16874,244,20.6,"29,890",7.9,35664,0.137845205641816,0.0144601161550314,0.119236695507882,0.862154794358184,0.00331871518312196,5.92627711271779e-05,0.00432618229228399
1,59,"Alabama","Franklin County",0.164303438505988,0.16,31601,5078,23.1,"30,509",7.8,33881,0.0811050283218886,0.160691117369703,0.0456947564950476,0.918894971678111,0.00430366127654188,0.00151893927407361,0.0146197905129585
1,61,"Alabama","Geneva County",0.14174867651503,-0.51,26712,955,23.9,"31,722",6.7,34425,0.128743635819108,0.0357517220724768,0.0970724767894579,0.871256364180892,0.00396825396825397,0.000561545372866128,0.00965858041329739
1,63,"Alabama","Greene County",0.164642146733,-0.04,8553,82,33.2,"31,745",12.6,26504,0.815269496083246,0.00958727931719864,0.804746872442418,0.184730503916754,0.00187068864725827,0,0.00245527884952648
1,65,"Alabama","Hale County",0.163559528575,1.43,15184,190,28.1,"34,953",9.8,33315,0.591873024236038,0.0125131717597471,0.581269757639621,0.408126975763962,0.00256849315068493,6.58587987355111e-05,0.0017781875658588
1,67,"Alabama","Henry County",0.139768993864995,0.07,17190,440,17.3,"35,273",7.4,39930,0.295753344968005,0.0255962769051774,0.273298429319372,0.704246655031995,0.00709714950552647,0.000174520069808028,0.00349040139616056
1,69,"Alabama","Houston County",0.142476594775597,-0.79,104193,3478,20.1,"37,316",6.8,40124,0.299636251955506,0.0333803614446268,0.266735769197547,0.700363748044494,0.00903131688309195,0.000777403472402177,0.00511550679988099
1,71,"Alabama","Jackson County",0.287465416261847,1.25,52665,1509,22,"33,550",7.2,36923,0.0845722965916643,0.0286528054685275,0.0358112598499953,0.915427703408336,0.00527864805848286,0.00117725244469762,0.0159498718313871
1,73,"Alabama","Jefferson County",0.2825943612835,0.51,660793,24828,19.5,"48,582",6.3,44852,0.460131992923654,0.0375730372446439,0.428916468546126,0.539868007076346,0.0159384254978488,0.000606846622164581,0.00335203308751757
1,75,"Alabama","Lamar County",0.152716366317545,-0.85,14086,204,20.6,"30,143",7.1,34553,0.12927729660656,0.014482464858725,0.112523072554309,0.87072270339344,0.000709924747976714,0.000141984949595343,0.00177481186994179
1,77,"Alabama","Lauderdale County",0.183854080366732,0.9,93096,2253,18.7,"33,933",7.2,41324,0.132938042450803,0.0242008249548853,0.104064621466014,0.867061957549197,0.00867921285554696,0.000537080003437312,0.00494113603162327
1,79,"Alabama","Lawrence County",0.182312588597501,0.54,33477,726,16.6,"31,667",8.2,41574,0.219255010903008,0.0216865310511695,0.114138064940108,0.780744989096992,0.00244944290109627,0.000209098784239926,0.0582788182931565
1,81,"Alabama","Lee County",0.153212382131663,-0.24,154255,6089,25.2,"33,064",5.6,41256,0.290590256393634,0.0394735989108943,0.237042559398399,0.709409743606366,0.0330686201419727,0.00102427798126479,0.00424621568182555
1,83,"Alabama","Limestone County",0.154939563813103,-0.42,90787,5261,13.6,"37,435",6.1,51175,0.180290129644112,0.0579488252723408,0.135052375340082,0.819709870355888,0.0141980680053312,0.00172932248009076,0.0082610946501151
1,85,"Alabama","Lowndes County",0.1795258692375,-0.41,10580,130,31.4,"36,082",12.9,30675,0.742155009451796,0.0122873345935728,0.728544423440454,0.257844990548204,0.00236294896030246,0.000283553875236295,0.00283553875236295
1,87,"Alabama","Macon County",0.152223960603001,-0.56,19425,287,32.1,"30,828",9.1,28518,0.833410553410553,0.0147747747747748,0.814671814671815,0.166589446589447,0.00267696267696268,0.000154440154440154,0.00205920205920206
1,89,"Alabama","Madison County",0.207255970127623,-1.25,350299,16472,14.2,"44,517",6.2,58833,0.30620127376898,0.0470226863336749,0.245758623347483,0.69379872623102,0.0260406110208707,0.00120753984453281,0.00840139423749425
1,91,"Alabama","Marengo County",0.243526798849001,-0.72,20110,483,25.6,"37,235",8,32977,0.525609149676778,0.0240179015415216,0.509597215315763,0.474390850323222,0.00288413724515167,0.00198906016907011,0.00268523122824465
1,93,"Alabama","Marion County",0.188206250739403,-0.31,30271,742,20.2,"28,783",8.1,37707,0.0610815632123154,0.0245119090879059,0.0421525552509002,0.938918436787685,0.00284100294010769,0.00066069835816458,0.00346866638036404
1,95,"Alabama","Marshall County",0.158186496086501,0.37,94636,12254,22,"31,796",6.7,36536,0.063200050720656,0.129485608013864,0.0267234456232301,0.936799949279344,0.00723826028149964,0.00257830001268016,0.0107675725939389
