"","state_fips","county_fips","STNAME","CTYNAME","land_area","hail_tot_intensity","tornado_tot_intensity","wind_tot_intensity","highfirerisk"
"297",8,103,"Colorado","Rio Blanco County",0.879873736203468,11,2,1244,0.482654112879278
"298",8,105,"Colorado","Rio Grande County",0.241041725304001,21.26,0,0,0.000462763003640402
"299",8,107,"Colorado","Routt County",0.651541670006402,20.51,1,950,0.15424103429427
"300",8,109,"Colorado","Saguache County",0.843033187517997,34.4,2,176,0.0194349740748632
"303",8,115,"Colorado","Sedgwick County",0.151975063559768,202.72,15,1770,0
"305",8,119,"Colorado","Teller County",0.150272264093501,85.66,6,165,0.118589420654912
"306",8,121,"Colorado","Washington County",0.689049246586502,630.76,38,6955,0
"307",8,123,"Colorado","Weld County",1.10624356553824,863.72,109,9631,3.50304414536232e-05
"308",8,125,"Colorado","Yuma County",0.647076654463567,851.13,44,9219,0
"309",9,1,"Connecticut","Fairfield County",0.182117374839764,64.38,14,12391,0
"310",9,3,"Connecticut","Hartford County",0.210607657141936,129.59,20,11355,0
"311",9,5,"Connecticut","Litchfield County",0.264974145151541,147.21,34,11311,0.000536209002353362
"312",9,7,"Connecticut","Middlesex County",0.107652182766298,34.39,9,3705,0
"313",9,9,"Connecticut","New Haven County",0.173304938575306,55.8,18,9650,4.53226976069616e-05
"314",9,11,"Connecticut","New London County",0.194884539409098,58.28,1,3309,0
"315",9,13,"Connecticut","Tolland County",0.117128495896417,45.53,14,5281,0
"316",9,15,"Connecticut","Windham County",0.146328576733623,37.53,3,3409,0
"317",10,1,"Delaware","Kent County",0.161234990526513,27.02,16,6183,0.000235404896421846
"318",10,3,"Delaware","New Castle County",0.121308841165792,54.29,24,7827,0
"319",10,5,"Delaware","Sussex County",0.262288722929346,35.52,13,7066,5.75241601472619e-05
"320",11,1,"District of Columbia","District of Columbia",0.0183735482206841,18.63,0,6716,0
"321",12,1,"Florida","Alachua County",0.233872947343,115.36,29,8986,0.529982568274259
"322",12,3,"Florida","Baker County",0.143024952800861,36.26,5,2158,0.487970536184053
"323",12,5,"Florida","Bay County",0.214249881474601,45.4,54,3293,0.0271605725397686
"324",12,7,"Florida","Bradford County",0.0727279183914999,36.77,10,2154,0.456316134469519
"325",12,9,"Florida","Brevard County",0.308504383196707,188.64,76,12111,0.226312127668827
"326",12,11,"Florida","Broward County",0.286449110595609,174.11,52,13151,0.197804217005834
"327",12,13,"Florida","Calhoun County",0.139679536584501,21.02,20,1335,0.0154871593805136
"328",12,15,"Florida","Charlotte County",0.175710644596078,36.91,15,1282,0.414043948588444
"329",12,17,"Florida","Citrus County",0.158244403683065,72.16,21,2540,0.280829500936808
"330",12,19,"Florida","Clay County",0.155807956074501,111.59,22,6851,0.388935053575333
"331",12,21,"Florida","Collier County",0.491782868054685,42.42,20,3241,0.355775533409137
"332",12,23,"Florida","Columbia County",0.19448274544895,53.04,6,3769,0.467266085979208
"333",12,27,"Florida","DeSoto County",0.1507718266565,19.75,13,587,0.250253248183219
"334",12,29,"Florida","Dixie County",0.173694900311295,15.64,1,1273,0.198014383989994
"335",12,31,"Florida","Duval County",0.206389000341637,216.72,32,15388,0.100927766732936
"336",12,33,"Florida","Escambia County",0.181886497085805,68.28,55,9361,0.382922501981805
"337",12,35,"Florida","Flagler County",0.122226275516961,65.8,7,6070,0.496395297249335
"338",12,37,"Florida","Franklin County",0.137212390868578,13.76,22,1550,0.0299270435257333
"339",12,39,"Florida","Gadsden County",0.128742994991864,34.15,33,2770,0.339706038981787
"340",12,41,"Florida","Gilchrist County",0.0857682188494999,24.9,4,1629,0.476148969889065
"341",12,43,"Florida","Glades County",0.232364106041001,22.52,5,1594,0.356271031768665
"342",12,45,"Florida","Gulf County",0.138027039374813,15.63,13,972,0.0113013867640527
"343",12,47,"Florida","Hamilton County",0.12627458764156,47.54,5,3022,0.431537294015611
"344",12,49,"Florida","Hardee County",0.1509836109675,22.52,5,475,0.215643049248269
"345",12,51,"Florida","Hendry County",0.2791311131355,28.76,12,1152,0.172616090648877
"346",12,53,"Florida","Hernando County",0.119054105512809,28.89,7,2696,0.292304217717803
"347",12,55,"Florida","Highlands County",0.261229416844999,50.42,20,1109,0.301664460958974
"348",12,57,"Florida","Hillsborough County",0.257521285856385,281.09,70,7821,0.121865752997975
"349",12,59,"Florida","Holmes County",0.11946960539348,12.01,12,2638,0.00310934531007082
"350",12,61,"Florida","Indian River County",0.128019341366279,56.56,10,2122,0.164947379389393
"351",12,63,"Florida","Jackson County",0.233008562762813,44.55,18,4055,0.0274994105163876
"352",12,65,"Florida","Jefferson County",0.149038631242477,25.51,5,2842,0.0585209003215434
"353",12,67,"Florida","Lafayette County",0.1326490730295,10,10,835,0.352436266447369
"354",12,69,"Florida","Lake County",0.2767826422055,99.67,39,3828,0.304153183620836
"355",12,71,"Florida","Lee County",0.208527918423577,105.21,44,3473,0.231429295168134
"356",12,73,"Florida","Leon County",0.170705973319335,133.48,13,12603,0.175632847915915
"357",12,75,"Florida","Levy County",0.278444878963489,48.04,10,2095,0.456127981327952
"358",12,77,"Florida","Liberty County",0.204676365271999,23.13,5,998,0.0390828382617983
"359",12,79,"Florida","Madison County",0.174121619081835,34.28,15,4875,0.261775576000629
"360",12,81,"Florida","Manatee County",0.188166711583261,72.06,34,1672,0.15035014500955
"361",12,83,"Florida","Marion County",0.399537949076499,129.59,42,9841,0.537436730824573
"362",12,85,"Florida","Martin County",0.159835093975732,51.77,14,1315,0.118701751473396
"364",12,87,"Florida","Monroe County",0.319551223153639,10.13,29,4633,0.0608043180470651
"365",12,89,"Florida","Nassau County",0.16325151117287,82.56,6,5372,0.107259894126544
"366",12,91,"Florida","Okaloosa County",0.242507130016182,55.53,52,7643,0.202184246265279
"367",12,93,"Florida","Okeechobee County",0.210659690672501,43.53,16,1469,0.240850096314776
"368",12,95,"Florida","Orange County",0.239469209151,235.9,43,8695,0.247074669584982
"369",12,97,"Florida","Osceola County",0.358090631928001,80.77,21,2895,0.271006558418505
"370",12,99,"Florida","Palm Beach County",0.522784915137222,134.6,63,8914,0.0608612101443779
"371",12,101,"Florida","Pasco County",0.18325424070519,99.84,34,3949,0.252186322221816
"372",12,103,"Florida","Pinellas County",0.077991923027966,105.01,75,5707,0.0150995195607412
"373",12,105,"Florida","Polk County",0.4775547467315,238.46,72,5201,0.354790838326706
"374",12,107,"Florida","Putnam County",0.199471413810999,105.96,14,8189,0.458904808903108
"375",12,109,"Florida","St. Johns County",0.162914071822103,85.06,17,6068,0.359486686452368
"376",12,111,"Florida","St. Lucie County",0.144494047474381,66.53,17,1414,0.0557677264988727
"377",12,113,"Florida","Santa Rosa County",0.280019737165408,68.27,33,8098,0.481401617250673
"378",12,115,"Florida","Sarasota County",0.142844913692431,51.18,42,2394,0.310065991263129
"379",12,117,"Florida","Seminole County",0.082593902496,82.17,21,4459,0.263406682966585
"380",12,119,"Florida","Sumter County",0.1387017344905,28.28,8,1615,0.225042465421014
"381",12,121,"Florida","Suwannee County",0.167953202062159,71.28,24,4986,0.474788549121666
"382",12,123,"Florida","Taylor County",0.255221235888685,28.01,13,2030,0.0870053175854421
"383",12,125,"Florida","Union County",0.0605219096354998,19.5,3,1100,0.554165257580881
"384",12,127,"Florida","Volusia County",0.303820205710627,146.97,57,7426,0.465181430096051
"385",12,129,"Florida","Wakulla County",0.15294824421175,33.77,8,5302,0.14753805633677
"386",12,131,"Florida","Walton County",0.279804544719193,54.54,25,4570,0.0509293315678485
"387",12,133,"Florida","Washington County",0.150071180837,15.77,15,2975,0.0499017502170635
"388",13,1,"Georgia","Appling County",0.126250477582,46.42,7,2755,0.423524887375014
"389",13,3,"Georgia","Atkinson County",0.0845977057260002,28.02,5,2322,0.457765445197095
