"","state_fips","county_fips","CensusRace...STNAME","CensusRace...CTYNAME","land_area","CensusRace...TOT_POP","CensusRace...H","poverty_pct_2014...PCTPOVALL_2014","hail...total_intensity","tornado...total_intensity","wind...total_intensity","natural_amenities...Scale","highfirerisk","PercUnempl","PercMino"
"852",19,125,"Iowa","Marion County",0.158935002656501,33365,630,11.1,146.03,17,8013,-2.28,0,0.0519706279034917,0.0368949497976922
"853",19,127,"Iowa","Marshall County",0.1614055234035,40866,8133,13,130.15,29,7091,-3.7,0,0.0017373856017227,0.0755395683453237
"854",19,129,"Iowa","Mills County",0.122186305655237,14831,391,9.7,127.05,12,4019,-1,0,0.0794956510012811,0.0313532465781134
"855",19,131,"Iowa","Mitchell County",0.134976009522853,10779,127,11.5,98.94,13,3228,-4.1,0,0.0801558586139716,0.0171630021337786
"856",19,133,"Iowa","Monona County",0.19686389233492,8996,177,14.3,148.44,19,4817,-1.03,0,0.103935082258782,0.0296798577145398
"857",19,135,"Iowa","Monroe County",0.120453338514001,8001,190,11.7,55.79,6,2325,-2.36,0,0.1106111736033,0.027246594175728
"858",19,137,"Iowa","Montgomery County",0.1178738286585,10421,360,19.3,104.55,20,3153,-1.67,0,0.0860761923040015,0.0226465790231264
"859",19,139,"Iowa","Muscatine County",0.125414462731181,42903,7397,11.4,117.87,21,7143,-2.37,0,0.000699251800573386,0.053749155070741
"860",19,141,"Iowa","O'Brien County",0.1641012546815,14056,634,10.3,176.36,24,5675,-4.23,0,0.0707171314741036,0.0285287421741605
"861",19,143,"Iowa","Osceola County",0.11489552638554,6218,422,9.1,105.31,19,2890,-3.19,0,0.0802508845287874,0.0250884528787391
"862",19,145,"Iowa","Page County",0.147864713131129,15496,448,14.6,122.07,45,4452,-1.83,0,0.0734383066597832,0.05827310273619
"863",19,147,"Iowa","Palo Alto County",0.163046978518501,9099,191,11.5,121.5,19,3710,-2.29,0,0.0689086712825585,0.0295636883173975
"864",19,149,"Iowa","Plymouth County",0.245959276595636,24874,1008,7.6,233.04,44,7017,-2.69,0.00117294408966506,0.0616306183163142,0.0276594033931012
"865",19,151,"Iowa","Pocahontas County",0.164710655431999,7138,244,12.9,124.36,33,3938,-2.95,0,0.0802745867189689,0.030680862986831
"866",19,153,"Iowa","Polk County",0.1656779642155,459862,36994,13.1,545.82,33,26925,-2.13,0,0.00100682378626631,0.135086178027321
"867",19,155,"Iowa","Pottawattamie County",0.267170715254612,93128,6697,12.3,235.07,35,6528,-1.03,0,0.00748432265269307,0.0482561635598316
"868",19,157,"Iowa","Poweshiek County",0.16415917075,18668,557,12.1,91.44,27,5828,-3.42,0,0.0750482108420827,0.0523891150632098
"869",19,159,"Iowa","Ringgold County",0.148821054260564,5051,100,16.6,106.09,22,4151,-1.9,0,0.0888932884577311,0.0194020985943378
"870",19,161,"Iowa","Sac County",0.163748955598001,10035,281,10.8,117.43,17,3553,-1.45,0,0.0898854010961634,0.018435475834579
"871",19,163,"Iowa","Scott County",0.13103382361781,171387,10734,12.2,155.34,35,14212,-2.39,0,0.00766102446509945,0.132571315210605
"872",19,165,"Iowa","Shelby County",0.165635748211,11948,278,9.6,131.33,13,4110,-2.01,0,0.0761633746233679,0.0226816203548711
"873",19,167,"Iowa","Sioux County",0.220119119832425,34681,3403,7.5,244.25,26,7226,-3.7,0,0.0478648251203829,0.0337648856722701
"874",19,169,"Iowa","Story County",0.161534751808501,94073,2956,19.5,246.4,46,16141,-3.54,0,0.00341224368309717,0.118110403622719
"875",19,171,"Iowa","Tama County",0.203477543976999,17451,1459,12.9,97.37,39,5766,-3.34,0,0.0871010257291846,0.117070654976792
"876",19,173,"Iowa","Taylor County",0.147640395908899,6143,462,13.1,148.46,34,5266,-1.44,0,0.0820446036138694,0.0183949210483477
"877",19,175,"Iowa","Union County",0.1180667339175,12516,345,12.8,106.57,23,5337,-1.83,0,0.0940396292745286,0.0294023649728348
"878",19,177,"Iowa","Van Buren County",0.135490357547683,7468,100,14.4,80.78,27,3791,-1.07,0,0.0840921264059989,0.0191483663631494
"879",19,179,"Iowa","Wapello County",0.120915793235499,35212,3534,16.7,109.25,16,10436,-1.4,0,0.000851982278768602,0.0556344428035897
"880",19,181,"Iowa","Warren County",0.159719957545999,47956,1206,6.3,285.96,27,9102,-2.16,0,0.00125114688464426,0.028004837767954
"881",19,183,"Iowa","Washington County",0.1590346217305,22070,1236,10.2,73.17,15,5198,-3.28,0,0.0635251472587222,0.0306751246035342
"882",19,185,"Iowa","Wayne County",0.145595608860799,6395,106,16.7,86.44,29,3571,-1.9,0,0.0886630179827991,0.0237685691946833
"883",19,187,"Iowa","Webster County",0.203542901391001,36955,1606,16.3,205.51,31,8456,-3.2,0,0.000135299688810716,0.0733324313354079
"884",19,189,"Iowa","Winnebago County",0.115457796794978,10559,414,10.4,100.24,13,4470,-3.81,0,0.086182403636708,0.0399659058622976
"885",19,191,"Iowa","Winneshiek County",0.198217179110928,20768,429,9.4,171.69,11,4506,-4.44,0,0.0743451463790447,0.0298536209553159
"886",19,193,"Iowa","Woodbury County",0.248550841347071,102271,15548,15.2,347.66,41,11847,-1.51,0.000736778037607714,0.00767568518934986,0.110735203527882
"887",19,195,"Iowa","Worth County",0.115591681817489,7624,208,11,94.03,24,3168,-3.51,0,0.0852570828961175,0.0274134312696747
"888",19,197,"Iowa","Wright County",0.165772550928501,12840,1315,12,109.92,21,4634,-3.56,0,0.0792056074766355,0.0282710280373832
"889",20,1,"Kansas","Allen County",0.134028455787501,12909,425,18.2,166.67,14,4042,-1.43,0.000111576011157601,0.0922612131071346,0.0625919900844372
"890",20,3,"Kansas","Anderson County",0.155531815944,7883,134,14.3,148.58,24,3918,-2.42,0.000386156296761114,0.112393758721299,0.0372954458962324
"891",20,5,"Kansas","Atchison County",0.117693557132575,16513,479,17.4,123.68,10,2669,-0.76,0,0.0873251377702416,0.0918670138678617
"892",20,7,"Kansas","Barber County",0.298705927092147,4897,175,12.4,383.92,18,7134,-1.28,0.000991252199340817,0.394118848274454,0.0369614049418011
"893",20,9,"Kansas","Barton County",0.240838372167001,27385,3914,17.8,471.1,52,13491,-0.88,0.00221888868054253,0.0570750410808837,0.0471425963118496
"894",20,11,"Kansas","Bourbon County",0.169404640923617,14772,341,18.4,164.97,14,5393,-1.85,0,0.0825209856485242,0.0757514216084484
"895",20,13,"Kansas","Brown County",0.15588039707819,9815,370,17.3,201.26,27,6400,-2.64,0,0.091492613346918,0.141619969434539
"896",20,15,"Kansas","Butler County",0.383208328694998,66227,2982,11.3,811.17,33,24237,0.58,0.107057427899107,0.00431848037809353,0.0637655336947167
"897",20,17,"Kansas","Chase County",0.207453947655501,2692,109,13.2,154.94,18,4058,-0.88,0.443033854166667,0.558320950965825,0.0390044576523031
"898",20,19,"Kansas","Chautauqua County",0.169394202187619,3481,106,16.4,209.1,-4,7222,0.23,0.226728432829298,0.561620224073542,0.107727664464234
"899",20,21,"Kansas","Cherokee County",0.155278223252937,20787,484,17.4,202.89,29,7275,-0.98,0,0.0736036946168278,0.094770770192909
"900",20,23,"Kansas","Cheyenne County",0.277871051783666,2693,191,11.5,383,-1,10071,-0.14,0,0.499443000371333,0.0256219829186781
"901",20,25,"Kansas","Clark County",0.257058856382987,2144,211,13,470.15,17,6136,0.22,0,0.531716417910448,0.0652985074626866
"902",20,27,"Kansas","Clay County",0.1774175649275,8317,220,10.9,298.03,18,6323,-0.8,0,0.0756282313334135,0.0302993867981243
"903",20,29,"Kansas","Cloud County",0.1946744811315,9385,331,14,414.83,22,10228,-1.49,0,0.0670218433670751,0.0391049547149707
"904",20,31,"Kansas","Coffey County",0.174316933135501,8433,236,10.9,222.49,14,5388,-0.95,0.0919238062403034,0.116921617455235,0.0369975097829954
"905",20,33,"Kansas","Comanche County",0.207582820267452,1954,98,11.4,448.58,22,4903,-1.26,0.00039211492531993,0.576765609007165,0.0271238485158649
"906",20,35,"Kansas","Cowley County",0.297799090779599,35963,3683,15,687.96,31,19490,-1.25,0.247543715643112,0.0526374329171649,0.107833050635375
"907",20,37,"Kansas","Crawford County",0.157066591802847,39290,1999,20.8,204.02,35,7043,-1,0,0.000458131840162891,0.0795876813438534
"908",20,39,"Kansas","Decatur County",0.243479870142477,2908,58,13.9,326.4,18,6607,-0.83,0,0.488651994497937,0.0302613480055021
"909",20,41,"Kansas","Dickinson County",0.229026565021,19394,879,11.1,406.57,23,8380,-0.96,0.00099094932945762,0.0742497679694751,0.0444982984428174
"910",20,43,"Kansas","Doniphan County",0.10844207407165,7874,220,15,86.59,11,2502,-2.07,0,0.0821691643383287,0.0767081534163068
"911",20,45,"Kansas","Douglas County",0.127610961258001,116585,6767,19.4,368.81,41,11891,0.36,0,0.00681905905562465,0.157250075052537
"912",20,47,"Kansas","Edwards County",0.1650271243385,3030,597,10.5,305.88,35,5956,-3.01,0,0.503630363036304,0.0501650165016502
"913",20,49,"Kansas","Elk County",0.1716018823765,2694,103,17.4,146.91,20,3194,0.13,0.249047619047619,0.630660727542687,0.0575352635486266
"914",20,51,"Kansas","Ellis County",0.242193067193,29013,1668,13,448.29,42,10462,-2.31,0,0.0497018577878882,0.0451177058559956
"915",20,53,"Kansas","Ellsworth County",0.193977225294999,6392,379,12.4,358.01,22,7616,-0.19,0.0663422230874051,0.0704005006257822,0.0793178973717146
"916",20,55,"Kansas","Finney County",0.346319508761501,37184,17927,18.8,610.95,46,21366,-0.35,0,0.0466867469879518,0.106174698795181
"917",20,57,"Kansas","Ford County",0.290760055542,34795,18394,15,871.35,32,19651,-0.84,0,0.0498922258945251,0.0836327058485415
"918",20,59,"Kansas","Franklin County",0.154489666881,25611,1006,13.3,229.03,11,7387,-1.97,0.00121992875616064,0.0703213462965132,0.0536488227714654
"919",20,61,"Kansas","Geary County",0.108949027167001,36713,5500,13.9,162.2,8,6385,0.39,0.0831531217300314,0.0531964154386729,0.30351646555716
"920",20,63,"Kansas","Gove County",0.2882445903305,2727,73,10.4,386.47,10,5964,-1.79,0,0.488082141547488,0.0198019801980198
"921",20,65,"Kansas","Graham County",0.243231636250999,2566,82,12,373.91,26,8827,-1.28,0,0.540140296180826,0.0935307872174591
"922",20,67,"Kansas","Grant County",0.151926129829001,7816,3629,10.9,254.36,16,5787,-0.97,0,0.0674257932446264,0.0513050153531218
"923",20,69,"Kansas","Gray County",0.2301244157475,6082,864,8.3,454.27,11,9957,-0.96,0,0.331798750411049,0.0253206182176915
"924",20,71,"Kansas","Greeley County",0.208172884150148,1301,229,10.8,299.32,6,4517,-1.8,0,0.486548808608762,0.0276710222905457
"925",20,73,"Kansas","Greenwood County",0.305677951892999,6328,255,16.9,219.96,12,7401,0.66,0.570846150090328,0.0896017699115044,0.0467762326169406
"926",20,75,"Kansas","Hamilton County",0.26505580696414,2603,878,12.8,351.49,3,6168,-0.59,0,0.47483672685363,0.0464848252016904
"927",20,77,"Kansas","Harper County",0.211020588026544,5818,411,12.9,391.41,35,9518,-1.26,0,0.0819869370917841,0.0429700928154005
"928",20,79,"Kansas","Harvey County",0.1437302885845,34820,3989,12.8,280.87,25,6801,-1.71,0,0.0518380241240666,0.0602527283170592
"929",20,81,"Kansas","Haskell County",0.152623312608,4106,1181,10.7,236.87,21,4944,-0.61,0,0.405017048222114,0.0467608377983439
"930",20,83,"Kansas","Hodgeman County",0.228831664876499,1916,124,8.8,344.26,38,7762,-0.94,0,0.62839248434238,0.0302713987473904
"931",20,85,"Kansas","Jackson County",0.178260123277999,13539,641,10.3,235.54,12,4552,-2.85,0.000298966430340822,0.0840534751458749,0.133392421892311
"932",20,87,"Kansas","Jefferson County",0.150416184501,18855,487,9.4,399.4,33,10545,-1.06,0,0.0797666401485017,0.0402015380535667
"933",20,89,"Kansas","Jewell County",0.249005323148439,3043,74,13.5,349.24,29,5727,-0.2,0.000276999784555723,0.511666118961551,0.0233322379231022
"934",20,91,"Kansas","Johnson County",0.129011938865712,574272,42592,6.6,510.29,18,14107,-1.69,0,0.00084977153683272,0.124942535941157
"935",20,93,"Kansas","Kearny County",0.231364451237497,3915,1163,12.2,384.81,17,7081,-0.36,0,0.431928480204342,0.0464878671775224
"936",20,95,"Kansas","Kingman County",0.2289155093405,7698,241,11.2,423.23,19,9867,-0.77,3.2464370353537e-05,0.0714471291244479,0.0332553910106521
"937",20,97,"Kansas","Kiowa County",0.190876470407,2513,163,12.8,382.79,30,4867,-2.08,0.00992990654205607,0.555909271786709,0.0421806605650617
"938",20,99,"Kansas","Labette County",0.171687814515868,20960,914,18.3,218.71,25,8073,-1.05,0.000516240051624005,0.0799618320610687,0.114312977099237
"939",20,101,"Kansas","Lane County",0.191846546098,1687,108,10.9,283.72,15,4855,-0.9,0,0.5850622406639,0.0497925311203319
"940",20,103,"Kansas","Leavenworth County",0.12659525648188,78797,5420,10.9,334.43,33,8840,-0.35,0,0.00440372095384342,0.150043783392769
"941",20,105,"Kansas","Lincoln County",0.1941386477515,3167,75,12.7,314.22,9,9011,-1.33,0,0.568992737606568,0.0274707925481528
"942",20,107,"Kansas","Linn County",0.161555309216132,9502,223,14.8,122.79,15,2598,-1.53,0,0.120921911176594,0.037044832666807
"943",20,109,"Kansas","Logan County",0.288651360861502,2794,138,9.7,411.24,7,6594,-1.43,0,0.442376521116679,0.0515390121689334
"944",20,111,"Kansas","Lyon County",0.228680414353998,33212,6871,18,334.91,36,11810,-0.48,0.343781863631879,0.0582319643502349,0.0931289895218596
"945",20,113,"Kansas","McPherson County",0.240521165036499,29241,1108,8.8,371.55,6,14021,-1.81,0.00015625976623539,0.053486542867891,0.046133853151397
"946",20,115,"Kansas","Marion County",0.254573324177501,12208,385,11.9,285.91,22,7538,-0.81,0.0110120453471894,0.0774901703800786,0.0401376146788991
"947",20,117,"Kansas","Marshall County",0.246401855836705,10006,235,11.1,302.03,20,5970,-1.38,0.00392095845651159,0.0642614431341195,0.0311812912252648
"948",20,119,"Kansas","Meade County",0.257638855224713,4357,736,11.7,480.89,21,6575,-0.16,2.87372837519398e-05,0.383750286894652,0.0426899242598118
"949",20,121,"Kansas","Miami County",0.157988911326117,32822,1015,9.5,158.46,16,4972,-1.15,0,0.0576442629943331,0.0427152519651453
"950",20,123,"Kansas","Mitchell County",0.194767293032,6284,124,11.2,284.7,44,6797,0.32,0,0.0805219605346913,0.0218014003819223
"951",20,125,"Kansas","Montgomery County",0.171251428634082,34065,2130,18,298.77,19,10086,-0.81,0.00623160810109053,0.000293556436224864,0.147717598708352
"952",20,127,"Kansas","Morris County",0.188461610990999,5698,251,12.5,280.81,15,5236,-0.4,0.165618868377848,0.0931905931905932,0.0345735345735346
"953",20,129,"Kansas","Morton County",0.191790919916686,3110,657,11.1,279.97,4,5294,-1.59,0,0.528617363344051,0.0710610932475884
"954",20,131,"Kansas","Nemaha County",0.195854890017619,10148,172,9.9,246.26,22,6505,-3.62,0.000272384139460679,0.0585337012219156,0.0305478912100907
"955",20,133,"Kansas","Neosho County",0.152583372614501,16416,847,17.7,181.29,25,9361,-1.01,9.73330737784699e-05,0.0856481481481482,0.0549463937621832
"956",20,135,"Kansas","Ness County",0.287541831039,3105,304,10,405.73,32,7730,-1.54,0,0.442834138486312,0.0338164251207729
"957",20,137,"Kansas","Norton County",0.239984148919246,5560,292,13.5,304.56,21,7290,1.57,0,0.32589928057554,0.0586330935251799
"958",20,139,"Kansas","Osage County",0.192925638823065,15936,432,12.9,461.58,21,9654,-1.17,0.0774537472561932,0.0872238955823293,0.0355170682730924
"959",20,141,"Kansas","Osborne County",0.242021407643499,3756,68,12.9,332.88,1,6244,-1.07,0,0.493343982960596,0.0268903088391906
"960",20,143,"Kansas","Ottawa County",0.194627753847499,6065,186,10.4,342.66,21,7908,-1.67,0,0.0868920032976092,0.0316570486397362
"961",20,145,"Kansas","Pawnee County",0.200978388359002,6916,540,13.9,377.51,31,8021,-2.07,0,0.075187969924812,0.0850202429149798
"962",20,147,"Kansas","Phillips County",0.243602351667823,5533,164,11.4,324.97,17,5813,0.15,6.29306818539379e-05,0.0813302006144948,0.0300018073377914
"963",20,149,"Kansas","Pottawatomie County",0.233360605620501,22897,1183,10,399.6,9,9468,-0.09,0.178481468154012,0.0616237935100668,0.0597021443857274
"964",20,151,"Kansas","Pratt County",0.1945556033395,9850,671,10.3,546.45,3,10715,-1.42,0.000688547165480835,0.063248730964467,0.0523857868020305
"965",20,153,"Kansas","Rawlins County",0.291374971754329,2584,123,11.8,405.56,32,8695,-1.5,0,0.47484520123839,0.021671826625387
"966",20,155,"Kansas","Reno County",0.337710266947998,63794,5739,15.8,749.39,44,20315,-0.42,0.00705877146397592,0.00340157381571935,0.0710725146565508
"967",20,157,"Kansas","Republic County",0.196274148769901,4803,72,12.7,354.6,29,6438,-1.61,0.000195381188699152,0.385800541328336,0.0254007911721841
"968",20,159,"Kansas","Rice County",0.1943546400595,10015,1109,14.7,294.54,27,8444,-1.62,0.0160417471975261,0.0644033949076385,0.0588117823265102
"969",20,161,"Kansas","Riley County",0.168228442167,75194,6108,20.2,294.08,-13,9284,-0.11,0.0660599474780404,0.00269968348538447,0.159932973375535
"970",20,163,"Kansas","Rooks County",0.242295454651501,5155,131,12,330.11,35,4667,-0.94,0,0.0874878758486906,0.0269641125121242
"971",20,165,"Kansas","Rush County",0.192040606469,3197,104,12.1,430.44,9,5468,-2.57,0,0.528933375039099,0.0294025649045981
"972",20,167,"Kansas","Russell County",0.241942645495001,6956,176,13.3,505.68,30,19305,0.12,0,0.0759056929269695,0.0462909718228867
"973",20,169,"Kansas","Saline County",0.193682509188501,55755,6081,13,313.1,9,9712,-1.03,7.80305099293824e-05,0.00304905389651152,0.100188323917137
"974",20,171,"Kansas","Scott County",0.1919295619055,5080,890,8.3,409.34,13,6366,-1.5,0,0.363976377952756,0.030511811023622
"975",20,173,"Kansas","Sedgwick County",0.266945604396002,508803,70743,14.7,1277.83,64,36573,-0.7,2.788311398617e-05,0.0010121795665513,0.189723724113262
"976",20,175,"Kansas","Seward County",0.16827642321647,23465,13864,15.7,375.75,28,6945,-0.21,0,0.0530151289154059,0.109439590880034
"977",20,177,"Kansas","Shawnee County",0.149758739771434,178406,20639,15,626.36,47,19061,-1.76,0.0023237017579309,0.00716904139995292,0.156115825700929
"978",20,179,"Kansas","Sheridan County",0.242577308431502,2539,97,10.9,291.17,19,4842,-1.21,0,0.486805829066562,0.0208743599842458
"979",20,181,"Kansas","Sherman County",0.28587844102018,6110,744,16.2,612.42,37,21686,-1.34,0,0.336006546644845,0.0469721767594108
"980",20,183,"Kansas","Smith County",0.244229702694227,3769,64,13.5,270.32,31,5569,-0.94,9.41442289587648e-05,0.450782700981693,0.0294507827009817
"981",20,185,"Kansas","Stafford County",0.211253595602,4297,562,14.1,387.73,37,6894,-1.52,0.00849948648935793,0.442634396090296,0.045613218524552
"982",20,187,"Kansas","Stanton County",0.179674137692751,2111,764,11.5,349.07,11,4825,-1.59,0,0.56608242539081,0.0521080056845097
"983",20,189,"Kansas","Stevens County",0.191262037723264,5801,2024,9.7,270.55,20,4208,-1.18,0,0.0774004481985864,0.0441303223582141
"984",20,191,"Kansas","Sumner County",0.311613635914595,23528,1235,13.3,572.94,62,17947,-1.15,0,0.0655389323359402,0.0541482488949337
"985",20,193,"Kansas","Thomas County",0.290906733261498,7891,423,11.3,396.28,18,9814,-1.58,0,0.0642504118616145,0.0402990748954505
"986",20,195,"Kansas","Trego County",0.242043928805499,2902,59,9.9,341.35,36,4360,0.81,0,0.4855272226051,0.0261888352860096
"987",20,197,"Kansas","Wabaunsee County",0.215241956425501,7022,241,9.6,284.13,23,7631,0.4,0.418938407963699,0.0814582739960125,0.0393050412987753
"988",20,199,"Kansas","Wallace County",0.245813988507446,1506,101,12,318.67,10,5620,-1.45,0,0.610889774236388,0.0318725099601594
"989",20,201,"Kansas","Washington County",0.244666749496726,5598,192,10.8,350.91,20,5192,-2.95,0.000626703851095165,0.0800285816362987,0.0264380135762772
"990",20,203,"Kansas","Wichita County",0.192136307764999,2176,617,11.5,280.15,14,3018,-1.8,0,0.549172794117647,0.03125
"991",20,205,"Kansas","Wilson County",0.1519337024895,9028,254,16.7,188.83,9,4530,-1.75,0.00366282477046298,0.109215773150199,0.0538325210456358
"992",20,207,"Kansas","Woodson County",0.134013311824,3157,85,18.4,129.44,9,3229,-0.36,0.172346368715084,0.614190687361419,0.0421286031042129
"993",20,209,"Kansas","Wyandotte County",0.0421099191490837,161636,44075,24.4,163.06,8,4656,-0.17,0,0.00905120146502017,0.331256650746121
"994",21,1,"Kentucky","Adair County",0.108257927609499,19204,367,26.3,46.65,17,3852,0.24,0.000136500136500137,0.0835763382628619,0.0494688606540304
"995",21,3,"Kentucky","Allen County",0.0920057411673675,20384,386,19,36.02,5,4159,-1.5,7.99296618975302e-05,0.0749607535321821,0.0289442700156986
"996",21,5,"Kentucky","Anderson County",0.0542697623055002,21888,338,11.3,38.76,11,2585,-0.45,0,0.0752923976608187,0.0440423976608187
"997",21,7,"Kentucky","Ballard County",0.0717800438535824,8240,108,16.8,45.66,14,4178,-0.55,0,0.122694174757282,0.0565533980582524
"998",21,9,"Kentucky","Barren County",0.131040239705,43148,1289,19.5,59.52,15,6785,-1.47,0.000168890390136801,0.00254936497636043,0.0679985167331047
"999",21,11,"Kentucky","Bath County",0.0755842363150002,12206,160,22.7,44.9,5,4004,0.32,0.00466177345764729,0.110847124365066,0.0317876454202851
"1000",21,13,"Kentucky","Bell County",0.0943586102593532,27778,268,33.5,52.42,5,4118,0.12,0.0695862230187797,0.0729354165166679,0.0476276189790482
"1001",21,15,"Kentucky","Boone County",0.0691262886456469,126413,5081,8,60.41,22,5024,0.29,0.000109469074986316,0.00840103470370927,0.0796911710029823
"1002",21,17,"Kentucky","Bourbon County",0.0776819974809997,19972,1370,19.2,19.39,2,3518,-3.18,0,0.0781093530943321,0.0880733026236731
"1003",21,19,"Kentucky","Boyd County",0.0432347423994131,48832,784,23.1,47.8,4,2608,0.28,0.00626086956521739,0.00464859108781127,0.0530594692005242
"1004",21,21,"Kentucky","Boyle County",0.0483552349020001,29706,906,17.5,37.52,5,2239,-0.23,0,0.0651383558876995,0.110819363091631
"1005",21,23,"Kentucky","Bracken County",0.0560243311067352,8406,137,18.6,12.88,3,2676,0.5,0,0.134427789674042,0.0228408279800143
"1006",21,25,"Kentucky","Breathitt County",0.130731928726,13409,104,33,57.19,1,7711,-1.36,0.0751349815288434,0.106421060481766,0.0205831903945112
"1007",21,27,"Kentucky","Breckinridge County",0.155102716543495,19888,260,19.2,67.52,15,5154,0.35,4.80399692544197e-05,0.0796962992759453,0.042135961383749
"1008",21,29,"Kentucky","Bullitt County",0.0797436788320002,77955,1330,12.3,47.78,6,4746,-0.87,9.38174312787316e-05,0.009159130267462,0.0333782310307229
"1009",21,31,"Kentucky","Butler County",0.113460119161,12875,518,20.6,25.52,6,3126,-0.06,0.000391236306729264,0.0956116504854369,0.0245436893203883
"1010",21,33,"Kentucky","Caldwell County",0.0914040872980008,12725,193,18.2,35.75,8,1969,-0.52,0,0.0943811394891945,0.0759135559921415
"1011",21,35,"Kentucky","Calloway County",0.107197414848688,38282,1014,20.2,80.59,26,5403,-0.58,0,0.00101875555091166,0.0828849067446842
"1012",21,37,"Kentucky","Campbell County",0.0429784437256854,91833,1692,13.2,39.67,6,3160,0.39,0,0.00838478542571842,0.0605555737044418
"1013",21,39,"Kentucky","Carlisle County",0.0520649089823743,4978,121,17,28.76,3,2960,-1.03,0,0.110084371233427,0.0393732422659703
"1014",21,41,"Kentucky","Carroll County",0.0368040493808376,10815,752,20.4,29.77,11,2210,0.37,0.000410004100041,0.110679611650485,0.0463245492371706
"1015",21,43,"Kentucky","Carter County",0.1099602142325,27223,325,23.9,35.66,2,1456,0.12,0.000614544213041994,0.00279175697020901,0.0214891819417404
"1016",21,45,"Kentucky","Casey County",0.1173474963245,15891,454,30.6,44.39,7,4476,-1.97,0.000126246686024492,0.0878484676861116,0.0242904788874206
"1017",21,47,"Kentucky","Christian County",0.189530064713063,74250,5651,21.6,124.06,44,8212,-0.63,0,0.00554882154882155,0.269575757575758
"1018",21,49,"Kentucky","Clark County",0.0677499961584999,35758,999,16,15.39,4,3295,-0.51,0.00143487858719647,0.000838973096929358,0.0724313440349013
"1019",21,51,"Kentucky","Clay County",0.1237725862675,21147,417,38.2,46.04,2,5369,-1.46,0.0746625253852586,0.0792547406251478,0.0562254693337116
"1020",21,53,"Kentucky","Clinton County",0.0537168437308072,10165,286,25.7,33.89,10,2999,0.62,0.00013700506918756,0.118839153959666,0.0282341367437285
"1021",21,55,"Kentucky","Crittenden County",0.0977613562046021,9224,84,20.3,28.25,22,1685,0.46,0,0.100607111882047,0.0263443191673894
"1022",21,57,"Kentucky","Cumberland County",0.0812587146985553,6745,74,27.8,16.51,10,2505,0.65,0.000181061017562919,0.133432171979244,0.0452186805040771
"1023",21,59,"Kentucky","Daviess County",0.126263192942486,98275,2759,15,125.48,22,5883,-1.2,0,0.00806919358941745,0.0809666751462732
"1024",21,61,"Kentucky","Edmonson County",0.0809210093654993,12013,118,19.9,31.65,5,3516,0.62,0,0.111296095896113,0.0333805044535087
"1025",21,63,"Kentucky","Elliott County",0.0626246247919999,7672,79,32.4,30.53,1,2054,0.29,0.00167464114832536,0.121611053180396,0.0464025026068822
"1026",21,65,"Kentucky","Estill County",0.0676466272690004,14447,124,29.8,38.14,7,7608,0.55,0.00308268193328196,0.0926836021319305,0.0138437045753444
"1027",21,67,"Kentucky","Fayette County",0.0759000832075004,310797,21315,19.8,63.4,8,8427,-2.39,0.000197180321403924,0.00599426635392233,0.217000164094248
"1028",21,69,"Kentucky","Fleming County",0.0938032863184999,14545,191,19.3,39.02,5,3283,-0.86,0.00624199743918054,0.10340323135098,0.0296321760055002
"1029",21,71,"Kentucky","Floyd County",0.104514849685,38108,282,31.1,61.2,2,5265,0.04,0.0646079407997723,0.00422483468038207,0.0205468667996221
"1030",21,73,"Kentucky","Franklin County",0.0565219276179999,49880,1509,12.9,40.77,4,3796,-0.34,0.000132661183337755,0.00340817963111468,0.155032076984763
"1031",21,75,"Kentucky","Fulton County",0.0600935797711233,6265,96,31.2,39.78,11,2416,-0.46,0,0.100877893056664,0.276296887470072
"1032",21,77,"Kentucky","Gallatin County",0.028095328351627,8589,441,16.7,22.51,1,2145,0.63,0,0.112003725695657,0.0423797881010595
"1033",21,79,"Kentucky","Garrard County",0.0618522645375006,16858,389,18,23.01,10,2812,-1.23,0.00168309689829286,0.0893937596393404,0.0382607664017084
"1034",21,81,"Kentucky","Grant County",0.0698907588994995,24875,634,16.9,34.15,6,3003,-0.93,0.000107898144151921,0.0722412060301508,0.0322412060301508
"1035",21,83,"Kentucky","Graves County",0.145468211879794,37618,2264,17.7,70.06,14,4751,-2.48,0,0.00313679621457813,0.0749375299058961
"1036",21,85,"Kentucky","Grayson County",0.1348230330675,26194,369,21.7,80.9,22,4137,0.21,0,0.0763915400473391,0.02821256776361
"1037",21,87,"Kentucky","Green County",0.0759423571095003,11043,160,21.5,37.02,14,3180,-3.72,9.75895384014834e-05,0.106492800869329,0.041383681970479
"1038",21,89,"Kentucky","Greenup County",0.0948482760620342,36308,393,16.4,56.33,5,2886,0.62,0.000952456544170172,0.0029194667841798,0.029056957144431
"1039",21,91,"Kentucky","Hancock County",0.0527119799275405,8753,126,13.8,18.38,3,3074,0.48,0,0.105906546326974,0.0285616360105107
"1040",21,93,"Kentucky","Hardin County",0.166795709238734,108266,6128,14.3,86.8,31,7593,-0.69,0,0.00778637799493839,0.193310919402213
"1041",21,95,"Kentucky","Harlan County",0.122526133245737,28163,229,34.2,66.93,0,4212,0.37,0.0315447936069218,0.0036927884103256,0.0418989454248482
