"state_fips","county_fips","STNAME","CTYNAME","land_area","hail_tot_intensity","tornado_tot_intensity","hurricane_tot_intensity","wind_tot_intensity","highfirerisk"
17,159,"Illinois","Richland County",0.0970559730179993,31.06,8,3375,2554,0
17,161,"Illinois","Rock Island County",0.125936939438287,130.31,17,NA,9243,0
17,163,"Illinois","St. Clair County",0.18020607287431,288.92,46,84745.3703703704,14770,0
17,165,"Illinois","Saline County",0.102399584164999,53.95,15,85109.375,4894,0.000145602795573675
17,167,"Illinois","Sangamon County",0.238718247384,203.25,60,15625,9917,0
17,169,"Illinois","Schuyler County",0.120816327695499,51.89,12,NA,2648,0
17,171,"Illinois","Scott County",0.0687059316189999,37.78,4,15625,2140,0
17,173,"Illinois","Shelby County",0.2079349916785,62.15,17,36063.0787037037,3574,0
17,175,"Illinois","Stark County",0.080056312917,44.64,6,27000,2283,0
17,177,"Illinois","Stephenson County",0.159879713373329,101.33,5,101629.62962963,8640,0
17,179,"Illinois","Tazewell County",0.1810402085785,157.71,43,42625,7404,4.27825789338581e-05
17,181,"Illinois","Union County",0.111379862850254,49.15,19,116416.087962963,2623,0.000800533689126084
17,183,"Illinois","Vermilion County",0.246871300862116,145.77,22,89181.1342592593,8327,0
17,185,"Illinois","Wabash County",0.060748997543947,52.17,17,130500,2585,0
17,187,"Illinois","Warren County",0.15017954639,57.17,8,NA,4229,0
17,189,"Illinois","Washington County",0.1505187697275,131.32,27,69625,4167,0
17,191,"Illinois","Wayne County",0.191193456707501,64.9,25,9042.24537037037,3204,7.86843968840979e-05
17,193,"Illinois","White County",0.133534055134908,61.68,14,157500,3127,0
17,195,"Illinois","Whiteside County",0.195318377007316,116.64,16,NA,8240,0
17,197,"Illinois","Will County",0.237040160700183,272.61,49,27000,15326,0
17,199,"Illinois","Williamson County",0.117624272135501,76.06,15,177076.967592593,4308,0.000316595960235547
17,201,"Illinois","Winnebago County",0.146902640533773,167.1,10,112912.037037037,9456,0
17,203,"Illinois","Woodford County",0.149931155097,101.83,22,15625,4815,0
18,1,"Indiana","Adams County",0.0938883008671508,68.15,15,43875,2365,0
18,3,"Indiana","Allen County",0.183202129142909,191.37,20,1000,9525,0
18,5,"Indiana","Bartholomew County",0.110604303092,67.51,27,60401.0416666667,4219,0
18,7,"Indiana","Benton County",0.112004385079262,71.56,13,52734.375,3336,0
18,9,"Indiana","Blackford County",0.0455476075065,45.89,8,NA,1881,0
18,11,"Indiana","Boone County",0.115686846040499,91.33,35,10000,5175,0
18,13,"Indiana","Brown County",0.0855149562400004,30.63,4,73250,2428,0
18,15,"Indiana","Carroll County",0.103290945995501,55.94,10,17240.162037037,4360,0
18,17,"Indiana","Cass County",0.114620076457999,53.41,18,162037.037037037,4768,0
18,19,"Indiana","Clark County",0.100555432308361,95.66,30,44000,5148,0.000374251497005988
18,21,"Indiana","Clay County",0.09757995881,46.76,4,NA,2867,0
18,23,"Indiana","Clinton County",0.1111835708445,66.3,20,61837.962962963,4108,0
18,25,"Indiana","Crawford County",0.0823707652101503,64.92,7,21042.2453703704,5976,0.000273473108477666
18,27,"Indiana","Daviess County",0.117168547650999,54.27,17,120375,4221,0
18,29,"Indiana","Dearborn County",0.0829008891349761,47.14,4,8000,3445,0.000275027502750275
18,31,"Indiana","Decatur County",0.100992275601,59.77,14,2000,3083,0
18,33,"Indiana","DeKalb County",0.101465968740969,35.64,6,NA,2253,0
18,35,"Indiana","Delaware County",0.1084883419685,113.54,22,NA,6251,0
18,37,"Indiana","Dubois County",0.116223900608999,89.28,24,32625,5475,0
18,39,"Indiana","Elkhart County",0.130875317791569,82.9,29,99203.7037037037,7355,0
18,41,"Indiana","Fayette County",0.0584577809045001,43.15,8,15625,2945,0
18,43,"Indiana","Floyd County",0.0397026152691259,44.26,7,8000,4813,0.00245653817082389
18,45,"Indiana","Fountain County",0.108888165658,65.95,5,125000,3139,0
18,47,"Indiana","Franklin County",0.105973681903377,42.26,7,NA,3190,0
18,49,"Indiana","Fulton County",0.1029710967865,76.9,9,71134.837962963,2887,0
18,51,"Indiana","Gibson County",0.13314470958355,88.3,19,35000,4735,0
18,53,"Indiana","Grant County",0.1141964506375,95.83,21,2000,4346,0
18,55,"Indiana","Greene County",0.147101138894,53.26,10,122875,3765,0
18,57,"Indiana","Hamilton County",0.110043916891,159.08,16,1000,6427,0
18,59,"Indiana","Hancock County",0.0836475625304999,67.67,21,NA,4167,0
18,61,"Indiana","Harrison County",0.129538142700328,71.67,14,21375,6289,0.00104166666666667
18,63,"Indiana","Hendricks County",0.111277781183001,201.59,12,10000,8198,0
18,65,"Indiana","Henry County",0.107743544640499,74.77,21,85750,4583,0
18,67,"Indiana","Howard County",0.0808514426689999,64.45,22,50875,3904,0
18,69,"Indiana","Huntington County",0.107207706556499,107.46,14,1000,5182,0
18,71,"Indiana","Jackson County",0.13822166158,52.15,19,3375,3912,0
18,73,"Indiana","Jasper County",0.155686419376001,46.77,21,46010.9953703704,3270,0
18,75,"Indiana","Jay County",0.105547843774656,35.01,11,NA,1987,0
18,77,"Indiana","Jefferson County",0.0974825727274391,28.38,18,59250,3374,0
18,79,"Indiana","Jennings County",0.101890516419,37.01,7,9375,2719,0
18,81,"Indiana","Johnson County",0.0872513839324998,115.11,15,101375,5383,0
18,83,"Indiana","Knox County",0.140560962201272,83.93,30,165500,6560,0
18,85,"Indiana","Kosciusko County",0.154281051082501,86.19,21,31250,7380,0
18,87,"Indiana","LaGrange County",0.108262376396874,30.75,13,15625,3728,0
18,89,"Indiana","Lake County",0.140831422423091,122.21,40,8000,9703,5.57320403499972e-05
18,91,"Indiana","LaPorte County",0.168798595842023,68.64,21,NA,7365,0
18,93,"Indiana","Lawrence County",0.1214644959365,78.52,29,42625,4400,0.000186799501867995
18,95,"Indiana","Madison County",0.123989048520001,118.92,19,NA,7271,0
18,97,"Indiana","Marion County",0.109741396839,316.56,51,NA,12440,0
18,99,"Indiana","Marshall County",0.125266944247501,39.99,28,52734.375,4031,0
18,101,"Indiana","Martin County",0.0912885658190003,26.01,8,28625,2044,0
18,103,"Indiana","Miami County",0.104225734486,78.08,13,NA,6536,0
18,105,"Indiana","Monroe County",0.1110205763275,79.79,21,71625,5173,0
18,107,"Indiana","Montgomery County",0.1381580710655,87.03,22,95426.5046296296,3753,0
18,109,"Indiana","Morgan County",0.11102383478,115.22,21,2000,5595,0
18,111,"Indiana","Newton County",0.111793426519051,62.05,18,15625,2358,6.9759330310429e-05
18,113,"Indiana","Noble County",0.116407443959001,69.27,13,148625,4420,0
18,115,"Indiana","Ohio County",0.0235080952690055,5.88,5,NA,1428,0
18,117,"Indiana","Orange County",0.109241170993501,47.02,15,26625,3654,6.89560060681285e-05
18,119,"Indiana","Owen County",0.104924327634001,54.89,11,NA,3491,0
18,121,"Indiana","Parke County",0.122515451409,53.01,5,52058.4490740741,4093,0
18,123,"Indiana","Perry County",0.102754360397238,53.65,17,29311.9212962963,3109,0
18,125,"Indiana","Pike County",0.0911082777345006,40.14,25,23625,2829,0
18,127,"Indiana","Porter County",0.117352314836405,69.31,22,NA,5990,0.000267737617135208
18,129,"Indiana","Posey County",0.111463746795163,80.8,11,35000,3770,0
18,131,"Indiana","Pulaski County",0.120510272672001,53.77,16,64921.2962962963,1569,0
18,133,"Indiana","Putnam County",0.131222027657,106.06,19,8000,4466,0
18,135,"Indiana","Randolph County",0.124064676066619,47.77,20,42875,3610,0
18,137,"Indiana","Ripley County",0.1208346182995,73.29,21,3375,3949,0
18,139,"Indiana","Rush County",0.110961615503001,43.13,9,23625,3358,0
18,141,"Indiana","St. Joseph County",0.129029875116672,145.91,18,NA,9135,0
18,143,"Indiana","Scott County",0.0516806229180001,26.13,10,16625,2362,0
18,145,"Indiana","Shelby County",0.112005005328,59.91,39,74125,4826,0
18,147,"Indiana","Spencer County",0.106609811393167,75.92,3,34625,4431,0
18,149,"Indiana","Starke County",0.0869177209115007,55.53,16,56328.7037037037,3124,9.01306894997747e-05
18,151,"Indiana","Steuben County",0.0902667975590003,55.18,14,8000,4446,0
18,153,"Indiana","Sullivan County",0.122532050062559,37.03,10,27000,3022,0
18,155,"Indiana","Switzerland County",0.0600419762898403,29.87,6,56061.9212962963,2299,0.000251920896838393
18,157,"Indiana","Tippecanoe County",0.1382118531845,126.84,57,34328.125,8104,0
18,159,"Indiana","Tipton County",0.0715128716809999,26.66,14,2000,2187,0
18,161,"Indiana","Union County",0.0448962802972011,19.63,2,NA,2547,0
18,163,"Indiana","Vanderburgh County",0.0627585410312689,80.55,20,31625,6715,0
18,165,"Indiana","Vermillion County",0.0708505143689304,61.77,11,NA,3120,0
18,167,"Indiana","Vigo County",0.111171111444614,92.92,19,51811.9212962963,7704,0
18,169,"Indiana","Wabash County",0.1164370966935,64.33,18,16000,2845,0
18,171,"Indiana","Warren County",0.100597378033538,38.28,12,NA,2291,0
18,173,"Indiana","Warrick County",0.104004123301279,88.03,14,31625,3939,0.000143864192202561
18,175,"Indiana","Washington County",0.138355627797,54.9,30,62875,4303,0.000217912399215515
18,177,"Indiana","Wayne County",0.110233587379458,72.51,11,23625,6721,0
18,179,"Indiana","Wells County",0.1022111629795,58.03,12,43875,3369,0
18,181,"Indiana","White County",0.140507279619501,60.4,13,NA,3010,0
18,183,"Indiana","Whitley County",0.093859890205999,114.02,10,8000,4623,0
19,1,"Iowa","Adair County",0.158868563013,148.7,24,NA,6197,0
19,3,"Iowa","Adams County",0.118012490316001,96.21,15,NA,3663,0.000925864691488658
19,5,"Iowa","Allamakee County",0.18920734047454,95.08,5,NA,3805,0
19,7,"Iowa","Appanoose County",0.142550098802615,96.3,16,NA,4346,0.000272747108880646
19,9,"Iowa","Audubon County",0.1241750145525,114.77,5,NA,3281,0
19,11,"Iowa","Benton County",0.2024638434415,222.89,14,NA,14587,0
19,13,"Iowa","Black Hawk County",0.162346773945001,255.13,29,NA,10118,0
19,15,"Iowa","Boone County",0.161550989172499,208.14,43,NA,8645,0
19,17,"Iowa","Bremer County",0.125184868544,134.67,18,NA,5116,0
19,19,"Iowa","Buchanan County",0.162510501965,132.39,31,NA,7524,0
19,21,"Iowa","Buena Vista County",0.165200084816,149.7,17,NA,4028,0
19,23,"Iowa","Butler County",0.165619200797001,159.2,19,NA,4409,0
19,25,"Iowa","Calhoun County",0.1620254570305,128.63,19,NA,4117,0
19,27,"Iowa","Carroll County",0.160564083834001,142.3,22,NA,7440,0
19,29,"Iowa","Cass County",0.157366841148,203.39,27,NA,8284,4.97883993029624e-05
19,31,"Iowa","Cedar County",0.163191714919001,97.81,26,81370.3703703704,8424,0
19,33,"Iowa","Cerro Gordo County",0.164660582921,138.62,24,NA,7446,0
19,35,"Iowa","Cherokee County",0.164320411948501,143.02,15,NA,3444,0
19,37,"Iowa","Chickasaw County",0.144724097312499,110.42,15,NA,3491,0
19,39,"Iowa","Clarke County",0.119726927293501,74.2,16,NA,3059,0.000651720542231491
19,41,"Iowa","Clay County",0.163947987837498,239.14,28,NA,5931,4.91062659595364e-05
19,43,"Iowa","Clayton County",0.226114200024442,122.46,12,NA,4914,0
19,45,"Iowa","Clinton County",0.199567615088754,103.04,25,NA,8349,0
19,47,"Iowa","Crawford County",0.201348580487999,155.84,24,NA,7077,0
19,49,"Iowa","Dallas County",0.1657285501535,213.05,22,NA,12978,0
19,51,"Iowa","Davis County",0.139409843862011,84.37,18,NA,3647,0.000557537912578055
19,53,"Iowa","Decatur County",0.147279468082497,98.67,19,42875,4158,0.00137138034706472
19,55,"Iowa","Delaware County",0.164148025853,162.29,27,NA,5941,0
19,57,"Iowa","Des Moines County",0.118995341426868,101.2,19,NA,6618,0
19,59,"Iowa","Dickinson County",0.116144263194068,123.48,18,NA,5510,0
19,61,"Iowa","Dubuque County",0.174786597300398,181.99,26,NA,9080,0
19,63,"Iowa","Emmet County",0.11565356964744,124.26,13,NA,4739,0
19,65,"Iowa","Fayette County",0.208608199240499,138.57,23,NA,5848,0
19,67,"Iowa","Floyd County",0.143495350408501,150.81,15,NA,3148,0
19,69,"Iowa","Franklin County",0.165841362359,101.55,18,NA,4766,0
19,71,"Iowa","Fremont County",0.142682365818382,125.82,31,NA,3359,0
19,73,"Iowa","Greene County",0.160862787496,126.97,10,NA,3945,0
19,75,"Iowa","Grundy County",0.142155626096499,88.71,30,NA,4657,0
19,77,"Iowa","Guthrie County",0.166100419545,194.88,20,NA,5850,4.74563401670463e-05
19,79,"Iowa","Hamilton County",0.163493341931499,153.47,21,NA,5230,0
19,81,"Iowa","Hancock County",0.164067921054001,85.32,26,NA,3398,0
19,83,"Iowa","Hardin County",0.161378720382,137.1,19,NA,6502,0
19,85,"Iowa","Harrison County",0.196442880665266,204.11,23,NA,6773,0
19,87,"Iowa","Henry County",0.120999945541,72.58,12,NA,4334,0.000257781787716698
19,89,"Iowa","Howard County",0.136167811179909,84.29,41,NA,3302,0
19,91,"Iowa","Humboldt County",0.1241290022745,88.81,11,NA,3123,0
19,93,"Iowa","Ida County",0.122359552344,104.94,16,NA,2783,0
19,95,"Iowa","Iowa County",0.1645556960205,108.7,25,NA,4394,0
19,97,"Iowa","Jackson County",0.183325526556119,74.66,10,91125,6325,0
19,99,"Iowa","Jasper County",0.205293442261001,210.03,12,NA,7192,3.84113082891603e-05
19,101,"Iowa","Jefferson County",0.121160318212,85.31,5,NA,4107,0.00792474711680948
19,103,"Iowa","Johnson County",0.174500498989,162.75,22,72337.962962963,8279,4.516711833785e-05
19,105,"Iowa","Jones County",0.162697302486499,112.59,15,NA,8225,0
19,107,"Iowa","Keokuk County",0.1615707769815,47.78,20,64000,4168,0
19,109,"Iowa","Kossuth County",0.279575791327424,194.13,30,NA,6001,0
19,111,"Iowa","Lee County",0.14855788848356,121.88,21,NA,7093,0
19,113,"Iowa","Linn County",0.2041598958745,245.16,42,NA,20485,0
19,115,"Iowa","Louisa County",0.116127605651411,57.66,12,NA,2556,0
19,117,"Iowa","Lucas County",0.120436296017,68.94,6,49296.2962962963,2970,0.00116716379198547
19,119,"Iowa","Lyon County",0.169065259925875,156.45,28,NA,3839,0
19,121,"Iowa","Madison County",0.1566280953945,153.49,12,NA,5403,0.000650911275786101
19,123,"Iowa","Mahaska County",0.1597431866835,100.68,20,56328.7037037037,5677,0
19,125,"Iowa","Marion County",0.158935002656501,146.03,17,NA,8013,0.00172686007499507
19,127,"Iowa","Marshall County",0.1614055234035,130.15,29,NA,7091,0
19,129,"Iowa","Mills County",0.122186305655237,127.05,12,NA,4019,0
19,131,"Iowa","Mitchell County",0.134976009522853,98.94,13,NA,3228,0
19,133,"Iowa","Monona County",0.19686389233492,148.44,19,NA,4817,0
19,135,"Iowa","Monroe County",0.120453338514001,55.79,6,NA,2325,0.000259151279559443
19,137,"Iowa","Montgomery County",0.1178738286585,104.55,20,NA,3153,0
19,139,"Iowa","Muscatine County",0.125414462731181,117.87,21,NA,7143,0
19,141,"Iowa","O'Brien County",0.1641012546815,176.36,24,NA,5675,0
19,143,"Iowa","Osceola County",0.11489552638554,105.31,19,NA,2890,0
19,145,"Iowa","Page County",0.147864713131129,122.07,45,NA,4452,0
19,147,"Iowa","Palo Alto County",0.163046978518501,121.5,19,NA,3710,0
19,149,"Iowa","Plymouth County",0.245959276595636,233.04,44,NA,7017,0.0101329336634954
19,151,"Iowa","Pocahontas County",0.164710655431999,124.36,33,NA,3938,0
19,153,"Iowa","Polk County",0.1656779642155,545.82,33,NA,26925,0.00128498001142204
19,155,"Iowa","Pottawattamie County",0.267170715254612,235.07,35,NA,6528,0
19,157,"Iowa","Poweshiek County",0.16415917075,91.44,27,NA,5828,0
19,159,"Iowa","Ringgold County",0.148821054260564,106.09,22,37037.037037037,4151,0.000574622577443452
19,161,"Iowa","Sac County",0.163748955598001,117.43,17,NA,3553,0
19,163,"Iowa","Scott County",0.13103382361781,155.34,35,NA,14212,0
19,165,"Iowa","Shelby County",0.165635748211,131.33,13,NA,4110,0
19,167,"Iowa","Sioux County",0.220119119832425,244.25,26,NA,7226,0
19,169,"Iowa","Story County",0.161534751808501,246.4,46,NA,16141,0
19,171,"Iowa","Tama County",0.203477543976999,97.37,39,NA,5766,0
19,173,"Iowa","Taylor County",0.147640395908899,148.46,34,NA,5266,0.000210837022981235
19,175,"Iowa","Union County",0.1180667339175,106.57,23,NA,5337,0.00085978835978836
19,177,"Iowa","Van Buren County",0.135490357547683,80.78,27,NA,3791,0.000803351121822459
19,179,"Iowa","Wapello County",0.120915793235499,109.25,16,NA,10436,0.00109734056287116
19,181,"Iowa","Warren County",0.159719957545999,285.96,27,NA,9102,0.00171838177533386
19,183,"Iowa","Washington County",0.1590346217305,73.17,15,NA,5198,0
19,185,"Iowa","Wayne County",0.145595608860799,86.44,29,NA,3571,0.00016008537886873
19,187,"Iowa","Webster County",0.203542901391001,205.51,31,NA,8456,0
19,189,"Iowa","Winnebago County",0.115457796794978,100.24,13,NA,4470,0
19,191,"Iowa","Winneshiek County",0.198217179110928,171.69,11,NA,4506,0
19,193,"Iowa","Woodbury County",0.248550841347071,347.66,41,NA,11847,0.00265880770093218
19,195,"Iowa","Worth County",0.115591681817489,94.03,24,NA,3168,0
19,197,"Iowa","Wright County",0.165772550928501,109.92,21,NA,4634,0
20,1,"Kansas","Allen County",0.134028455787501,166.67,14,NA,4042,0.000111576011157601
20,3,"Kansas","Anderson County",0.155531815944,148.58,24,NA,3918,0.00989525510450355
20,5,"Kansas","Atchison County",0.117693557132575,123.68,10,3375,2669,0
20,7,"Kansas","Barber County",0.298705927092147,383.92,18,NA,7134,0.0161326295442718
20,9,"Kansas","Barton County",0.240838372167001,471.1,52,NA,13491,0.00700043752734546
20,11,"Kansas","Bourbon County",0.169404640923617,164.97,14,139428.240740741,5393,0.000352500550782111
20,13,"Kansas","Brown County",0.15588039707819,201.26,27,27000,6400,0
20,15,"Kansas","Butler County",0.383208328694998,811.17,33,27000,24237,0.0914606872678478
20,17,"Kansas","Chase County",0.207453947655501,154.94,18,27000,4058,0.336443865740741
20,19,"Kansas","Chautauqua County",0.169394202187619,209.1,-4,NA,7222,0.212131806660257
20,21,"Kansas","Cherokee County",0.155278223252937,202.89,29,150625,7275,9.53697963854847e-05
20,23,"Kansas","Cheyenne County",0.277871051783666,383,-1,NA,10071,0
20,25,"Kansas","Clark County",0.257058856382987,470.15,17,NA,6136,0.0575599642949697
20,27,"Kansas","Clay County",0.1774175649275,298.03,18,NA,6323,0.0136486544486888
20,29,"Kansas","Cloud County",0.1946744811315,414.83,22,NA,10228,0.00796047213834752
20,31,"Kansas","Coffey County",0.174316933135501,222.49,14,NA,5388,0.111704878469229
20,33,"Kansas","Comanche County",0.207582820267452,448.58,22,16000,4903,0.181763091291484
20,35,"Kansas","Cowley County",0.297799090779599,687.96,31,NA,19490,0.245802552048355
20,37,"Kansas","Crawford County",0.157066591802847,204.02,35,194811.921296296,7043,0
20,39,"Kansas","Decatur County",0.243479870142477,326.4,18,NA,6607,0
20,41,"Kansas","Dickinson County",0.229026565021,406.57,23,NA,8380,0.00571447446653894
20,43,"Kansas","Doniphan County",0.10844207407165,86.59,11,37125,2502,0
20,45,"Kansas","Douglas County",0.127610961258001,368.81,41,NA,11891,0.00112752952347042
20,47,"Kansas","Edwards County",0.1650271243385,305.88,35,8000,5956,0.0307525325615051
20,49,"Kansas","Elk County",0.1716018823765,146.91,20,NA,3194,0.237402597402598
20,51,"Kansas","Ellis County",0.242193067193,448.29,42,NA,10462,0.000187558612066271
20,53,"Kansas","Ellsworth County",0.193977225294999,358.01,22,NA,7616,0.239945493478684
20,55,"Kansas","Finney County",0.346319508761501,610.95,46,NA,21366,2.16029379995679e-05
20,57,"Kansas","Ford County",0.290760055542,871.35,32,NA,19651,0.00896378630333453
20,59,"Kansas","Franklin County",0.154489666881,229.03,11,NA,7387,0.00214707461084273
20,61,"Kansas","Geary County",0.108949027167001,162.2,8,NA,6385,0.0718521102197419
20,63,"Kansas","Gove County",0.2882445903305,386.47,10,NA,5964,0
20,65,"Kansas","Graham County",0.243231636250999,373.91,26,NA,8827,0.0005324646850628
20,67,"Kansas","Grant County",0.151926129829001,254.36,16,NA,5787,0
20,69,"Kansas","Gray County",0.2301244157475,454.27,11,NA,9957,0
20,71,"Kansas","Greeley County",0.208172884150148,299.32,6,NA,4517,0
20,73,"Kansas","Greenwood County",0.305677951892999,219.96,12,NA,7401,0.194204384551536
20,75,"Kansas","Hamilton County",0.26505580696414,351.49,3,NA,6168,5.6414306668171e-05
20,77,"Kansas","Harper County",0.211020588026544,391.41,35,NA,9518,0.00150787249710698
20,79,"Kansas","Harvey County",0.1437302885845,280.87,25,NA,6801,0.0242111840049984
20,81,"Kansas","Haskell County",0.152623312608,236.87,21,NA,4944,0
20,83,"Kansas","Hodgeman County",0.228831664876499,344.26,38,NA,7762,0.000261745844784714
20,85,"Kansas","Jackson County",0.178260123277999,235.54,12,54000,4552,0.0257965319894081
20,87,"Kansas","Jefferson County",0.150416184501,399.4,33,NA,10545,0.000101471334348047
20,89,"Kansas","Jewell County",0.249005323148439,349.24,29,24000,5727,3.07777538395248e-05
20,91,"Kansas","Johnson County",0.129011938865712,510.29,18,15041.087962963,14107,0
20,93,"Kansas","Kearny County",0.231364451237497,384.81,17,NA,7081,0
20,95,"Kansas","Kingman County",0.2289155093405,423.23,19,NA,9867,0.0481771256046489
20,97,"Kansas","Kiowa County",0.190876470407,382.79,30,16000,4867,0.109774143302181
20,99,"Kansas","Labette County",0.171687814515868,218.71,25,40000,8073,0.00309744030974403
20,101,"Kansas","Lane County",0.191846546098,283.72,15,NA,4855,0.000235404896421846
20,103,"Kansas","Leavenworth County",0.12659525648188,334.43,33,23495.3703703704,8840,0
20,105,"Kansas","Lincoln County",0.1941386477515,314.22,9,NA,9011,0.002578125
20,107,"Kansas","Linn County",0.161555309216132,122.79,15,46604.1666666667,2598,0
20,109,"Kansas","Logan County",0.288651360861502,411.24,7,NA,6594,0
20,111,"Kansas","Lyon County",0.228680414353998,334.91,36,NA,11810,0.14607111140348
20,113,"Kansas","McPherson County",0.240521165036499,371.55,6,NA,14021,0.0452215763485218
20,115,"Kansas","Marion County",0.254573324177501,285.91,22,27000,7538,0.0190717997165801
20,117,"Kansas","Marshall County",0.246401855836705,302.03,20,NA,5970,0.0201338104870079
20,119,"Kansas","Meade County",0.257638855224713,480.89,21,NA,6575,0.00293120294269786
20,121,"Kansas","Miami County",0.157988911326117,158.46,16,32000,4972,0
20,123,"Kansas","Mitchell County",0.194767293032,284.7,44,NA,6797,0.000195717696794144
20,125,"Kansas","Montgomery County",0.171251428634082,298.77,19,NA,10086,0.0199065258784836
20,127,"Kansas","Morris County",0.188461610990999,280.81,15,54000,5236,0.120049653625916
20,129,"Kansas","Morton County",0.191790919916686,279.97,4,NA,5294,0.000964208577599506
20,131,"Kansas","Nemaha County",0.195854890017619,246.26,22,NA,6505,0.0270049418265302
20,133,"Kansas","Neosho County",0.152583372614501,181.29,25,NA,9361,0
20,135,"Kansas","Ness County",0.287541831039,405.73,32,NA,7730,0.000235571260306243
20,137,"Kansas","Norton County",0.239984148919246,304.56,21,NA,7290,0.000670690811535882
20,139,"Kansas","Osage County",0.192925638823065,461.58,21,NA,9654,0.119316400125431
20,141,"Kansas","Osborne County",0.242021407643499,332.88,1,16000,6244,0.000377798066933224
20,143,"Kansas","Ottawa County",0.194627753847499,342.66,21,NA,7908,0.0522886018652203
20,145,"Kansas","Pawnee County",0.200978388359002,377.51,31,16000,8021,0.00317045878403581
20,147,"Kansas","Phillips County",0.243602351667823,324.97,17,NA,5813,0.000377584091123627
20,149,"Kansas","Pottawatomie County",0.233360605620501,399.6,9,NA,9468,0.135823873859138
20,151,"Kansas","Pratt County",0.1945556033395,546.45,3,NA,10715,0.0476245122790911
20,153,"Kansas","Rawlins County",0.291374971754329,405.56,32,NA,8695,0.00010522992739135
20,155,"Kansas","Reno County",0.337710266947998,749.39,44,NA,20315,0.210324836254204
20,157,"Kansas","Republic County",0.196274148769901,354.6,29,NA,6438,3.90762377398304e-05
20,159,"Kansas","Rice County",0.1943546400595,294.54,27,NA,8444,0.133706996521067
20,161,"Kansas","Riley County",0.168228442167,294.08,-13,NA,9284,0.0517975187901839
20,163,"Kansas","Rooks County",0.242295454651501,330.11,35,NA,4667,0.0001886080724255
20,165,"Kansas","Rush County",0.192040606469,430.44,9,16000,5468,0.000470588235294118
20,167,"Kansas","Russell County",0.241942645495001,505.68,30,16000,19305,0.00118917227350962
20,169,"Kansas","Saline County",0.193682509188501,313.1,9,NA,9712,0.0875112168858023
20,171,"Kansas","Scott County",0.1919295619055,409.34,13,NA,6366,0
20,173,"Kansas","Sedgwick County",0.266945604396002,1277.83,64,27000,36573,0.00270466205665849
20,175,"Kansas","Seward County",0.16827642321647,375.75,28,NA,6945,0.000175839634253561
20,177,"Kansas","Shawnee County",0.149758739771434,626.36,47,NA,19061,0.0193473428975551
20,179,"Kansas","Sheridan County",0.242577308431502,291.17,19,NA,4842,0
20,181,"Kansas","Sherman County",0.28587844102018,612.42,37,NA,21686,0
20,183,"Kansas","Smith County",0.244229702694227,270.32,31,NA,5569,3.13814096529216e-05
20,185,"Kansas","Stafford County",0.211253595602,387.73,37,NA,6894,0.115911746998619
20,187,"Kansas","Stanton County",0.179674137692751,349.07,11,NA,4825,8.27574792071834e-05
20,189,"Kansas","Stevens County",0.191262037723264,270.55,20,NA,4208,0
20,191,"Kansas","Sumner County",0.311613635914595,572.94,62,56313.0787037037,17947,2.37608705982987e-05
20,193,"Kansas","Thomas County",0.290906733261498,396.28,18,NA,9814,0
20,195,"Kansas","Trego County",0.242043928805499,341.35,36,NA,4360,0.000281540338474051
20,197,"Kansas","Wabaunsee County",0.215241956425501,284.13,23,27000,7631,0.20229343276232
20,199,"Kansas","Wallace County",0.245813988507446,318.67,10,NA,5620,0
20,201,"Kansas","Washington County",0.244666749496726,350.91,20,NA,5192,0.00115940212452606
20,203,"Kansas","Wichita County",0.192136307764999,280.15,14,NA,3018,0
20,205,"Kansas","Wilson County",0.1519337024895,188.83,9,NA,4530,0.0150908380543075
20,207,"Kansas","Woodson County",0.134013311824,129.44,9,NA,3229,0.0555865921787709
20,209,"Kansas","Wyandotte County",0.0421099191490837,163.06,8,NA,4656,0
21,1,"Kentucky","Adair County",0.108257927609499,46.65,17,99838.5416666667,3852,0.00211575211575211
21,3,"Kentucky","Allen County",0.0920057411673675,36.02,5,31250,4159,0.00103908560466789
21,5,"Kentucky","Anderson County",0.0542697623055002,38.76,11,167890.625,2585,0
21,7,"Kentucky","Ballard County",0.0717800438535824,45.66,14,18719.3287037037,4178,0
21,9,"Kentucky","Barren County",0.131040239705,59.52,15,31250,6785,0.00112593593424534
21,11,"Kentucky","Bath County",0.0755842363150002,44.9,5,49745.3703703704,4004,0.0104146002777227
21,13,"Kentucky","Bell County",0.0943586102593532,52.42,5,3375,4118,0.0249357126159121
21,15,"Kentucky","Boone County",0.0691262886456469,60.41,22,27000,5024,0
21,17,"Kentucky","Bourbon County",0.0776819974809997,19.39,2,91125,3518,9.66276934969562e-05
21,19,"Kentucky","Boyd County",0.0432347423994131,47.8,4,119171.296296296,2608,0.0332173913043478
21,21,"Kentucky","Boyle County",0.0483552349020001,37.52,5,87962.9629629629,2239,0.000154130702836005
21,23,"Kentucky","Bracken County",0.0560243311067352,12.88,3,16000,2676,0.000134916351861846
21,25,"Kentucky","Breathitt County",0.130731928726,57.19,1,58500,7711,0.0442739414606422
21,27,"Kentucky","Breckinridge County",0.155102716543495,67.52,15,16000,5154,9.60799385088394e-05
21,29,"Kentucky","Bullitt County",0.0797436788320002,47.78,6,NA,4746,0
21,31,"Kentucky","Butler County",0.113460119161,25.52,6,27000,3126,0.00110850286906625
