"","state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
"7.345117",48,143,"Texas","Erath County",7,40147,37986,681,547,330,26,32088,8059
"7.345250",48,145,"Texas","Falls County",7,16989,12195,4216,172,82,26,13169,3820
"7.345383",48,147,"Texas","Fannin County",7,33752,30044,2355,408,182,17,30203,3549
"7.345516",48,149,"Texas","Fayette County",7,24833,22447,1703,289,101,13,19899,4934
"7.345649",48,151,"Texas","Fisher County",7,3831,3557,147,40,16,1,2762,1069
"7.345782",48,153,"Texas","Floyd County",7,5949,5544,248,76,23,1,2604,3345
"7.345915",48,155,"Texas","Foard County",7,1275,1175,68,5,10,0,1036,239
"7.346048",48,157,"Texas","Fort Bend County",7,685345,392102,144575,4030,130153,610,520522,164823
"7.346181",48,159,"Texas","Franklin County",7,10600,9737,478,120,87,2,9149,1451
"7.346314",48,161,"Texas","Freestone County",7,19762,15756,3253,273,152,3,16845,2917
"7.346447",48,163,"Texas","Frio County",7,18531,17047,725,162,428,3,4122,14409
"7.346580",48,165,"Texas","Gaines County",7,19425,18432,429,210,103,8,11756,7669
"7.346713",48,167,"Texas","Galveston County",7,314198,251818,42766,2500,10730,281,239602,74596
"7.346846",48,169,"Texas","Garza County",7,6435,5805,476,49,42,7,3215,3220
"7.346979",48,171,"Texas","Gillespie County",7,25520,24685,164,303,112,32,20015,5505
"7.347112",48,173,"Texas","Glasscock County",7,1291,1244,22,12,1,2,851,440
"7.347245",48,175,"Texas","Goliad County",7,7549,6969,395,72,30,2,4855,2694
"7.347378",48,177,"Texas","Gonzales County",7,20462,18213,1547,353,106,22,10358,10104
"7.347511",48,179,"Texas","Gray County",7,23044,20878,1198,328,153,3,16788,6256
"7.347644",48,181,"Texas","Grayson County",7,123534,109030,7660,2240,1421,86,107976,15558
"7.347777",48,183,"Texas","Gregg County",7,123204,92677,25318,1175,1602,127,101003,22201
"7.347910",48,185,"Texas","Grimes County",7,27172,21843,4493,238,177,25,20969,6203
"7.348043",48,187,"Texas","Guadalupe County",7,147250,127812,11569,1448,2474,301,92789,54461
"7.348176",48,189,"Texas","Hale County",7,34720,31437,2037,576,212,45,14508,20212
"7.348309",48,191,"Texas","Hall County",7,3147,2812,236,47,14,2,2066,1081
"7.348442",48,193,"Texas","Hamilton County",7,8199,7832,85,144,51,5,7275,924
"7.348575",48,195,"Texas","Hansford County",7,5509,5293,57,93,17,0,3009,2500
"7.348708",48,197,"Texas","Hardeman County",7,3928,3532,238,40,26,0,3033,895
"7.348841",48,199,"Texas","Hardin County",7,55621,51106,3174,296,391,8,52531,3090
"7.348974",48,201,"Texas","Harris County",7,4441370,3130013,867589,49570,310941,5811,2585830,1855540
"7.349107",48,203,"Texas","Harrison County",7,67336,49762,15134,819,503,74,59045,8291
"7.349240",48,205,"Texas","Hartley County",7,6089,5488,458,43,43,1,4485,1604
"7.349373",48,207,"Texas","Haskell County",7,5769,5296,263,57,40,0,4300,1469
"7.349506",48,209,"Texas","Hays County",7,185025,168224,7632,2216,2840,353,116496,68529
"7.349639",48,211,"Texas","Hemphill County",7,4180,4026,29,51,35,3,2828,1352
"7.349772",48,213,"Texas","Henderson County",7,79290,71421,5277,646,526,62,69812,9478
"7.349905",48,215,"Texas","Hidalgo County",7,831073,806188,7336,4337,9312,342,73190,757883
"7.350038",48,217,"Texas","Hill County",7,34848,31399,2392,307,171,37,27851,6997
"7.350171",48,219,"Texas","Hockley County",7,23577,21763,1027,349,111,11,12560,11017
"7.350304",48,221,"Texas","Hood County",7,53921,51872,449,518,344,49,47714,6207
"7.350437",48,223,"Texas","Hopkins County",7,35921,31960,2679,351,234,38,30093,5828
"7.350570",48,225,"Texas","Houston County",7,22741,16342,5863,156,131,3,20254,2487
"7.350703",48,227,"Texas","Howard County",7,36651,32419,2577,590,430,43,21876,14775
"7.350836",48,229,"Texas","Hudspeth County",7,3211,3032,57,44,35,0,701,2510
"7.350969",48,231,"Texas","Hunt County",7,88493,76963,7403,1007,1258,165,75276,13217
"7.351102",48,233,"Texas","Hutchinson County",7,21773,20040,643,448,135,19,16912,4861
"7.351235",48,235,"Texas","Irion County",7,1574,1495,24,13,6,0,1141,433
"7.351368",48,237,"Texas","Jack County",7,8855,8245,375,89,54,10,7415,1440
"7.351501",48,239,"Texas","Jackson County",7,14739,13221,1064,123,101,5,10106,4633
"7.351634",48,241,"Texas","Jasper County",7,35552,28644,5917,234,241,21,33199,2353
"7.351767",48,243,"Texas","Jeff Davis County",7,2204,2083,42,26,9,1,1461,743
"7.351900",48,245,"Texas","Jefferson County",7,252235,149657,86410,2404,9744,225,204649,47586
"7.352033",48,247,"Texas","Jim Hogg County",7,5255,5110,41,29,37,2,439,4816
"7.352166",48,249,"Texas","Jim Wells County",7,41353,39926,407,444,236,22,8408,32945
"7.352299",48,251,"Texas","Johnson County",7,157456,146030,4966,1530,1382,802,125948,31508
"7.352432",48,253,"Texas","Jones County",7,19936,16580,2680,250,139,2,14537,5399
"7.352565",48,255,"Texas","Karnes County",7,14906,13271,1294,164,57,6,7086,7820
"7.352698",48,257,"Texas","Kaufman County",7,111236,95050,11909,1062,1151,90,89687,21549
"7.352831",48,259,"Texas","Kendall County",7,38880,37193,413,284,372,39,30182,8698
"7.352964",48,261,"Texas","Kenedy County",7,400,374,17,6,2,0,104,296
"7.353097",48,263,"Texas","Kent County",7,785,749,9,10,0,1,643,142
"7.353230",48,265,"Texas","Kerr County",7,50562,47530,1036,577,528,45,37597,12965
"7.353363",48,267,"Texas","Kimble County",7,4438,4294,23,50,31,6,3307,1131
"7.353496",48,269,"Texas","King County",7,262,250,0,4,0,0,217,45
"7.353629",48,271,"Texas","Kinney County",7,3526,3330,64,42,22,7,1533,1993
"7.353762",48,273,"Texas","Kleberg County",7,32190,29213,1405,273,778,52,9108,23082
"7.353895",48,275,"Texas","Knox County",7,3858,3486,235,49,8,4,2562,1296
"7.354028",48,277,"Texas","Lamar County",7,49523,40289,6695,831,363,13,45804,3719
"7.354161",48,279,"Texas","Lamb County",7,13574,12346,694,248,49,9,6245,7329
"7.354294",48,281,"Texas","Lampasas County",7,20156,18183,832,237,261,58,16340,3816
"7.354427",48,283,"Texas","La Salle County",7,7474,7238,80,61,36,2,1167,6307
"7.354560",48,285,"Texas","Lavaca County",7,19721,17894,1377,119,70,16,16234,3487
"7.354693",48,287,"Texas","Lee County",7,16742,14307,1895,186,83,31,12903,3839
"7.354826",48,289,"Texas","Leon County",7,16861,15085,1263,136,137,4,14464,2397
"7.354959",48,291,"Texas","Liberty County",7,78117,66914,8520,808,574,71,61963,16154
"7.355092",48,293,"Texas","Limestone County",7,23524,18477,4261,259,144,17,18622,4902
"7.355225",48,295,"Texas","Lipscomb County",7,3553,3310,65,74,17,6,2429,1124
"7.355358",48,297,"Texas","Live Oak County",7,12091,11154,593,149,79,5,7560,4531
"7.355491",48,299,"Texas","Llano County",7,19510,18726,249,183,110,7,17604,1906
"7.355624",48,301,"Texas","Loving County",7,86,83,0,3,0,0,68,18
"7.355757",48,303,"Texas","Lubbock County",7,293974,255633,22917,3281,6890,396,193934,100040
"7.355890",48,305,"Texas","Lynn County",7,5771,5392,143,108,19,1,3018,2753
"7.356023",48,307,"Texas","McCulloch County",7,8199,7739,227,83,48,2,5647,2552
"7.356156",48,309,"Texas","McLennan County",7,243441,195377,36710,2682,3901,269,182190,61251
"7.356289",48,311,"Texas","McMullen County",7,805,765,11,4,4,0,501,304
"7.356422",48,313,"Texas","Madison County",7,13861,10532,2817,154,114,6,10789,3072
"7.356555",48,315,"Texas","Marion County",7,10149,7503,2256,115,71,3,9736,413
"7.356688",48,317,"Texas","Martin County",7,5460,5173,128,71,16,5,2970,2490
"7.356821",48,319,"Texas","Mason County",7,4071,3946,41,26,10,10,3104,967
"7.356954",48,321,"Texas","Matagorda County",7,36519,30501,4201,457,801,44,21774,14745
"7.357087",48,323,"Texas","Maverick County",7,57023,55239,366,854,300,21,2794,54229
"7.357220",48,325,"Texas","Medina County",7,47894,44995,1336,465,448,64,23517,24377
"7.357353",48,327,"Texas","Menard County",7,2147,2058,37,31,6,2,1388,759
"7.357486",48,329,"Texas","Midland County",7,155830,138473,10558,1755,2567,139,89723,66107
"7.357619",48,331,"Texas","Milam County",7,24256,21021,2432,303,177,7,18060,6196
"7.357752",48,333,"Texas","Mills County",7,4870,4699,55,46,12,1,4029,841
"7.357885",48,335,"Texas","Mitchell County",7,9076,7637,1077,138,64,5,5514,3562
"7.358018",48,337,"Texas","Montague County",7,19416,18631,152,273,75,6,17369,2047
"7.358151",48,339,"Texas","Montgomery County",7,518947,465060,25242,5126,13924,613,402221,116726
"7.358284",48,341,"Texas","Moore County",7,22148,18936,668,338,1907,41,10454,11694
"7.358417",48,343,"Texas","Morris County",7,12743,9316,2935,152,70,14,11581,1162
"7.358550",48,345,"Texas","Motley County",7,1153,1097,24,20,10,0,963,190
"7.358683",48,347,"Texas","Nacogdoches County",7,65301,50503,11961,600,1078,43,53190,12111
"7.358816",48,349,"Texas","Navarro County",7,48195,39270,6725,543,404,424,35877,12318
"7.358949",48,351,"Texas","Newton County",7,14138,10875,2840,111,93,2,13634,504
"7.359082",48,353,"Texas","Nolan County",7,15093,13820,786,151,107,6,9665,5428
"7.359215",48,355,"Texas","Nueces County",7,356221,324709,15785,3022,7240,467,134011,222210
"7.359348",48,357,"Texas","Ochiltree County",7,10758,10267,108,146,89,5,5214,5544
"7.359481",48,359,"Texas","Oldham County",7,2070,1910,75,22,24,1,1767,303
"7.359614",48,361,"Texas","Orange County",7,83433,73278,7350,591,888,67,77660,5773
"7.359747",48,363,"Texas","Palo Pinto County",7,28096,26459,713,271,202,30,22521,5575
"7.359880",48,365,"Texas","Panola County",7,23769,19262,3814,151,114,14,21605,2164
"7.360013",48,367,"Texas","Parker County",7,123164,117077,2106,1130,813,70,109153,14011
"7.360146",48,369,"Texas","Parmer County",7,9908,9351,169,202,49,33,3760,6148
"7.360279",48,371,"Texas","Pecos County",7,15893,14649,696,181,197,9,5145,10748
"7.360412",48,373,"Texas","Polk County",7,46079,38772,5261,1014,333,34,39442,6637
"7.360545",48,375,"Texas","Potter County",7,121627,98586,12921,1612,5869,152,76192,45435
"7.360678",48,377,"Texas","Presidio County",7,6976,6581,108,112,110,1,1205,5771
"7.360811",48,379,"Texas","Rains County",7,11032,10326,322,120,90,5,10125,907
"7.360944",48,381,"Texas","Randall County",7,128220,118592,4067,1177,2140,92,103158,25062
"7.361077",48,383,"Texas","Reagan County",7,3755,3457,148,42,25,0,1282,2473
"7.361210",48,385,"Texas","Real County",7,3371,3191,31,65,9,13,2472,899
"7.361343",48,387,"Texas","Red River County",7,12446,9837,2170,189,38,1,11551,895
"7.361476",48,389,"Texas","Reeves County",7,14349,13143,793,125,162,9,3668,10681
"7.361609",48,391,"Texas","Refugio County",7,7302,6572,491,73,60,0,3664,3638
"7.361742",48,393,"Texas","Roberts County",7,928,896,5,3,2,0,827,101
"7.361875",48,395,"Texas","Robertson County",7,16500,12547,3400,144,131,12,13245,3255
"7.362008",48,397,"Texas","Rockwall County",7,87809,77623,5320,678,2475,90,72917,14892
"7.362141",48,399,"Texas","Runnels County",7,10416,9774,269,166,78,13,6890,3526
"7.362274",48,401,"Texas","Rusk County",7,53923,42550,9540,547,365,38,45221,8702
"7.362407",48,403,"Texas","Sabine County",7,10350,9295,773,85,40,3,9909,441
"7.362540",48,405,"Texas","San Augustine County",7,8610,6430,1963,51,39,0,7976,634
"7.362673",48,407,"Texas","San Jacinto County",7,27099,23358,2803,254,148,11,23658,3441
"7.362806",48,409,"Texas","San Patricio County",7,66915,63065,1458,627,719,88,29471,37444
"7.362939",48,411,"Texas","San Saba County",7,5622,5306,138,74,16,0,3988,1634
"7.363072",48,413,"Texas","Schleicher County",7,3162,3017,57,19,15,0,1512,1650
"7.363205",48,415,"Texas","Scurry County",7,17328,15846,879,211,135,12,10512,6816
"7.363338",48,417,"Texas","Shackelford County",7,3343,3207,48,19,12,5,2957,386
"7.363471",48,419,"Texas","Shelby County",7,25515,20204,4499,239,262,8,20915,4600
"7.363604",48,421,"Texas","Sherman County",7,3084,2942,38,48,18,1,1784,1300
"7.363737",48,423,"Texas","Smith County",7,218842,170807,39214,1827,3359,156,177884,40958
"7.363870",48,425,"Texas","Somervell County",7,8694,8188,106,113,87,4,7004,1690
"7.364003",48,427,"Texas","Starr County",7,62955,62177,264,192,181,7,2672,60283
"7.364136",48,429,"Texas","Stephens County",7,9405,8911,246,105,49,4,7248,2157
"7.364269",48,431,"Texas","Sterling County",7,1339,1263,18,24,2,1,830,509
"7.364402",48,433,"Texas","Stonewall County",7,1403,1296,54,19,13,0,1184,219
"7.364535",48,435,"Texas","Sutton County",7,3972,3846,36,41,17,1,1558,2414
"7.364668",48,437,"Texas","Swisher County",7,7581,6702,628,109,32,6,4391,3190
"7.364801",48,439,"Texas","Tarrant County",7,1945360,1463031,314266,17327,102177,4512,1404016,541344
"7.364934",48,441,"Texas","Taylor County",7,135143,117005,10554,1304,2587,201,103310,31833
"7.365067",48,443,"Texas","Terrell County",7,927,851,18,26,22,0,474,453
"7.365200",48,445,"Texas","Terry County",7,12739,11703,657,141,75,5,5968,6771
"7.365333",48,447,"Texas","Throckmorton County",7,1608,1551,18,14,7,0,1417,191
"7.365466",48,449,"Texas","Titus County",7,32506,27577,3333,788,324,52,19003,13503
"7.365599",48,451,"Texas","Tom Green County",7,116608,105884,5391,1295,1520,150,72211,44397
"7.365732",48,453,"Texas","Travis County",7,1151145,929431,103015,15129,74516,1322,761310,389835
"7.365865",48,455,"Texas","Trinity County",7,14224,12418,1395,117,64,3,12911,1313
"7.365998",48,457,"Texas","Tyler County",7,21418,18433,2463,164,77,9,19776,1642
"7.366131",48,459,"Texas","Upshur County",7,40354,35435,3442,432,210,18,37171,3183
"7.366264",48,461,"Texas","Upton County",7,3454,3190,93,100,14,0,1631,1823
"7.366397",48,463,"Texas","Uvalde County",7,27117,26034,327,301,183,26,8083,19034
"7.366530",48,465,"Texas","Val Verde County",7,48974,46605,959,449,384,81,9606,39368
"7.366663",48,467,"Texas","Van Zandt County",7,52910,49637,1623,529,243,40,47517,5393
"7.366796",48,469,"Texas","Victoria County",7,91081,81417,6276,776,1237,74,49836,41245
"7.366929",48,471,"Texas","Walker County",7,69789,51253,16092,569,814,61,57337,12452
"7.367062",48,473,"Texas","Waller County",7,46820,33026,11971,730,378,44,32868,13952
"7.367195",48,475,"Texas","Ward County",7,11625,10558,571,197,80,9,5634,5991
"7.367328",48,477,"Texas","Washington County",7,34438,27038,6212,176,607,14,29254,5184
"7.367461",48,479,"Texas","Webb County",7,266673,260210,1906,1570,1871,129,12667,254006
"7.367594",48,481,"Texas","Wharton County",7,41168,34426,5825,294,229,22,24834,16334
"7.367727",48,483,"Texas","Wheeler County",7,5714,5328,160,87,42,2,4155,1559
"7.367860",48,485,"Texas","Wichita County",7,132355,109883,14364,1743,2931,165,108184,24171
"7.367993",48,487,"Texas","Wilbarger County",7,12973,11233,1135,197,130,19,9255,3718
"7.368126",48,489,"Texas","Willacy County",7,21903,20866,588,143,175,12,2702,19201
"7.368259",48,491,"Texas","Williamson County",7,489250,409091,33070,4387,29207,733,372131,117119
"7.368392",48,493,"Texas","Wilson County",7,46402,44255,806,438,236,18,28478,17924
"7.368525",48,495,"Texas","Winkler County",7,7821,7326,236,139,45,1,3272,4549
"7.368658",48,497,"Texas","Wise County",7,61638,58752,965,634,307,45,50290,11348
"7.368791",48,499,"Texas","Wood County",7,42852,39401,2162,419,251,29,38734,4118
"7.368924",48,501,"Texas","Yoakum County",7,8286,7869,134,143,41,2,3055,5231
"7.369057",48,503,"Texas","Young County",7,18350,17436,301,232,113,13,15067,3283
"7.369190",48,505,"Texas","Zapata County",7,14319,14129,61,67,32,0,879,13440
"7.369323",48,507,"Texas","Zavala County",7,12267,11856,156,120,22,19,857,11410
"7.369456",49,1,"Utah","Beaver County",7,6461,6088,26,126,84,31,5759,702
"7.369589",49,3,"Utah","Box Elder County",7,51518,49068,267,620,513,99,46835,4683
"7.369722",49,5,"Utah","Cache County",7,118343,110332,1005,1164,3043,609,105958,12385
"7.369855",49,7,"Utah","Carbon County",7,20660,19625,167,322,143,34,17944,2716
"7.369988",49,9,"Utah","Daggett County",7,1117,1072,4,16,6,1,1070,47
"7.370121",49,11,"Utah","Davis County",7,329692,305595,4752,2207,6519,2330,299839,29853
"7.370254",49,13,"Utah","Duchesne County",7,20380,18672,117,928,106,79,18738,1642
"7.370387",49,15,"Utah","Emery County",7,10631,10317,49,100,49,13,9966,665
"7.370520",49,17,"Utah","Garfield County",7,5024,4746,26,120,53,13,4743,281
"7.370653",49,19,"Utah","Grand County",7,9429,8647,64,412,97,6,8485,944
"7.370786",49,21,"Utah","Iron County",7,47269,44137,352,1189,450,185,43354,3915
"7.370919",49,23,"Utah","Juab County",7,10486,10112,47,110,41,20,9998,488
"7.371052",49,25,"Utah","Kane County",7,7254,6950,32,125,35,4,6927,327
"7.371185",49,27,"Utah","Millard County",7,12606,11975,65,246,110,29,10997,1609
"7.371318",49,29,"Utah","Morgan County",7,10608,10356,27,42,74,10,10323,285
"7.371451",49,31,"Utah","Piute County",7,1484,1440,3,15,8,2,1369,115
"7.371584",49,33,"Utah","Rich County",7,2293,2237,6,19,7,1,2188,105
"7.371717",49,35,"Utah","Salt Lake County",7,1091742,966622,21743,14576,42807,17653,897450,194292
"7.371850",49,37,"Utah","San Juan County",7,15251,7622,63,7111,101,14,14480,771
"7.371983",49,39,"Utah","Sanpete County",7,28477,26842,282,471,238,182,25703,2774
"7.372116",49,41,"Utah","Sevier County",7,20773,20039,53,308,89,34,19748,1025
"7.372249",49,43,"Utah","Summit County",7,39105,37291,279,219,657,68,34564,4541
"7.372382",49,45,"Utah","Tooele County",7,61598,58117,544,796,517,298,54312,7286
"7.372515",49,47,"Utah","Uintah County",7,36867,32605,209,2851,196,177,33908,2959
"7.372648",49,49,"Utah","Utah County",7,560974,524446,4135,4586,9178,4962,498064,62910
"7.372781",49,51,"Utah","Wasatch County",7,27714,26562,132,233,321,49,24152,3562
"7.372914",49,53,"Utah","Washington County",7,151948,142421,1286,2617,1304,1350,136783,15165
"7.373047",49,55,"Utah","Wayne County",7,2723,2619,4,27,23,7,2591,132
"7.373180",49,57,"Utah","Weber County",7,240475,223291,3916,2995,3638,786,197894,42581
"7.373313",50,1,"Vermont","Addison County",7,37009,35169,371,90,667,5,36210,799
"7.373446",50,3,"Vermont","Bennington County",7,36445,35115,363,129,334,20,35784,661
"7.373579",50,5,"Vermont","Caledonia County",7,30981,29846,234,165,262,3,30520,461
"7.373712",50,7,"Vermont","Chittenden County",7,160531,147181,3860,418,5689,79,156995,3536
"7.373845",50,9,"Vermont","Essex County",7,6125,5956,24,35,22,0,6045,80
"7.373978",50,11,"Vermont","Franklin County",7,48642,46430,329,482,299,19,47956,686
"7.374111",50,13,"Vermont","Grand Isle County",7,6994,6630,46,88,25,8,6871,123
"7.374244",50,15,"Vermont","Lamoille County",7,25082,24186,207,107,150,8,24686,396
"7.374377",50,17,"Vermont","Orange County",7,28859,27949,168,100,151,6,28487,372
"7.374510",50,19,"Vermont","Orleans County",7,27082,26179,202,154,121,10,26728,354
"7.374643",50,21,"Vermont","Rutland County",7,60086,58278,378,152,428,13,59285,801
"7.374776",50,23,"Vermont","Washington County",7,58998,56644,527,166,539,14,57886,1112
"7.374909",50,25,"Vermont","Windham County",7,43714,41727,516,128,476,25,42793,921
"7.375042",50,27,"Vermont","Windsor County",7,56014,53891,484,142,589,17,55206,808
"7.375175",51,1,"Virginia","Accomack County",7,33021,22725,9265,219,235,56,30097,2924
"7.375308",51,3,"Virginia","Albemarle County",7,104489,85984,10333,429,5079,78,98576,5913
"7.375441",51,5,"Virginia","Alleghany County",7,15820,14698,752,35,82,13,15602,218
"7.375574",51,7,"Virginia","Amelia County",7,12855,9616,2821,71,137,7,12453,402
"7.375707",51,9,"Virginia","Amherst County",7,32041,24764,6133,278,170,9,31327,714
"7.375840",51,11,"Virginia","Appomattox County",7,15279,11855,3046,45,56,4,15092,187
"7.375973",51,13,"Virginia","Arlington County",7,226908,173761,20688,1618,23377,273,191260,35648
"7.376106",51,15,"Virginia","Augusta County",7,73862,69174,3076,192,471,24,72037,1825
"7.376239",51,17,"Virginia","Bath County",7,4563,4266,226,7,17,0,4482,81
"7.376372",51,19,"Virginia","Bedford County",7,76583,68928,5389,238,924,21,75019,1564
"7.376505",51,21,"Virginia","Bland County",7,6625,6300,243,5,20,1,6580,45
"7.376638",51,23,"Virginia","Botetourt County",7,33100,31219,1150,101,230,8,32618,482
"7.376771",51,25,"Virginia","Brunswick County",7,16498,7101,9094,50,60,17,16153,345
"7.376904",51,27,"Virginia","Buchanan County",7,23106,22223,650,26,64,2,22973,133
"7.377037",51,29,"Virginia","Buckingham County",7,16913,10623,5860,57,69,5,16551,362
"7.377170",51,31,"Virginia","Campbell County",7,54885,45180,7965,171,539,17,53674,1211
"7.377303",51,33,"Virginia","Caroline County",7,29778,19944,8388,243,260,29,28518,1260
"7.377436",51,35,"Virginia","Carroll County",7,29621,28979,260,92,72,13,28698,923
"7.377569",51,36,"Virginia","Charles City County",7,7023,2959,3336,503,29,6,6902,121
"7.377702",51,37,"Virginia","Charlotte County",7,12225,8376,3583,44,34,0,11887,338
"7.377835",51,41,"Virginia","Chesterfield County",7,332499,232045,77393,1890,12076,420,306015,26484
"7.377968",51,43,"Virginia","Clarke County",7,14423,13091,739,52,179,8,13783,640
"7.378101",51,45,"Virginia","Craig County",7,5234,5150,13,14,10,0,5184,50
"7.378234",51,47,"Virginia","Culpeper County",7,49166,38771,7759,358,733,69,44620,4546
"7.378367",51,49,"Virginia","Cumberland County",7,9827,6366,3161,57,37,0,9591,236
"7.378500",51,51,"Virginia","Dickenson County",7,15308,15106,68,32,24,2,15172,136
"7.378633",51,53,"Virginia","Dinwiddie County",7,27859,17991,9123,119,158,21,27053,806
"7.378766",51,57,"Virginia","Essex County",7,11103,6397,4204,104,114,25,10699,404
"7.378899",51,59,"Virginia","Fairfax County",7,1137538,757861,113200,7549,217881,1040,951136,186402
"7.379032",51,61,"Virginia","Fauquier County",7,68248,59570,5597,313,1040,69,63366,4882
"7.379165",51,63,"Virginia","Floyd County",7,15578,14971,296,34,91,2,15146,432
"7.379298",51,65,"Virginia","Fluvanna County",7,26092,21270,4013,70,192,15,25270,822
"7.379431",51,67,"Virginia","Franklin County",7,56358,50403,4716,258,247,28,54825,1533
"7.379564",51,69,"Virginia","Frederick County",7,82377,75256,3757,367,1282,51,76249,6128
"7.379697",51,71,"Virginia","Giles County",7,16815,16260,271,32,84,0,16545,270
"7.379830",51,73,"Virginia","Gloucester County",7,37141,32601,3116,186,343,16,35921,1220
"7.379963",51,75,"Virginia","Goochland County",7,21936,17390,3879,58,287,10,21416,520
"7.380096",51,77,"Virginia","Grayson County",7,15093,14509,351,37,27,5,14638,455
"7.380229",51,79,"Virginia","Greene County",7,19031,16859,1317,63,319,9,18078,953
"7.380362",51,81,"Virginia","Greensville County",7,11681,4537,6927,33,69,1,11441,240
"7.380495",51,83,"Virginia","Halifax County",7,35200,21569,12889,121,185,8,34518,682
"7.380628",51,85,"Virginia","Hanover County",7,101918,88402,9748,479,1603,57,99255,2663
"7.380761",51,87,"Virginia","Henrico County",7,321924,190985,96788,1222,25522,187,304463,17461
"7.380894",51,89,"Virginia","Henry County",7,52081,39195,11478,169,323,13,49266,2815
"7.381027",51,91,"Virginia","Highland County",7,2248,2208,19,7,9,0,2215,33
"7.381160",51,93,"Virginia","Isle of Wight County",7,36007,26163,8620,162,354,18,35024,983
"7.381293",51,95,"Virginia","James City County",7,72583,58527,9880,258,1878,72,68590,3993
"7.381426",51,97,"Virginia","King and Queen County",7,7175,4906,1932,131,32,1,6951,224
"7.381559",51,99,"Virginia","King George County",7,25371,19622,4385,160,357,26,24266,1105
"7.381692",51,101,"Virginia","King William County",7,16186,12613,2827,223,146,4,15774,412
"7.381825",51,103,"Virginia","Lancaster County",7,11044,7724,3094,25,80,1,10866,178
"7.381958",51,105,"Virginia","Lee County",7,24951,23507,1049,105,68,9,24503,448
"7.382091",51,107,"Virginia","Loudoun County",7,363050,256790,28278,1755,62904,460,314227,48823
"7.382224",51,109,"Virginia","Louisa County",7,34348,27480,5750,154,199,16,33475,873
"7.382357",51,111,"Virginia","Lunenburg County",7,12466,7891,4244,53,38,19,11942,524
"7.382490",51,113,"Virginia","Madison County",7,13157,11471,1256,34,74,4,12879,278
"7.382623",51,115,"Virginia","Mathews County",7,8836,7750,814,23,59,7,8651,185
"7.382756",51,117,"Virginia","Mecklenburg County",7,31192,19379,10871,90,291,23,30362,830
"7.382889",51,119,"Virginia","Middlesex County",7,10696,8518,1892,42,48,5,10463,233
"7.383022",51,121,"Virginia","Montgomery County",7,97244,84839,4116,291,5768,50,94302,2942
"7.383155",51,125,"Virginia","Nelson County",7,14850,12534,1859,70,96,6,14336,514
"7.383288",51,127,"Virginia","New Kent County",7,20021,16389,2742,205,214,4,19510,511
"7.383421",51,131,"Virginia","Northampton County",7,12121,7466,4268,35,104,25,11090,1031
"7.383554",51,133,"Virginia","Northumberland County",7,12251,8989,3039,25,41,11,11806,445
"7.383687",51,135,"Virginia","Nottoway County",7,15579,9018,6134,112,63,13,14959,620
"7.383820",51,137,"Virginia","Orange County",7,35026,28923,4619,153,390,38,33521,1505
"7.383953",51,139,"Virginia","Page County",7,23848,22902,516,54,107,8,23385,463
"7.384086",51,141,"Virginia","Patrick County",7,18264,16870,1056,83,58,7,17759,505
"7.384219",51,143,"Virginia","Pittsylvania County",7,62383,47602,13519,173,288,21,60868,1515
"7.384352",51,145,"Virginia","Powhatan County",7,28449,24242,3578,94,182,10,27879,570
"7.384485",51,147,"Virginia","Prince Edward County",7,23074,14776,7522,80,282,19,22508,566
"7.384618",51,149,"Virginia","Prince George County",7,37333,23074,12004,294,681,153,34508,2825
"7.384751",51,153,"Virginia","Prince William County",7,446094,287066,95969,4936,37658,926,347964,98130
"7.384884",51,155,"Virginia","Pulaski County",7,34322,31705,1819,72,214,6,33819,503
"7.385017",51,157,"Virginia","Rappahannock County",7,7361,6801,335,18,57,5,7110,251
"7.385150",51,159,"Virginia","Richmond County",7,8902,5967,2674,40,58,2,8327,575
"7.385283",51,161,"Virginia","Roanoke County",7,93785,83459,5475,188,3042,34,91245,2540
"7.385416",51,163,"Virginia","Rockbridge County",7,22327,21102,613,133,136,3,21968,359
"7.385549",51,165,"Virginia","Rockingham County",7,78171,74342,1632,448,574,38,73457,4714
"7.385682",51,167,"Virginia","Russell County",7,28023,27400,286,67,60,2,27709,314
"7.385815",51,169,"Virginia","Scott County",7,22384,21912,189,62,44,16,22099,285
"7.385948",51,171,"Virginia","Shenandoah County",7,43021,40777,1033,190,324,14,40097,2924
"7.386081",51,173,"Virginia","Smyth County",7,31555,30264,747,54,120,7,30982,573
"7.386214",51,175,"Virginia","Southampton County",7,18059,11108,6524,76,56,6,17816,243
"7.386347",51,177,"Virginia","Spotsylvania County",7,129188,99867,20789,574,3426,216,117974,11214
"7.386480",51,179,"Virginia","Stafford County",7,139992,103600,25217,943,4593,243,124227,15765
"7.386613",51,181,"Virginia","Surry County",7,6790,3633,2975,29,29,3,6672,118
"7.386746",51,183,"Virginia","Sussex County",7,11767,4769,6768,48,54,0,11441,326
"7.386879",51,185,"Virginia","Tazewell County",7,43452,41088,1485,79,325,7,43059,393
"7.387012",51,187,"Virginia","Warren County",7,38987,35543,1976,182,429,21,37370,1617
"7.387145",51,191,"Virginia","Washington County",7,54729,53061,810,124,303,18,53938,791
